tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,5de783074bdd2656_score,player_b8836c3c_x,player_b8836c3c_y,player_b8836c3c_move_target,player_b8836c3c_item,player_b8836c3c_score,player_b8836c3c_cut_speed,player_b8836c3c_speed,player_967cfb4d_x,player_967cfb4d_y,player_967cfb4d_move_target,player_967cfb4d_item,player_967cfb4d_score,player_967cfb4d_cut_speed,player_967cfb4d_speed
1329,0,1,,0,2,tomato_cut,3.524999999999996,3,0,3,tomato,2.016666666666662,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1330,0,1,,0,2,tomato_cut,3.5666666666666624,3,0,3,tomato,2.0249999999999955,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1331,0,1,,0,2,tomato_cut,3.608333333333329,3,0,3,tomato,2.0249999999999955,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1332,0,1,,0,2,tomato_cut,3.6499999999999955,3,0,3,tomato,2.0249999999999955,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1333,0,1,,0,2,tomato_cut,3.691666666666662,3,0,3,tomato,2.0249999999999955,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1334,0,1,,0,2,tomato_cut,3.691666666666662,3,0,3,tomato,2.0249999999999955,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1335,0,1,,0,2,tomato_cut,3.691666666666662,3,0,3,tomato,2.0333333333333288,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1336,0,1,,0,2,tomato_cut,3.691666666666662,3,0,3,tomato,2.041666666666662,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1337,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.0499999999999954,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1338,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.0583333333333287,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1339,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.066666666666662,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1340,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.0749999999999953,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1341,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.0833333333333286,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1342,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.091666666666662,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1343,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.099999999999995,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1344,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.1083333333333285,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1345,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.116666666666662,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1346,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.124999999999995,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1347,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.124999999999995,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1348,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.124999999999995,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1349,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.124999999999995,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1350,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.124999999999995,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1351,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.1333333333333284,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1352,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.1416666666666617,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1353,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.149999999999995,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1354,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.149999999999995,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1355,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.149999999999995,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1356,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.149999999999995,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1357,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.149999999999995,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1358,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.1583333333333283,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1359,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.1666666666666616,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1360,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.174999999999995,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1361,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.1833333333333282,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1362,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.1916666666666615,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1363,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.199999999999995,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1364,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.208333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1365,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.2166666666666615,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1366,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.2249999999999948,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1367,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.233333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1368,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.2416666666666614,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1369,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.2416666666666614,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1370,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.2416666666666614,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1371,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.2416666666666614,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1372,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.2416666666666614,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1373,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.2499999999999947,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1374,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.2499999999999947,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.500000000000256,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1375,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.2499999999999947,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,41.00000000000051,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1376,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.2499999999999947,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,41.50000000000077,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1377,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.2499999999999947,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,42.00000000000102,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1378,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.258333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,42.50000000000128,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1379,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.258333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,43.000000000001535,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1380,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.258333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,43.50000000000179,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1381,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.258333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,44.000000000002046,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1382,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.258333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,44.5000000000023,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1383,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.2666666666666613,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,45.00000000000256,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1384,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.2666666666666613,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,45.500000000002814,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1385,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.2666666666666613,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,46.00000000000307,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1386,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.2666666666666613,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,46.500000000003325,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1387,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.2666666666666613,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,47.00000000000358,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1388,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.2749999999999946,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,47.50000000000384,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1389,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,48.00000000000409,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1390,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,48.50000000000435,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1391,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,49.000000000004604,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1392,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,49.50000000000486,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1393,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,50.000000000005116,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1394,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.291666666666661,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,50.50000000000537,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1395,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.291666666666661,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,51.00000000000563,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1396,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.291666666666661,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,51.50000000000588,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1397,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.291666666666661,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,52.00000000000614,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1398,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.291666666666661,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,52.500000000006395,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1399,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.2999999999999945,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,53.00000000000665,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1400,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.308333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,53.50000000000691,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1401,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.316666666666661,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,54.00000000000716,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1402,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.316666666666661,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,54.50000000000742,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1403,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.316666666666661,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,55.000000000007674,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1404,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.316666666666661,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,55.50000000000793,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1405,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.316666666666661,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.000000000008185,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1406,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.316666666666661,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.50000000000844,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1407,0,1,,0,2,None_cut,3.691666666666662,3,0,3,tomato,2.316666666666661,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,57.0000000000087,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
