tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,652bdc4936ee99e4_score,player_35074a07_x,player_35074a07_y,player_35074a07_move_target,player_35074a07_item,player_35074a07_score,player_35074a07_cut_speed,player_35074a07_speed,player_923c9be6_x,player_923c9be6_y,player_923c9be6_move_target,player_923c9be6_item,player_923c9be6_score,player_923c9be6_cut_speed,player_923c9be6_speed,a174e44d288dc2a4_score,8ec5c0db206a2c8e_message,3517dbd3b600b50f_score
1442,train,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000000199967,47.76997590830129,,tomato,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1443,train,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000000167797,46.51997590830101,,tomato,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1444,train,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000001356273,45.26997590830072,,tomato,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1445,train,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000001034575,44.01997590830044,,tomato,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1446,train,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000000712877,42.769975908300154,,tomato,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1447,train,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000000039118,41.51997590829987,,tomato,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1448,train,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000000006948,40.269975908299585,,tomato,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1449,train,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000000046505,39.0199759082993,,tomato,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1450,train,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000000042597,37.76997590829902,,tomato,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1451,train,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000000003869,36.51997590829873,,tomato,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1452,train,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000000003478,35.26997590829845,,tomato,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1453,train,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000000030873,34.019975908298164,,tomato,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1454,train,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000000026965,32.76997590829788,,tomato,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1455,train,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000000023057,31.519975908297734,,tomato,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1456,train,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000000001915,30.269975908297805,,tomato,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1457,train,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000000001524,29.019975908297877,,tomato,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1458,train,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000000011333,27.769975908297948,,tomato,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1459,train,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000000000752,26.51997590829802,,tomato,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1460,train,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000000000379,25.26997590829809,,tomato,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1461,train,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1462,train,0,1,tomato,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1463,train,0,1,tomato,0.041666666666666664,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1464,train,0,1,tomato,0.08333333333333333,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1465,train,0,1,tomato,0.125,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1466,train,0,1,tomato,0.16666666666666666,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1467,train,0,1,tomato,0.20833333333333331,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1468,train,0,1,tomato,0.24999999999999997,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1469,train,0,1,tomato,0.29166666666666663,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1470,train,0,1,tomato,0.3333333333333333,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1471,train,0,1,tomato,0.375,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1472,train,0,1,tomato,0.4166666666666667,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1473,train,0,1,tomato,0.45833333333333337,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1474,train,0,1,tomato,0.5,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1475,train,0,1,tomato,0.5416666666666666,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1476,train,0,1,tomato,0.5833333333333333,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1477,train,0,1,tomato,0.6249999999999999,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1478,train,0,1,tomato,0.6666666666666665,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1479,train,0,1,tomato,0.7083333333333331,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1480,train,0,1,tomato,0.7499999999999998,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1481,train,0,1,tomato,0.7916666666666664,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1482,train,0,1,tomato,0.833333333333333,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1483,train,0,1,tomato,0.8749999999999997,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1484,train,0,1,tomato,0.9166666666666663,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1485,train,0,1,tomato,0.9583333333333329,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1486,train,0,1,tomato,0.9999999999999996,0,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1487,train,0,1,tomato,1.0416666666666663,1,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1488,train,0,1,tomato,1.083333333333333,1,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1489,train,0,1,tomato,1.1249999999999998,1,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1490,train,0,1,tomato,1.1666666666666665,1,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1491,train,0,1,tomato,1.2083333333333333,1,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1492,train,0,1,tomato,1.25,1,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1493,train,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1494,train,0,1,tomato,1.3333333333333335,1,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1495,train,0,1,tomato,1.3750000000000002,1,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1496,train,0,1,tomato,1.416666666666667,1,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1497,train,0,1,tomato,1.4583333333333337,1,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1498,train,0,1,tomato,1.5000000000000004,1,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1499,train,0,1,tomato,1.5416666666666672,1,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1500,train,0,1,tomato,1.583333333333334,1,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1501,train,0,1,tomato,1.6250000000000007,1,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1502,train,0,1,tomato,1.6666666666666674,1,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1503,train,0,1,tomato,1.7083333333333341,1,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1504,train,0,1,tomato,1.7500000000000009,1,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1505,train,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
1506,train,0,1,tomato,1.8333333333333344,1,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,24.0,,plate,0,1.0,30.0,,,
