tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,f3ca91610d131a3a_score,player_ddda1121_x,player_ddda1121_y,player_ddda1121_move_target,player_ddda1121_item,player_ddda1121_score,player_ddda1121_cut_speed,player_ddda1121_speed,player_08e8cab9_x,player_08e8cab9_y,player_08e8cab9_move_target,player_08e8cab9_item,player_08e8cab9_score,player_08e8cab9_cut_speed,player_08e8cab9_speed,228923cd0b6922d5_score,501df094647b88a6_message,7e887e6e80b06599_score
2480,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,40.19999999998913,24.0,,tomato,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2481,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,40.19999999998913,24.0,,tomato,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2482,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,40.19999999998913,24.0,,tomato,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2483,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,40.19999999998913,24.0,,tomato,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2484,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,40.19999999998913,24.0,,tomato,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2485,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,40.19999999998913,24.0,,tomato,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2486,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,40.19999999998913,24.0,,tomato,1,1.0,30.0,24.0,25.24999999999993,,,2,1.0,30.0,,,
2487,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,40.19999999998913,24.0,,tomato,1,1.0,30.0,24.0,26.499999999999858,,,2,1.0,30.0,,,
2488,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,40.19999999998913,24.0,,tomato,1,1.0,30.0,24.0,27.749999999999787,,,2,1.0,30.0,,,
2489,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,40.19999999998913,24.0,,tomato,1,1.0,30.0,24.0,28.999999999999716,,,2,1.0,30.0,,,
2490,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,40.19999999998913,24.0,,tomato,1,1.0,30.0,24.0,30.249999999999645,,,2,1.0,30.0,,,
2491,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,40.19999999998913,24.0,,tomato,1,1.0,30.0,24.0,31.499999999999574,,,2,1.0,30.0,,,
2492,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,40.19999999998913,24.0,,tomato,1,1.0,30.0,24.0,32.749999999999716,,,2,1.0,30.0,,,
2493,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,38.94999999998885,24.0,,tomato,1,1.0,30.0,24.0,34.0,,,2,1.0,30.0,,,
2494,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,37.69999999998856,24.0,,tomato,1,1.0,30.0,24.0,35.250000000000284,,,2,1.0,30.0,,,
2495,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,36.44999999998828,24.0,,tomato,1,1.0,30.0,24.0,36.50000000000057,,,2,1.0,30.0,,,
2496,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,35.199999999987995,24.0,,tomato,1,1.0,30.0,24.0,37.75000000000085,,,2,1.0,30.0,,,
2497,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,33.94999999998771,24.0,,tomato,1,1.0,30.0,24.0,39.00000000000114,,,2,1.0,30.0,,,
2498,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,35.199999999987995,24.0,,tomato,1,1.0,30.0,24.0,40.25000000000142,,,2,1.0,30.0,,,
2499,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,36.44999999998828,24.0,,tomato,1,1.0,30.0,24.0,41.500000000001705,,,2,1.0,30.0,,,
2500,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,37.69999999998856,24.0,,tomato,1,1.0,30.0,24.0,42.75000000000199,,,2,1.0,30.0,,,
2501,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,38.94999999998885,24.0,,tomato,1,1.0,30.0,24.0,44.000000000002274,,,2,1.0,30.0,,,
2502,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,40.19999999998913,24.0,,tomato,1,1.0,30.0,24.0,45.25000000000256,,,2,1.0,30.0,,,
2503,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,41.449999999989416,24.0,,tomato,1,1.0,30.0,24.0,46.50000000000284,,,2,1.0,30.0,,,
2504,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,42.6999999999897,24.0,,tomato,1,1.0,30.0,24.0,40.0,,,2,1.0,30.0,,,
2505,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,43.949999999989984,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2506,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,45.19999999999027,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2507,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,46.44999999999055,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2508,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,47.69999999999084,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2509,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,48.94999999999112,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2510,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,50.199999999991405,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2511,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,51.44999999999169,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2512,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,52.699999999991974,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2513,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,53.94999999999226,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2514,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,55.19999999999254,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2515,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.449999999992826,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2516,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,57.69999999999311,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2517,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,58.949999999993395,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2518,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,60.19999999999368,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2519,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,61.44999999999396,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2520,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,62.69999999999425,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2521,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,63.94999999999453,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2522,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,65.19999999999482,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2523,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,66.4499999999951,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2524,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,67.69999999999538,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2525,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,68.94999999999567,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2526,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,70.19999999999595,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2527,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,71.44999999999624,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2528,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,72.69999999999652,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2529,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,73.9499999999968,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2530,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,75.19999999999709,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2531,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,76.44999999999737,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2532,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,77.69999999999766,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2533,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,78.94999999999794,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2534,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,80.19999999999823,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,2,1.0,30.0,,,
2535,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,81.44999999999851,24.0,,tomato,1,1.0,30.0,24.88388347648305,39.11611652351695,,tomato_salad,2,1.0,30.0,,,
2536,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,82.6999999999988,24.0,,tomato,1,1.0,30.0,25.7677669529661,38.2322330470339,,tomato_salad,2,1.0,30.0,,,
2537,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,83.94999999999908,24.0,,tomato,1,1.0,30.0,26.65165042944915,37.34834957055085,,tomato_salad,2,1.0,30.0,,,
2538,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,85.19999999999936,24.0,,tomato,1,1.0,30.0,27.535533905932198,36.4644660940678,,tomato_salad,2,1.0,30.0,,,
2539,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,86.44999999999965,24.0,,tomato,1,1.0,30.0,28.419417382415247,35.58058261758475,,tomato_salad,2,1.0,30.0,,,
2540,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,87.69999999999993,24.0,,tomato,1,1.0,30.0,29.303300858898297,34.6966991411017,,tomato_salad,2,1.0,30.0,,,
2541,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,88.95000000000022,24.0,,tomato,1,1.0,30.0,30.187184335381346,33.812815664618654,,tomato_salad,2,1.0,30.0,,,
2542,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,90.2000000000005,24.0,,tomato,1,1.0,30.0,31.071067811864395,32.928932188135605,,tomato_salad,2,1.0,30.0,,,
2543,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,91.45000000000078,24.0,,tomato,1,1.0,30.0,31.954951288347445,32.045048711652555,,tomato_salad,2,1.0,30.0,,,
2544,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,92.70000000000107,24.0,,tomato,1,1.0,30.0,32.838834764830494,31.161165235169506,,tomato_salad,2,1.0,30.0,,,
2545,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,93.95000000000135,24.0,,tomato,1,1.0,30.0,33.722718241313544,30.277281758686456,,tomato_salad,2,1.0,30.0,,,
