tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,c4436f4dbfe0147a_score,player_d4e8877d_x,player_d4e8877d_y,player_d4e8877d_move_target,player_d4e8877d_item,player_d4e8877d_score,player_d4e8877d_cut_speed,player_d4e8877d_speed,player_e2ae8cf1_x,player_e2ae8cf1_y,player_e2ae8cf1_move_target,player_e2ae8cf1_item,player_e2ae8cf1_score,player_e2ae8cf1_cut_speed,player_e2ae8cf1_speed
450,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.50000000001339,24.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
451,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.00000000001313,24.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
452,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.500000000012875,24.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
453,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.00000000001262,24.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
454,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.50000000001236,24.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
455,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.00000000001211,24.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
456,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.50000000001185,24.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
457,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.000000000011596,24.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
458,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.50000000001134,24.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
459,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.000000000011084,24.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
460,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.50000000001083,24.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
461,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.00000000001057,24.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
462,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.50000000001032,24.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
463,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.00000000001006,24.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
464,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.500000000009805,24.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
465,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.05628156960096,24.137048156007157,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
466,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.700593286501764,24.488453684230638,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
467,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.344905003402566,24.83985921245412,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
468,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.98921672030337,25.1912647406776,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
469,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.63352843720417,25.54267026890108,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
470,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.27784015410497,25.89407579712456,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
471,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.922151871005774,26.24548132534804,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
472,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.566463587906576,26.596886853571522,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
473,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.21077530480738,26.948292381795003,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
474,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.85508702170818,27.299697910018484,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
475,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.49939873860898,27.651103438241964,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
476,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.14371045550978,28.002508966465445,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
477,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.788022172410585,28.353914494688926,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
478,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.43233388931139,28.705320022912407,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
479,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.07664560621219,29.056725551135887,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
480,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.72095732311299,29.408131079359368,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
481,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.36526904001379,29.75953660758285,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
482,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.009580756914595,30.11094213580633,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
483,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.6538924738154,30.462347664029945,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
484,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.2982041907162,30.81375319225378,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
485,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.942515907617,31.165158720477617,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
486,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.5868276245178,31.516564248701453,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
487,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.231139341418604,31.86796977692529,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
488,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.875451058319534,32.21937530514912,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
489,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.51976277522069,32.57078083337296,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
490,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.16407449212185,32.92218636159679,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
491,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.808386209023006,33.27359188982063,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
492,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.452697925924163,33.624997418044465,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
493,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.09700964282532,33.9764029462683,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
494,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.741321359726477,34.32780847449214,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
495,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.385633076627634,34.67921400271597,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
496,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.02994479352879,35.03061953093981,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
497,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.67425651042995,35.382025059163645,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
498,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.318568227331106,35.73343058738748,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
499,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.962879944232263,36.08483611561132,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
500,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.607191661133193,36.43624164383515,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
501,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.251503378033995,36.78764717205899,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
502,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.895815094934797,37.139052700282825,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
503,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.5401268118356,37.49045822850666,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
504,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.1844385287364,37.8418637567305,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
505,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.828750245637202,38.19326928495433,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
506,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.473061962538004,38.54467481317798,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
507,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.117373679438806,38.896080341401564,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
508,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.761685396339608,39.24748586962515,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
509,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.40599711324041,39.598891397848746,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
510,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.197108996628742,40.01269064535602,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
511,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.190944919452235,40.51265264806456,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
512,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.184780842275728,41.0126146507731,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
513,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.17861676509922,41.512576653481645,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
514,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.172452687922714,42.01253865619019,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
515,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.166288610746207,42.51250065889873,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
516,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.1601245335697,43.01246266160727,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
517,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.153960456393193,43.512424664315816,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
518,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.147796379216686,44.01238666702436,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
519,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.14163230204018,44.5123486697329,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
520,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.135468224863672,45.012310672441444,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
521,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.129304147687165,45.51227267514999,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
522,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.123140070510658,46.01223467785853,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
523,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.11697599333415,46.51219668056707,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
524,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.110811916157644,47.012158683275615,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
525,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.104647838981137,47.51212068598416,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
526,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.09848376180463,48.0120826886927,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
527,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.092319684628123,48.51204469140124,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
528,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.086155607451616,49.012006694109786,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
529,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.07999153027511,49.51196869681833,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
530,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.073827453098602,50.01193069952687,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
531,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.067663375922095,50.511892702235414,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
532,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.061499298745588,51.01185470494396,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
533,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.05533522156908,51.5118167076525,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
534,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.049171144392574,52.01177871036104,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
