tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,bde618a2d1243f93_score,player_b9b1c1c5_x,player_b9b1c1c5_y,player_b9b1c1c5_move_target,player_b9b1c1c5_item,player_b9b1c1c5_score,player_b9b1c1c5_cut_speed,player_b9b1c1c5_speed,player_d36e0109_x,player_d36e0109_y,player_d36e0109_move_target,player_d36e0109_item,player_d36e0109_score,player_d36e0109_cut_speed,player_d36e0109_speed
1157,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1158,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1159,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1160,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1161,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1162,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1163,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1164,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1165,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1166,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1167,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1168,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1169,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1170,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1171,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1172,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1173,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1174,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1175,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1176,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1177,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1178,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1179,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1180,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1181,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1182,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1183,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1184,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1185,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,54.749999999999716,,,1,0.2,30.0
1186,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,53.49999999999943,,,1,0.2,30.0
1187,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,52.24999999999915,,,1,0.2,30.0
1188,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,50.99999999999886,,,1,0.2,30.0
1189,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,49.74999999999858,,,1,0.2,30.0
1190,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,48.499999999998295,,,1,0.2,30.0
1191,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,47.24999999999801,,,1,0.2,30.0
1192,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.500000000000256,40.0,,,0,1.0,12.0,88.0,45.999999999997726,,,1,0.2,30.0
1193,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.00000000000051,40.0,,,0,1.0,12.0,88.0,44.74999999999744,,,1,0.2,30.0
1194,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.50000000000077,40.0,,,0,1.0,12.0,88.0,43.49999999999716,,,1,0.2,30.0
1195,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.00000000000102,40.0,,,0,1.0,12.0,88.0,42.249999999996874,,,1,0.2,30.0
1196,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.50000000000128,40.0,,,0,1.0,12.0,88.0,40.99999999999659,,,1,0.2,30.0
1197,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.000000000001535,40.0,,,0,1.0,12.0,87.6837844334222,39.8798317388366,,,1,0.2,30.0
1198,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.50000000000179,40.0,,,0,1.0,12.0,86.805407859595,38.990475457837135,,,1,0.2,30.0
1199,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.000000000002046,40.0,,,0,1.0,12.0,85.92703128576778,38.10111917683767,,,1,0.2,30.0
1200,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.5000000000023,40.0,,,0,1.0,12.0,85.04865471194057,37.211762895838206,,,1,0.2,30.0
1201,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.00000000000256,40.0,,,0,1.0,12.0,84.17027813811345,36.32240661483874,,,1,0.2,30.0
1202,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.500000000002814,40.0,,,0,1.0,12.0,83.29190156428673,35.433050333839276,,,1,0.2,30.0
1203,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.00000000000307,40.0,,,0,1.0,12.0,82.41352499046002,34.54369405283981,,,1,0.2,30.0
1204,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.500000000003325,40.0,,,0,1.0,12.0,81.5351484166333,33.654337771840346,,,1,0.2,30.0
1205,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.00000000000358,40.0,,,0,1.0,12.0,80.65677184280659,32.76498149084088,,,1,0.2,30.0
1206,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.50000000000384,40.0,,,0,1.0,12.0,79.77839526897993,31.875625209841466,,,1,0.2,30.0
1207,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.00000000000409,40.0,,,0,1.0,12.0,78.90001869515356,30.986268928842357,,,1,0.2,30.0
1208,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.50000000000364,40.0,,,0,1.0,12.0,78.0216421213272,30.096912647843247,,,1,0.2,30.0
1209,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.00000000000318,40.0,,,0,1.0,12.0,77.14326554750085,29.207556366844138,,,1,0.2,30.0
1210,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.50000000000273,40.0,,,0,1.0,12.0,76.26488897367449,28.318200085845028,,,1,0.2,30.0
1211,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.00000000000227,40.0,,,0,1.0,12.0,75.38651239984813,27.42884380484592,,,1,0.2,30.0
1212,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.50000000000182,40.0,,,0,1.0,12.0,74.50813582602177,26.53948752384681,,,1,0.2,30.0
1213,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.00000000000136,40.0,,,0,1.0,12.0,73.6297592521954,25.6501312428477,,,1,0.2,30.0
1214,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.50000000000091,40.0,,,0,1.0,12.0,72.75138267836904,24.76077496184859,,,1,0.2,30.0
1215,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.00000000000045,40.0,,,0,1.0,12.0,72.0,24.0,,,1,0.2,30.0
1216,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.5,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1217,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.99999999999955,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1218,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.49999999999909,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1219,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.99999999999864,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1220,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,70.49999999999818,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1221,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,70.99999999999773,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1222,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.49999999999727,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1223,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99999999999682,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1224,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.49999999999636,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1225,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.99999999999591,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1226,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,73.49999999999545,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1227,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,73.999999999995,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1228,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.49999999999454,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1229,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.99999999999409,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1230,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,75.49999999999363,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1231,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,75.99999999999318,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1232,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,76.49999999999272,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1233,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,76.99999999999227,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1234,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.49999999999181,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1235,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.99999999999136,40.0,,,0,1.0,12.0,72.0,25.24999999999993,,tomato,1,0.2,30.0
1236,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.4999999999909,40.0,,,0,1.0,12.0,72.0,26.499999999999858,,tomato,1,0.2,30.0
1237,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.99999999999045,40.0,,,0,1.0,12.0,72.0,27.749999999999787,,tomato,1,0.2,30.0
1238,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.49999999999,40.0,,,0,1.0,12.0,72.0,28.999999999999716,,tomato,1,0.2,30.0
