tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,e113bed64c06e7dd_score,player_06737ef0_x,player_06737ef0_y,player_06737ef0_move_target,player_06737ef0_item,player_06737ef0_score,player_06737ef0_cut_speed,player_06737ef0_speed,player_9481588e_x,player_9481588e_y,player_9481588e_move_target,player_9481588e_item,player_9481588e_score,player_9481588e_cut_speed,player_9481588e_speed,f98420205e959499_score,fe67a236200c616d_message,bbcaa5290f8da7a4_score
981,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,26.999999999999403,,,0,1.0,12.0,70.3022195903531,41.718468642866874,,,0,0.2,30.0,,,
982,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,27.499999999999304,,,0,1.0,12.0,71.18073430746131,40.829248820874994,,,0,0.2,30.0,,,
983,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,27.999999999999204,,,0,1.0,12.0,72.16695269564669,40.19347347364903,,,0,0.2,30.0,,,
984,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,28.499999999999105,,,0,1.0,12.0,73.41685938198653,40.17820011636719,,,0,0.2,30.0,,,
985,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,28.999999999999005,,,0,1.0,12.0,74.66676606832637,40.162926759085344,,,0,0.2,30.0,,,
986,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,29.499999999998906,,,0,1.0,12.0,75.91667275466621,40.1476534018035,,,0,0.2,30.0,,,
987,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,29.999999999998806,,,0,1.0,12.0,77.16657944100605,40.13238004452166,,,0,0.2,30.0,,,
988,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,30.499999999998707,,,0,1.0,12.0,78.41648612734589,40.117106687239634,,,0,0.2,30.0,,,
989,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,30.999999999998607,,,0,1.0,12.0,79.66639281368573,40.10183332995744,,,0,0.2,30.0,,,
990,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,31.499999999998508,,,0,1.0,12.0,80.91629950002557,40.08655997267524,,,0,0.2,30.0,,,
991,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,31.99999999999841,,,0,1.0,12.0,82.16620618636541,40.07128661539305,,,0,0.2,30.0,,,
992,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,32.499999999998664,,,0,1.0,12.0,83.41611287270526,40.05601325811085,,,0,0.2,30.0,,,
993,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,32.99999999999892,,,0,1.0,12.0,84.6660195590451,40.040739900828655,,,0,0.2,30.0,,,
994,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,33.499999999999176,,,0,1.0,12.0,85.91592624538494,40.02546654354646,,,0,0.2,30.0,,,
995,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,33.99999999999943,,,0,1.0,12.0,87.16583293172478,40.01019318626426,,,0,0.2,30.0,,,
996,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,34.49999999999969,,,0,1.0,12.0,88.41578533501287,40.00231287218413,,,0,0.2,30.0,,,
997,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,34.99999999999994,,,0,1.0,12.0,89.6657853212471,40.00212735817144,,,0,0.2,30.0,,,
998,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,35.5000000000002,,,0,1.0,12.0,90.91578530748133,40.00194184415876,,,0,0.2,30.0,,,
999,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,36.000000000000455,,,0,1.0,12.0,92.16578529371556,40.00175633014607,,,0,0.2,30.0,,,
1000,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,36.50000000000071,,,0,1.0,12.0,93.41578527994979,40.00157081613339,,,0,0.2,30.0,,,
1001,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,37.000000000000966,,,0,1.0,12.0,94.66578526618402,40.0013853021207,,,0,0.2,30.0,,,
1002,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,37.50000000000122,,,0,1.0,12.0,95.91578525241825,40.00119978810802,,,0,0.2,30.0,,,
1003,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,38.00000000000148,,,0,1.0,12.0,97.16578523865248,40.00101427409533,,,0,0.2,30.0,,,
1004,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,38.500000000001734,,,0,1.0,12.0,98.4157852248867,40.00082876008265,,,0,0.2,30.0,,,
1005,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.00000000000199,,,0,1.0,12.0,99.66578521112093,40.00064324606996,,,0,0.2,30.0,,,
1006,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.500000000002245,,,0,1.0,12.0,100.91578519735516,40.000457732057136,,,0,0.2,30.0,,,
1007,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0000000000025,,,0,1.0,12.0,102.16578518358939,40.000272218044095,,,0,0.2,30.0,,,
1008,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.50000000000276,,,0,1.0,12.0,103.41578516982362,40.000086704031055,,,0,0.2,30.0,,,
1009,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,41.00000000000301,,,0,1.0,12.0,104.66578516555447,40.00002764002514,,,0,0.2,30.0,,,
1010,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,41.50000000000327,,,0,1.0,12.0,105.91578516555191,40.00002538689199,,,0,0.2,30.0,,,
1011,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,42.000000000003524,,,0,1.0,12.0,107.16578516554935,40.000023133758845,,,0,0.2,30.0,,,
1012,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,42.50000000000378,,,0,1.0,12.0,108.4157851655468,40.0000208806257,,,0,0.2,30.0,,,
1013,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,43.000000000004036,,,0,1.0,12.0,109.66578516554424,40.00001862749253,,,0,0.2,30.0,,,
1014,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,43.50000000000429,,,0,1.0,12.0,110.91578516554168,40.00001637435903,,,0,0.2,30.0,,,
1015,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,44.00000000000455,,,0,1.0,12.0,112.16578516553912,40.000014121225526,,,0,0.2,30.0,,,
1016,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,44.5000000000048,,,0,1.0,12.0,113.41578516553656,40.000011868092024,,,0,0.2,30.0,,,
1017,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,45.00000000000506,,,0,1.0,12.0,114.665785165534,40.00000961495852,,,0,0.2,30.0,,,
1018,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,45.500000000005315,,,0,1.0,12.0,115.91578516553145,40.00000736182502,,,0,0.2,30.0,,,
1019,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,46.00000000000557,,,0,1.0,12.0,117.16578516552889,40.00000510869152,,,0,0.2,30.0,,,
1020,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,46.50000000000583,,,0,1.0,12.0,118.41578516552633,40.000002855558016,,,0,0.2,30.0,,,
1021,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.289761893180085,46.092522337721476,,,0,1.0,12.0,119.66578516552377,40.000000602424514,,,0,0.2,30.0,,,
1022,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.57952378636017,45.685044675437126,,,0,1.0,12.0,120.59473297558016,39.21816494098155,,,0,0.2,30.0,,,
1023,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.869285679540255,45.277567013152776,,,0,1.0,12.0,121.48400017789102,38.33969818412956,,,0,0.2,30.0,,,
1024,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,25.15904757272034,44.870089350868426,,,0,1.0,12.0,122.37326738020188,37.46123142727757,,,0,0.2,30.0,,,
1025,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,25.448809465900425,44.462611688584076,,,0,1.0,12.0,123.26253458251274,36.582764670425576,,,0,0.2,30.0,,,
1026,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,25.73857135908051,44.055134026299726,,,0,1.0,12.0,124.1518017848236,35.70429791357358,,,0,0.2,30.0,,,
1027,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,26.028333252260595,43.647656364015376,,,0,1.0,12.0,125.04106898713447,34.82583115672209,,,0,0.2,30.0,,,
1028,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,26.31809514544068,43.240178701731026,,,0,1.0,12.0,125.93033618944533,33.94736439987081,,,0,0.2,30.0,,,
1029,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,26.607857038620764,42.832701039446675,,,0,1.0,12.0,126.81960339175619,33.068897643019525,,,0,0.2,30.0,,,
1030,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,26.89761893180085,42.425223377162325,,,0,1.0,12.0,127.70887059406705,32.190430886168244,,,0,0.2,30.0,,,
1031,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,27.187380824980934,42.017745714877975,,,0,1.0,12.0,128.59813779637793,31.31196412931668,,,0,0.2,30.0,,,
1032,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,27.47714271816102,41.610268052593625,,,0,1.0,12.0,129.4874049986888,30.433497372465045,,,0,0.2,30.0,,,
1033,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,27.766904611341104,41.202790390309275,,,0,1.0,12.0,130.37667220099965,29.555030615613408,,,0,0.2,30.0,,,
1034,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,28.05666650452119,40.795312728024925,,,0,1.0,12.0,131.2659394033105,28.6765638587618,,,0,0.2,30.0,,,
1035,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,28.346428397701274,40.387835065740575,,,0,1.0,12.0,132.15520660562137,27.798097101910518,,,0,0.2,30.0,,,
1036,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,28.636190290881153,39.980357403456225,,,0,1.0,12.0,133.04447380793223,26.919630345059236,,,0,0.2,30.0,,,
1037,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,28.925952184060996,39.572879741171874,,,0,1.0,12.0,133.9337410102431,26.041163588207954,,,0,0.2,30.0,,,
1038,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,29.215714077240833,39.165402078887524,,,0,1.0,12.0,134.82300821255396,25.162696831356932,,,0,0.2,30.0,,,
1039,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,29.505475970420676,38.757924416603174,,,0,1.0,12.0,135.71227541486562,24.284230074506272,,,0,0.2,30.0,,,
1040,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,29.795237863600512,38.350446754318824,,,0,1.0,12.0,136.0,24.0,,,0,0.2,30.0,,,
1041,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,30.084999756780356,37.942969092034474,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
1042,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,30.374761649960192,37.535491429750124,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
1043,train,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,30.664523543140035,37.128013767465774,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
