tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,80d7c35ab249cd60_score,player_e857c733_x,player_e857c733_y,player_e857c733_move_target,player_e857c733_item,player_e857c733_score,player_e857c733_cut_speed,player_e857c733_speed,player_8f198e6d_x,player_8f198e6d_y,player_8f198e6d_move_target,player_8f198e6d_item,player_8f198e6d_score,player_8f198e6d_cut_speed,player_8f198e6d_speed,7398d489a56265ba_score,4be7e6f21f3c30ad_message,cf7f363945f4897f_score
1399,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,65.74999999999858,,tomato,0,1.0,30.0,,,
1400,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,64.4999999999983,,tomato,0,1.0,30.0,,,
1401,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,63.24999999999801,,tomato,0,1.0,30.0,,,
1402,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,61.999999999997726,,tomato,0,1.0,30.0,,,
1403,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,60.74999999999744,,tomato,0,1.0,30.0,,,
1404,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,59.49999999999716,,tomato,0,1.0,30.0,,,
1405,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,58.249999999996874,,tomato,0,1.0,30.0,,,
1406,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,56.99999999999659,,tomato,0,1.0,30.0,,,
1407,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,55.749999999996305,,tomato,0,1.0,30.0,,,
1408,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,54.49999999999602,,tomato,0,1.0,30.0,,,
1409,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,53.24999999999574,,tomato,0,1.0,30.0,,,
1410,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,51.99999999999545,,tomato,0,1.0,30.0,,,
1411,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,50.74999999999517,,tomato,0,1.0,30.0,,,
1412,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,49.499999999994884,,tomato,0,1.0,30.0,,,
1413,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,48.2499999999946,,tomato,0,1.0,30.0,,,
1414,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,46.999999999994316,,tomato,0,1.0,30.0,,,
1415,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,45.74999999999403,,tomato,0,1.0,30.0,,,
1416,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,44.49999999999375,,tomato,0,1.0,30.0,,,
1417,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,43.24999999999346,,tomato,0,1.0,30.0,,,
1418,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,41.99999999999318,,tomato,0,1.0,30.0,,,
1419,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.749999999992895,,tomato,0,1.0,30.0,,,
1420,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,
1421,train,True,0,1,,0,0,0,2,tomato,0.0,0,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1422,train,True,0,1,,0,0,0,2,tomato,0.041666666666666664,0,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1423,train,True,0,1,,0,0,0,2,tomato,0.08333333333333333,0,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1424,train,True,0,1,,0,0,0,2,tomato,0.125,0,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1425,train,True,0,1,,0,0,0,2,tomato,0.16666666666666666,0,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1426,train,True,0,1,,0,0,0,2,tomato,0.20833333333333331,0,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1427,train,True,0,1,,0,0,0,2,tomato,0.24999999999999997,0,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1428,train,True,0,1,,0,0,0,2,tomato,0.29166666666666663,0,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1429,train,True,0,1,,0,0,0,2,tomato,0.3333333333333333,0,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1430,train,True,0,1,,0,0,0,2,tomato,0.375,0,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1431,train,True,0,1,,0,0,0,2,tomato,0.4166666666666667,0,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1432,train,True,0,1,,0,0,0,2,tomato,0.45833333333333337,0,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1433,train,True,0,1,,0,0,0,2,tomato,0.5,0,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1434,train,True,0,1,,0,0,0,2,tomato,0.5416666666666666,0,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1435,train,True,0,1,,0,0,0,2,tomato,0.5833333333333333,0,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1436,train,True,0,1,,0,0,0,2,tomato,0.6249999999999999,0,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1437,train,True,0,1,,0,0,0,2,tomato,0.6666666666666665,0,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1438,train,True,0,1,,0,0,0,2,tomato,0.7083333333333331,0,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1439,train,True,0,1,,0,0,0,2,tomato,0.7499999999999998,0,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1440,train,True,0,1,,0,0,0,2,tomato,0.7916666666666664,0,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1441,train,True,0,1,,0,0,0,2,tomato,0.833333333333333,0,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1442,train,True,0,1,,0,0,0,2,tomato,0.8749999999999997,0,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1443,train,True,0,1,,0,0,0,2,tomato,0.9166666666666663,0,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1444,train,True,0,1,,0,0,0,2,tomato,0.9583333333333329,0,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1445,train,True,0,1,,0,0,0,2,tomato,0.9999999999999996,0,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1446,train,True,0,1,,0,0,0,2,tomato,1.0416666666666663,1,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1447,train,True,0,1,,0,0,0,2,tomato,1.083333333333333,1,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1448,train,True,0,1,,0,0,0,2,tomato,1.1249999999999998,1,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1449,train,True,0,1,,0,0,0,2,tomato,1.1666666666666665,1,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1450,train,True,0,1,,0,0,0,2,tomato,1.2083333333333333,1,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1451,train,True,0,1,,0,0,0,2,tomato,1.25,1,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1452,train,True,0,1,,0,0,0,2,tomato,1.2916666666666667,1,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1453,train,True,0,1,,0,0,0,2,tomato,1.3333333333333335,1,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1454,train,True,0,1,,0,0,0,2,tomato,1.3750000000000002,1,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1455,train,True,0,1,,0,0,0,2,tomato,1.416666666666667,1,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1456,train,True,0,1,,0,0,0,2,tomato,1.4583333333333337,1,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1457,train,True,0,1,,0,0,0,2,tomato,1.5000000000000004,1,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1458,train,True,0,1,,0,0,0,2,tomato,1.5416666666666672,1,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1459,train,True,0,1,,0,0,0,2,tomato,1.583333333333334,1,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1460,train,True,0,1,,0,0,0,2,tomato,1.6250000000000007,1,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1461,train,True,0,1,,0,0,0,2,tomato,1.6666666666666674,1,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1462,train,True,0,1,,0,0,0,2,tomato,1.7083333333333341,1,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1463,train,True,0,1,,0,0,0,2,tomato,1.7500000000000009,1,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1464,train,True,0,1,,0,0,0,2,tomato,1.7916666666666676,1,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1465,train,True,0,1,,0,0,0,2,tomato,1.8333333333333344,1,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1466,train,True,0,1,,0,0,0,2,tomato,1.875000000000001,1,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1467,train,True,0,1,,0,0,0,2,tomato,1.9166666666666679,1,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1468,train,True,0,1,,0,0,0,2,tomato,1.9583333333333346,1,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
1469,train,True,0,1,,0,0,0,2,tomato,2.0000000000000013,2,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
