tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,b01bce1933a41448_score,player_e07cf345_x,player_e07cf345_y,player_e07cf345_move_target,player_e07cf345_item,player_e07cf345_score,player_e07cf345_cut_speed,player_e07cf345_speed,player_0c2307b3_x,player_0c2307b3_y,player_0c2307b3_move_target,player_0c2307b3_item,player_0c2307b3_score,player_0c2307b3_cut_speed,player_0c2307b3_speed
1460,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,41.875000000000426,,,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1461,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,42.50000000000057,,,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1462,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,43.12500000000071,,,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1463,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,43.75000000000085,,,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1464,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,44.375000000000995,,,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1465,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,45.00000000000114,,,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1466,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,45.62500000000128,,,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1467,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,46.25000000000142,,,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1468,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,46.87500000000156,,,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1469,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,47.500000000001705,,,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1470,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,48.12500000000185,,,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1471,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,48.75000000000199,,,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1472,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,49.37500000000213,,,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1473,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,50.000000000002274,,,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1474,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,50.625000000002416,,,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1475,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,51.25000000000256,,,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1476,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,51.8750000000027,,,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1477,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,52.50000000000284,,,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1478,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,53.125000000002984,,,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1479,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,53.750000000003126,,,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1480,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,54.37500000000327,,,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1481,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,55.00000000000341,,,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1482,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,55.62500000000355,,,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1483,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1484,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1485,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1486,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1487,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1488,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1489,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1490,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1491,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1492,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,55.37499999999986,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1493,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,54.749999999999716,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1494,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,54.124999999999574,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1495,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,53.49999999999943,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1496,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,52.87499999999929,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1497,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,52.24999999999915,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1498,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,51.624999999999005,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1499,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,50.99999999999886,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1500,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,50.37499999999872,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1501,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,49.74999999999858,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1502,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,49.12499999999844,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1503,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,48.499999999998295,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1504,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,47.87499999999815,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1505,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,47.24999999999801,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1506,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,46.62499999999787,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1507,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,45.999999999997726,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1508,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,45.374999999997584,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1509,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,44.74999999999744,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1510,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,44.1249999999973,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1511,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,43.49999999999716,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1512,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,42.874999999997016,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1513,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,42.249999999996874,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1514,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,41.62499999999673,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1515,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.99999999999659,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1516,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.37499999999645,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1517,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.683784433422204,39.879831738836856,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1518,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.2445961465086,39.43515359833748,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1519,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.80540785959499,38.9904754578381,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1520,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.36621957268152,38.545797317338724,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1521,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.92703128576852,38.10111917683935,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1522,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.48784299885551,37.65644103633997,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1523,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.048654711942504,37.21176289584059,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1524,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.609466425029495,36.767084755341216,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1525,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.1702781381165,36.32240661484184,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1526,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.73108985120349,35.87772847434246,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1527,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato_cut,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.291901564290484,35.433050333843084,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
