tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,0ff6a4aabb27309e_score,player_7986d26c_x,player_7986d26c_y,player_7986d26c_move_target,player_7986d26c_item,player_7986d26c_score,player_7986d26c_cut_speed,player_7986d26c_speed,player_d2673e8f_x,player_d2673e8f_y,player_d2673e8f_move_target,player_d2673e8f_item,player_d2673e8f_score,player_d2673e8f_cut_speed,player_d2673e8f_speed
435,0,1,,0,2,,0,3,,1,0,tomato,0.833333333333333,0,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
436,0,1,,0,2,,0,3,,1,0,tomato,0.8749999999999997,0,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
437,0,1,,0,2,,0,3,,1,0,tomato,0.9166666666666663,0,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
438,0,1,,0,2,,0,3,,1,0,tomato,0.9583333333333329,0,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
439,0,1,,0,2,,0,3,,1,0,tomato,0.9999999999999996,0,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
440,0,1,,0,2,,0,3,,1,0,tomato,1.0416666666666663,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
441,0,1,,0,2,,0,3,,1,0,tomato,1.083333333333333,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
442,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
443,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
444,0,1,,0,2,,0,3,,1,0,tomato,1.2083333333333333,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
445,0,1,,0,2,,0,3,,1,0,tomato,1.25,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
446,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
447,0,1,,0,2,,0,3,,1,0,tomato,1.3333333333333335,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
448,0,1,,0,2,,0,3,,1,0,tomato,1.3750000000000002,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
449,0,1,,0,2,,0,3,,1,0,tomato,1.416666666666667,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
450,0,1,,0,2,,0,3,,1,0,tomato,1.4583333333333337,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
451,0,1,,0,2,,0,3,,1,0,tomato,1.5000000000000004,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
452,0,1,,0,2,,0,3,,1,0,tomato,1.5416666666666672,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
453,0,1,,0,2,,0,3,,1,0,tomato,1.583333333333334,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
454,0,1,,0,2,,0,3,,1,0,tomato,1.6250000000000007,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
455,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
456,0,1,,0,2,,0,3,,1,0,tomato,1.7083333333333341,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
457,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
458,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666676,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
459,0,1,,0,2,,0,3,,1,0,tomato,1.8333333333333344,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
460,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
461,0,1,,0,2,,0,3,,1,0,tomato,1.9166666666666679,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
462,0,1,,0,2,,0,3,,1,0,tomato,1.9583333333333346,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
463,0,1,,0,2,,0,3,,1,0,tomato,2.0000000000000013,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
464,0,1,,0,2,,0,3,,1,0,tomato,2.041666666666668,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
465,0,1,,0,2,,0,3,,1,0,tomato,2.0833333333333344,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
466,0,1,,0,2,,0,3,,1,0,tomato,2.125000000000001,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
467,0,1,,0,2,,0,3,,1,0,tomato,2.1666666666666674,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
468,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
469,0,1,,0,2,,0,3,,1,0,tomato,2.2500000000000004,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
470,0,1,,0,2,,0,3,,1,0,tomato,2.291666666666667,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
471,0,1,,0,2,,0,3,,1,0,tomato,2.3333333333333335,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
472,0,1,,0,2,,0,3,,1,0,tomato,2.375,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
473,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
474,0,1,,0,2,,0,3,,1,0,tomato,2.458333333333333,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
475,0,1,,0,2,,0,3,,1,0,tomato,2.4999999999999996,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
476,0,1,,0,2,,0,3,,1,0,tomato,2.541666666666666,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
477,0,1,,0,2,,0,3,,1,0,tomato,2.5833333333333326,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
478,0,1,,0,2,,0,3,,1,0,tomato,2.624999999999999,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
479,0,1,,0,2,,0,3,,1,0,tomato,2.6666666666666656,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
480,0,1,,0,2,,0,3,,1,0,tomato,2.708333333333332,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
481,0,1,,0,2,,0,3,,1,0,tomato,2.7499999999999987,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
482,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
483,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
484,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
485,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.88388347648305,24.88388347648305,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
486,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.7677669529661,25.7677669529661,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
487,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.65165042944915,26.65165042944915,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
488,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.535533905932198,27.535533905932198,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
489,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.419417382415247,28.419417382415247,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
490,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.303300858898297,29.303300858898297,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
491,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.187184335381346,30.187184335381346,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
492,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.071067811864395,31.071067811864395,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
493,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.954951288347445,31.954951288347445,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
494,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.838834764830494,32.838834764830494,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
495,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.722718241313544,33.722718241313544,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
496,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.60660171779659,34.60660171779659,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
497,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.49048519427964,35.49048519427964,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
498,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.37436867076269,36.37436867076269,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
499,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.25825214724574,37.25825214724574,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
500,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.14213562372879,38.14213562372879,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
501,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.02601910021184,39.02601910021184,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
502,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.80565318468376,39.95382555869017,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
503,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.820791727740755,41.203733885133886,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
504,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.835930270797746,42.4536422115776,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
505,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.85106881385474,43.70355053802132,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
506,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.86620735691173,44.953458864465034,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
507,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.88134589996872,46.20336719090875,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
508,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.89648444302571,47.453275517352466,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
509,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.911622986082705,48.70318384379618,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
510,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.9267615291397,49.9530921702399,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
511,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.941900072196795,51.203000496683615,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
512,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.957038615254135,52.45290882312733,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
