tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,0d323d3bebb1ecbe_score,player_a86e16bf_x,player_a86e16bf_y,player_a86e16bf_move_target,player_a86e16bf_item,player_a86e16bf_score,player_a86e16bf_cut_speed,player_a86e16bf_speed,player_31c992dc_x,player_31c992dc_y,player_31c992dc_move_target,player_31c992dc_item,player_31c992dc_score,player_31c992dc_cut_speed,player_31c992dc_speed
449,0,1,,0,2,,0.0,0,0,3,tomato,1.875000000000001,1,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,78.36737918199157,49.632620818008434,,plate,0,1.0,30.0
450,0,1,,0,2,,0.0,0,0,3,tomato,1.9166666666666679,1,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,77.48349570550852,50.51650429449148,,plate,0,1.0,30.0
451,0,1,,0,2,,0.0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,76.59961222902547,51.40038777097453,,plate,0,1.0,30.0
452,0,1,,0,2,,0.0,0,0,3,tomato,2.0000000000000013,2,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,75.71572875254242,52.28427124745758,,plate,0,1.0,30.0
453,0,1,,0,2,,0.0,0,0,3,tomato,2.041666666666668,2,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,74.83184527605937,53.16815472394063,,plate,0,1.0,30.0
454,0,1,,0,2,,0.0,0,0,3,tomato,2.0833333333333344,2,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,73.94796179957632,54.05203820042368,,plate,0,1.0,30.0
455,0,1,,0,2,,0.0,0,0,3,tomato,2.125000000000001,2,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,73.06407832309327,54.93592167690673,,plate,0,1.0,30.0
456,0,1,,0,2,,0.0,0,0,3,tomato,2.1666666666666674,2,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,72.18019484661022,55.81980515338978,,plate,0,1.0,30.0
457,0,1,,0,2,,0.0,0,0,3,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,71.29631137012717,56.70368862987283,,plate,0,1.0,30.0
458,0,1,,0,2,,0.0,0,0,3,tomato,2.2500000000000004,2,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,70.41242789364412,57.58757210635588,,plate,0,1.0,30.0
459,0,1,,0,2,,0.0,0,0,3,tomato,2.291666666666667,2,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,69.52854441716107,58.47145558283893,,plate,0,1.0,30.0
460,0,1,,0,2,,0.0,0,0,3,tomato,2.3333333333333335,2,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,68.64466094067802,59.35533905932198,,plate,0,1.0,30.0
461,0,1,,0,2,,0.0,0,0,3,tomato,2.375,2,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,67.76077746419497,60.23922253580503,,plate,0,1.0,30.0
462,0,1,,0,2,,0.0,0,0,3,tomato,2.4166666666666665,2,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,66.87689398771192,61.123106012288076,,plate,0,1.0,30.0
463,0,1,,0,2,,0.0,0,0,3,tomato,2.458333333333333,2,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,65.99301051122887,62.006989488771126,,plate,0,1.0,30.0
464,0,1,,0,2,,0.0,0,0,3,tomato,2.4999999999999996,2,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,65.10912703474582,62.890872965254175,,plate,0,1.0,30.0
465,0,1,,0,2,,0.0,0,0,3,tomato,2.541666666666666,2,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,64.22524355826278,63.774756441737225,,plate,0,1.0,30.0
466,0,1,,0,2,,0.0,0,0,3,tomato,2.5833333333333326,2,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,63.341360081779726,64.65863991822027,,plate,0,1.0,30.0
467,0,1,,0,2,,0.0,0,0,3,tomato,2.624999999999999,2,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,62.45747660529668,65.54252339470332,,plate,0,1.0,30.0
468,0,1,,0,2,,0.0,0,0,3,tomato,2.6666666666666656,2,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,61.57359312881363,66.42640687118637,,plate,0,1.0,30.0
469,0,1,,0,2,,0.0,0,0,3,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,60.68970965233058,67.31029034766942,,plate,0,1.0,30.0
470,0,1,,0,2,,0.0,0,0,3,tomato,2.7499999999999987,2,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,59.80582617584753,68.19417382415247,,plate,0,1.0,30.0
471,0,1,,0,2,,0.0,0,0,3,tomato,2.791666666666665,2,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,58.92194269936448,69.07805730063552,,plate,0,1.0,30.0
472,0,1,,0,2,,0.0,0,0,3,tomato,2.8333333333333317,2,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,58.03805922288143,69.96194077711857,,plate,0,1.0,30.0
473,0,1,,0,2,,0.0,0,0,3,tomato,2.8749999999999982,2,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,57.15417574639838,70.84582425360162,,plate,0,1.0,30.0
474,0,1,,0,2,,0.0,0,0,3,tomato,2.9166666666666647,2,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,56.27029226991533,71.72970773008467,,plate,0,1.0,30.0
475,0,1,,0,2,,0.0,0,0,3,tomato,2.9583333333333313,2,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,56.0,72.0,,plate,0,1.0,30.0
476,0,1,,0,2,,0.0,0,0,3,tomato,2.999999999999998,2,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0
477,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.0416666666666643,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0
478,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.083333333333331,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0
479,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.1249999999999973,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0
480,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.166666666666664,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0
481,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.2083333333333304,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0
482,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.249999999999997,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0
483,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.2916666666666634,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0
484,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.33333333333333,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0
485,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.3749999999999964,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0
486,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0
487,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.4583333333333295,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0
488,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.499999999999996,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0
489,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.5416666666666625,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0
490,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.583333333333329,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0
491,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0
492,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.666666666666662,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0
493,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.7083333333333286,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,56.88388347648305,71.11611652351695,,,0,1.0,30.0
494,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,57.7677669529661,70.2322330470339,,,0,1.0,30.0
495,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.7916666666666616,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,58.65165042944915,69.34834957055085,,,0,1.0,30.0
496,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,59.5355339059322,68.4644660940678,,,0,1.0,30.0
497,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.8749999999999947,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,60.41941738241525,67.58058261758475,,,0,1.0,30.0
498,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.916666666666661,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,61.3033008588983,66.6966991411017,,,0,1.0,30.0
499,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,62.187184335381346,65.81281566461865,,,0,1.0,30.0
500,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,63.071067811864395,64.9289321881356,,,0,1.0,30.0
501,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,63.954951288347445,64.04504871165256,,,0,1.0,30.0
502,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,57.250000000000284,,,0,1.0,30.0,64.8388347648305,63.161165235169506,,,0,1.0,30.0
503,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,58.50000000000057,,,0,1.0,30.0,65.72271824131354,62.277281758686456,,,0,1.0,30.0
504,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,59.75000000000085,,,0,1.0,30.0,66.6066017177966,61.39339828220341,,,0,1.0,30.0
505,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,61.00000000000114,,,0,1.0,30.0,67.49048519427964,60.50951480572036,,,0,1.0,30.0
506,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,62.25000000000142,,,0,1.0,30.0,68.37436867076269,59.62563132923731,,,0,1.0,30.0
507,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,63.500000000001705,,,0,1.0,30.0,69.25825214724574,58.74174785275426,,,0,1.0,30.0
508,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,64.75000000000199,,,0,1.0,30.0,70.14213562372879,57.85786437627121,,,0,1.0,30.0
509,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,66.00000000000227,,,0,1.0,30.0,71.02601910021184,56.97398089978816,,,0,1.0,30.0
510,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,67.25000000000256,,,0,1.0,30.0,71.90990257669489,56.09009742330511,,,0,1.0,30.0
511,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,68.50000000000284,,,0,1.0,30.0,72.79378605317794,55.20621394682206,,,0,1.0,30.0
512,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,69.75000000000313,,,0,1.0,30.0,73.67766952966099,54.32233047033901,,,0,1.0,30.0
513,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,71.00000000000341,,,0,1.0,30.0,74.56155300614404,53.43844699385596,,,0,1.0,30.0
514,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.2500000000037,,,0,1.0,30.0,75.44543648262709,52.55456351737291,,,0,1.0,30.0
515,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,73.50000000000398,,,0,1.0,30.0,76.32931995911014,51.67068004088986,,,0,1.0,30.0
516,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,74.75000000000426,,,0,1.0,30.0,77.21320343559319,50.786796564406814,,,0,1.0,30.0
517,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,76.00000000000455,,,0,1.0,30.0,78.09708691207624,49.902913087923764,,,0,1.0,30.0
518,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,77.25000000000483,,,0,1.0,30.0,78.98097038855929,49.019029611440715,,,0,1.0,30.0
519,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,78.50000000000512,,,0,1.0,30.0,79.86485386504233,48.135146134957665,,,0,1.0,30.0
520,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,79.7500000000054,,,0,1.0,30.0,80.74873734152538,47.251262658474616,,,0,1.0,30.0
521,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,81.00000000000568,,,0,1.0,30.0,81.63262081800843,46.367379181991566,,,0,1.0,30.0
522,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,82.25000000000597,,,0,1.0,30.0,82.51650429449148,45.48349570550852,,,0,1.0,30.0
523,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,83.50000000000625,,,0,1.0,30.0,83.40038777097453,44.59961222902547,,,0,1.0,30.0
524,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,84.75000000000654,,,0,1.0,30.0,84.28427124745758,43.71572875254242,,,0,1.0,30.0
525,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,86.00000000000682,,,0,1.0,30.0,85.16815472394063,42.83184527605937,,,0,1.0,30.0
526,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,87.2500000000071,,,0,1.0,30.0,86.05203820042368,41.94796179957632,,,0,1.0,30.0
527,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.49189088134284,88.29803951736653,,,0,1.0,30.0,86.93592167690673,41.06407832309327,,,0,1.0,30.0
