tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,c8162bc6c16428e8_score,player_6899bd80_x,player_6899bd80_y,player_6899bd80_move_target,player_6899bd80_item,player_6899bd80_score,player_6899bd80_cut_speed,player_6899bd80_speed,player_c1ef807d_x,player_c1ef807d_y,player_c1ef807d_move_target,player_c1ef807d_item,player_c1ef807d_score,player_c1ef807d_cut_speed,player_c1ef807d_speed,87ccff86a42f1346_score,2fcd453657f84cd6_message,4e62d4bf7b8723ad_score
2095,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,65.2500000000071,,tomato_cut,0,1.0,30.0,,,
2096,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,66.50000000000739,,tomato_cut,0,1.0,30.0,,,
2097,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,67.75000000000767,,tomato_cut,0,1.0,30.0,,,
2098,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,69.00000000000796,,tomato_cut,0,1.0,30.0,,,
2099,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,70.25000000000824,,tomato_cut,0,1.0,30.0,,,
2100,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,71.50000000000853,,tomato_cut,0,1.0,30.0,,,
2101,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,72.75000000000881,,tomato_cut,0,1.0,30.0,,,
2102,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,74.0000000000091,,tomato_cut,0,1.0,30.0,,,
2103,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,75.25000000000938,,tomato_cut,0,1.0,30.0,,,
2104,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,76.50000000000966,,tomato_cut,0,1.0,30.0,,,
2105,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,77.75000000000995,,tomato_cut,0,1.0,30.0,,,
2106,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,79.00000000001023,,tomato_cut,0,1.0,30.0,,,
2107,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,80.25000000001052,,tomato_cut,0,1.0,30.0,,,
2108,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,81.5000000000108,,tomato_cut,0,1.0,30.0,,,
2109,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,82.75000000001108,,tomato_cut,0,1.0,30.0,,,
2110,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,84.00000000001137,,tomato_cut,0,1.0,30.0,,,
2111,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,85.25000000001165,,tomato_cut,0,1.0,30.0,,,
2112,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,86.50000000001194,,tomato_cut,0,1.0,30.0,,,
2113,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,87.75000000001222,,tomato_cut,0,1.0,30.0,,,
2114,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,88.0,,tomato_cut,0,1.0,30.0,,,
2115,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
2116,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
2117,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
2118,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
2119,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
2120,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
2121,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
2122,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
2123,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
2124,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
2125,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
2126,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,102.74999999999972,24.0,,tomato,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
2127,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,101.49999999999943,24.0,,tomato,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
2128,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,100.24999999999915,24.0,,tomato,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
2129,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,98.99999999999886,24.0,,tomato,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
2130,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,97.74999999999858,24.0,,tomato,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
2131,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,96.4999999999983,24.0,,tomato,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
2132,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,95.24999999999801,24.0,,tomato,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
2133,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,93.99999999999773,24.0,,tomato,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
2134,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,92.74999999999744,24.0,,tomato,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
2135,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,91.49999999999716,24.0,,tomato,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
2136,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,90.24999999999687,24.0,,tomato,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
2137,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.99999999999659,24.0,,tomato,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
2138,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,87.7499999999963,24.0,,tomato,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
2139,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,86.49999999999602,24.0,,tomato,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
2140,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,85.24999999999574,24.0,,tomato,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
2141,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,83.99999999999545,24.0,,tomato,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
2142,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,82.74999999999517,24.0,,tomato,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
2143,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,81.49999999999488,24.0,,tomato,0,1.0,30.0,24.0,86.74999999999972,,,0,1.0,30.0,,,
2144,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,80.2499999999946,24.0,,tomato,0,1.0,30.0,24.0,85.49999999999943,,,0,1.0,30.0,,,
2145,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,78.99999999999432,24.0,,tomato,0,1.0,30.0,24.0,84.24999999999915,,,0,1.0,30.0,,,
2146,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,77.74999999999403,24.0,,tomato,0,1.0,30.0,24.0,82.99999999999886,,,0,1.0,30.0,,,
2147,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,76.49999999999375,24.0,,tomato,0,1.0,30.0,24.0,81.74999999999858,,,0,1.0,30.0,,,
2148,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,75.24999999999346,24.0,,tomato,0,1.0,30.0,24.0,80.4999999999983,,,0,1.0,30.0,,,
2149,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,73.99999999999318,24.0,,tomato,0,1.0,30.0,24.0,79.24999999999801,,,0,1.0,30.0,,,
2150,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,72.7499999999929,24.0,,tomato,0,1.0,30.0,24.0,77.99999999999773,,,0,1.0,30.0,,,
