tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,cd751abdbb052b19_score,player_faa3c6b9_x,player_faa3c6b9_y,player_faa3c6b9_move_target,player_faa3c6b9_item,player_faa3c6b9_score,player_faa3c6b9_cut_speed,player_faa3c6b9_speed,player_875bfcce_x,player_875bfcce_y,player_875bfcce_move_target,player_875bfcce_item,player_875bfcce_score,player_875bfcce_cut_speed,player_875bfcce_speed,d3e3231bacd48511_score,2bd2750151ffe5c0_message,c48ad2ea53bdad8b_score
1505,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,58.53948752385118,37.491864173975046,,tomato,1,1.0,30.0,24.0,52.50000000000284,,tomato_cut,0,1.0,30.0,,,
1506,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,57.650131242851714,38.370240747801546,,tomato,1,1.0,30.0,24.0,53.750000000003126,,tomato_cut,0,1.0,30.0,,,
1507,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.76077496185225,39.24861732162794,,tomato,1,1.0,30.0,24.0,55.00000000000341,,tomato_cut,0,1.0,30.0,,,
1508,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,tomato,1,1.0,30.0,24.0,56.250000000003695,,tomato_cut,0,1.0,30.0,,,
1509,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,57.50000000000398,,tomato_cut,0,1.0,30.0,,,
1510,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,58.75000000000426,,tomato_cut,0,1.0,30.0,,,
1511,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,60.00000000000455,,tomato_cut,0,1.0,30.0,,,
1512,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,61.25000000000483,,tomato_cut,0,1.0,30.0,,,
1513,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,62.500000000005116,,tomato_cut,0,1.0,30.0,,,
1514,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,63.7500000000054,,tomato_cut,0,1.0,30.0,,,
1515,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,65.00000000000568,,tomato_cut,0,1.0,30.0,,,
1516,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,66.25000000000597,,tomato_cut,0,1.0,30.0,,,
1517,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,67.50000000000625,,tomato_cut,0,1.0,30.0,,,
1518,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,68.75000000000654,,tomato_cut,0,1.0,30.0,,,
1519,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,70.00000000000682,,tomato_cut,0,1.0,30.0,,,
1520,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,68.75000000000654,,tomato_cut,0,1.0,30.0,,,
1521,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,67.50000000000625,,tomato_cut,0,1.0,30.0,,,
1522,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,66.25000000000597,,tomato_cut,0,1.0,30.0,,,
1523,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,65.00000000000568,,tomato_cut,0,1.0,30.0,,,
1524,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,63.7500000000054,,tomato_cut,0,1.0,30.0,,,
1525,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,62.500000000005116,,tomato_cut,0,1.0,30.0,,,
1526,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,61.25000000000483,,tomato_cut,0,1.0,30.0,,,
1527,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,60.00000000000455,,tomato_cut,0,1.0,30.0,,,
1528,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,58.75000000000426,,tomato_cut,0,1.0,30.0,,,
1529,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,57.50000000000398,,tomato_cut,0,1.0,30.0,,,
1530,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,56.250000000003695,,tomato_cut,0,1.0,30.0,,,
1531,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0,,,
1532,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1533,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1534,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1535,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1536,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1537,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1538,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1539,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1540,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1541,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1542,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,57.250000000000284,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1543,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,58.50000000000057,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1544,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,59.75000000000085,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1545,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,61.00000000000114,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1546,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,62.25000000000142,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1547,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,63.500000000001705,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1548,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,64.75000000000199,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1549,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,66.00000000000227,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1550,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,67.25000000000256,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1551,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,68.50000000000284,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1552,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,69.75000000000313,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1553,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,71.00000000000341,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1554,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,72.2500000000037,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1555,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,73.50000000000398,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1556,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,74.75000000000426,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1557,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,76.00000000000455,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1558,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,77.25000000000483,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1559,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,78.50000000000512,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1560,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,79.7500000000054,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1561,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,81.00000000000568,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1562,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,82.25000000000597,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1563,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,83.50000000000625,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1564,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,84.75000000000654,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1565,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,86.00000000000682,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1566,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,87.2500000000071,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1567,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.50000000000739,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
1568,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,89.75000000000767,40.0,,,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
