tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,79c074ebe465e122_score,player_e64d24ba_x,player_e64d24ba_y,player_e64d24ba_move_target,player_e64d24ba_item,player_e64d24ba_score,player_e64d24ba_cut_speed,player_e64d24ba_speed,player_3a3c9e36_x,player_3a3c9e36_y,player_3a3c9e36_move_target,player_3a3c9e36_item,player_3a3c9e36_score,player_3a3c9e36_cut_speed,player_3a3c9e36_speed,21711e4bb92e923a_score,a05dc42d59b2fcda_message,dac2955081bf7b83_score
1744,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,
1745,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,
1746,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,3.916666666666661,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,
1747,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,
1748,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,3.9999999999999942,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,
1749,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,
1750,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,
1751,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,25.24999999999993,24.0,,tomato_cut,1,1.0,30.0,,,
1752,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,26.499999999999858,24.0,,tomato_cut,1,1.0,30.0,,,
1753,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,27.749999999999787,24.0,,tomato_cut,1,1.0,30.0,,,
1754,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,28.999999999999716,24.0,,tomato_cut,1,1.0,30.0,,,
1755,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,30.249999999999645,24.0,,tomato_cut,1,1.0,30.0,,,
1756,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,31.499999999999574,24.0,,tomato_cut,1,1.0,30.0,,,
1757,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,32.749999999999716,24.0,,tomato_cut,1,1.0,30.0,,,
1758,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,34.0,24.0,,tomato_cut,1,1.0,30.0,,,
1759,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,35.250000000000284,24.0,,tomato_cut,1,1.0,30.0,,,
1760,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,36.50000000000057,24.0,,tomato_cut,1,1.0,30.0,,,
1761,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,37.75000000000085,24.0,,tomato_cut,1,1.0,30.0,,,
1762,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,39.00000000000114,24.0,,tomato_cut,1,1.0,30.0,,,
1763,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,40.120168261161126,24.31621556657754,,tomato_cut,1,1.0,30.0,,,
1764,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,41.250000000000284,,,0,1.0,30.0,41.00952454216059,25.19459214040404,,tomato_cut,1,1.0,30.0,,,
1765,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,42.50000000000057,,,0,1.0,30.0,41.898880823160056,26.07296871423054,,tomato_cut,1,1.0,30.0,,,
1766,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,43.75000000000085,,,0,1.0,30.0,42.78823710415952,26.95134528805704,,tomato_cut,1,1.0,30.0,,,
1767,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,45.00000000000114,,,0,1.0,30.0,43.677593385158985,27.82972186188354,,tomato_cut,1,1.0,30.0,,,
1768,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,46.25000000000142,,,0,1.0,30.0,44.56694966615845,28.708098435710042,,tomato_cut,1,1.0,30.0,,,
1769,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,47.500000000001705,,,0,1.0,30.0,45.456305947157915,29.586475009536542,,tomato_cut,1,1.0,30.0,,,
1770,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,48.75000000000199,,,0,1.0,30.0,46.34566222815738,30.464851583363043,,tomato_cut,1,1.0,30.0,,,
1771,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,50.000000000002274,,,0,1.0,30.0,47.235018509156845,31.343228157189543,,tomato_cut,1,1.0,30.0,,,
1772,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,51.25000000000256,,,0,1.0,30.0,48.12437479015631,32.22160473101604,,tomato_cut,1,1.0,30.0,,,
1773,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,52.50000000000284,,,0,1.0,30.0,49.013731071155775,33.099981304842544,,tomato_cut,1,1.0,30.0,,,
1774,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,53.750000000003126,,,0,1.0,30.0,49.90308735215493,33.978357878669044,,tomato_cut,1,1.0,30.0,,,
1775,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,55.00000000000341,,,0,1.0,30.0,50.79244363315389,34.856734452495544,,tomato_cut,1,1.0,30.0,,,
1776,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,56.0,,,0,1.0,30.0,51.681799914152855,35.735111026322045,,tomato_cut,1,1.0,30.0,,,
1777,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,56.0,,plate,0,1.0,30.0,52.571156195151815,36.613487600148545,,tomato_cut,1,1.0,30.0,,,
1778,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,56.0,,plate,0,1.0,30.0,53.46051247615078,37.491864173975046,,tomato_cut,1,1.0,30.0,,,
1779,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,56.0,,plate,0,1.0,30.0,54.34986875714975,38.370240747801546,,tomato_cut,1,1.0,30.0,,,
1780,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,56.0,,plate,0,1.0,30.0,55.23922503814871,39.248617321628046,,tomato_cut,1,1.0,30.0,,,
1781,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,56.0,,plate,0,1.0,30.0,55.81373808776351,40.26074682117161,,tomato_cut,1,1.0,30.0,,,
1782,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,56.0,,plate,0,1.0,30.0,55.8285298371398,41.510659299767724,,tomato_cut,1,1.0,30.0,,,
1783,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,56.0,,plate,0,1.0,30.0,55.84332158651608,42.76057177836384,,tomato_cut,1,1.0,30.0,,,
1784,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,56.0,,plate,0,1.0,30.0,55.85811333589237,44.010484256959955,,tomato_cut,1,1.0,30.0,,,
1785,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,56.0,,plate,0,1.0,30.0,55.872905085268656,45.26039673555607,,tomato_cut,1,1.0,30.0,,,
1786,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,56.0,,plate,0,1.0,30.0,55.88769683464494,46.51030921415219,,tomato_cut,1,1.0,30.0,,,
1787,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,54.749999999999716,,plate,0,1.0,30.0,55.90248858402123,47.7602216927483,,tomato_cut,1,1.0,30.0,,,
1788,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,53.49999999999943,,plate,0,1.0,30.0,55.917280333397514,49.01013417134442,,tomato_cut,1,1.0,30.0,,,
1789,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,52.24999999999915,,plate,0,1.0,30.0,55.9320720827738,50.260046649940534,,tomato_cut,1,1.0,30.0,,,
1790,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,50.99999999999886,,plate,0,1.0,30.0,55.946863832150086,51.50995912853665,,tomato_cut,1,1.0,30.0,,,
1791,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,49.74999999999858,,plate,0,1.0,30.0,55.96165558152637,52.759871607132766,,tomato_cut,1,1.0,30.0,,,
1792,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,48.499999999998295,,plate,0,1.0,30.0,55.97644733090266,54.00978408572888,,tomato_cut,1,1.0,30.0,,,
1793,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,47.24999999999801,,plate,0,1.0,30.0,55.991239080279065,55.259696564325,,tomato_cut,1,1.0,30.0,,,
1794,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,45.999999999997726,,plate,0,1.0,30.0,55.997844840473014,56.50965804813234,,tomato_cut,1,1.0,30.0,,,
1795,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,44.74999999999744,,plate,0,1.0,30.0,55.99801875202342,57.75965803603421,,tomato_cut,1,1.0,30.0,,,
1796,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,43.49999999999716,,plate,0,1.0,30.0,55.998192663573825,59.00965802393608,,tomato_cut,1,1.0,30.0,,,
1797,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,42.249999999996874,,plate,0,1.0,30.0,55.99836657512423,60.259658011837956,,tomato_cut,1,1.0,30.0,,,
1798,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.99999999999659,,plate,0,1.0,30.0,55.998540486674635,61.50965799973983,,tomato_cut,1,1.0,30.0,,,
1799,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,plate,0,1.0,30.0,55.99871439822504,62.7596579876417,,tomato_cut,1,1.0,30.0,,,
1800,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,tomato_cut,0,1.0,30.0,55.998888309775445,64.00965797554358,,tomato_cut,1,1.0,30.0,,,
1801,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,tomato_cut,0,1.0,30.0,55.99906222132577,65.25965796344616,,tomato_cut,1,1.0,30.0,,,
1802,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,tomato_cut,0,1.0,30.0,55.99923613287582,66.50965795134874,,tomato_cut,1,1.0,30.0,,,
1803,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,tomato_cut,0,1.0,30.0,55.99941004442587,67.75965793925133,,tomato_cut,1,1.0,30.0,,,
1804,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,tomato_cut,0,1.0,30.0,55.99958395597592,69.00965792715391,,tomato_cut,1,1.0,30.0,,,
