tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,25f06638b8a897cc_score,player_6180c6d8_x,player_6180c6d8_y,player_6180c6d8_move_target,player_6180c6d8_item,player_6180c6d8_score,player_6180c6d8_cut_speed,player_6180c6d8_speed,player_d33023ac_x,player_d33023ac_y,player_d33023ac_move_target,player_d33023ac_item,player_d33023ac_score,player_d33023ac_cut_speed,player_d33023ac_speed,a803f1a33369268a_score,0fba9bd9fc424812_message,2ada98219c948565_score
498,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,134.95266296377025,24.000000000003425,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
499,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
500,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
501,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
502,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
503,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
504,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
505,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
506,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
507,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
508,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
509,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
510,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
511,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
512,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
513,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,86.74999999999972,24.0,,tomato,0,1.0,30.0,,,
514,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,85.49999999999943,24.0,,tomato,0,1.0,30.0,,,
515,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,84.24999999999915,24.0,,tomato,0,1.0,30.0,,,
516,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,82.99999999999886,24.0,,tomato,0,1.0,30.0,,,
517,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,81.74999999999858,24.0,,tomato,0,1.0,30.0,,,
518,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,80.4999999999983,24.0,,tomato,0,1.0,30.0,,,
519,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,79.24999999999801,24.0,,tomato,0,1.0,30.0,,,
520,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,77.99999999999773,24.0,,tomato,0,1.0,30.0,,,
521,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,76.74999999999744,24.0,,tomato,0,1.0,30.0,,,
522,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,75.49999999999716,24.0,,tomato,0,1.0,30.0,,,
523,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,74.24999999999687,24.0,,tomato,0,1.0,30.0,,,
524,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,72.99999999999659,24.0,,tomato,0,1.0,30.0,,,
525,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,71.7499999999963,24.0,,tomato,0,1.0,30.0,,,
526,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,70.49999999999602,24.0,,tomato,0,1.0,30.0,,,
527,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,69.24999999999574,24.0,,tomato,0,1.0,30.0,,,
528,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,67.99999999999545,24.0,,tomato,0,1.0,30.0,,,
529,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,66.74999999999517,24.0,,tomato,0,1.0,30.0,,,
530,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,65.49999999999488,24.0,,tomato,0,1.0,30.0,,,
531,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,64.2499999999946,24.0,,tomato,0,1.0,30.0,,,
532,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,62.999999999994316,24.0,,tomato,0,1.0,30.0,,,
533,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,61.74999999999403,24.0,,tomato,0,1.0,30.0,,,
534,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,60.49999999999375,24.0,,tomato,0,1.0,30.0,,,
535,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,59.24999999999346,24.0,,tomato,0,1.0,30.0,,,
536,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,57.99999999999318,24.0,,tomato,0,1.0,30.0,,,
537,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,56.749999999992895,24.0,,tomato,0,1.0,30.0,,,
538,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,55.49999999999261,24.0,,tomato,0,1.0,30.0,,,
539,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,54.249999999992326,24.0,,tomato,0,1.0,30.0,,,
540,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,52.99999999999204,24.0,,tomato,0,1.0,30.0,,,
541,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,51.74999999999176,24.0,,tomato,0,1.0,30.0,,,
542,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,50.49999999999147,24.0,,tomato,0,1.0,30.0,,,
543,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,49.24999999999119,24.0,,tomato,0,1.0,30.0,,,
544,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,47.999999999990905,24.0,,tomato,0,1.0,30.0,,,
545,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,46.74999999999062,24.0,,tomato,0,1.0,30.0,,,
546,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,45.49999999999034,24.0,,tomato,0,1.0,30.0,,,
547,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,44.24999999999005,24.0,,tomato,0,1.0,30.0,,,
548,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,134.75000000000114,24.0,,plate,0,1.0,30.0,42.99999999998977,24.0,,tomato,0,1.0,30.0,,,
549,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,133.50000000000227,24.0,,plate,0,1.0,30.0,41.749999999989484,24.0,,tomato,0,1.0,30.0,,,
550,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,132.2500000000034,24.0,,plate,0,1.0,30.0,40.4999999999892,24.0,,tomato,0,1.0,30.0,,,
551,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,131.00000000000455,24.0,,plate,0,1.0,30.0,39.52408922643008,24.66756619610841,,tomato,0,1.0,30.0,,,
552,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,129.75000000000568,24.0,,plate,0,1.0,30.0,38.634732945431324,25.545942769935266,,tomato,0,1.0,30.0,,,
553,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,128.50000000000682,24.0,,plate,0,1.0,30.0,37.74537666443257,26.42431934376212,,tomato,0,1.0,30.0,,,
554,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,127.2500000000071,24.0,,plate,0,1.0,30.0,36.856020383433815,27.302695917588977,,tomato,0,1.0,30.0,,,
555,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,126.00000000000682,24.0,,plate,0,1.0,30.0,35.96666410243506,28.181072491415833,,tomato,0,1.0,30.0,,,
556,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,124.75000000000654,24.0,,plate,0,1.0,30.0,35.07730782143631,29.05944906524269,,tomato,0,1.0,30.0,,,
557,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,123.50000000000625,24.0,,plate,0,1.0,30.0,34.18795154043755,29.937825639069217,,tomato,0,1.0,30.0,,,
558,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,122.25000000000597,24.0,,plate,0,1.0,30.0,33.2985952594388,30.816202212895718,,tomato,0,1.0,30.0,,,
559,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,121.00000000000568,24.0,,plate,0,1.0,30.0,32.409238978440044,31.694578786722218,,tomato,0,1.0,30.0,,,
560,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,119.7500000000054,24.0,,plate,0,1.0,30.0,31.519882697441098,32.57295536054872,,tomato,0,1.0,30.0,,,
561,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,118.50000000000512,24.0,,plate,0,1.0,30.0,30.630526416441988,33.45133193437522,,tomato,0,1.0,30.0,,,
562,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,117.25000000000483,24.0,,plate,0,1.0,30.0,29.74117013544288,34.32970850820172,,tomato,0,1.0,30.0,,,
563,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,116.00000000000455,24.0,,plate,0,1.0,30.0,28.85181385444377,35.20808508202822,,tomato,0,1.0,30.0,,,
564,train,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,114.75000000000426,24.0,,plate,0,1.0,30.0,27.96245757344466,36.08646165585472,,tomato,0,1.0,30.0,,,
