tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,be2d68ed0e71bf6d_score,player_7c571b5f_x,player_7c571b5f_y,player_7c571b5f_move_target,player_7c571b5f_item,player_7c571b5f_score,player_7c571b5f_cut_speed,player_7c571b5f_speed,player_ae41d8dd_x,player_ae41d8dd_y,player_ae41d8dd_move_target,player_ae41d8dd_item,player_ae41d8dd_score,player_ae41d8dd_cut_speed,player_ae41d8dd_speed
999,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,47.750000000003126,,tomato,0,1.0,30.0,82.99999999999886,56.0,,tomato,0,1.0,30.0
1000,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,49.00000000000341,,tomato,0,1.0,30.0,81.74999999999858,56.0,,tomato,0,1.0,30.0
1001,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,50.250000000003695,,tomato,0,1.0,30.0,80.4999999999983,56.0,,tomato,0,1.0,30.0
1002,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,51.50000000000398,,tomato,0,1.0,30.0,79.24999999999801,56.0,,tomato,0,1.0,30.0
1003,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,52.75000000000426,,tomato,0,1.0,30.0,77.99999999999773,56.0,,tomato,0,1.0,30.0
1004,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,54.00000000000455,,tomato,0,1.0,30.0,76.74999999999744,56.0,,tomato,0,1.0,30.0
1005,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,55.25000000000483,,tomato,0,1.0,30.0,75.49999999999716,56.0,,tomato,0,1.0,30.0
1006,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,56.500000000005116,,tomato,0,1.0,30.0,74.24999999999687,56.0,,tomato,0,1.0,30.0
1007,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,57.7500000000054,,tomato,0,1.0,30.0,72.99999999999659,56.0,,tomato,0,1.0,30.0
1008,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,59.000000000005684,,tomato,0,1.0,30.0,72.0,56.0,,tomato,0,1.0,30.0
1009,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,60.25000000000597,,tomato,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1010,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,61.50000000000625,,tomato,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1011,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,62.75000000000654,,tomato,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1012,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,64.00000000000682,,tomato,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1013,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,65.2500000000071,,tomato,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1014,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,66.50000000000739,,tomato,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1015,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,67.75000000000767,,tomato,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1016,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,69.00000000000796,,tomato,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1017,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,70.25000000000824,,tomato,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1018,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,71.50000000000853,,tomato,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1019,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.75000000000881,,tomato,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1020,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,74.0000000000091,,tomato,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1021,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,75.25000000000938,,tomato,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1022,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,76.50000000000966,,tomato,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1023,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,77.75000000000995,,tomato,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1024,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,79.00000000001023,,tomato,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1025,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,80.25000000001052,,tomato,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1026,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,81.5000000000108,,tomato,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1027,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,82.75000000001108,,tomato,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1028,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,84.00000000001137,,tomato,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1029,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,85.25000000001165,,tomato,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1030,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,86.50000000001194,,tomato,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1031,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,87.75000000001222,,tomato,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1032,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,tomato,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1033,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1034,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1035,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1036,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1037,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1038,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1039,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1040,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1041,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1042,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1043,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1044,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1045,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1046,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1047,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1048,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1049,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1050,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1051,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1052,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1053,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1054,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1055,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1056,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1057,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1058,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1059,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1060,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1061,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1062,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1063,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1064,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1065,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1066,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1067,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1068,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1069,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1070,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1071,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1072,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,tomato,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
1073,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,tomato,0,1.0,30.0,72.0,56.0,,plate,0,1.0,30.0
