tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,c7a181a523857c43_score,player_d2529476_x,player_d2529476_y,player_d2529476_move_target,player_d2529476_item,player_d2529476_score,player_d2529476_cut_speed,player_d2529476_speed,player_d6b1c39d_x,player_d6b1c39d_y,player_d6b1c39d_move_target,player_d6b1c39d_item,player_d6b1c39d_score,player_d6b1c39d_cut_speed,player_d6b1c39d_speed,6e4c666bd0e58f7c_score,432e0062c4bb5d14_message,2f2a341a916d3d0b_score
598,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.090685489825816,64.57647281222305,,tomato,0,1.0,30.0,,,
599,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.07541668265861,65.82637955415575,,tomato,0,1.0,30.0,,,
600,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.06014787549172,67.07628629608845,,tomato,0,1.0,30.0,,,
601,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.044879068324825,68.32619303802116,,tomato,0,1.0,30.0,,,
602,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.02961026115793,69.57609977995386,,tomato,0,1.0,30.0,,,
603,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.01434145399103,70.82600652188657,,tomato,0,1.0,30.0,,,
604,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
605,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0,,,
606,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0,,,
607,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0,,,
608,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0,,,
609,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0,,,
610,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0,,,
611,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0,,,
612,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0,,,
613,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,73.25000000000028,,,0,1.0,30.0,,,
614,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,74.50000000000057,,,0,1.0,30.0,,,
615,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,75.75000000000085,,,0,1.0,30.0,,,
616,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,77.00000000000114,,,0,1.0,30.0,,,
617,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,78.25000000000142,,,0,1.0,30.0,,,
618,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,79.5000000000017,,,0,1.0,30.0,,,
619,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,80.75000000000199,,,0,1.0,30.0,,,
620,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,82.00000000000227,,,0,1.0,30.0,,,
621,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,83.25000000000256,,,0,1.0,30.0,,,
622,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,84.50000000000284,,,0,1.0,30.0,,,
623,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,85.75000000000313,,,0,1.0,30.0,,,
624,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,87.00000000000341,,,0,1.0,30.0,,,
625,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,88.2500000000037,,,0,1.0,30.0,,,
626,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,89.50000000000398,,,0,1.0,30.0,,,
627,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,90.75000000000426,,,0,1.0,30.0,,,
628,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,92.00000000000455,,,0,1.0,30.0,,,
629,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,93.25000000000483,,,0,1.0,30.0,,,
630,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,94.50000000000512,,,0,1.0,30.0,,,
631,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,95.7500000000054,,,0,1.0,30.0,,,
632,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,97.00000000000568,,,0,1.0,30.0,,,
633,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,98.25000000000597,,,0,1.0,30.0,,,
634,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,99.50000000000625,,,0,1.0,30.0,,,
635,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,100.75000000000654,,,0,1.0,30.0,,,
636,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,102.00000000000682,,,0,1.0,30.0,,,
637,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,103.2500000000071,,,0,1.0,30.0,,,
638,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
639,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
640,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
641,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
642,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
643,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
644,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
645,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,102.74999999999972,,,0,1.0,30.0,,,
646,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,101.49999999999943,,,0,1.0,30.0,,,
647,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,100.24999999999915,,,0,1.0,30.0,,,
648,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,98.99999999999886,,,0,1.0,30.0,,,
649,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,97.74999999999858,,,0,1.0,30.0,,,
650,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,96.4999999999983,,,0,1.0,30.0,,,
651,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,95.24999999999801,,,0,1.0,30.0,,,
652,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,93.99999999999773,,,0,1.0,30.0,,,
653,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,92.74999999999744,,,0,1.0,30.0,,,
654,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,91.49999999999716,,,0,1.0,30.0,,,
655,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,90.24999999999687,,,0,1.0,30.0,,,
656,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,88.99999999999659,,,0,1.0,30.0,,,
657,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,
658,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,
659,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,
660,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,
661,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,
662,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,
663,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,
664,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,
665,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,
666,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,
667,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,tomato,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,
668,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,
