tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,fe18460a9a210c1a_score,player_66f4aa0d_x,player_66f4aa0d_y,player_66f4aa0d_move_target,player_66f4aa0d_item,player_66f4aa0d_score,player_66f4aa0d_cut_speed,player_66f4aa0d_speed,player_cd24f9e3_x,player_cd24f9e3_y,player_cd24f9e3_move_target,player_cd24f9e3_item,player_cd24f9e3_score,player_cd24f9e3_cut_speed,player_cd24f9e3_speed,5ca924147e1d26a5_score,598a45dc75d4fd1a_message,3625d2e4b69eaae5_score
1931,train,True,0,1,tomato,2.375,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1932,train,True,0,1,tomato,2.4166666666666665,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1933,train,True,0,1,tomato,2.458333333333333,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1934,train,True,0,1,tomato,2.4999999999999996,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1935,train,True,0,1,tomato,2.541666666666666,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1936,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1937,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1938,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1939,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,25.24999999999993,24.0,,,1,1.0,30.0,,,
1940,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,26.499999999999858,24.0,,,1,1.0,30.0,,,
1941,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,27.749999999999787,24.0,,,1,1.0,30.0,,,
1942,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,28.999999999999716,24.0,,,1,1.0,30.0,,,
1943,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,30.249999999999645,24.0,,,1,1.0,30.0,,,
1944,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,31.499999999999574,24.0,,,1,1.0,30.0,,,
1945,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,32.749999999999716,24.0,,,1,1.0,30.0,,,
1946,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,,1,1.0,30.0,,,
1947,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1948,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1949,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1950,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1951,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1952,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1953,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1954,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1955,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1956,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1957,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1958,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1959,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1960,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1961,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1962,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1963,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1964,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1965,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1966,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1967,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1968,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1969,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1970,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1971,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1972,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1973,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1974,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1975,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1976,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1977,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1978,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1979,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,41.250000000000284,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1980,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,42.50000000000057,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1981,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,43.75000000000085,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1982,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,45.00000000000114,,,2,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1983,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,46.25000000000142,,,2,1.0,30.0,41.250000000000284,24.0,,tomato_salad,1,1.0,30.0,,,
1984,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,47.500000000001705,,,2,1.0,30.0,42.50000000000057,24.0,,tomato_salad,1,1.0,30.0,,,
1985,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,48.75000000000199,,,2,1.0,30.0,43.75000000000085,24.0,,tomato_salad,1,1.0,30.0,,,
1986,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,50.000000000002274,,,2,1.0,30.0,45.00000000000114,24.0,,tomato_salad,1,1.0,30.0,,,
1987,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,51.25000000000256,,,2,1.0,30.0,46.25000000000142,24.0,,tomato_salad,1,1.0,30.0,,,
1988,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,52.50000000000284,,,2,1.0,30.0,47.500000000001705,24.0,,tomato_salad,1,1.0,30.0,,,
1989,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,53.750000000003126,,,2,1.0,30.0,48.75000000000199,24.0,,tomato_salad,1,1.0,30.0,,,
1990,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,55.00000000000341,,,2,1.0,30.0,50.000000000002274,24.0,,tomato_salad,1,1.0,30.0,,,
1991,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,56.250000000003695,,,2,1.0,30.0,51.25000000000256,24.0,,tomato_salad,1,1.0,30.0,,,
1992,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,57.50000000000398,,,2,1.0,30.0,52.50000000000284,24.0,,tomato_salad,1,1.0,30.0,,,
1993,train,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,58.75000000000426,,,2,1.0,30.0,53.750000000003126,24.0,,tomato_salad,1,1.0,30.0,,,
