tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,857b21f31baaf438_score,player_835f5e5d_x,player_835f5e5d_y,player_835f5e5d_move_target,player_835f5e5d_item,player_835f5e5d_score,player_835f5e5d_cut_speed,player_835f5e5d_speed,player_ff6c077e_x,player_ff6c077e_y,player_ff6c077e_move_target,player_ff6c077e_item,player_ff6c077e_score,player_ff6c077e_cut_speed,player_ff6c077e_speed
741,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.125,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00196392387002,69.14614868805029,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
742,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.16666666666666666,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.001777184402044,67.89614870199938,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
743,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.20833333333333331,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00159044493407,66.64614871594847,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
744,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.24999999999999997,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00140370546609,65.39614872989756,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
745,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.29166666666666663,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00121696599811,64.14614874384665,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
746,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.3333333333333333,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00103022653013,62.89614875779511,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
747,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.375,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000843487062156,61.64614877174349,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
748,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.375,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00065674759439,60.39614878569187,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
749,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.375,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00047000812677,59.14614879964025,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
750,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.375,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000283268659146,57.89614881358863,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
751,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.375,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000096529191524,56.64614882753701,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
752,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.4166666666666667,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000027855578296,55.39614883255961,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
753,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.4166666666666667,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000025594008164,54.14614883256146,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
754,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.4166666666666667,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00002333243803,52.896148832563306,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
755,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.4166666666666667,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0000210708679,51.64614883256515,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
756,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.4166666666666667,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00001880929777,50.396148832567,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
757,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.4166666666666667,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00001654772764,49.14614883256885,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
758,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.4166666666666667,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00001428615751,47.896148832570695,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
759,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.4166666666666667,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000012024587235,46.64614883257254,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
760,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.4166666666666667,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000976301675,45.39614883257439,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
761,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.4166666666666667,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000750144626,44.14614883257624,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
762,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.4166666666666667,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000005239875776,42.896148832578085,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
763,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.4166666666666667,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000297830529,41.64614883257993,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
764,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.4166666666666667,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0000007167348,40.39614883258178,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
765,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.4166666666666667,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000033187652,39.14614883258184,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
766,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.4166666666666667,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000030448723,37.89614883258155,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
767,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.45833333333333337,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000027709794,36.64614883258127,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
768,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.5,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000024970865,35.396148832580984,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
769,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.5416666666666666,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000022231936,34.1461488325807,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
770,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.5833333333333333,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000000194929896,32.896148832580415,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
771,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.6249999999999999,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000016754025,31.646148832580234,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
772,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000000140150604,30.396148832580305,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
773,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.7083333333333331,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000011276096,29.146148832580376,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
774,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.7499999999999998,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000008537131,27.896148832580447,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
775,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.7916666666666664,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000000057981666,26.64614883258052,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
776,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.833333333333333,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000003059202,25.39614883258059,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
777,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.833333333333333,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.75473189182205,25.28748760415125,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
778,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.833333333333333,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.509463753052074,25.178826375721908,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
779,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.833333333333333,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.2641956142821,25.070165147292567,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
780,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.833333333333333,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.01892747551213,24.961503918863226,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
781,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.833333333333333,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.773659336742156,24.852842690433885,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
782,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.833333333333333,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.528391197972184,24.744181462004544,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
783,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.833333333333333,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.283123059202005,24.635520233575203,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
784,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.833333333333333,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.037854920431677,24.526859005145862,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
785,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.833333333333333,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.79258678166135,24.41819777671652,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
786,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.833333333333333,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.54731864289102,24.30953654828718,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
787,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.833333333333333,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.302050504120693,24.20087531985784,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
788,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.833333333333333,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.056782365350365,24.0922140914285,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
789,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.8749999999999997,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,tomato,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
790,0,1,,0,2,,0,3,,1,0,tomato,0.0,0,2,0,tomato,0.8749999999999997,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
791,0,1,,0,2,,0,3,,1,0,tomato,0.041666666666666664,0,2,0,tomato,0.8749999999999997,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
792,0,1,,0,2,,0,3,,1,0,tomato,0.08333333333333333,0,2,0,tomato,0.8749999999999997,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
793,0,1,,0,2,,0,3,,1,0,tomato,0.125,0,2,0,tomato,0.8749999999999997,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
794,0,1,,0,2,,0,3,,1,0,tomato,0.16666666666666666,0,2,0,tomato,0.9166666666666663,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
795,0,1,,0,2,,0,3,,1,0,tomato,0.20833333333333331,0,2,0,tomato,0.9583333333333329,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
796,0,1,,0,2,,0,3,,1,0,tomato,0.24999999999999997,0,2,0,tomato,0.9999999999999996,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
797,0,1,,0,2,,0,3,,1,0,tomato,0.29166666666666663,0,2,0,tomato,1.0416666666666663,1,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
798,0,1,,0,2,,0,3,,1,0,tomato,0.3333333333333333,0,2,0,tomato,1.083333333333333,1,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
799,0,1,,0,2,,0,3,,1,0,tomato,0.375,0,2,0,tomato,1.1249999999999998,1,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
800,0,1,,0,2,,0,3,,1,0,tomato,0.4166666666666667,0,2,0,tomato,1.1666666666666665,1,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
801,0,1,,0,2,,0,3,,1,0,tomato,0.45833333333333337,0,2,0,tomato,1.2083333333333333,1,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
802,0,1,,0,2,,0,3,,1,0,tomato,0.5,0,2,0,tomato,1.25,1,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
803,0,1,,0,2,,0,3,,1,0,tomato,0.5416666666666666,0,2,0,tomato,1.25,1,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
804,0,1,,0,2,,0,3,,1,0,tomato,0.5833333333333333,0,2,0,tomato,1.25,1,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
805,0,1,,0,2,,0,3,,1,0,tomato,0.6249999999999999,0,2,0,tomato,1.25,1,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
806,0,1,,0,2,,0,3,,1,0,tomato,0.6666666666666665,0,2,0,tomato,1.25,1,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
807,0,1,,0,2,,0,3,,1,0,tomato,0.7083333333333331,0,2,0,tomato,1.2916666666666667,1,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
808,0,1,,0,2,,0,3,,1,0,tomato,0.7499999999999998,0,2,0,tomato,1.2916666666666667,1,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
809,0,1,,0,2,,0,3,,1,0,tomato,0.7916666666666664,0,2,0,tomato,1.2916666666666667,1,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
810,0,1,,0,2,,0,3,,1,0,tomato,0.833333333333333,0,2,0,tomato,1.2916666666666667,1,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
811,0,1,,0,2,,0,3,,1,0,tomato,0.8749999999999997,0,2,0,tomato,1.2916666666666667,1,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
812,0,1,,0,2,,0,3,,1,0,tomato,0.9166666666666663,0,2,0,tomato,1.2916666666666667,1,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
813,0,1,,0,2,,0,3,,1,0,tomato,0.9583333333333329,0,2,0,tomato,1.2916666666666667,1,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
814,0,1,,0,2,,0,3,,1,0,tomato,0.9999999999999996,0,2,0,tomato,1.2916666666666667,1,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
815,0,1,,0,2,,0,3,,1,0,tomato,1.0416666666666663,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
