tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,75b1a4d403879f9c_score,player_418e1332_x,player_418e1332_y,player_418e1332_move_target,player_418e1332_item,player_418e1332_score,player_418e1332_cut_speed,player_418e1332_speed,player_215854ff_x,player_215854ff_y,player_215854ff_move_target,player_215854ff_item,player_215854ff_score,player_215854ff_cut_speed,player_215854ff_speed,5248084b6f399629_score,8030687af7c100c1_message,06545a1b236ef6ea_score
1796,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.88551813996275,113.33425933355431,,tomato_salad,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
1797,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.891650027163415,112.83429693500881,,tomato_salad,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
1798,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.89778191436408,112.3343345364633,,tomato_salad,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
1799,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.90391380156475,111.8343721379178,,tomato_salad,0,1.0,12.0,135.11611652351553,24.88388347648305,,plate,0,0.2,30.0,,,
1800,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.910045688765415,111.33440973937229,,tomato_salad,0,1.0,12.0,134.23223304703106,25.767766952966443,,plate,0,0.2,30.0,,,
1801,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.91617757596608,110.83444734082678,,tomato_salad,0,1.0,12.0,133.3483495705466,26.651650429449848,,plate,0,0.2,30.0,,,
1802,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.92230946316675,110.33448494228128,,tomato_salad,0,1.0,12.0,132.46446609406294,27.535533905933253,,plate,0,0.2,30.0,,,
1803,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.928441350367414,109.83452254373577,,tomato_salad,0,1.0,12.0,131.5805826175798,28.419417382416658,,plate,0,0.2,30.0,,,
1804,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.93457323756808,109.33456014519027,,tomato_salad,0,1.0,12.0,130.69669914109667,29.303300858900062,,plate,0,0.2,30.0,,,
1805,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.94070512476875,108.83459774664476,,tomato_salad,0,1.0,12.0,129.81281566461354,30.187184335383467,,plate,0,0.2,30.0,,,
1806,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.946837011969414,108.33463534809925,,tomato_salad,0,1.0,12.0,128.9289321881304,31.07106781186687,,plate,0,0.2,30.0,,,
1807,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.95296889917008,107.83467294955375,,tomato_salad,0,1.0,12.0,128.04504871164727,31.954951288350276,,plate,0,0.2,30.0,,,
1808,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.95910078637075,107.33471055100824,,tomato_salad,0,1.0,12.0,127.1611652351642,32.838834764833344,,plate,0,0.2,30.0,,,
1809,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.965232673571414,106.83474815246274,,tomato_salad,0,1.0,12.0,126.27728175868116,33.72271824131639,,plate,0,0.2,30.0,,,
1810,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.97136456077184,106.33478575391723,,tomato_salad,0,1.0,12.0,125.3933982821981,34.60660171779944,,plate,0,0.2,30.0,,,
1811,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.97749644797215,105.83482335537173,,tomato_salad,0,1.0,12.0,124.50951480571506,35.4904851942827,,plate,0,0.2,30.0,,,
1812,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.98362833517246,105.33486095682622,,tomato_salad,0,1.0,12.0,123.62563132923201,36.37436867076619,,plate,0,0.2,30.0,,,
1813,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.98976022237277,104.83489855828071,,tomato_salad,0,1.0,12.0,122.74174785274896,37.25825214724968,,plate,0,0.2,30.0,,,
1814,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.995892109573084,104.33493615973521,,tomato_salad,0,1.0,12.0,121.85786437626591,38.14213562373317,,plate,0,0.2,30.0,,,
1815,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99760297130728,103.83494631630998,,tomato_salad,0,1.0,12.0,120.97398089978286,39.02601910021666,,plate,0,0.2,30.0,,,
1816,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.997678659238936,103.33494632203883,,tomato_salad,0,1.0,12.0,120.04617444130444,39.805653184688964,,plate,0,0.2,30.0,,,
1817,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99775434717059,102.83494632776768,,tomato_salad,0,1.0,12.0,118.79626611486002,39.820791727745956,,plate,0,0.2,30.0,,,
1818,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99783003510225,102.33494633349653,,tomato_salad,0,1.0,12.0,117.54635778841559,39.83593027080295,,plate,0,0.2,30.0,,,
1819,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.9979057230339,101.83494633922538,,tomato_salad,0,1.0,12.0,116.29644946197116,39.85106881385981,,plate,0,0.2,30.0,,,
1820,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99798141096556,101.33494634495423,,tomato_salad,0,1.0,12.0,115.04654113552674,39.866207356916455,,plate,0,0.2,30.0,,,
1821,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99805709889721,100.83494635068308,,tomato_salad,0,1.0,12.0,113.79663280908231,39.8813458999731,,plate,0,0.2,30.0,,,
1822,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99813278682887,100.33494635641193,,tomato_salad,0,1.0,12.0,112.54672448263788,39.896484443029735,,plate,0,0.2,30.0,,,
1823,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.998208474760524,99.83494636214078,,tomato_salad,0,1.0,12.0,111.29681615619346,39.91162298608638,,plate,0,0.2,30.0,,,
1824,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99828416269218,99.33494636786963,,tomato_salad,0,1.0,12.0,110.04690782974903,39.92676152914302,,plate,0,0.2,30.0,,,
1825,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.998359850623835,98.83494637359848,,tomato_salad,0,1.0,12.0,108.7969995033046,39.94190007219966,,plate,0,0.2,30.0,,,
1826,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99843553855549,98.33494637932733,,tomato_salad,0,1.0,12.0,107.54709117686018,39.9570386152563,,plate,0,0.2,30.0,,,
1827,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.998511226487146,97.83494638505618,,tomato_salad,0,1.0,12.0,106.29718285041575,39.972177158312945,,plate,0,0.2,30.0,,,
1828,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.9985869144188,97.33494639078503,,tomato_salad,0,1.0,12.0,105.04727452397132,39.98731570136958,,plate,0,0.2,30.0,,,
1829,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99866260235046,96.83494639651389,,tomato_salad,0,1.0,12.0,103.79733686634414,39.99766893490247,,plate,0,0.2,30.0,,,
1830,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99873829028211,96.33494640224274,,tomato_salad,0,1.0,12.0,102.54733687995359,39.997853385697375,,plate,0,0.2,30.0,,,
1831,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99881397821377,95.83494640797159,,tomato_salad,0,1.0,12.0,101.29733689356304,39.99803783649228,,plate,0,0.2,30.0,,,
1832,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99888966614542,95.33494641370044,,tomato_salad,0,1.0,12.0,100.0473369071725,39.998222287287184,,plate,0,0.2,30.0,,,
1833,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99896535407708,94.83494641942929,,tomato_salad,0,1.0,12.0,98.79733692078194,39.99840673808209,,plate,0,0.2,30.0,,,
1834,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999041042008734,94.33494642515814,,tomato_salad,0,1.0,12.0,97.5473369343914,39.99859118887699,,plate,0,0.2,30.0,,,
1835,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99911672994039,93.83494643088699,,tomato_salad,0,1.0,12.0,96.29733694800085,39.9987756396719,,plate,0,0.2,30.0,,,
1836,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999192417871974,93.33494643661584,,tomato_salad,0,1.0,12.0,95.0473369616103,39.9989600904668,,plate,0,0.2,30.0,,,
1837,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999268105803274,92.83494644234469,,tomato_salad,0,1.0,12.0,93.79733697521975,39.99914454126161,,plate,0,0.2,30.0,,,
1838,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999343793734575,92.33494644807354,,tomato_salad,0,1.0,12.0,92.5473369888292,39.99932899205616,,plate,0,0.2,30.0,,,
1839,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999419481665875,91.83494645380239,,tomato_salad,0,1.0,12.0,91.29733700243865,39.999513442850706,,plate,0,0.2,30.0,,,
1840,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999495169597175,91.33494645953124,,tomato_salad,0,1.0,12.0,90.0473370160481,39.999697893645255,,plate,0,0.2,30.0,,,
1841,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999570857528475,90.83494646526009,,tomato_salad,0,1.0,12.0,88.79733702965756,39.999882344439804,,plate,0,0.2,30.0,,,
1842,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999646545459775,90.33494647098894,,tomato_salad,0,1.0,12.0,87.54733703619142,39.99997204937522,,plate,0,0.2,30.0,,,
1843,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999722233391076,89.83494647671779,,tomato_salad,0,1.0,12.0,86.29733703619398,39.99997429659456,,plate,0,0.2,30.0,,,
1844,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999797921322376,89.33494648244664,,tomato_salad,0,1.0,12.0,85.04733703619654,39.99997654381421,,plate,0,0.2,30.0,,,
1845,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999873609253676,88.83494648817549,,tomato_salad,0,1.0,12.0,83.7973370361991,39.99997879103387,,plate,0,0.2,30.0,,,
1846,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999949297184976,88.33494649390434,,tomato_salad,0,1.0,12.0,82.54733703620165,39.99998103825352,,plate,0,0.2,30.0,,,
1847,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99997041487188,87.83494649545146,,tomato_salad,0,1.0,12.0,81.29733703620421,39.99998328547318,,plate,0,0.2,30.0,,,
1848,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99997134904373,87.33494649545192,,tomato_salad,0,1.0,12.0,80.04733703620677,39.99998553269283,,plate,0,0.2,30.0,,,
1849,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999972283215584,86.83494649545237,,tomato_salad,0,1.0,12.0,78.79733703620933,39.99998777991249,,plate,0,0.2,30.0,,,
1850,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999973217387435,86.33494649545283,,tomato_salad,0,1.0,12.0,77.54733703621189,39.99999002713214,,plate,0,0.2,30.0,,,
1851,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999974151559286,85.83494649545328,,tomato_salad,0,1.0,12.0,76.29733703621444,39.9999922743518,,plate,0,0.2,30.0,,,
1852,train,True,0,1,tomato_cut,3.2666666666666577,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99997508573114,85.33494649545374,,tomato_salad,0,1.0,12.0,75.047337036217,39.99999452157145,,plate,0,0.2,30.0,,,
