tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,e8d01824caabd6f4_score,player_05902f17_x,player_05902f17_y,player_05902f17_move_target,player_05902f17_item,player_05902f17_score,player_05902f17_cut_speed,player_05902f17_speed,player_e1848c98_x,player_e1848c98_y,player_e1848c98_move_target,player_e1848c98_item,player_e1848c98_score,player_e1848c98_cut_speed,player_e1848c98_speed
757,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.8750000000000004,0,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
758,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.8958333333333338,0,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
759,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.9166666666666672,0,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
760,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.9375000000000006,0,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
761,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.9583333333333339,0,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
762,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.9791666666666673,0,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
763,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.0000000000000007,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
764,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.020833333333334,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
765,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.0416666666666672,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
766,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.0625000000000004,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
767,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.0833333333333337,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
768,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.104166666666667,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
769,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.1250000000000002,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
770,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.1458333333333335,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
771,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.1666666666666667,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
772,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.1875,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
773,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.2083333333333333,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
774,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.2291666666666665,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
775,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.2499999999999998,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
776,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.270833333333333,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
777,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.2916666666666663,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
778,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.3124999999999996,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
779,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.3333333333333328,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
780,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.354166666666666,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
781,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.3749999999999993,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
782,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.3958333333333326,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
783,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4166666666666659,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
784,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4374999999999991,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
785,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
786,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4791666666666656,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,103.37500000000057,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
787,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.499999999999999,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.75000000000114,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
788,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.5208333333333321,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.1250000000017,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
789,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.5416666666666654,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.50000000000227,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
790,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.5624999999999987,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.87500000000284,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
791,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.583333333333332,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.25000000000341,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
792,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.6041666666666652,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.62500000000398,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
793,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.6249999999999984,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.00000000000455,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
794,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.6458333333333317,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.37500000000512,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
795,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.666666666666665,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.75000000000568,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
796,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.6874999999999982,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.12500000000625,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
797,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.7083333333333315,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.50000000000682,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
798,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.7291666666666647,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.87500000000739,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
799,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.749999999999998,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.25000000000796,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
800,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.7708333333333313,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.62500000000853,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
801,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.7916666666666645,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.0000000000091,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
802,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.8124999999999978,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.37500000000966,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
803,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.833333333333331,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.75000000001023,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
804,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.8541666666666643,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.1250000000108,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
805,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.8749999999999976,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.50000000001137,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
806,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.8958333333333308,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.87500000001194,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
807,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.916666666666664,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.2500000000125,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
808,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.9374999999999973,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.62500000001307,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
809,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.9583333333333306,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.00000000001364,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
810,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.9791666666666639,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.37500000001421,24.0,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
811,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.9999999999999971,1,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.87808868441493,24.31188458816398,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
812,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.0208333333333304,2,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.4334952821622,24.751158656000573,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
813,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.041666666666664,2,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.98890187990946,25.190432723837166,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
814,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.0624999999999973,2,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.54430847765673,25.629706791673758,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
815,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.083333333333331,2,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.09971507540399,26.06898085951035,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
816,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.1041666666666643,2,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.65512167315126,26.508254927346943,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
817,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.124999999999998,2,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.21052827089852,26.947528995183536,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
818,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.1458333333333313,2,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.76593486864579,27.38680306302013,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
819,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.1666666666666647,2,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.32134146639305,27.82607713085672,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
820,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.1874999999999982,2,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.87674806414032,28.265351198693313,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
821,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.2083333333333317,2,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.43215466188758,28.704625266529906,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
822,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.229166666666665,2,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.98756125963484,29.14389933436677,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
823,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.2499999999999987,2,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.54296785738211,29.583173402203716,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
824,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.270833333333332,2,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.09837445512937,30.022447470040664,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
825,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.2916666666666656,2,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.65378105287664,30.46172153787761,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
826,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.312499999999999,2,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.2091876506239,30.90099560571456,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
827,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.3333333333333326,2,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.76459424837117,31.340269673551507,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
828,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.354166666666666,2,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.32000084611843,31.779543741388455,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
829,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.3749999999999996,2,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.8754074438657,32.2188178092254,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
830,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.395833333333333,2,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.43081404161296,32.65809187706235,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
831,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.4166666666666665,2,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.98622063936045,33.097365944899295,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
832,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.4375,2,3,2,,3,3,tomato,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.54162723710837,33.53664001273624,,plate,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
