tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,10e572cde0c52df6_score,player_2898be41_x,player_2898be41_y,player_2898be41_move_target,player_2898be41_item,player_2898be41_score,player_2898be41_cut_speed,player_2898be41_speed,player_ecec037c_x,player_ecec037c_y,player_ecec037c_move_target,player_ecec037c_item,player_ecec037c_score,player_ecec037c_cut_speed,player_ecec037c_speed
1091,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.43502884254235,26.56497115745765,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1092,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.78858223313557,26.21141776686443,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1093,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.14213562372879,25.85786437627121,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1094,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.49568901432201,25.50431098567799,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1095,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.84924240491523,25.15075759508477,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1096,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.20279579550845,24.79720420449155,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1097,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.55634918610167,24.44365081389833,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1098,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.95528924982273,24.19778838398448,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1099,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.45525126340897,24.191625189131166,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1100,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.95521327699521,24.18546199427785,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1101,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.45517529058145,24.179298799424537,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1102,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.95513730416769,24.173135604571222,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1103,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.455099317753934,24.166972409717857,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1104,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.955061331340175,24.160809214864365,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1105,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.45502334492642,24.154646020010873,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1106,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.95498535851266,24.148482825157377,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1107,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.4549473720989,24.142319630303884,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1108,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.95490938568514,24.136156435450392,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1109,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.45487139927138,24.1299932405969,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1110,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.954833412857624,24.123830045743407,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1111,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.454795426443866,24.117666850889915,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1112,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.95475744003011,24.111503656036422,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1113,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.45471945361635,24.10534046118293,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1114,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.95468146720259,24.099177266329438,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1115,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.45464348078883,24.093014071475945,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1116,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.95460549437507,24.086850876622453,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1117,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.454567507961315,24.08068768176896,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1118,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.954529521547556,24.074524486915468,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1119,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,50.4544915351338,24.068361292061976,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1120,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,50.95445354872004,24.062198097208483,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1121,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.45441556230628,24.05603490235499,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1122,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.95437757589252,24.0498717075015,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1123,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.454339589478764,24.043708512648006,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1124,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.954301603065005,24.037545317794514,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1125,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.45426361665125,24.03138212294102,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1126,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.95422563023749,24.02521892808753,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1127,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,54.45418764382373,24.019055733234037,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1128,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,54.95414965740997,24.012892538380544,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1129,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.45411167099621,24.006729343527052,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1130,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.95408507883887,24.00239273938643,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1131,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.45408507327984,24.002318180242504,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1132,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.95408506772081,24.00224362109858,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1133,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.45408506216178,24.002169061954653,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1134,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.95408505660275,24.002094502810728,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1135,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.45408505104372,24.002019943666802,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1136,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.95408504548469,24.001945384522877,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1137,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.45408503992566,24.00187082537895,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1138,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.95408503436663,24.001796266235026,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1139,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.4540850288076,24.0017217070911,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1140,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.95408502324857,24.001647147947175,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1141,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.454085017689536,24.00157258880325,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1142,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.954085012130506,24.001498029659324,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1143,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.454085006571475,24.001423470515398,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1144,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.954085001012444,24.001348911371473,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1145,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.454084995453414,24.001274352227547,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1146,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.95408498989438,24.00119979308362,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1147,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.45408498433471,24.001125233939696,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1148,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.95408497877497,24.00105067479577,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1149,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.45408497321523,24.000976115651845,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1150,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.95408496765549,24.00090155650792,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1151,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.45408496209575,24.000826997363994,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1152,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.95408495653601,24.00075243822007,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1153,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.45408495097627,24.000677879076143,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1154,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.95408494541653,24.000603319932218,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1155,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.45408493985678,24.000528760788292,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1156,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.95408493429704,24.000454201644366,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1157,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.4540849287373,24.00037964250044,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1158,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.95408492893671,24.00036553368144,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1159,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.45408492913612,24.000351424862437,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1160,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.95408492933552,24.000337316043435,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1161,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.45408492953493,24.000323207224433,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1162,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.95408492973434,24.00030909840543,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1163,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.45408492993374,24.00029498958643,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1164,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.95408493013315,24.000280880767427,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1165,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.45408493033256,24.000266771948425,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1166,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.95408493053196,24.000252663129423,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1167,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.45408493073137,24.00023855431042,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
