tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,3f460844e6f422ab_score,player_78d098ad_x,player_78d098ad_y,player_78d098ad_move_target,player_78d098ad_item,player_78d098ad_score,player_78d098ad_cut_speed,player_78d098ad_speed,player_e1b72ad2_x,player_e1b72ad2_y,player_e1b72ad2_move_target,player_e1b72ad2_item,player_e1b72ad2_score,player_e1b72ad2_cut_speed,player_e1b72ad2_speed
1303,0,1,,0,2,tomato,1.25,1,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.749999999992895,24.0,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1304,0,1,,0,2,tomato,1.2916666666666667,1,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,55.49999999999261,24.0,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1305,0,1,,0,2,tomato,1.3333333333333335,1,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,54.249999999992326,24.0,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1306,0,1,,0,2,tomato,1.3750000000000002,1,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,52.99999999999204,24.0,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1307,0,1,,0,2,tomato,1.416666666666667,1,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,51.74999999999176,24.0,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1308,0,1,,0,2,tomato,1.4583333333333337,1,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,50.49999999999147,24.0,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1309,0,1,,0,2,tomato,1.5000000000000004,1,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,49.24999999999119,24.0,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1310,0,1,,0,2,tomato,1.5416666666666672,1,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,47.999999999990905,24.0,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1311,0,1,,0,2,tomato,1.583333333333334,1,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,46.74999999999062,24.0,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1312,0,1,,0,2,tomato,1.6250000000000007,1,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,45.49999999999034,24.0,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1313,0,1,,0,2,tomato,1.6666666666666674,1,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,44.24999999999005,24.0,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1314,0,1,,0,2,tomato,1.7083333333333341,1,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,42.99999999998977,24.0,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1315,0,1,,0,2,tomato,1.7500000000000009,1,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,41.749999999989484,24.0,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1316,0,1,,0,2,tomato,1.7916666666666676,1,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.4999999999892,24.0,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1317,0,1,,0,2,tomato,1.8333333333333344,1,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,39.52408922643008,24.66756619610841,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1318,0,1,,0,2,tomato,1.875000000000001,1,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,38.634732945431324,25.545942769935266,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1319,0,1,,0,2,tomato,1.9166666666666679,1,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,37.74537666443257,26.42431934376212,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1320,0,1,,0,2,tomato,1.9583333333333346,1,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,36.856020383433815,27.302695917588977,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1321,0,1,,0,2,tomato,2.0000000000000013,2,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,35.96666410243506,28.181072491415833,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1322,0,1,,0,2,tomato,2.041666666666668,2,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,35.07730782143631,29.05944906524269,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1323,0,1,,0,2,tomato,2.0833333333333344,2,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,34.18795154043755,29.937825639069217,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1324,0,1,,0,2,tomato,2.125000000000001,2,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,33.2985952594388,30.816202212895718,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1325,0,1,,0,2,tomato,2.1666666666666674,2,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,32.409238978440044,31.694578786722218,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1326,0,1,,0,2,tomato,2.208333333333334,2,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,31.519882697441098,32.57295536054872,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1327,0,1,,0,2,tomato,2.2500000000000004,2,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,30.630526416441988,33.45133193437522,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1328,0,1,,0,2,tomato,2.291666666666667,2,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,29.74117013544288,34.32970850820172,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1329,0,1,,0,2,tomato,2.3333333333333335,2,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,28.85181385444377,35.20808508202822,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1330,0,1,,0,2,tomato,2.375,2,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,27.96245757344466,36.08646165585472,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1331,0,1,,0,2,tomato,2.4166666666666665,2,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,27.07310129244555,36.96483822968122,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1332,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,26.183745011446586,37.84321480350772,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1333,0,1,,0,2,tomato,2.4999999999999996,2,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,25.29438873044783,38.72159137733434,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1334,0,1,,0,2,tomato,2.541666666666666,2,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.405032449449077,39.59996795116105,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1335,0,1,,0,2,tomato,2.5833333333333326,2,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.180345212483438,40.76071181261251,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1336,0,1,,0,2,tomato,2.624999999999999,2,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.16555346310733,42.01062429120863,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1337,0,1,,0,2,tomato,2.6666666666666656,2,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.150761713731224,43.260536769804744,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1338,0,1,,0,2,tomato,2.708333333333332,2,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.135969964355116,44.51044924840086,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1339,0,1,,0,2,tomato,2.7499999999999987,2,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.121178214979007,45.760361726996976,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1340,0,1,,0,2,tomato,2.791666666666665,2,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.1063864656029,47.01027420559309,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1341,0,1,,0,2,tomato,2.8333333333333317,2,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.09159471622679,48.26018668418921,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1342,0,1,,0,2,tomato,2.8749999999999982,2,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.076802966850682,49.51009916278532,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1343,0,1,,0,2,tomato,2.9166666666666647,2,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.062011217474577,50.76001164138144,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1344,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.04721946809847,52.009924119977555,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1345,0,1,,0,2,tomato,2.999999999999998,2,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.03242771872236,53.25983659857367,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1346,0,1,,0,2,tomato_cut,3.0416666666666643,3,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.01763596934625,54.509749077169786,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1347,0,1,,0,2,tomato_cut,3.083333333333331,3,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.002844219970143,55.7596615557659,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1348,0,1,,0,2,tomato_cut,3.1249999999999973,3,0,3,,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1349,0,1,,0,2,tomato_cut,3.166666666666664,3,0,3,tomato,0.0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1350,0,1,,0,2,tomato_cut,3.2083333333333304,3,0,3,tomato,0.041666666666666664,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1351,0,1,,0,2,tomato_cut,3.249999999999997,3,0,3,tomato,0.08333333333333333,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1352,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,tomato,0.125,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1353,0,1,,0,2,tomato_cut,3.33333333333333,3,0,3,tomato,0.16666666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1354,0,1,,0,2,tomato_cut,3.3749999999999964,3,0,3,tomato,0.20833333333333331,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1355,0,1,,0,2,tomato_cut,3.416666666666663,3,0,3,tomato,0.24999999999999997,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1356,0,1,,0,2,tomato_cut,3.4583333333333295,3,0,3,tomato,0.29166666666666663,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1357,0,1,,0,2,tomato_cut,3.499999999999996,3,0,3,tomato,0.3333333333333333,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1358,0,1,,0,2,tomato_cut,3.5416666666666625,3,0,3,tomato,0.375,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1359,0,1,,0,2,tomato_cut,3.583333333333329,3,0,3,tomato,0.4166666666666667,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1360,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,0.45833333333333337,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1361,0,1,,0,2,tomato_cut,3.666666666666662,3,0,3,tomato,0.5,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1362,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1363,0,1,,0,2,tomato_cut,3.749999999999995,3,0,3,tomato,0.5833333333333333,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1364,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,tomato,0.6249999999999999,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1365,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,tomato,0.6666666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1366,0,1,,0,2,tomato_cut,3.8749999999999947,3,0,3,tomato,0.7083333333333331,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1367,0,1,,0,2,tomato_cut,3.916666666666661,3,0,3,tomato,0.7499999999999998,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1368,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,0.7916666666666664,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1369,0,1,,0,2,tomato_cut,3.9999999999999942,3,0,3,tomato,0.833333333333333,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1370,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.8749999999999997,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1371,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.9166666666666663,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1372,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.9583333333333329,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1373,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.9999999999999996,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1374,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.0416666666666663,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1375,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.083333333333333,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1376,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.1249999999999998,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1377,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.1666666666666665,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1378,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.2083333333333333,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1379,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.25,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1380,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1381,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.3333333333333335,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1382,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1383,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1384,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.4583333333333337,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,4,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
