tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,c38ed6a90b7fb653_score,player_6f3084e2_x,player_6f3084e2_y,player_6f3084e2_move_target,player_6f3084e2_item,player_6f3084e2_score,player_6f3084e2_cut_speed,player_6f3084e2_speed,player_ea1be0e1_x,player_ea1be0e1_y,player_ea1be0e1_move_target,player_ea1be0e1_item,player_ea1be0e1_score,player_ea1be0e1_cut_speed,player_ea1be0e1_speed,e176c6e932acf223_score,4f5a54428bc5b707_message,704581a9d7ccd1d0_score
811,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000043284222425,86.53436893750653,,plate,0,1.0,30.0,55.8285298371398,41.510659299767724,,tomato_cut,0,1.0,30.0,,,
812,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000636819397,87.78436893696112,,plate,0,1.0,30.0,55.84332158651608,42.76057177836384,,tomato_cut,0,1.0,30.0,,,
813,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,88.0,,plate,0,1.0,30.0,55.85811333589237,44.010484256959955,,tomato_cut,0,1.0,30.0,,,
814,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,88.0,,,0,1.0,30.0,55.872905085268656,45.26039673555607,,tomato_cut,0,1.0,30.0,,,
815,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,88.0,,,0,1.0,30.0,55.88769683464494,46.51030921415219,,tomato_cut,0,1.0,30.0,,,
816,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,88.0,,,0,1.0,30.0,55.90248858402123,47.7602216927483,,tomato_cut,0,1.0,30.0,,,
817,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,88.0,,,0,1.0,30.0,55.917280333397514,49.01013417134442,,tomato_cut,0,1.0,30.0,,,
818,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,88.0,,,0,1.0,30.0,55.9320720827738,50.260046649940534,,tomato_cut,0,1.0,30.0,,,
819,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,88.0,,,0,1.0,30.0,55.946863832150086,51.50995912853665,,tomato_cut,0,1.0,30.0,,,
820,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,88.0,,,0,1.0,30.0,55.96165558152637,52.759871607132766,,tomato_cut,0,1.0,30.0,,,
821,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,88.0,,,0,1.0,30.0,55.97644733090266,54.00978408572888,,tomato_cut,0,1.0,30.0,,,
822,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,88.0,,,0,1.0,30.0,55.991239080279065,55.259696564325,,tomato_cut,0,1.0,30.0,,,
823,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,88.0,,,0,1.0,30.0,55.997844840473014,56.50965804813234,,tomato_cut,0,1.0,30.0,,,
824,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,88.0,,,0,1.0,30.0,55.99801875202342,57.75965803603421,,tomato_cut,0,1.0,30.0,,,
825,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,88.0,,,0,1.0,30.0,55.998192663573825,59.00965802393608,,tomato_cut,0,1.0,30.0,,,
826,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,88.0,,,0,1.0,30.0,55.99836657512423,60.259658011837956,,tomato_cut,0,1.0,30.0,,,
827,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,88.0,,,0,1.0,30.0,55.998540486674635,61.50965799973983,,tomato_cut,0,1.0,30.0,,,
828,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,88.0,,,0,1.0,30.0,55.99871439822504,62.7596579876417,,tomato_cut,0,1.0,30.0,,,
829,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,88.0,,,0,1.0,30.0,55.998888309775445,64.00965797554358,,tomato_cut,0,1.0,30.0,,,
830,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,88.0,,,0,1.0,30.0,55.99906222132577,65.25965796344616,,tomato_cut,0,1.0,30.0,,,
831,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,88.0,,,0,1.0,30.0,55.99923613287582,66.50965795134874,,tomato_cut,0,1.0,30.0,,,
832,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,86.74999999999972,,,0,1.0,30.0,55.99941004442587,67.75965793925133,,tomato_cut,0,1.0,30.0,,,
833,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,85.49999999999943,,,0,1.0,30.0,55.99958395597592,69.00965792715391,,tomato_cut,0,1.0,30.0,,,
834,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,84.24999999999915,,,0,1.0,30.0,55.99975786752597,70.2596579150565,,tomato_cut,0,1.0,30.0,,,
835,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,82.99999999999886,,,0,1.0,30.0,55.99993177907602,71.50965790295908,,tomato_cut,0,1.0,30.0,,,
836,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,81.74999999999858,,,0,1.0,30.0,55.99997507173988,72.75965790005483,,tomato_cut,0,1.0,30.0,,,
837,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,80.4999999999983,,,0,1.0,30.0,55.99997711633442,74.0096579000537,,tomato_cut,0,1.0,30.0,,,
838,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,79.24999999999801,,,0,1.0,30.0,55.99997916092928,75.25965790005256,,tomato_cut,0,1.0,30.0,,,
839,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,77.99999999999773,,,0,1.0,30.0,55.99998120552417,76.50965790005142,,tomato_cut,0,1.0,30.0,,,
840,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,76.74999999999744,,,0,1.0,30.0,55.999983250119065,77.75965790005029,,tomato_cut,0,1.0,30.0,,,
841,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,75.49999999999716,,,0,1.0,30.0,55.99998529471396,79.00965790004915,,tomato_cut,0,1.0,30.0,,,
842,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,74.24999999999687,,,0,1.0,30.0,55.99998733930885,80.25965790004801,,tomato_cut,0,1.0,30.0,,,
843,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,72.99999999999659,,,0,1.0,30.0,55.999989383903745,81.50965790004688,,tomato_cut,0,1.0,30.0,,,
844,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,71.7499999999963,,,0,1.0,30.0,55.99999142849864,82.75965790004574,,tomato_cut,0,1.0,30.0,,,
845,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,70.49999999999602,,,0,1.0,30.0,55.99999347309353,84.0096579000446,,tomato_cut,0,1.0,30.0,,,
846,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,69.24999999999574,,,0,1.0,30.0,55.999995517688426,85.25965790004346,,tomato_cut,0,1.0,30.0,,,
847,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,67.99999999999545,,,0,1.0,30.0,55.99999756228332,86.50965790004233,,tomato_cut,0,1.0,30.0,,,
848,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,66.74999999999517,,,0,1.0,30.0,55.99999960687821,87.75965790004119,,tomato_cut,0,1.0,30.0,,,
849,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,65.49999999999488,,,0,1.0,30.0,55.999999711738056,89.00965790004142,,tomato_cut,0,1.0,30.0,,,
850,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,64.2499999999946,,,0,1.0,30.0,55.99999973577536,90.2596579000417,,tomato_cut,0,1.0,30.0,,,
851,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,62.999999999994316,,,0,1.0,30.0,55.99999975981267,91.50965790004199,,tomato_cut,0,1.0,30.0,,,
852,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,61.74999999999403,,,0,1.0,30.0,55.99999978384997,92.75965790004227,,tomato_cut,0,1.0,30.0,,,
853,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,60.49999999999375,,,0,1.0,30.0,55.99999980788728,94.00965790004255,,tomato_cut,0,1.0,30.0,,,
854,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,59.24999999999346,,,0,1.0,30.0,55.99999983192458,95.25965790004284,,tomato_cut,0,1.0,30.0,,,
855,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,57.99999999999318,,,0,1.0,30.0,55.99999985596189,96.50965790004312,,tomato_cut,0,1.0,30.0,,,
856,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.749999999992895,,,0,1.0,30.0,55.999999879999194,97.75965790004341,,tomato_cut,0,1.0,30.0,,,
857,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,55.49999999999261,,,0,1.0,30.0,55.9999999040365,99.00965790004369,,tomato_cut,0,1.0,30.0,,,
858,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,54.249999999992326,,,0,1.0,30.0,55.999999928073805,100.25965790004398,,tomato_cut,0,1.0,30.0,,,
859,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,52.99999999999204,,,0,1.0,30.0,55.99999995211111,101.50965790004426,,tomato_cut,0,1.0,30.0,,,
860,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,51.74999999999176,,,0,1.0,30.0,55.999999976148416,102.75965790004454,,tomato_cut,0,1.0,30.0,,,
861,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,50.49999999999147,,,0,1.0,30.0,55.999999996385,104.00965790004483,,tomato_cut,0,1.0,30.0,,,
862,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,49.24999999999119,,,0,1.0,30.0,55.999999996667796,105.25965790004511,,tomato_cut,0,1.0,30.0,,,
863,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,47.999999999990905,,,0,1.0,30.0,55.99999999695059,106.5096579000454,,tomato_cut,0,1.0,30.0,,,
864,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,46.74999999999062,,,0,1.0,30.0,55.99999999723339,107.75965790004568,,tomato_cut,0,1.0,30.0,,,
865,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,45.49999999999034,,,0,1.0,30.0,55.999999997516184,109.00965790004597,,tomato_cut,0,1.0,30.0,,,
866,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,44.24999999999005,,,0,1.0,30.0,55.99999999779898,110.25965790004625,,tomato_cut,0,1.0,30.0,,,
867,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,42.99999999998977,,,0,1.0,30.0,55.999999998081584,111.50965790004653,,tomato_cut,0,1.0,30.0,,,
868,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,41.749999999989484,,,0,1.0,30.0,55.999999998364025,112.75965790004682,,tomato_cut,0,1.0,30.0,,,
869,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.4999999999892,,,0,1.0,30.0,55.999999998646466,114.0096579000471,,tomato_cut,0,1.0,30.0,,,
870,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,55.99999999892891,115.25965790004739,,tomato_cut,0,1.0,30.0,,,
871,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,55.99999999921135,116.50965790004767,,tomato_cut,0,1.0,30.0,,,
872,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,55.99999999949379,117.75965790004796,,tomato_cut,0,1.0,30.0,,,
873,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.499999999999996,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,55.99999999977623,119.00965790004824,,tomato_cut,0,1.0,30.0,,,
