tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,e92af1f6d38f4ee0_score,player_cf795cc2_x,player_cf795cc2_y,player_cf795cc2_move_target,player_cf795cc2_item,player_cf795cc2_score,player_cf795cc2_cut_speed,player_cf795cc2_speed,player_98c2daad_x,player_98c2daad_y,player_98c2daad_move_target,player_98c2daad_item,player_98c2daad_score,player_98c2daad_cut_speed,player_98c2daad_speed
557,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,tomato_cut,3.2083333333333304,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,96.65863991822027,31.341360081779726,,,0,0.2,30.0
558,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,tomato_cut,3.249999999999997,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,97.54252339470332,30.457476605296677,,,0,0.2,30.0
559,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,tomato_cut,3.2916666666666634,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,98.42640687118637,29.573593128813627,,,0,0.2,30.0
560,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,tomato_cut,3.33333333333333,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,99.31029034766942,28.689709652330578,,,0,0.2,30.0
561,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,100.19417382415247,27.80582617584753,,,0,0.2,30.0
562,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,tomato_cut,3.416666666666663,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,101.07805730063552,26.92194269936448,,,0,0.2,30.0
563,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,tomato_cut,3.4583333333333295,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,101.96194077711857,26.03805922288143,,,0,0.2,30.0
564,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,tomato_cut,3.499999999999996,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,102.84582425360162,25.15417574639838,,,0,0.2,30.0
565,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,tomato_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,103.72970773008467,24.27029226991533,,,0,0.2,30.0
566,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,tomato_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,104.0,24.0,,,0,0.2,30.0
567,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,tomato_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
568,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,tomato_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
569,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,tomato_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
570,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
571,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
572,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
573,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
574,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
575,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
576,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
577,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
578,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
579,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
580,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
581,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
582,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
583,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
584,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
585,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
586,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.500000000000256,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
587,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,57.00000000000051,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
588,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,57.50000000000077,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
589,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,58.00000000000102,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
590,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,58.50000000000128,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
591,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,59.000000000001535,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
592,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,59.50000000000179,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
593,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,60.000000000002046,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
594,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,60.5000000000023,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
595,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,61.00000000000256,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
596,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,61.500000000002814,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
597,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,62.00000000000307,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
598,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,62.500000000003325,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
599,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,63.00000000000358,,tomato_cut,0,1.0,12.0,103.11611652351695,24.88388347648305,,plate,0,0.2,30.0
600,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,63.50000000000384,,tomato_cut,0,1.0,12.0,102.2322330470339,25.7677669529661,,plate,0,0.2,30.0
601,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,64.00000000000409,,tomato_cut,0,1.0,12.0,101.34834957055085,26.65165042944915,,plate,0,0.2,30.0
602,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,64.50000000000364,,tomato_cut,0,1.0,12.0,100.4644660940678,27.535533905932198,,plate,0,0.2,30.0
603,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,65.00000000000318,,tomato_cut,0,1.0,12.0,99.58058261758475,28.419417382415247,,plate,0,0.2,30.0
604,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,65.50000000000273,,tomato_cut,0,1.0,12.0,98.6966991411017,29.303300858898297,,plate,0,0.2,30.0
605,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,66.00000000000227,,tomato_cut,0,1.0,12.0,97.81281566461865,30.187184335381346,,plate,0,0.2,30.0
606,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,66.50000000000182,,tomato_cut,0,1.0,12.0,96.9289321881356,31.071067811864395,,plate,0,0.2,30.0
607,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,67.00000000000136,,tomato_cut,0,1.0,12.0,96.04504871165256,31.954951288347445,,plate,0,0.2,30.0
608,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,67.50000000000091,,tomato_cut,0,1.0,12.0,95.1611652351695,32.838834764830494,,plate,0,0.2,30.0
609,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,68.00000000000045,,tomato_cut,0,1.0,12.0,94.27728175868646,33.722718241313544,,plate,0,0.2,30.0
610,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,68.5,,tomato_cut,0,1.0,12.0,93.3933982822034,34.60660171779659,,plate,0,0.2,30.0
611,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,68.99999999999955,,tomato_cut,0,1.0,12.0,92.50951480572036,35.49048519427964,,plate,0,0.2,30.0
612,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,69.49999999999909,,tomato_cut,0,1.0,12.0,91.62563132923731,36.37436867076269,,plate,0,0.2,30.0
613,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,69.99999999999864,,tomato_cut,0,1.0,12.0,90.74174785275426,37.25825214724574,,plate,0,0.2,30.0
614,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,70.49999999999818,,tomato_cut,0,1.0,12.0,89.85786437627121,38.14213562372879,,plate,0,0.2,30.0
615,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,70.99999999999773,,tomato_cut,0,1.0,12.0,88.97398089978816,39.02601910021184,,plate,0,0.2,30.0
616,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,71.49999999999727,,tomato_cut,0,1.0,12.0,88.04617444130974,39.80565318468376,,plate,0,0.2,30.0
617,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,tomato_cut,0,1.0,12.0,86.79626611486532,39.820791727740755,,plate,0,0.2,30.0
618,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,85.54635778842089,39.835930270797746,,plate,0,0.2,30.0
619,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,84.29644946197647,39.85106881385474,,plate,0,0.2,30.0
620,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,83.04654113553204,39.86620735691173,,plate,0,0.2,30.0
621,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,81.79663280908761,39.88134589996872,,plate,0,0.2,30.0
622,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,80.54672448264319,39.89648444302571,,plate,0,0.2,30.0
623,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,79.29681615619876,39.911622986082705,,plate,0,0.2,30.0
624,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,78.04690782975433,39.9267615291397,,plate,0,0.2,30.0
625,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,76.7969995033099,39.94190007219687,,plate,0,0.2,30.0
626,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,75.54709117686548,39.95703861525422,,plate,0,0.2,30.0
627,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,74.29718285042105,39.972177158311574,,plate,0,0.2,30.0
628,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,73.04727452397663,39.98731570136893,,plate,0,0.2,30.0
629,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,71.91278695016098,40.27873505658064,,plate,0,0.2,30.0
630,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,71.02356847568149,41.15725113762039,,plate,0,0.2,30.0
