tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,5992dd348b4eb7a4_score,player_af8e7a3b_x,player_af8e7a3b_y,player_af8e7a3b_move_target,player_af8e7a3b_item,player_af8e7a3b_score,player_af8e7a3b_cut_speed,player_af8e7a3b_speed,player_ee2efddf_x,player_ee2efddf_y,player_ee2efddf_move_target,player_ee2efddf_item,player_ee2efddf_score,player_ee2efddf_cut_speed,player_ee2efddf_speed,c83f8a570fb1bf50_score,d951337ba6f18d66_message,90bdefe223182f27_score
1099,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.449999999999994,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000025723085116,90.08081481806107,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1100,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.4583333333333273,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00002479906976,90.58081481806062,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1101,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.4666666666666606,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00002387505441,91.08081481806016,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1102,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.474999999999994,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00002295103906,91.58081481805971,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1103,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.483333333333327,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000022027023704,92.08081481805925,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1104,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.4916666666666605,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00002110300835,92.5808148180588,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1105,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.499999999999994,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000020178993,93.08081481805834,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1106,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.508333333333327,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000019254977644,93.58081481805789,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1107,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.5166666666666604,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00001833096229,94.08081481805743,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1108,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.5249999999999937,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00001740694694,94.58081481805698,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1109,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.533333333333327,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000016482931585,95.08081481805652,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1110,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.5416666666666603,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00001555891623,95.58081481805607,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1111,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.5499999999999936,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00001463490088,96.08081481805561,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1112,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.558333333333327,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000013710885526,96.58081481805516,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1113,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.56666666666666,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00001278687017,97.0808148180547,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1114,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.5749999999999935,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00001186285482,97.58081481805425,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1115,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.583333333333327,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000010938839466,98.0808148180538,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1116,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.59166666666666,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00001001482411,98.58081481805334,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1117,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.5999999999999934,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000909080876,99.08081481805289,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1118,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.6083333333333267,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000816679305,99.58081481805243,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1119,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.61666666666666,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000724277734,100.08081481805198,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1120,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.6249999999999933,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000006318761635,100.58081481805152,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1121,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.6333333333333266,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000005394745926,101.08081481805107,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1122,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.64166666666666,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000447073022,101.58081481805061,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1123,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.6499999999999932,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000354671451,102.08081481805016,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1124,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.6583333333333266,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0000026226988,102.5808148180497,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1125,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.66666666666666,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000169868309,103.08081481804925,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1126,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.674999999999993,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000000774667384,103.5808148180488,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1127,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.6833333333333265,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000036173799,104.08081481804834,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1128,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.6916666666666598,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000035037641,104.58081481804788,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1129,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.699999999999993,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000033901483,105.08081481804743,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1130,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.7083333333333264,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000000327653254,105.58081481804697,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1131,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.7166666666666597,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000000316291676,106.08081481804652,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1132,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.724999999999993,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0000003049301,106.58081481804606,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1133,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.7333333333333263,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000029356852,107.08081481804561,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1134,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.7416666666666596,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000028220694,107.58081481804516,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1135,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.749999999999993,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000027084536,108.0808148180447,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1136,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.758333333333326,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000000259483784,108.58081481804425,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1137,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.7666666666666595,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000000248122205,109.08081481804379,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1138,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.774999999999993,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000023676063,109.58081481804334,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1139,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.783333333333326,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000022539905,110.08081481804288,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1140,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.7916666666666594,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000021403747,110.58081481804243,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1141,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.7999999999999927,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000020267589,111.08081481804197,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1142,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.808333333333326,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000000191314314,111.58081481804152,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1143,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.8166666666666593,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000000179952735,112.08081481804106,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1144,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.8249999999999926,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000016859116,112.58081481804061,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1145,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.833333333333326,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000015722958,113.08081481804015,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1146,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.8416666666666592,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000000145868,113.5808148180397,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1147,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.8499999999999925,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000013450642,114.08081481803924,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1148,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.858333333333326,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000000123144844,114.58081481803879,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1149,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.866666666666659,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000011178291,115.08081481803833,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1150,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.8749999999999925,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000000100420976,115.58081481803788,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1151,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.8833333333333258,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000008905904,116.08081481803742,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1152,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.891666666666659,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000007769711,116.58081481803697,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1153,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.8999999999999924,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000000066335176,117.08081481803652,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1154,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.9083333333333257,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000005497324,117.58081481803606,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1155,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.916666666666659,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000004361131,118.0808148180356,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1156,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.9249999999999923,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000000032249375,118.58081481803515,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1157,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.9333333333333256,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000002088744,119.0808148180347,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1158,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.941666666666659,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000000952551,119.58081481803424,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1159,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.949999999999992,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.803238642262826,120.0000256769752,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1160,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.9583333333333255,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.451879066792415,120.35575935365596,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1161,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.966666666666659,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.100519491322004,120.7114930303367,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1162,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.974999999999992,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,54.74915991585159,121.06722670701745,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1163,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.9833333333333254,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,54.39780034038118,121.42296038369821,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1164,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.9916666666666587,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,54.04644076491077,121.77869406037895,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1165,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato,2.999999999999992,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,53.69508118944036,122.13442773705971,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1166,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato_cut,3.0083333333333253,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,53.34372161396995,122.49016141374045,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1167,train,0,1,,0.0,0,0,2,,0,0,1,0,tomato_cut,3.0166666666666586,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,52.992362038499536,122.84589509042121,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
