tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,6c99f9cf31f706b7_score,player_622c33c3_x,player_622c33c3_y,player_622c33c3_move_target,player_622c33c3_item,player_622c33c3_score,player_622c33c3_cut_speed,player_622c33c3_speed,player_9410710e_x,player_9410710e_y,player_9410710e_move_target,player_9410710e_item,player_9410710e_score,player_9410710e_cut_speed,player_9410710e_speed
1383,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1384,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1385,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1386,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1387,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1388,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1389,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1390,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1391,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1392,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1393,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1394,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1395,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1396,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1397,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1398,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1399,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1400,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1401,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1402,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1403,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1404,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1405,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1406,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1407,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1408,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1409,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1410,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1411,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1412,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1413,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1414,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1415,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1416,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1417,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1418,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1419,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1420,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1421,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1422,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1423,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1424,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1425,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1426,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1427,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1428,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1429,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1430,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1431,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1432,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1433,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1434,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1435,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1436,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1437,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1438,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1439,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1440,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1441,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1442,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1443,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1444,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1445,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1446,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1447,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1448,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1449,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1450,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1451,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1452,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1453,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1454,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1455,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1456,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1457,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1458,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1459,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.11611652351695,24.88388347648305,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1460,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,70.2322330470339,25.7677669529661,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1461,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.34834957055085,26.65165042944915,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1462,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.4644660940678,27.535533905932198,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1463,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.58058261758475,28.419417382415247,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1464,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.6966991411017,29.303300858898297,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1465,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.81281566461865,30.187184335381346,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1466,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.9289321881356,31.071067811864395,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1467,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.04504871165256,31.954951288347445,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1468,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.161165235169506,32.838834764830494,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1469,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.277281758686456,33.722718241313544,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
1470,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.39339828220341,34.60660171779659,,tomato,0,1.0,30.0,88.0,56.0,,,1,1.0,30.0
