tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,54010d86cf75a416_score,player_5429486f_x,player_5429486f_y,player_5429486f_move_target,player_5429486f_item,player_5429486f_score,player_5429486f_cut_speed,player_5429486f_speed,player_58befc84_x,player_58befc84_y,player_58befc84_move_target,player_58befc84_item,player_58befc84_score,player_58befc84_cut_speed,player_58befc84_speed
341,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000024300736566,53.268998525507094,,,0,1.0,12.0,24.000012672582585,47.13243610456916,,tomato,0,0.2,30.0
342,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000023385040603,52.76899852550826,,,0,1.0,12.0,24.0000104516404,45.882436104571006,,tomato,0,0.2,30.0
343,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00002246934464,52.268998525509424,,,0,1.0,12.0,24.000008230698214,44.632436104572854,,tomato,0,0.2,30.0
344,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000021553648676,51.76899852551059,,,0,1.0,12.0,24.000006009756028,43.3824361045747,,tomato,0,0.2,30.0
345,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000020637952712,51.268998525511755,,,0,1.0,12.0,24.000003788813842,42.13243610457655,,tomato,0,0.2,30.0
346,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00001972225675,50.76899852551292,,,0,1.0,12.0,24.000001567871657,40.882436104578396,,tomato,0,0.2,30.0
347,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000018806560785,50.268998525514085,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
348,0,1,,0,2,tomato,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00001789086482,49.76899852551525,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
349,0,1,,0,2,tomato,0.008333333333333333,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000016975168858,49.268998525516416,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
350,0,1,,0,2,tomato,0.016666666666666666,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000016059472895,48.76899852551758,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
351,0,1,,0,2,tomato,0.025,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00001514377693,48.26899852551875,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
352,0,1,,0,2,tomato,0.03333333333333333,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000014228080968,47.76899852551991,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
353,0,1,,0,2,tomato,0.041666666666666664,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000013312385004,47.26899852552108,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
354,0,1,,0,2,tomato,0.049999999999999996,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00001239668904,46.76899852552224,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
355,0,1,,0,2,tomato,0.05833333333333333,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000011480993077,46.26899852552341,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
356,0,1,,0,2,tomato,0.06666666666666667,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000010565297114,45.76899852552457,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
357,0,1,,0,2,tomato,0.075,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00000964960115,45.26899852552574,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
358,0,1,,0,2,tomato,0.08333333333333333,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000008733905187,44.768998525526904,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
359,0,1,,0,2,tomato,0.09166666666666666,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000007818209223,44.26899852552807,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
360,0,1,,0,2,tomato,0.09999999999999999,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00000690251326,43.768998525529234,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
361,0,1,,0,2,tomato,0.10833333333333332,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000005986817296,43.2689985255304,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
362,0,1,,0,2,tomato,0.11666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000005071121333,42.768998525531565,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
363,0,1,,0,2,tomato,0.12499999999999999,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00000415542537,42.26899852553273,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
364,0,1,,0,2,tomato,0.13333333333333333,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000003239729406,41.768998525533895,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
365,0,1,,0,2,tomato,0.14166666666666666,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000003125902946,42.26899852553415,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
366,0,1,,0,2,tomato,0.15,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000003012076487,42.76899852553441,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
367,0,1,,0,2,tomato,0.15833333333333333,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000002898250028,43.26899852553466,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
368,0,1,,0,2,tomato,0.16666666666666666,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000002784423568,43.76899852553492,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
369,0,1,,0,2,tomato,0.175,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00000267059711,44.268998525535174,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
370,0,1,,0,2,tomato,0.18333333333333332,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00000255677065,44.76899852553543,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
371,0,1,,0,2,tomato,0.19166666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00000244294419,45.268998525535686,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
372,0,1,,0,2,tomato,0.19999999999999998,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00000232911773,45.76899852553594,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
373,0,1,,0,2,tomato,0.20833333333333331,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00000221529127,46.2689985255362,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
374,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000002101464812,46.76899852553645,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
375,0,1,,0,2,tomato,0.22499999999999998,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000001987638353,47.26899852553671,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
376,0,1,,0,2,tomato,0.2333333333333333,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000001873811893,47.768998525536965,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
377,0,1,,0,2,tomato,0.24166666666666664,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000001759985434,48.26899852553722,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
378,0,1,,0,2,tomato,0.24999999999999997,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000001646158974,48.76899852553748,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
379,0,1,,0,2,tomato,0.24999999999999997,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000001532332515,49.26899852553773,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
380,0,1,,0,2,tomato,0.24999999999999997,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000001418506056,49.76899852553799,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
381,0,1,,0,2,tomato,0.24999999999999997,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000001304679596,50.268998525538244,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
382,0,1,,0,2,tomato,0.24999999999999997,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000001190853137,50.7689985255385,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
383,0,1,,0,2,tomato,0.2583333333333333,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000001077026678,51.268998525538755,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
384,0,1,,0,2,tomato,0.26666666666666666,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00000096320022,51.76899852553901,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
385,0,1,,0,2,tomato,0.275,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00000084937376,52.26899852553927,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
386,0,1,,0,2,tomato,0.2833333333333334,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0000007355473,52.76899852553952,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
387,0,1,,0,2,tomato,0.29166666666666674,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00000062172084,53.26899852553978,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
388,0,1,,0,2,tomato,0.3000000000000001,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00000050789438,53.768998525540034,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
389,0,1,,0,2,tomato,0.30833333333333346,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00000039406792,54.26899852554029,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
390,0,1,,0,2,tomato,0.3166666666666668,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000000280241462,54.768998525540546,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
391,0,1,,0,2,tomato,0.3250000000000002,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00000016641488,55.2689985255408,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
392,0,1,,0,2,tomato,0.33333333333333354,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00000005258824,55.76899852554106,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
393,0,1,,0,2,tomato,0.3416666666666669,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00000004333941,56.26899852554131,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
394,0,1,,0,2,tomato,0.35000000000000026,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00000004196202,56.76899852554157,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
395,0,1,,0,2,tomato,0.3583333333333336,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000000040584634,57.268998525541825,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
396,0,1,,0,2,tomato,0.366666666666667,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000000039207247,57.76899852554208,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
397,0,1,,0,2,tomato,0.37500000000000033,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00000003782986,58.26899852554234,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
398,0,1,,0,2,tomato,0.3833333333333337,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000000036452473,58.76899852554259,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
399,0,1,,0,2,tomato,0.39166666666666705,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000000035075086,59.26899852554285,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
400,0,1,,0,2,tomato,0.4000000000000004,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0000000336977,59.768998525543104,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
401,0,1,,0,2,tomato,0.40833333333333377,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00000003232031,60.26899852554336,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
402,0,1,,0,2,tomato,0.41666666666666713,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000000030942864,60.768998525543616,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
403,0,1,,0,2,tomato,0.4250000000000005,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0000000295653,61.26899852554387,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
404,0,1,,0,2,tomato,0.43333333333333385,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000000028187735,61.76899852554413,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
405,0,1,,0,2,tomato,0.4416666666666672,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00000002681017,62.26899852554438,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
406,0,1,,0,2,tomato,0.45000000000000057,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000000025432605,62.76899852554464,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
407,0,1,,0,2,tomato,0.4583333333333339,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00000002405504,63.268998525544895,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
408,0,1,,0,2,tomato,0.4666666666666673,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000000022677476,63.76899852554515,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
409,0,1,,0,2,tomato,0.47500000000000064,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00000002129991,64.26899852554503,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
410,0,1,,0,2,tomato,0.483333333333334,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000000019922346,64.76899852554457,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
411,0,1,,0,2,tomato,0.49166666666666736,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00000001854478,65.26899852554412,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
412,0,1,,0,2,tomato,0.5000000000000007,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000000017167217,65.76899852554367,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
413,0,1,,0,2,tomato,0.5000000000000007,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000000015789652,66.26899852554321,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
414,0,1,,0,2,tomato,0.5000000000000007,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000000014412088,66.76899852554276,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
415,0,1,,0,2,tomato,0.5000000000000007,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000000013034523,67.2689985255423,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
416,0,1,,0,2,tomato,0.5000000000000007,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000000011656958,67.76899852554185,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
417,0,1,,0,2,tomato,0.508333333333334,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000000010279393,68.26899852554139,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
418,0,1,,0,2,tomato,0.5166666666666673,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00000000890183,68.76899852554094,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
419,0,1,,0,2,tomato,0.5250000000000006,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000000007524264,69.26899852554048,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
420,0,1,,0,2,tomato,0.5333333333333339,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0000000061467,69.76899852554003,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
421,0,1,,0,2,tomato,0.5416666666666672,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000000004769134,70.26899852553957,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
422,0,1,,0,2,tomato,0.5500000000000005,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00000000339157,70.76899852553912,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
423,0,1,,0,2,tomato,0.5583333333333338,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000000002014005,71.26899852553866,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
424,0,1,,0,2,tomato,0.5666666666666671,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00000000063644,71.76899852553821,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
