tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,0d7bfe2f9ba950ec_score,player_34e6fcec_x,player_34e6fcec_y,player_34e6fcec_move_target,player_34e6fcec_item,player_34e6fcec_score,player_34e6fcec_cut_speed,player_34e6fcec_speed,player_a7b94e15_x,player_a7b94e15_y,player_a7b94e15_move_target,player_a7b94e15_item,player_a7b94e15_score,player_a7b94e15_cut_speed,player_a7b94e15_speed
563,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,73.24999999999886,,plate,0,1.0,15.0,76.41941738241525,67.58058261758475,,,0,0.5,30.0
564,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,73.8749999999983,,plate,0,1.0,15.0,77.3033008588983,66.6966991411017,,,0,0.5,30.0
565,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,74.49999999999773,,plate,0,1.0,15.0,78.18718433538135,65.81281566461865,,,0,0.5,30.0
566,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,75.12499999999716,,plate,0,1.0,15.0,79.0710678118644,64.9289321881356,,,0,0.5,30.0
567,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,75.74999999999659,,plate,0,1.0,15.0,79.95495128834744,64.04504871165256,,,0,0.5,30.0
568,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,76.37499999999602,,plate,0,1.0,15.0,80.8388347648305,63.161165235169506,,,0,0.5,30.0
569,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,76.99999999999545,,plate,0,1.0,15.0,81.72271824131354,62.277281758686456,,,0,0.5,30.0
570,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,77.62499999999488,,plate,0,1.0,15.0,82.6066017177966,61.39339828220341,,,0,0.5,30.0
571,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,78.24999999999432,,plate,0,1.0,15.0,83.49048519427964,60.50951480572036,,,0,0.5,30.0
572,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,78.87499999999375,,plate,0,1.0,15.0,84.37436867076269,59.62563132923731,,,0,0.5,30.0
573,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,79.49999999999318,,plate,0,1.0,15.0,85.25825214724574,58.74174785275426,,,0,0.5,30.0
574,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,80.12499999999261,,plate,0,1.0,15.0,86.14213562372879,57.85786437627121,,,0,0.5,30.0
575,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,80.74999999999204,,plate,0,1.0,15.0,87.02601910021184,56.97398089978816,,,0,0.5,30.0
576,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,81.37499999999147,,plate,0,1.0,15.0,87.80565318468376,56.04617444130983,,,0,0.5,30.0
577,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,81.9999999999909,,plate,0,1.0,15.0,87.82079172774075,54.796266114866114,,,0,0.5,30.0
578,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,82.62499999999034,,plate,0,1.0,15.0,87.83593027079775,53.5463577884224,,,0,0.5,30.0
579,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,83.24999999998977,,plate,0,1.0,15.0,87.85106881385474,52.29644946197868,,,0,0.5,30.0
580,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,83.8749999999892,,plate,0,1.0,15.0,87.86620735691173,51.046541135534966,,,0,0.5,30.0
581,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,84.49999999998863,,plate,0,1.0,15.0,87.88134589996872,49.79663280909125,,,0,0.5,30.0
582,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,85.12499999998806,,plate,0,1.0,15.0,87.89648444302571,48.546724482647534,,,0,0.5,30.0
583,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,85.7499999999875,,plate,0,1.0,15.0,87.9116229860827,47.29681615620382,,,0,0.5,30.0
584,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,86.37499999998693,,plate,0,1.0,15.0,87.9267615291397,46.0469078297601,,,0,0.5,30.0
585,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,86.99999999998636,,plate,0,1.0,15.0,87.94190007219669,44.796999503316385,,,0,0.5,30.0
586,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,87.62499999998579,,plate,0,1.0,15.0,87.95703861525368,43.54709117687267,,,0,0.5,30.0
587,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,87.97217715831083,42.29718285042895,,,0,0.5,30.0
588,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,87.98731570136853,41.04727452398524,,,0,0.5,30.0
589,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,88.27873505658025,39.91278695017007,,,0,0.5,30.0
590,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,89.15725113761928,39.02356847569058,,,0,0.5,30.0
591,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,90.03576721865832,38.13435000121109,,,0,0.5,30.0
592,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,90.91428329969736,37.2451315267316,,,0,0.5,30.0
593,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,91.7927993807364,36.355913052252106,,,0,0.5,30.0
594,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,92.67131546177544,35.466694577772614,,,0,0.5,30.0
595,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,93.54983154281447,34.57747610329312,,,0,0.5,30.0
596,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,94.42834762385351,33.68825762881363,,,0,0.5,30.0
597,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,95.30686370489255,32.79903915433414,,,0,0.5,30.0
598,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,96.18537978593159,31.909820679854647,,,0,0.5,30.0
599,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,97.06389586697063,31.020602205375155,,,0,0.5,30.0
600,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,97.94241194800966,30.1313837308959,,,0,0.5,30.0
601,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,98.8209280290487,29.242165256416765,,,0,0.5,30.0
602,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,99.69944411008774,28.35294678193763,,,0,0.5,30.0
603,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,100.57796019112678,27.463728307458492,,,0,0.5,30.0
604,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,101.45647627216582,26.574509832979356,,,0,0.5,30.0
605,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,102.33499235320485,25.68529135850022,,,0,0.5,30.0
606,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,103.21350843424389,24.79607288402111,,,0,0.5,30.0
607,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,104.0,24.0,,,0,0.5,30.0
608,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
609,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
610,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
611,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
612,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
613,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
614,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
615,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
616,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
617,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
618,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
619,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
620,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
621,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
622,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
623,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
624,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
625,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
626,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
627,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
628,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
629,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
630,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
631,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
632,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,103.11611652351695,24.88388347648305,,plate,0,0.5,30.0
633,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,102.2322330470339,25.7677669529661,,plate,0,0.5,30.0
634,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,101.34834957055085,26.65165042944915,,plate,0,0.5,30.0
635,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,100.4644660940678,27.535533905932198,,plate,0,0.5,30.0
636,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,99.58058261758475,28.419417382415247,,plate,0,0.5,30.0
637,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,98.6966991411017,29.303300858898297,,plate,0,0.5,30.0
638,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,97.81281566461865,30.187184335381346,,plate,0,0.5,30.0
639,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,96.9289321881356,31.071067811864395,,plate,0,0.5,30.0
640,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,96.04504871165256,31.954951288347445,,plate,0,0.5,30.0
641,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,88.0,,plate,0,1.0,15.0,95.1611652351695,32.838834764830494,,plate,0,0.5,30.0
