tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,3b4629b435768f1e_score,player_f2b0a017_x,player_f2b0a017_y,player_f2b0a017_move_target,player_f2b0a017_item,player_f2b0a017_score,player_f2b0a017_cut_speed,player_f2b0a017_speed,player_4230d1ad_x,player_4230d1ad_y,player_4230d1ad_move_target,player_4230d1ad_item,player_4230d1ad_score,player_4230d1ad_cut_speed,player_4230d1ad_speed,d671fbd0cae85b48_score,6e7feed32fb99402_message,126a131b47e29000_score
1874,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,25.975892456165752,32.050972825898285,,tomato,0,1.0,30.0,24.0,69.00000000000796,,tomato_cut,1,1.0,30.0,,,
1875,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,25.67795546505657,30.836998547205084,,tomato,0,1.0,30.0,24.0,70.25000000000824,,tomato_cut,1,1.0,30.0,,,
1876,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,25.380018473947388,29.623024268511898,,tomato,0,1.0,30.0,24.0,71.50000000000853,,tomato_cut,1,1.0,30.0,,,
1877,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,25.082081482838205,28.409049989818712,,tomato,0,1.0,30.0,24.0,72.0,,tomato_cut,1,1.0,30.0,,,
1878,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.784144491729137,27.195075711125526,,tomato,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,
1879,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.48620750062016,25.98110143243234,,tomato,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,
1880,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.188270509511185,24.767127153739153,,tomato,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,
1881,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,
1882,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,0.0,0,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,
1883,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,0.041666666666666664,0,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,
1884,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,0.08333333333333333,0,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,
1885,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,0.125,0,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,
1886,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,0.16666666666666666,0,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,
1887,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,0.20833333333333331,0,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,
1888,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,
1889,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,0.29166666666666663,0,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,
1890,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,0.3333333333333333,0,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,
1891,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,0.375,0,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,
1892,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,0.4166666666666667,0,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,
1893,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,0.45833333333333337,0,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,
1894,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,0.5,0,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,
1895,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,0.5416666666666666,0,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,
1896,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,0.5833333333333333,0,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,
1897,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,0.6249999999999999,0,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,
1898,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,0.6666666666666665,0,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,
1899,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,
1900,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,0.7499999999999998,0,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,
1901,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,0.7916666666666664,0,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,
1902,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,0.833333333333333,0,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,
1903,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,0.8749999999999997,0,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,
1904,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,0.9166666666666663,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,tomato_salad,1,1.0,30.0,,,
1905,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,0.9583333333333329,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,tomato_salad,1,1.0,30.0,,,
1906,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,0.9999999999999996,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,tomato_salad,1,1.0,30.0,,,
1907,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.0416666666666663,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,tomato_salad,1,1.0,30.0,,,
1908,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,tomato_salad,1,1.0,30.0,,,
1909,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.1249999999999998,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,tomato_salad,1,1.0,30.0,,,
1910,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.1666666666666665,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,tomato_salad,1,1.0,30.0,,,
1911,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2083333333333333,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,tomato_salad,1,1.0,30.0,,,
1912,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.25,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,tomato_salad,1,1.0,30.0,,,
1913,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,tomato_salad,1,1.0,30.0,,,
1914,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,tomato_salad,1,1.0,30.0,,,
1915,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,tomato_salad,1,1.0,30.0,,,
1916,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,tomato_salad,1,1.0,30.0,,,
1917,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,0,1.0,30.0,24.0,72.0,,tomato_salad,1,1.0,30.0,,,
1918,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,0,1.0,30.0,24.0,72.0,,tomato_salad,1,1.0,30.0,,,
1919,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,0,1.0,30.0,24.0,72.0,,tomato_salad,1,1.0,30.0,,,
1920,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,0,1.0,30.0,24.0,72.0,,tomato_salad,1,1.0,30.0,,,
1921,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,0,1.0,30.0,24.0,72.0,,tomato_salad,1,1.0,30.0,,,
1922,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,0,1.0,30.0,24.0,72.0,,tomato_salad,1,1.0,30.0,,,
1923,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,0,1.0,30.0,24.0,72.0,,tomato_salad,1,1.0,30.0,,,
1924,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,0,1.0,30.0,24.0,70.74999999999972,,tomato_salad,1,1.0,30.0,,,
1925,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,0,1.0,30.0,24.0,69.49999999999943,,tomato_salad,1,1.0,30.0,,,
1926,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,0,1.0,30.0,24.0,68.24999999999915,,tomato_salad,1,1.0,30.0,,,
1927,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,0,1.0,30.0,24.0,66.99999999999886,,tomato_salad,1,1.0,30.0,,,
1928,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,0,1.0,30.0,24.0,65.74999999999858,,tomato_salad,1,1.0,30.0,,,
1929,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,0,1.0,30.0,24.0,64.4999999999983,,tomato_salad,1,1.0,30.0,,,
1930,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,0,1.0,30.0,24.0,63.24999999999801,,tomato_salad,1,1.0,30.0,,,
1931,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,0,1.0,30.0,24.0,61.999999999997726,,tomato_salad,1,1.0,30.0,,,
1932,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,0,1.0,30.0,24.0,60.74999999999744,,tomato_salad,1,1.0,30.0,,,
1933,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,0,1.0,30.0,24.0,59.49999999999716,,tomato_salad,1,1.0,30.0,,,
1934,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,0,1.0,30.0,24.0,58.249999999996874,,tomato_salad,1,1.0,30.0,,,
1935,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,0,1.0,30.0,24.0,56.99999999999659,,tomato_salad,1,1.0,30.0,,,
1936,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,0,1.0,30.0,24.0,55.749999999996305,,tomato_salad,1,1.0,30.0,,,
