tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,0d186cdce58f3164_score,player_63be8bac_x,player_63be8bac_y,player_63be8bac_move_target,player_63be8bac_item,player_63be8bac_score,player_63be8bac_cut_speed,player_63be8bac_speed,player_a29083f5_x,player_a29083f5_y,player_a29083f5_move_target,player_a29083f5_item,player_a29083f5_score,player_a29083f5_cut_speed,player_a29083f5_speed
1134,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,0,1.0,12.0,56.0,40.0,,,2,0.2,30.0
1135,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,0,1.0,12.0,56.0,40.0,,,2,0.2,30.0
1136,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,0,1.0,12.0,56.0,40.0,,,2,0.2,30.0
1137,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,0,1.0,12.0,56.0,40.0,,,2,0.2,30.0
1138,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,0,1.0,12.0,56.0,40.0,,,2,0.2,30.0
1139,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,0,1.0,12.0,56.0,40.0,,,2,0.2,30.0
1140,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,0,1.0,12.0,56.0,40.0,,,2,0.2,30.0
1141,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,0,1.0,12.0,56.0,40.0,,,2,0.2,30.0
1142,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,0,1.0,12.0,56.0,40.0,,,2,0.2,30.0
1143,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,0,1.0,12.0,56.0,40.0,,,2,0.2,30.0
1144,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,0,1.0,12.0,56.0,40.0,,,2,0.2,30.0
1145,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,0,1.0,12.0,56.0,40.0,,,2,0.2,30.0
1146,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,0,1.0,12.0,56.0,40.0,,,2,0.2,30.0
1147,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,0,1.0,12.0,56.0,40.0,,,2,0.2,30.0
1148,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,0,1.0,12.0,56.0,40.0,,,2,0.2,30.0
1149,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,0,1.0,12.0,57.250000000000284,40.0,,,2,0.2,30.0
1150,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,0,1.0,12.0,58.50000000000057,40.0,,,2,0.2,30.0
1151,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,0,1.0,12.0,59.75000000000085,40.0,,,2,0.2,30.0
1152,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,0,1.0,12.0,61.00000000000114,40.0,,,2,0.2,30.0
1153,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,0,1.0,12.0,62.25000000000142,40.0,,,2,0.2,30.0
1154,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,0,1.0,12.0,63.500000000001705,40.0,,,2,0.2,30.0
1155,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,0,1.0,12.0,64.75000000000199,40.0,,,2,0.2,30.0
1156,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,71.50000000000045,,,0,1.0,12.0,66.00000000000227,40.0,,,2,0.2,30.0
1157,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,71.00000000000091,,,0,1.0,12.0,67.25000000000256,40.0,,,2,0.2,30.0
1158,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,70.50000000000136,,,0,1.0,12.0,68.50000000000284,40.0,,,2,0.2,30.0
1159,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,70.00000000000182,,,0,1.0,12.0,69.75000000000313,40.0,,,2,0.2,30.0
1160,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,69.50000000000227,,,0,1.0,12.0,71.00000000000341,40.0,,,2,0.2,30.0
1161,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,69.00000000000273,,,0,1.0,12.0,72.2500000000037,40.0,,,2,0.2,30.0
1162,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,68.50000000000318,,,0,1.0,12.0,73.50000000000398,40.0,,,2,0.2,30.0
1163,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,68.00000000000364,,,0,1.0,12.0,74.75000000000426,40.0,,,2,0.2,30.0
1164,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,67.50000000000409,,,0,1.0,12.0,76.00000000000455,40.0,,,2,0.2,30.0
1165,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,67.00000000000455,,,0,1.0,12.0,77.25000000000483,40.0,,,2,0.2,30.0
1166,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,66.500000000005,,,0,1.0,12.0,78.50000000000512,40.0,,,2,0.2,30.0
1167,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,66.00000000000546,,,0,1.0,12.0,79.7500000000054,40.0,,,2,0.2,30.0
1168,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,65.50000000000591,,,0,1.0,12.0,81.00000000000568,40.0,,,2,0.2,30.0
1169,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,65.00000000000637,,,0,1.0,12.0,82.25000000000597,40.0,,,2,0.2,30.0
1170,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,64.50000000000682,,,0,1.0,12.0,83.50000000000625,40.0,,,2,0.2,30.0
1171,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,64.00000000000728,,,0,1.0,12.0,84.75000000000654,40.0,,,2,0.2,30.0
1172,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,63.50000000000702,,,0,1.0,12.0,86.00000000000682,40.0,,,2,0.2,30.0
1173,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,63.000000000006764,,,0,1.0,12.0,87.2500000000071,40.0,,,2,0.2,30.0
1174,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,62.50000000000651,,,0,1.0,12.0,88.29803951736653,39.50810911865716,,,2,0.2,30.0
1175,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,62.00000000000625,,,0,1.0,12.0,89.18739579836529,38.62973254483066,,,2,0.2,30.0
1176,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,61.500000000006,,,0,1.0,12.0,90.07675207936404,37.75135597100416,,,2,0.2,30.0
1177,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,61.00000000000574,,,0,1.0,12.0,90.9661083603628,36.87297939717766,,,2,0.2,30.0
1178,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,60.500000000005485,,,0,1.0,12.0,91.85546464136155,35.99460282335116,,,2,0.2,30.0
1179,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,60.00000000000523,,,0,1.0,12.0,92.7448209223603,35.11622624952466,,,2,0.2,30.0
1180,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,59.500000000004974,,,0,1.0,12.0,93.63417720335906,34.23784967569816,,,2,0.2,30.0
1181,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,59.00000000000472,,,0,1.0,12.0,94.52353348435781,33.35947310187166,,,2,0.2,30.0
1182,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,58.50000000000446,,,0,1.0,12.0,95.41288976535657,32.48109652804516,,,2,0.2,30.0
1183,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,58.000000000004206,,,0,1.0,12.0,96.30224604635532,31.602719954218657,,,2,0.2,30.0
1184,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,57.50000000000395,,,0,1.0,12.0,97.19160232735408,30.724343380392156,,,2,0.2,30.0
1185,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,57.000000000003695,,,0,1.0,12.0,98.08095860835283,29.845966806565656,,,2,0.2,30.0
1186,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.50000000000344,,,0,1.0,12.0,98.97031488935158,28.967590232739155,,,2,0.2,30.0
1187,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.00000000000318,,,0,1.0,12.0,99.85967117035034,28.089213658912655,,,2,0.2,30.0
1188,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,55.50000000000293,,,0,1.0,12.0,100.7490274513491,27.210837085086226,,,2,0.2,30.0
1189,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,55.00000000000267,,,0,1.0,12.0,101.63838373234823,26.33246051126008,,,2,0.2,30.0
1190,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,54.500000000002416,,,0,1.0,12.0,102.52774001334755,25.454083937433936,,,2,0.2,30.0
1191,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,54.00000000000216,,,0,1.0,12.0,103.41709629434688,24.57570736360779,,,2,0.2,30.0
1192,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,53.500000000001904,,,0,1.0,12.0,104.0,24.0,,,2,0.2,30.0
1193,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,53.00000000000165,,,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
1194,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,52.50000000000139,,,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
1195,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,52.00000000000114,,,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
1196,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,51.50000000000088,,,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
1197,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,51.000000000000625,,,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
1198,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,50.50000000000037,,,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
1199,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,50.000000000000114,,,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
1200,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,49.49999999999986,,,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
1201,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,48.9999999999996,,,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
1202,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,48.499999999999346,,,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
1203,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,47.99999999999909,,,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
1204,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,47.499999999998835,,,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
1205,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,46.99999999999858,,,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
1206,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,46.49999999999832,,,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
1207,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,45.99999999999807,,,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
1208,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,45.49999999999781,,,0,1.0,12.0,103.11611652351695,24.88388347648305,,plate,2,0.2,30.0
1209,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,44.999999999997556,,,0,1.0,12.0,102.2322330470339,25.7677669529661,,plate,2,0.2,30.0
1210,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,44.4999999999973,,,0,1.0,12.0,101.34834957055085,26.65165042944915,,plate,2,0.2,30.0
