tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,dcfb81fbdf7a4cdd_score,player_b627f7cf_x,player_b627f7cf_y,player_b627f7cf_move_target,player_b627f7cf_item,player_b627f7cf_score,player_b627f7cf_cut_speed,player_b627f7cf_speed,player_f989a9b0_x,player_f989a9b0_y,player_f989a9b0_move_target,player_f989a9b0_item,player_f989a9b0_score,player_f989a9b0_cut_speed,player_f989a9b0_speed,083e712a9afd63b5_score,bed7811e0a79354d_message,25a8ff24c310024b_score
1389,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,0.8749999999999997,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1390,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,0.9166666666666663,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1391,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,0.9583333333333329,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1392,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,0.9999999999999996,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1393,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1394,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1395,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.1249999999999998,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1396,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.1666666666666665,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1397,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1398,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.25,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1399,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.2916666666666667,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1400,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1401,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1402,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1403,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333337,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1404,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.5000000000000004,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1405,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.5416666666666672,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1406,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.583333333333334,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1407,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.6250000000000007,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1408,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.6666666666666674,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1409,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.7083333333333341,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1410,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.7500000000000009,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1411,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.7916666666666676,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1412,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.8333333333333344,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1413,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.875000000000001,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1414,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1415,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.9583333333333346,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1416,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,2.0000000000000013,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1417,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,2.041666666666668,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1418,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,2.0833333333333344,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1419,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,2.125000000000001,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1420,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,2.1666666666666674,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1421,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,2.208333333333334,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1422,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,2.2500000000000004,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1423,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,2.291666666666667,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1424,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,2.3333333333333335,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1425,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,2.375,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1426,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,2.4166666666666665,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1427,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,2.458333333333333,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1428,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1429,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,2.541666666666666,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1430,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,2.5833333333333326,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1431,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,2.624999999999999,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1432,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,2.6666666666666656,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1433,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1434,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,2.7499999999999987,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1435,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,2.791666666666665,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1436,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,2.8333333333333317,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1437,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,2.8749999999999982,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1438,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,2.9166666666666647,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1439,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,2.9583333333333313,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1440,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,2.999999999999998,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1441,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1442,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,3.083333333333331,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1443,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1444,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1445,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,3.2083333333333304,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1446,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,3.249999999999997,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1447,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,3.2916666666666634,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1448,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1449,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,3.3749999999999964,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1450,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,3.416666666666663,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1451,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1452,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,3.499999999999996,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1453,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,3.5416666666666625,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1454,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,3.583333333333329,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1455,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1456,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,3.666666666666662,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1457,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1458,train,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
