tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,282cf5ee11cfbdc1_score,player_340a9ec1_x,player_340a9ec1_y,player_340a9ec1_move_target,player_340a9ec1_item,player_340a9ec1_score,player_340a9ec1_cut_speed,player_340a9ec1_speed,player_ed85bc66_x,player_ed85bc66_y,player_ed85bc66_move_target,player_ed85bc66_item,player_ed85bc66_score,player_ed85bc66_cut_speed,player_ed85bc66_speed
1005,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,44.74999999999744,,tomato_salad,0,0.2,30.0
1006,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,43.49999999999716,,tomato_salad,0,0.2,30.0
1007,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,42.249999999996874,,tomato_salad,0,0.2,30.0
1008,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,40.99999999999659,,tomato_salad,0,0.2,30.0
1009,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.31621556657754,39.8798317388366,,tomato_salad,0,0.2,30.0
1010,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,57.19459214040404,38.990475457837135,,tomato_salad,0,0.2,30.0
1011,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,58.07296871423054,38.10111917683767,,tomato_salad,0,0.2,30.0
1012,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,58.95134528805704,37.211762895838206,,tomato_salad,0,0.2,30.0
1013,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,59.82972186188354,36.32240661483874,,tomato_salad,0,0.2,30.0
1014,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,60.70809843571004,35.433050333839276,,tomato_salad,0,0.2,30.0
1015,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,61.58647500953654,34.543694052839896,,tomato_salad,0,0.2,30.0
1016,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,62.46485158336304,33.654337771840936,,tomato_salad,0,0.2,30.0
1017,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,63.34322815718954,32.76498149084197,,tomato_salad,0,0.2,30.0
1018,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,64.22160473101623,31.87562520984293,,tomato_salad,0,0.2,30.0
1019,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,65.09998130484344,30.98626892884382,,tomato_salad,0,0.2,30.0
1020,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,65.97835787867065,30.09691264784471,,tomato_salad,0,0.2,30.0
1021,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,66.8567344524977,29.2075563668456,,tomato_salad,0,0.2,30.0
1022,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,67.73511102632406,28.31820008584649,,tomato_salad,0,0.2,30.0
1023,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,68.61348760015042,27.428843804847382,,tomato_salad,0,0.2,30.0
1024,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,69.4918641739768,26.539487523848273,,tomato_salad,0,0.2,30.0
1025,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,70.37024074780315,25.650131242849163,,tomato_salad,0,0.2,30.0
1026,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,71.24861732162951,24.760774961850053,,tomato_salad,0,0.2,30.0
1027,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato_salad,0,0.2,30.0
1028,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1029,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1030,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1031,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1032,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1033,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1034,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1035,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1036,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1037,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1038,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1039,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1040,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1041,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1042,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1043,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1044,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1045,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1046,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1047,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1048,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1049,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1050,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1051,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1052,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1053,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1054,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1055,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1056,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1057,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1058,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1059,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1060,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1061,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1062,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1063,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1064,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1065,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1066,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1067,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1068,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1069,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1070,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1071,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1072,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1073,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1074,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1075,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1076,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1077,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1078,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1079,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1080,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1081,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1082,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1083,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1084,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1085,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1086,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1087,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1088,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1089,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1090,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1091,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
