tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,7cbf536e775fbb86_score,player_514d83b4_x,player_514d83b4_y,player_514d83b4_move_target,player_514d83b4_item,player_514d83b4_score,player_514d83b4_cut_speed,player_514d83b4_speed,player_eac5942a_x,player_eac5942a_y,player_eac5942a_move_target,player_eac5942a_item,player_eac5942a_score,player_eac5942a_cut_speed,player_eac5942a_speed
1139,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.8499999999999925,2,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1140,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.858333333333326,2,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1141,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.866666666666659,2,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1142,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.8749999999999925,2,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1143,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.8833333333333258,2,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1144,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.891666666666659,2,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1145,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.8999999999999924,2,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1146,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.9083333333333257,2,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1147,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.916666666666659,2,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1148,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.9249999999999923,2,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1149,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.9333333333333256,2,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1150,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.941666666666659,2,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1151,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.949999999999992,2,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1152,0,1,,0,2,tomato,0.0,0,0,3,tomato,2.9583333333333255,2,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1153,0,1,,0,2,tomato,0.041666666666666664,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1154,0,1,,0,2,tomato,0.08333333333333333,0,0,3,tomato,2.974999999999992,2,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1155,0,1,,0,2,tomato,0.125,0,0,3,tomato,2.9833333333333254,2,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1156,0,1,,0,2,tomato,0.16666666666666666,0,0,3,tomato,2.9916666666666587,2,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1157,0,1,,0,2,tomato,0.20833333333333331,0,0,3,tomato,2.999999999999992,2,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1158,0,1,,0,2,tomato,0.24999999999999997,0,0,3,tomato_cut,3.0083333333333253,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1159,0,1,,0,2,tomato,0.29166666666666663,0,0,3,tomato_cut,3.0166666666666586,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1160,0,1,,0,2,tomato,0.3333333333333333,0,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1161,0,1,,0,2,tomato,0.375,0,0,3,tomato_cut,3.033333333333325,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1162,0,1,,0,2,tomato,0.4166666666666667,0,0,3,tomato_cut,3.0416666666666585,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1163,0,1,,0,2,tomato,0.45833333333333337,0,0,3,tomato_cut,3.049999999999992,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1164,0,1,,0,2,tomato,0.5,0,0,3,tomato_cut,3.058333333333325,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1165,0,1,,0,2,tomato,0.5416666666666666,0,0,3,tomato_cut,3.0666666666666584,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1166,0,1,,0,2,tomato,0.5833333333333333,0,0,3,tomato_cut,3.0749999999999917,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1167,0,1,,0,2,tomato,0.6249999999999999,0,0,3,tomato_cut,3.083333333333325,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1168,0,1,,0,2,tomato,0.6666666666666665,0,0,3,tomato_cut,3.0916666666666583,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1169,0,1,,0,2,tomato,0.7083333333333331,0,0,3,tomato_cut,3.0999999999999917,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1170,0,1,,0,2,tomato,0.7499999999999998,0,0,3,tomato_cut,3.108333333333325,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1171,0,1,,0,2,tomato,0.7916666666666664,0,0,3,tomato_cut,3.1166666666666583,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1172,0,1,,0,2,tomato,0.833333333333333,0,0,3,tomato_cut,3.1249999999999916,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1173,0,1,,0,2,tomato,0.8749999999999997,0,0,3,tomato_cut,3.133333333333325,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1174,0,1,,0,2,tomato,0.9166666666666663,0,0,3,tomato_cut,3.141666666666658,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1175,0,1,,0,2,tomato,0.9583333333333329,0,0,3,tomato_cut,3.1499999999999915,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1176,0,1,,0,2,tomato,0.9999999999999996,0,0,3,tomato_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1177,0,1,,0,2,tomato,1.0416666666666663,1,0,3,tomato_cut,3.166666666666658,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1178,0,1,,0,2,tomato,1.083333333333333,1,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1179,0,1,,0,2,tomato,1.1249999999999998,1,0,3,tomato_cut,3.1833333333333247,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1180,0,1,,0,2,tomato,1.1666666666666665,1,0,3,tomato_cut,3.191666666666658,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1181,0,1,,0,2,tomato,1.2083333333333333,1,0,3,tomato_cut,3.1999999999999913,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1182,0,1,,0,2,tomato,1.25,1,0,3,tomato_cut,3.2083333333333246,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1183,0,1,,0,2,tomato,1.2916666666666667,1,0,3,tomato_cut,3.216666666666658,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1184,0,1,,0,2,tomato,1.3333333333333335,1,0,3,tomato_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1185,0,1,,0,2,tomato,1.3750000000000002,1,0,3,tomato_cut,3.2333333333333245,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1186,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato_cut,3.241666666666658,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1187,0,1,,0,2,tomato,1.4583333333333337,1,0,3,tomato_cut,3.249999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1188,0,1,,0,2,tomato,1.5000000000000004,1,0,3,tomato_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1189,0,1,,0,2,tomato,1.5416666666666672,1,0,3,tomato_cut,3.2666666666666577,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1190,0,1,,0,2,tomato,1.583333333333334,1,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1191,0,1,,0,2,tomato,1.6250000000000007,1,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1192,0,1,,0,2,tomato,1.6666666666666674,1,0,3,tomato_cut,3.2916666666666576,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1193,0,1,,0,2,tomato,1.7083333333333341,1,0,3,tomato_cut,3.299999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1194,0,1,,0,2,tomato,1.7500000000000009,1,0,3,tomato_cut,3.3083333333333242,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1195,0,1,,0,2,tomato,1.7916666666666676,1,0,3,tomato_cut,3.3166666666666575,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1196,0,1,,0,2,tomato,1.8333333333333344,1,0,3,tomato_cut,3.324999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1197,0,1,,0,2,tomato,1.875000000000001,1,0,3,tomato_cut,3.333333333333324,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1198,0,1,,0,2,tomato,1.9166666666666679,1,0,3,tomato_cut,3.3416666666666575,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1199,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato_cut,3.3499999999999908,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1200,0,1,,0,2,tomato,2.0000000000000013,2,0,3,tomato_cut,3.358333333333324,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1201,0,1,,0,2,tomato,2.041666666666668,2,0,3,tomato_cut,3.3666666666666574,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1202,0,1,,0,2,tomato,2.0833333333333344,2,0,3,tomato_cut,3.3749999999999907,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1203,0,1,,0,2,tomato,2.125000000000001,2,0,3,tomato_cut,3.383333333333324,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1204,0,1,,0,2,tomato,2.1666666666666674,2,0,3,tomato_cut,3.3916666666666573,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1205,0,1,,0,2,tomato,2.208333333333334,2,0,3,tomato_cut,3.3999999999999906,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1206,0,1,,0,2,tomato,2.2500000000000004,2,0,3,tomato_cut,3.408333333333324,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1207,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.416666666666657,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1208,0,1,,0,2,tomato,2.3333333333333335,2,0,3,tomato_cut,3.4249999999999905,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1209,0,1,,0,2,tomato,2.375,2,0,3,tomato_cut,3.4249999999999905,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1210,0,1,,0,2,tomato,2.4166666666666665,2,0,3,tomato_cut,3.4249999999999905,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1211,0,1,,0,2,tomato,2.458333333333333,2,0,3,tomato_cut,3.4249999999999905,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1212,0,1,,0,2,tomato,2.4999999999999996,2,0,3,None_cut,3.4249999999999905,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1213,0,1,,0,2,tomato,2.541666666666666,2,0,3,None_cut,3.4249999999999905,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1214,0,1,,0,2,tomato,2.5833333333333326,2,0,3,None_cut,3.4249999999999905,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1215,0,1,,0,2,tomato,2.624999999999999,2,0,3,None_cut,3.4249999999999905,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1216,0,1,,0,2,tomato,2.6666666666666656,2,0,3,None_cut,3.4249999999999905,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1217,0,1,,0,2,tomato,2.708333333333332,2,0,3,None_cut,3.4249999999999905,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
