tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,52f77cf68bb0f4a7_score,player_1ff115f2_x,player_1ff115f2_y,player_1ff115f2_move_target,player_1ff115f2_item,player_1ff115f2_score,player_1ff115f2_cut_speed,player_1ff115f2_speed,player_1edfaa6c_x,player_1edfaa6c_y,player_1edfaa6c_move_target,player_1edfaa6c_item,player_1edfaa6c_score,player_1edfaa6c_cut_speed,player_1edfaa6c_speed
500,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.12999324059315,45.45487139927138,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
501,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.12383004573984,45.954833412857624,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
502,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.11766685088652,46.454795426443866,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
503,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.11150365603321,46.95475744003011,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
504,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.10534046117989,47.45471945361635,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
505,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.09917726632658,47.95468146720259,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
506,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.09301407147326,48.45464348078883,,tomato,0,1.0,12.0,56.88388347648305,71.11611652351695,,,0,0.2,30.0
507,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.08685087661995,48.95460549437507,,tomato,0,1.0,12.0,57.7677669529661,70.2322330470339,,,0,0.2,30.0
508,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.08068768176663,49.454567507961315,,tomato,0,1.0,12.0,58.65165042944915,69.34834957055085,,,0,0.2,30.0
509,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.07452448691332,49.954529521547556,,tomato,0,1.0,12.0,59.5355339059322,68.4644660940678,,,0,0.2,30.0
510,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.06836129206,50.4544915351338,,tomato,0,1.0,12.0,60.41941738241525,67.58058261758475,,,0,0.2,30.0
511,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.06219809720669,50.95445354872004,,tomato,0,1.0,12.0,61.3033008588983,66.6966991411017,,,0,0.2,30.0
512,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.06072040154059,51.45445136513081,,tomato,0,1.0,12.0,62.187184335381346,65.81281566461865,,,0,0.2,30.0
513,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0592427058745,51.95444918154158,,tomato,0,1.0,12.0,63.071067811864395,64.9289321881356,,,0,0.2,30.0
514,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0577650102084,52.454446997952346,,tomato,0,1.0,12.0,63.954951288347445,64.04504871165256,,,0,0.2,30.0
515,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0562873145423,52.954444814363114,,tomato,0,1.0,12.0,64.8388347648305,63.161165235169506,,,0,0.2,30.0
516,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0548096188762,53.45444263077388,,tomato,0,1.0,12.0,65.72271824131354,62.277281758686456,,,0,0.2,30.0
517,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.05333192321011,53.95444044718465,,tomato,0,1.0,12.0,66.6066017177966,61.39339828220341,,,0,0.2,30.0
518,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.05185422754401,54.45443826359542,,tomato,0,1.0,12.0,67.49048519427964,60.50951480572036,,,0,0.2,30.0
519,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.05037653187792,54.95443608000619,,tomato,0,1.0,12.0,68.37436867076269,59.62563132923731,,,0,0.2,30.0
520,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.04889883621182,55.45443389641696,,tomato,0,1.0,12.0,69.25825214724574,58.74174785275426,,,0,0.2,30.0
521,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.04742114054572,55.95443171282773,,tomato,0,1.0,12.0,70.14213562372879,57.85786437627121,,,0,0.2,30.0
522,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.04594344487963,56.454429529238496,,tomato,0,1.0,12.0,71.02601910021184,56.97398089978816,,,0,0.2,30.0
523,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.04446574921353,56.954427345649265,,tomato,0,1.0,12.0,71.90990257669489,56.09009742330511,,,0,0.2,30.0
524,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.04298805354743,57.45442516206003,,tomato,0,1.0,12.0,72.79378605317794,55.20621394682206,,,0,0.2,30.0
525,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.04151035788134,57.9544229784708,,tomato,0,1.0,12.0,73.67766952966099,54.32233047033901,,,0,0.2,30.0
526,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.04003266221524,58.45442079488157,,tomato,0,1.0,12.0,74.56155300614404,53.43844699385596,,,0,0.2,30.0
527,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.03855496654914,58.95441861129234,,tomato,0,1.0,12.0,75.44543648262709,52.55456351737291,,,0,0.2,30.0
528,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.03707727088305,59.45441642770311,,tomato,0,1.0,12.0,76.32931995911014,51.67068004088986,,,0,0.2,30.0
529,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.03559957521695,59.95441424411388,,tomato,0,1.0,12.0,77.21320343559319,50.786796564406814,,,0,0.2,30.0
530,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.03412187955085,60.454412060524646,,tomato,0,1.0,12.0,78.09708691207624,49.902913087923764,,,0,0.2,30.0
531,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.03264418388476,60.954409876935415,,tomato,0,1.0,12.0,78.98097038855929,49.019029611440715,,,0,0.2,30.0
532,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.03116648821866,61.454407693346184,,tomato,0,1.0,12.0,79.86485386504233,48.135146134957665,,,0,0.2,30.0
533,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.02968879255256,61.95440550975695,,tomato,0,1.0,12.0,80.74873734152538,47.251262658474616,,,0,0.2,30.0
534,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.02821109688647,62.45440332616772,,tomato,0,1.0,12.0,81.63262081800843,46.367379181991566,,,0,0.2,30.0
535,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.02673340122011,62.95440114257849,,tomato,0,1.0,12.0,82.51650429449148,45.48349570550852,,,0,0.2,30.0
536,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0252557055533,63.45439895898926,,tomato,0,1.0,12.0,83.40038777097453,44.59961222902547,,,0,0.2,30.0
537,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0237780098865,63.95439677540003,,tomato,0,1.0,12.0,84.28427124745758,43.71572875254242,,,0,0.2,30.0
538,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.02230031421969,64.4543945918108,,tomato,0,1.0,12.0,85.16815472394063,42.83184527605937,,,0,0.2,30.0
539,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.02082261855288,64.95439240822157,,tomato,0,1.0,12.0,86.05203820042368,41.94796179957632,,,0,0.2,30.0
540,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.01934492288608,65.45439022463233,,tomato,0,1.0,12.0,86.93592167690673,41.06407832309327,,,0,0.2,30.0
541,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.01786722721927,65.9543880410431,,tomato,0,1.0,12.0,87.81980515338978,40.18019484661022,,,0,0.2,30.0
542,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.01638953155246,66.45438585745387,,tomato,0,1.0,12.0,88.70368862987283,39.29631137012717,,,0,0.2,30.0
543,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.01491183588566,66.95438367386464,,tomato,0,1.0,12.0,89.58757210635588,38.41242789364412,,,0,0.2,30.0
544,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.01343414021885,67.45438149027541,,tomato,0,1.0,12.0,90.47145558283893,37.52854441716107,,,0,0.2,30.0
545,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.01195644455204,67.95437930668618,,tomato,0,1.0,12.0,91.35533905932198,36.64466094067802,,,0,0.2,30.0
546,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.01047874888523,68.45437712309695,,tomato,0,1.0,12.0,92.23922253580503,35.76077746419497,,,0,0.2,30.0
547,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00900105321843,68.95437493950772,,tomato,0,1.0,12.0,93.12310601228808,34.876893987711924,,,0,0.2,30.0
548,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00752335755162,69.45437275591848,,tomato,0,1.0,12.0,94.00698948877113,33.993010511228874,,,0,0.2,30.0
549,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00604566188481,69.95437057232925,,tomato,0,1.0,12.0,94.89087296525418,33.109127034745825,,,0,0.2,30.0
550,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.004567966218,70.45436838874002,,tomato,0,1.0,12.0,95.77475644173722,32.225243558262775,,,0,0.2,30.0
551,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0030902705512,70.95436620515079,,tomato,0,1.0,12.0,96.65863991822027,31.341360081779726,,,0,0.2,30.0
552,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00161257488439,71.45436402156156,,tomato,0,1.0,12.0,97.54252339470332,30.457476605296677,,,0,0.2,30.0
553,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.89515670163914,71.91106914809387,,tomato,0,1.0,12.0,98.42640687118637,29.573593128813627,,,0,0.2,30.0
554,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.54375174737751,72.26675799824312,,tomato,0,1.0,12.0,99.31029034766942,28.689709652330578,,,0,0.2,30.0
555,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.19234679311589,72.62244684839237,,tomato,0,1.0,12.0,100.19417382415247,27.80582617584753,,,0,0.2,30.0
556,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.84094183885426,72.97813569854162,,tomato,0,1.0,12.0,101.07805730063552,26.92194269936448,,,0,0.2,30.0
557,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.48953688459264,73.33382454869087,,tomato,0,1.0,12.0,101.96194077711857,26.03805922288143,,,0,0.2,30.0
558,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.13813193033101,73.68951339884012,,tomato,0,1.0,12.0,102.84582425360162,25.15417574639838,,,0,0.2,30.0
559,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.78672697606939,74.04520224898937,,tomato,0,1.0,12.0,103.72970773008467,24.27029226991533,,,0,0.2,30.0
560,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.43532202180776,74.40089109913862,,tomato,0,1.0,12.0,104.0,24.0,,,0,0.2,30.0
561,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.08391706754614,74.75657994928787,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
562,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.73251211328451,75.11226879943712,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
563,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.38110715902289,75.46795764958637,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
564,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.02970220476126,75.82364649973493,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
565,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.67829725049964,76.1793353498829,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
566,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.32689229623801,76.53502420003088,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
567,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.97548734197639,76.89071305017883,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
568,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.62408238771476,77.2464019003268,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
569,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.27267743345314,77.60209075047477,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
570,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.92127247919152,77.95777960062274,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
571,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.56986752492989,78.31346845077071,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
572,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.21846257066827,78.66915730091868,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
573,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.86705761640664,79.02484615106665,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
574,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.51565266214502,79.38053500121462,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
575,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.16424770788339,79.7362238513626,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
576,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.81284275362138,80.09191270151094,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
577,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.46143779935905,80.44760155165963,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
578,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.11003284509671,80.80329040180833,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
