tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,f12ade81e57f1c24_score,player_e08bb2a1_x,player_e08bb2a1_y,player_e08bb2a1_move_target,player_e08bb2a1_item,player_e08bb2a1_score,player_e08bb2a1_cut_speed,player_e08bb2a1_speed,player_d2afa516_x,player_d2afa516_y,player_d2afa516_move_target,player_d2afa516_item,player_d2afa516_score,player_d2afa516_cut_speed,player_d2afa516_speed
1317,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1318,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.7916666666666616,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1319,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.833333333333328,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1320,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.8749999999999947,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1321,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.916666666666661,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1322,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.9583333333333277,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1323,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.9999999999999942,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1324,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1325,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1326,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1327,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1328,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1329,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1330,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1331,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1332,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1333,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1334,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1335,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1336,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1337,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1338,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1339,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1340,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1341,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1342,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1343,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1344,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1345,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1346,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1347,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1348,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1349,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1350,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1351,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1352,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1353,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1354,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1355,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1356,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1357,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1358,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1359,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1360,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1361,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1362,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1363,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1364,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1365,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1366,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1367,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1368,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1369,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1370,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1371,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1372,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1373,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1374,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1375,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1376,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1377,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1378,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.500000000000256,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1379,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,57.00000000000051,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1380,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,57.50000000000077,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1381,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,58.00000000000102,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1382,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,58.50000000000128,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1383,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,59.000000000001535,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1384,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,59.50000000000179,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1385,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,60.000000000002046,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1386,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,60.5000000000023,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1387,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,61.00000000000256,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1388,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,61.500000000002814,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1389,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,62.00000000000307,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1390,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,62.500000000003325,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1391,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,63.00000000000358,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1392,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,63.50000000000384,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1393,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,64.00000000000409,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1394,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,64.50000000000364,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1395,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,65.00000000000318,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1396,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,65.50000000000273,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1397,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,66.00000000000227,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1398,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,66.50000000000182,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
