tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,00d11ae469e68e2c_score,player_f704c1b9_x,player_f704c1b9_y,player_f704c1b9_move_target,player_f704c1b9_item,player_f704c1b9_score,player_f704c1b9_cut_speed,player_f704c1b9_speed,player_10281b26_x,player_10281b26_y,player_10281b26_move_target,player_10281b26_item,player_10281b26_score,player_10281b26_cut_speed,player_10281b26_speed
687,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.42693457026826,26.456503090292458,,tomato,0,1.0,30.0,52.789162914913845,100.7490274513491,,,0,1.0,30.0
688,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.548418986055623,25.567284124966218,,tomato,0,1.0,30.0,53.667539488740346,101.63838373234866,,,0,1.0,30.0
689,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.669903401842987,24.678065159639978,,tomato,0,1.0,30.0,54.545916062566846,102.52774001334835,,,0,1.0,30.0
690,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,tomato,0,1.0,30.0,55.424292636393346,103.41709629434803,,,0,1.0,30.0
691,0,1,,0,2,,0,3,,1,0,tomato,0.0,0,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,56.311608376973936,103.31936371188569,,,0,1.0,30.0
692,0,1,,0,2,,0,3,,1,0,tomato,0.041666666666666664,0,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,57.205947748575596,102.44606130813175,,,0,1.0,30.0
693,0,1,,0,2,,0,3,,1,0,tomato,0.08333333333333333,0,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,58.100287120177256,101.5727589043778,,,0,1.0,30.0
694,0,1,,0,2,,0,3,,1,0,tomato,0.125,0,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,58.99462649177892,100.69945650062387,,,0,1.0,30.0
695,0,1,,0,2,,0,3,,1,0,tomato,0.16666666666666666,0,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,59.88896586338058,99.82615409686993,,,0,1.0,30.0
696,0,1,,0,2,,0,3,,1,0,tomato,0.20833333333333331,0,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,60.78330523498224,98.95285169311599,,,0,1.0,30.0
697,0,1,,0,2,,0,3,,1,0,tomato,0.24999999999999997,0,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,61.6776446065839,98.07954928936205,,,0,1.0,30.0
698,0,1,,0,2,,0,3,,1,0,tomato,0.29166666666666663,0,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,62.57198397818556,97.20624688560811,,,0,1.0,30.0
699,0,1,,0,2,,0,3,,1,0,tomato,0.3333333333333333,0,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,63.46632334978722,96.33294448185417,,,0,1.0,30.0
700,0,1,,0,2,,0,3,,1,0,tomato,0.375,0,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,64.36066272138882,95.45964207810023,,,0,1.0,30.0
701,0,1,,0,2,,0,3,,1,0,tomato,0.4166666666666667,0,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,65.25500209299004,94.58633967434629,,,0,1.0,30.0
702,0,1,,0,2,,0,3,,1,0,tomato,0.45833333333333337,0,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,66.14934146459126,93.71303727059235,,,0,1.0,30.0
703,0,1,,0,2,,0,3,,1,0,tomato,0.5,0,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,67.0436808361925,92.83973486683841,,,0,1.0,30.0
704,0,1,,0,2,,0,3,,1,0,tomato,0.5416666666666666,0,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,67.93802020779373,91.96643246308447,,,0,1.0,30.0
705,0,1,,0,2,,0,3,,1,0,tomato,0.5833333333333333,0,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,68.83235957939495,91.09313005933053,,,0,1.0,30.0
706,0,1,,0,2,,0,3,,1,0,tomato,0.6249999999999999,0,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,69.72669895099618,90.2198276555766,,,0,1.0,30.0
707,0,1,,0,2,,0,3,,1,0,tomato,0.6666666666666665,0,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,70.6210383225974,89.34652525182265,,,0,1.0,30.0
708,0,1,,0,2,,0,3,,1,0,tomato,0.7083333333333331,0,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,71.51537769419863,88.47322284806872,,,0,1.0,30.0
709,0,1,,0,2,,0,3,,1,0,tomato,0.7499999999999998,0,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,72.40269365922092,87.59281192943969,,,0,1.0,30.0
710,0,1,,0,2,,0,3,,1,0,tomato,0.7916666666666664,0,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,73.28670449173546,86.70905582734004,,,0,1.0,30.0
711,0,1,,0,2,,0,3,,1,0,tomato,0.833333333333333,0,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,74.17071532425001,85.82529972524038,,,0,1.0,30.0
712,0,1,,0,2,,0,3,,1,0,tomato,0.8749999999999997,0,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,75.05472615676456,84.94154362314073,,,0,1.0,30.0
713,0,1,,0,2,,0,3,,1,0,tomato,0.9166666666666663,0,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,75.9387369892791,84.05778752104108,,,0,1.0,30.0
714,0,1,,0,2,,0,3,,1,0,tomato,0.9583333333333329,0,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,76.82274782179366,83.17403141894142,,,0,1.0,30.0
715,0,1,,0,2,,0,3,,1,0,tomato,0.9999999999999996,0,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,77.7067586543082,82.29027531684177,,,0,1.0,30.0
716,0,1,,0,2,,0,3,,1,0,tomato,1.0416666666666663,1,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,78.59076948682275,81.40651921474212,,,0,1.0,30.0
717,0,1,,0,2,,0,3,,1,0,tomato,1.083333333333333,1,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,79.4747803193368,80.52276311264247,,,0,1.0,30.0
718,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,80.35879115185074,79.63900701054281,,,0,1.0,30.0
719,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,81.24280198436468,78.75525090844316,,,0,1.0,30.0
720,0,1,,0,2,,0,3,,1,0,tomato,1.2083333333333333,1,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,82.12681281687861,77.8714948063435,,,0,1.0,30.0
721,0,1,,0,2,,0,3,,1,0,tomato,1.25,1,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,83.01082364939256,76.98773870424385,,,0,1.0,30.0
722,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,83.8948344819065,76.1039826021442,,,0,1.0,30.0
723,0,1,,0,2,,0,3,,1,0,tomato,1.3333333333333335,1,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,84.77884531442044,75.22022650004455,,,0,1.0,30.0
724,0,1,,0,2,,0,3,,1,0,tomato,1.3750000000000002,1,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,85.66285614693437,74.3364703979449,,,0,1.0,30.0
725,0,1,,0,2,,0,3,,1,0,tomato,1.416666666666667,1,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,86.54686697944831,73.45271429584524,,,0,1.0,30.0
726,0,1,,0,2,,0,3,,1,0,tomato,1.4583333333333337,1,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,87.43087781196225,72.56895819374559,,,0,1.0,30.0
727,0,1,,0,2,,0,3,,1,0,tomato,1.5000000000000004,1,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,87.81101675925284,71.47283470209238,,,0,1.0,30.0
728,0,1,,0,2,,0,3,,1,0,tomato,1.5416666666666672,1,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,87.82628296207135,70.22292792834868,,,0,1.0,30.0
729,0,1,,0,2,,0,3,,1,0,tomato,1.583333333333334,1,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,87.84154916488986,68.97302115460498,,,0,1.0,30.0
730,0,1,,0,2,,0,3,,1,0,tomato,1.6250000000000007,1,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,87.85681536770836,67.72311438086128,,,0,1.0,30.0
731,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,87.87208157052687,66.47320760711757,,,0,1.0,30.0
732,0,1,,0,2,,0,3,,1,0,tomato,1.7083333333333341,1,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,87.88734777334538,65.22330083337387,,,0,1.0,30.0
733,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,87.90261397616389,63.973394059630145,,,0,1.0,30.0
734,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666676,1,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,87.91788017898186,62.72348728588573,,,0,1.0,30.0
735,0,1,,0,2,,0,3,,1,0,tomato,1.8333333333333344,1,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,87.93314638179967,61.47358051214132,,,0,1.0,30.0
736,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,87.94841258461747,60.223673738396904,,,0,1.0,30.0
737,0,1,,0,2,,0,3,,1,0,tomato,1.9166666666666679,1,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,87.96367878743527,58.97376696465249,,,0,1.0,30.0
738,0,1,,0,2,,0,3,,1,0,tomato,1.9583333333333346,1,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,87.97894499025307,57.72386019090808,,,0,1.0,30.0
739,0,1,,0,2,,0,3,,1,0,tomato,2.0000000000000013,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,87.99421119307088,56.47395341716366,,,0,1.0,30.0
740,0,1,,0,2,,0,3,,1,0,tomato,2.041666666666668,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,87.99771603153755,55.223973937912184,,,0,1.0,30.0
741,0,1,,0,2,,0,3,,1,0,tomato,2.0833333333333344,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,87.99790356211031,53.973973951979225,,,0,1.0,30.0
742,0,1,,0,2,,0,3,,1,0,tomato,2.125000000000001,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,87.99809109268307,52.723973966046266,,,0,1.0,30.0
743,0,1,,0,2,,0,3,,1,0,tomato,2.1666666666666674,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,87.99827862325583,51.47397398011331,,,0,1.0,30.0
744,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,87.99846615382859,50.22397399418035,,,0,1.0,30.0
745,0,1,,0,2,,0,3,,1,0,tomato,2.2500000000000004,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,87.99865368440135,48.97397400824739,,,0,1.0,30.0
746,0,1,,0,2,,0,3,,1,0,tomato,2.291666666666667,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,87.99884121497344,47.72397402231443,,,0,1.0,30.0
747,0,1,,0,2,,0,3,,1,0,tomato,2.3333333333333335,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,87.99902874554549,46.47397403638147,,,0,1.0,30.0
748,0,1,,0,2,,0,3,,1,0,tomato,2.375,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,87.99921627611754,45.22397405044851,,,0,1.0,30.0
749,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,87.99940380668959,43.97397406451555,,,0,1.0,30.0
750,0,1,,0,2,,0,3,,1,0,tomato,2.458333333333333,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,87.99959133726163,42.72397407858259,,,0,1.0,30.0
751,0,1,,0,2,,0,3,,1,0,tomato,2.4999999999999996,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,87.99977886783368,41.473974092649634,,,0,1.0,30.0
752,0,1,,0,2,,0,3,,1,0,tomato,2.541666666666666,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,87.99996639840573,40.223974106716675,,,0,1.0,30.0
753,0,1,,0,2,,0,3,,1,0,tomato,2.5833333333333326,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,88.86080759945108,39.32743300990085,,,0,1.0,30.0
754,0,1,,0,2,,0,3,,1,0,tomato,2.624999999999999,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,89.73921316111833,38.4381053598017,,,0,1.0,30.0
755,0,1,,0,2,,0,3,,1,0,tomato,2.6666666666666656,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,90.61761872278558,37.548777709702556,,,0,1.0,30.0
756,0,1,,0,2,,0,3,,1,0,tomato,2.708333333333332,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,91.49602428445283,36.65945005960341,,,0,1.0,30.0
757,0,1,,0,2,,0,3,,1,0,tomato,2.7499999999999987,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,92.37442984612008,35.77012240950426,,,0,1.0,30.0
758,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,93.25283540778733,34.88079475940511,,,0,1.0,30.0
759,0,1,,0,2,,0,3,,1,0,tomato,2.8333333333333317,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,94.13124096945458,33.991467109305965,,,0,1.0,30.0
760,0,1,,0,2,,0,3,,1,0,tomato,2.8749999999999982,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,95.00964653112183,33.10213945920682,,,0,1.0,30.0
