tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,5520d2bc08acecb9_score,player_e42bfb41_x,player_e42bfb41_y,player_e42bfb41_move_target,player_e42bfb41_item,player_e42bfb41_score,player_e42bfb41_cut_speed,player_e42bfb41_speed,player_9dfb96c6_x,player_9dfb96c6_y,player_9dfb96c6_move_target,player_9dfb96c6_item,player_9dfb96c6_score,player_9dfb96c6_cut_speed,player_9dfb96c6_speed
816,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.983431624037905,26.80784014425696,,tomato,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
817,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.780117948845486,26.469408173109404,,tomato,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
818,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.576804273653067,26.130976201961847,,tomato,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
819,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.37349059846065,25.79254423081434,,tomato,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
820,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.17017692326823,25.454112259666985,,tomato,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
821,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.96686324807581,25.11568028851963,,tomato,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
822,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.76354957288339,24.777248317372276,,tomato,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
823,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.560235897690973,24.43881634622492,,tomato,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
824,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.356922222498554,24.100384375077567,,tomato,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
825,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,tomato,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
826,0,1,,0,2,,0,3,,1,0,tomato,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
827,0,1,,0,2,,0,3,,1,0,tomato,0.041666666666666664,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
828,0,1,,0,2,,0,3,,1,0,tomato,0.08333333333333333,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
829,0,1,,0,2,,0,3,,1,0,tomato,0.125,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
830,0,1,,0,2,,0,3,,1,0,tomato,0.16666666666666666,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
831,0,1,,0,2,,0,3,,1,0,tomato,0.20833333333333331,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
832,0,1,,0,2,,0,3,,1,0,tomato,0.24999999999999997,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
833,0,1,,0,2,,0,3,,1,0,tomato,0.29166666666666663,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
834,0,1,,0,2,,0,3,,1,0,tomato,0.3333333333333333,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
835,0,1,,0,2,,0,3,,1,0,tomato,0.375,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
836,0,1,,0,2,,0,3,,1,0,tomato,0.4166666666666667,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
837,0,1,,0,2,,0,3,,1,0,tomato,0.45833333333333337,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
838,0,1,,0,2,,0,3,,1,0,tomato,0.5,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
839,0,1,,0,2,,0,3,,1,0,tomato,0.5416666666666666,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
840,0,1,,0,2,,0,3,,1,0,tomato,0.5833333333333333,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
841,0,1,,0,2,,0,3,,1,0,tomato,0.6249999999999999,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
842,0,1,,0,2,,0,3,,1,0,tomato,0.6666666666666665,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
843,0,1,,0,2,,0,3,,1,0,tomato,0.7083333333333331,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
844,0,1,,0,2,,0,3,,1,0,tomato,0.7499999999999998,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
845,0,1,,0,2,,0,3,,1,0,tomato,0.7916666666666664,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
846,0,1,,0,2,,0,3,,1,0,tomato,0.833333333333333,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
847,0,1,,0,2,,0,3,,1,0,tomato,0.8749999999999997,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
848,0,1,,0,2,,0,3,,1,0,tomato,0.9166666666666663,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
849,0,1,,0,2,,0,3,,1,0,tomato,0.9583333333333329,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
850,0,1,,0,2,,0,3,,1,0,tomato,0.9999999999999996,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
851,0,1,,0,2,,0,3,,1,0,tomato,1.0416666666666663,1,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
852,0,1,,0,2,,0,3,,1,0,tomato,1.083333333333333,1,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
853,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
854,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
855,0,1,,0,2,,0,3,,1,0,tomato,1.2083333333333333,1,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
856,0,1,,0,2,,0,3,,1,0,tomato,1.25,1,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
857,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
858,0,1,,0,2,,0,3,,1,0,tomato,1.3333333333333335,1,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
859,0,1,,0,2,,0,3,,1,0,tomato,1.3750000000000002,1,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
860,0,1,,0,2,,0,3,,1,0,tomato,1.416666666666667,1,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
861,0,1,,0,2,,0,3,,1,0,tomato,1.4583333333333337,1,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
862,0,1,,0,2,,0,3,,1,0,tomato,1.5000000000000004,1,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
863,0,1,,0,2,,0,3,,1,0,tomato,1.5416666666666672,1,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
864,0,1,,0,2,,0,3,,1,0,tomato,1.583333333333334,1,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
865,0,1,,0,2,,0,3,,1,0,tomato,1.6250000000000007,1,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
866,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
867,0,1,,0,2,,0,3,,1,0,tomato,1.7083333333333341,1,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
868,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
869,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666676,1,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
870,0,1,,0,2,,0,3,,1,0,tomato,1.8333333333333344,1,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
871,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
872,0,1,,0,2,,0,3,,1,0,tomato,1.9166666666666679,1,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
873,0,1,,0,2,,0,3,,1,0,tomato,1.9583333333333346,1,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
874,0,1,,0,2,,0,3,,1,0,tomato,2.0000000000000013,2,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
875,0,1,,0,2,,0,3,,1,0,tomato,2.041666666666668,2,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
876,0,1,,0,2,,0,3,,1,0,tomato,2.0833333333333344,2,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
877,0,1,,0,2,,0,3,,1,0,tomato,2.125000000000001,2,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
878,0,1,,0,2,,0,3,,1,0,tomato,2.1666666666666674,2,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
879,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
880,0,1,,0,2,,0,3,,1,0,tomato,2.2500000000000004,2,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
881,0,1,,0,2,,0,3,,1,0,tomato,2.291666666666667,2,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
882,0,1,,0,2,,0,3,,1,0,tomato,2.3333333333333335,2,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
883,0,1,,0,2,,0,3,,1,0,tomato,2.375,2,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
884,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
885,0,1,,0,2,,0,3,,1,0,tomato,2.458333333333333,2,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
886,0,1,,0,2,,0,3,,1,0,tomato,2.4999999999999996,2,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
887,0,1,,0,2,,0,3,,1,0,tomato,2.541666666666666,2,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
888,0,1,,0,2,,0,3,,1,0,tomato,2.5833333333333326,2,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
889,0,1,,0,2,,0,3,,1,0,tomato,2.624999999999999,2,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
890,0,1,,0,2,,0,3,,1,0,tomato,2.6666666666666656,2,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
891,0,1,,0,2,,0,3,,1,0,tomato,2.708333333333332,2,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
892,0,1,,0,2,,0,3,,1,0,tomato,2.7499999999999987,2,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
893,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
894,0,1,,0,2,,0,3,,1,0,tomato,2.8333333333333317,2,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
895,0,1,,0,2,,0,3,,1,0,tomato,2.8749999999999982,2,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,30.0,40.0,24.0,,plate,0,1.0,30.0
