tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,e44a3c6dfba5147b_score,player_74f13ebc_x,player_74f13ebc_y,player_74f13ebc_move_target,player_74f13ebc_item,player_74f13ebc_score,player_74f13ebc_cut_speed,player_74f13ebc_speed,player_98edf79d_x,player_98edf79d_y,player_98edf79d_move_target,player_98edf79d_item,player_98edf79d_score,player_98edf79d_cut_speed,player_98edf79d_speed,aff3964da9519d25_score,4667718b15e551b4_message,473cc3d5b2a9a227_score
500,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99999978473767,65.33494649547193,,,0,1.0,12.0,96.04504871165256,31.954951288347445,,tomato,0,0.2,30.0,,,
501,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999999796267645,64.83494649547238,,,0,1.0,12.0,95.1611652351695,32.838834764830494,,tomato,0,0.2,30.0,,,
502,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99999980779762,64.33494649547283,,,0,1.0,12.0,94.27728175868646,33.722718241313544,,tomato,0,0.2,30.0,,,
503,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.9999998193276,63.83494649547305,,,0,1.0,12.0,93.3933982822034,34.60660171779659,,tomato,0,0.2,30.0,,,
504,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999999830857575,63.33494649547279,,,0,1.0,12.0,92.50951480572036,35.49048519427964,,tomato,0,0.2,30.0,,,
505,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99999984238755,62.834946495472536,,,0,1.0,12.0,91.62563132923731,36.37436867076269,,tomato,0,0.2,30.0,,,
506,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99999985391753,62.33494649547228,,,0,1.0,12.0,90.74174785275426,37.25825214724574,,tomato,0,0.2,30.0,,,
507,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.29117862408242,61.92848010841789,,,0,1.0,12.0,89.85786437627121,38.14213562372879,,tomato,0,0.2,30.0,,,
508,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.58235739424731,61.52201372136349,,,0,1.0,12.0,88.97398089978816,39.02601910021184,,tomato,0,0.2,30.0,,,
509,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.8735361644122,61.1155473343091,,,0,1.0,12.0,88.04617444130974,39.80565318468376,,tomato,0,0.2,30.0,,,
510,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,57.16471493457709,60.709080947254705,,,0,1.0,12.0,86.79626611486532,39.820791727740755,,tomato,0,0.2,30.0,,,
511,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,57.45589370474198,60.30261456020031,,,0,1.0,12.0,85.54635778842089,39.835930270797746,,tomato,0,0.2,30.0,,,
512,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,57.74707247490687,59.89614817314592,,,0,1.0,12.0,84.29644946197647,39.85106881385474,,tomato,0,0.2,30.0,,,
513,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,58.03825124507176,59.48968178609152,,,0,1.0,12.0,83.04654113553204,39.86620735691173,,tomato,0,0.2,30.0,,,
514,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,58.32943001523665,59.08321539903713,,,0,1.0,12.0,81.79663280908761,39.88134589996872,,tomato,0,0.2,30.0,,,
515,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,58.620608785401544,58.676749011982736,,,0,1.0,12.0,80.54672448264319,39.89648444302571,,tomato,0,0.2,30.0,,,
516,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,58.911787555566434,58.27028262492834,,,0,1.0,12.0,79.29681615619876,39.911622986082705,,tomato,0,0.2,30.0,,,
517,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,59.202966325731325,57.86381623787395,,,0,1.0,12.0,78.04690782975433,39.9267615291397,,tomato,0,0.2,30.0,,,
518,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,59.494145095896215,57.457349850819554,,,0,1.0,12.0,76.7969995033099,39.94190007219687,,tomato,0,0.2,30.0,,,
519,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,59.785323866061105,57.05088346376516,,,0,1.0,12.0,75.54709117686548,39.95703861525422,,tomato,0,0.2,30.0,,,
520,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,60.076502636225996,56.644417076710766,,,0,1.0,12.0,74.29718285042105,39.972177158311574,,tomato,0,0.2,30.0,,,
521,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,60.367681406390886,56.23795068965637,,,0,1.0,12.0,73.04727452397663,39.98731570136893,,tomato,0,0.2,30.0,,,
522,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,60.65886017655578,55.83148430260198,,,0,1.0,12.0,71.91278695016098,40.27873505658064,,tomato,0,0.2,30.0,,,
523,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,60.95003894672067,55.425017915547585,,,0,1.0,12.0,71.02356847568149,41.15725113762039,,tomato,0,0.2,30.0,,,
524,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,61.24121771688556,55.01855152849319,,,0,1.0,12.0,70.134350001202,42.03576721866014,,tomato,0,0.2,30.0,,,
525,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,61.53239648705045,54.6120851414388,,,0,1.0,12.0,69.2451315267225,42.91428329969989,,tomato,0,0.2,30.0,,,
526,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,61.82357525721534,54.2056187543844,,,0,1.0,12.0,68.35591305224301,43.79279938073964,,tomato,0,0.2,30.0,,,
527,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,62.11475402738023,53.79915236733001,,,0,1.0,12.0,67.46669457776352,44.671315461779386,,tomato,0,0.2,30.0,,,
528,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,62.40593279754512,53.392685980275616,,,0,1.0,12.0,66.57747610328403,45.549831542819135,,tomato,0,0.2,30.0,,,
529,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,62.69711156771001,52.98621959322122,,,0,1.0,12.0,65.68825762880454,46.42834762385888,,tomato,0,0.2,30.0,,,
530,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,62.9882903378749,52.57975320616683,,,0,1.0,12.0,64.79903915432504,47.30686370489863,,tomato,0,0.2,30.0,,,
531,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,63.27946910803979,52.173286819112434,,,0,1.0,12.0,63.90982067984555,48.18537978593838,,tomato,0,0.2,30.0,,,
532,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,63.57064787820468,51.76682043205804,,,0,1.0,12.0,63.02060220536606,49.06389586697813,,tomato,0,0.2,30.0,,,
533,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,63.86182664836957,51.360354045003646,,,0,1.0,12.0,62.13138373088657,49.94241194801788,,tomato,0,0.2,30.0,,,
534,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,64.15300541853446,50.95388765794925,,,0,1.0,12.0,61.24216525640708,50.82092802905757,,tomato,0,0.2,30.0,,,
535,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,64.44418418869935,50.54742127089486,,,0,1.0,12.0,60.352946781927585,51.69944411009722,,tomato,0,0.2,30.0,,,
536,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,64.73536295886424,50.140954883840465,,,0,1.0,12.0,59.46372830744809,52.57796019113686,,tomato,0,0.2,30.0,,,
537,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,65.02654172902913,49.73448849678607,,,0,1.0,12.0,58.5745098329686,53.4564762721765,,tomato,0,0.2,30.0,,,
538,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,65.31772049919402,49.32802210973168,,,0,1.0,12.0,57.68529135848911,54.334992353216144,,tomato,0,0.2,30.0,,,
539,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,65.60889926935891,48.92155572267728,,,0,1.0,12.0,56.79607288400962,55.213508434255786,,tomato,0,0.2,30.0,,,
540,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,65.9000780395238,48.51508933562289,,,0,1.0,12.0,56.18667543741918,56.21087141545678,,tomato,0,0.2,30.0,,,
541,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,66.1912568096887,48.108622948568495,,,0,1.0,12.0,56.17189767509299,57.46078405950064,,tomato,0,0.2,30.0,,,
542,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,66.48243557985359,47.7021565615141,,,0,1.0,12.0,56.1571199127668,58.7106967035445,,tomato,0,0.2,30.0,,,
543,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,66.77361435001848,47.29569017445971,,,0,1.0,12.0,56.14234215044061,59.96060934758836,,tomato,0,0.2,30.0,,,
544,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,67.06479312018337,46.889223787405314,,,0,1.0,12.0,56.12756438811442,61.21052199163222,,tomato,0,0.2,30.0,,,
545,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,67.35597189034826,46.48275740035092,,,0,1.0,12.0,56.11278662578823,62.46043463567608,,tomato,0,0.2,30.0,,,
546,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,67.64715066051315,46.076291013296526,,,0,1.0,12.0,56.09800886346204,63.71034727971994,,tomato,0,0.2,30.0,,,
547,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,67.93832943067804,45.66982462624173,,,0,1.0,12.0,56.083231101135766,64.96025992376326,,tomato,0,0.2,30.0,,,
548,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,68.22950820084293,45.263358239186786,,,0,1.0,12.0,56.06845333880923,66.21017256780641,,tomato,0,0.2,30.0,,,
549,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,68.52068697100782,44.85689185213185,,,0,1.0,12.0,56.05367557648269,67.46008521184956,,tomato,0,0.2,30.0,,,
550,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,68.81186574117271,44.45042546507691,,,0,1.0,12.0,56.03889781415615,68.70999785589271,,tomato,0,0.2,30.0,,,
551,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,69.1030445113376,44.04395907802197,,,0,1.0,12.0,56.02412005182961,69.95991049993586,,tomato,0,0.2,30.0,,,
552,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,69.39422328150249,43.63749269096703,,,0,1.0,12.0,56.00934228950308,71.20982314397901,,tomato,0,0.2,30.0,,,
553,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,69.68540205166738,43.23102630391209,,,0,1.0,12.0,56.0,72.0,,tomato,0,0.2,30.0,,,
554,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,69.97658082183227,42.824559916857154,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,
555,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,70.26775959199716,42.41809352980221,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,
556,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,70.55893836216205,42.01162714274727,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,
557,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,70.85011713232694,41.60516075569234,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,
558,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,71.14129590249183,41.1986943686374,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,
559,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,71.43247467265672,40.79222798158246,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,
560,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,71.72365344282161,40.385761594527516,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,
561,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,72.04818137581029,40.007535673621106,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,
562,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,72.40111785490811,39.65336644610048,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,
563,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,72.75405433400593,39.29919721857985,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,
564,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,73.10699081310375,38.94502799105922,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,
565,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,73.45992729220157,38.59085876353859,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,
566,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,73.81286377129939,38.23668953601796,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,
