tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,4c8b20609aa9b4c7_score,player_c2bcb3be_x,player_c2bcb3be_y,player_c2bcb3be_move_target,player_c2bcb3be_item,player_c2bcb3be_score,player_c2bcb3be_cut_speed,player_c2bcb3be_speed,player_f5678f13_x,player_f5678f13_y,player_f5678f13_move_target,player_f5678f13_item,player_f5678f13_score,player_f5678f13_cut_speed,player_f5678f13_speed
1149,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.84663956120114,74.15271332366132,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1150,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.20024607967157,73.79921306892952,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1151,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.553852598142,73.4457128141977,,,0,1.0,12.0,24.0,41.250000000000284,,,0,0.2,30.0
1152,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.90745911661243,73.0922125594659,,,0,1.0,12.0,24.0,42.50000000000057,,,0,0.2,30.0
1153,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.26106563508286,72.73871230473411,,,0,1.0,12.0,24.0,43.75000000000085,,,0,0.2,30.0
1154,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.61467215355329,72.38521205000231,,,0,1.0,12.0,24.0,45.00000000000114,,,0,0.2,30.0
1155,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.96825400699942,72.03168712649429,,,0,1.0,12.0,24.0,46.25000000000142,,,0,0.2,30.0
1156,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.32180804669474,71.6781343850046,,,0,1.0,12.0,24.0,47.500000000001705,,,0,0.2,30.0
1157,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.67536208639007,71.3245816435149,,,0,1.0,12.0,24.0,48.75000000000199,,,0,0.2,30.0
1158,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.02891612608539,70.97102890202521,,,0,1.0,12.0,24.0,50.000000000002274,,,0,0.2,30.0
1159,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.38247016578072,70.61747616053552,,,0,1.0,12.0,24.0,51.25000000000256,,,0,0.2,30.0
1160,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.73602420547604,70.26392341904582,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1161,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.08957824517137,69.91037067755613,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1162,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.7166666666666665,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.44313228486669,69.55681793606644,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1163,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.7249999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.79668632456202,69.20326519457674,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1164,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.7333333333333331,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.15024036425734,68.84971245308705,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1165,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.7416666666666664,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.50379440395267,68.49615971159736,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1166,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.7499999999999997,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.857348443648,68.14260697010766,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1167,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.758333333333333,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.21090248334332,67.78905422861797,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1168,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.7666666666666663,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.56445652303864,67.43550148712828,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1169,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.7749999999999996,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.91801056273397,67.08194874563858,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1170,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.7833333333333329,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.2715646024293,66.72839600414831,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1171,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.7916666666666662,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.62511864212462,66.37484326265754,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1172,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.7999999999999995,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.97867268181994,66.02129052116676,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1173,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.8083333333333328,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.33222672151527,65.66773777967597,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1174,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.8166666666666661,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.6857807612106,65.3141850381852,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1175,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.8249999999999994,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.03933480090592,64.96063229669443,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1176,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.8333333333333327,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.39288884060124,64.60707955520364,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1177,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.841666666666666,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.74644288029657,64.25352681371287,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1178,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.8499999999999993,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.0999969199919,63.8999740722222,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1179,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.8583333333333326,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.45355095968722,63.546421330731796,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1180,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.8666666666666659,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.80710499938255,63.19286858924139,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1181,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.8749999999999992,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.16065903907787,62.83931584775099,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1182,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.8833333333333325,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.5142130787732,62.485763106260585,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1183,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.8916666666666658,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.86776711846852,62.13221036477018,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1184,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.8999999999999991,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.22132115816385,61.77865762327978,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1185,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.9083333333333324,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.57487519785917,61.42510488178937,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1186,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.9166666666666657,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.9284292375545,61.07155214029897,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1187,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.924999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.28198327724982,60.717999398808566,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1188,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.9333333333333323,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.63553731694515,60.36444665731816,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1189,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.9416666666666657,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.98909135664047,60.01089391582776,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1190,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.3426453963358,59.657341174337354,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1191,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.69619943603112,59.30378843284695,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1192,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.04975347572645,58.950235691356546,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1193,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.40330751542102,58.59668294986614,,,0,1.0,12.0,24.0,54.749999999999716,,,0,0.2,30.0
1194,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.7568615551153,58.24313020837574,,,0,1.0,12.0,24.0,53.49999999999943,,,0,0.2,30.0
1195,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.11041559480958,57.889577466885335,,,0,1.0,12.0,24.0,52.24999999999915,,,0,0.2,30.0
1196,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.46396963450385,57.53602472539493,,,0,1.0,12.0,24.0,50.99999999999886,,,0,0.2,30.0
1197,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.81752367419813,57.18247198390453,,,0,1.0,12.0,24.0,49.74999999999858,,,0,0.2,30.0
1198,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.1710777138924,56.82891924241412,,,0,1.0,12.0,24.0,48.499999999998295,,,0,0.2,30.0
1199,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.52463175358669,56.47536650092372,,,0,1.0,12.0,24.0,47.24999999999801,,,0,0.2,30.0
1200,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.801759117668,56.08960371107158,,,0,1.0,12.0,24.0,45.999999999997726,,,0,0.2,30.0
1201,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.80791917730336,55.58964165884603,,,0,1.0,12.0,24.0,44.74999999999744,,,0,0.2,30.0
1202,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.81407923693872,55.08967960662047,,,0,1.0,12.0,24.0,43.49999999999716,,,0,0.2,30.0
1203,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.82023929657409,54.589717554394916,,,0,1.0,12.0,24.0,42.249999999996874,,,0,0.2,30.0
1204,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.82639935620945,54.08975550216936,,,0,1.0,12.0,24.0,40.99999999999659,,,0,0.2,30.0
1205,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.83255941584481,53.589793449943805,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1206,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.83871947548018,53.08983139771825,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
1207,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.84487953511554,52.589869345492694,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
1208,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.8510395947509,52.08990729326714,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
1209,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.85719965438626,51.58994524104158,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
1210,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.86335971402163,51.08998318881603,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
1211,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.86951977365699,50.59002113659047,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
1212,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.87567983329235,50.09005908436492,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
1213,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.88183989292772,49.59009703213936,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
1214,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.88799995256308,49.090134979913806,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
1215,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.89416001219844,48.59017292768825,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
1216,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.9003200718338,48.090210875462695,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
1217,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.90648013146917,47.59024882323714,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
1218,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.91264019110453,47.090286771011584,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
1219,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.91880025073989,46.59032471878603,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
1220,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.92496031037525,46.09036266656047,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
1221,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.93112037001062,45.59040061433492,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
1222,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.9372804296455,45.09043856210936,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
1223,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.94344048928015,44.59047650988381,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
1224,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,tomato,0.949999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.9496005489148,44.09051445765825,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
