tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,8e3792e6c2a614c0_score,player_214e85f5_x,player_214e85f5_y,player_214e85f5_move_target,player_214e85f5_item,player_214e85f5_score,player_214e85f5_cut_speed,player_214e85f5_speed,player_f29cec2d_x,player_f29cec2d_y,player_f29cec2d_move_target,player_f29cec2d_item,player_f29cec2d_score,player_f29cec2d_cut_speed,player_f29cec2d_speed,9162471cd0840865_score,7dabdc4d1c4860e8_message,7fcfda588319e2f5_score
717,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.29166666666666674,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000044435129,96.92538431894542,,tomato,0,1.0,12.0,26.24999999999851,24.0,,,0,0.2,30.0,,,
718,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.29166666666666674,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000000412946726,97.42538431894496,,tomato,0,1.0,12.0,24.999999999998582,24.0,,,0,0.2,30.0,,,
719,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.29166666666666674,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000038154216,97.92538431894451,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
720,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.29166666666666674,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000035013759,98.42538431894405,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
721,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.3000000000000001,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000031873302,98.9253843189436,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
722,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.30833333333333346,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000000287328454,99.42538431894314,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
723,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.3166666666666668,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000025592389,99.92538431894269,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
724,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.3250000000000002,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000022451932,100.42538431894224,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
725,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.33333333333333354,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000019311475,100.92538431894178,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
726,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.3416666666666669,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000016171018,101.42538431894133,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
727,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.35000000000000026,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000000130305615,101.92538431894087,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
728,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.3583333333333336,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000009890105,102.42538431894042,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
729,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.366666666666667,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000000067496444,102.92538431893996,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
730,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000003609152,103.4253843189395,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
731,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.3833333333333337,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000001244102,103.92538431893905,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
732,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.39166666666666705,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000000012053775,104.4253843189386,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
733,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.4000000000000004,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000001166653,104.92538431893814,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
734,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.40833333333333377,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000001127928,105.42538431893769,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
735,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.41666666666666713,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000001089204,105.92538431893723,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
736,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.4250000000000005,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000001050479,106.42538431893678,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
737,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000000010117546,106.92538431893632,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
738,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.4416666666666672,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0000000097303,107.42538431893587,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
739,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.45000000000000057,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000000934311,107.92538431893541,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
740,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.4583333333333339,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000000895622,108.42538431893496,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
741,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.4666666666666673,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000000856933,108.9253843189345,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
742,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.47500000000000064,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000000818244,109.42538431893405,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
743,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.483333333333334,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000000779555,109.9253843189336,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
744,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.49166666666666736,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000000740866,110.42538431893314,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
745,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.5000000000000007,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000000702177,110.92538431893269,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
746,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.508333333333334,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000000663488,111.42538431893223,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
747,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.5166666666666673,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000000624799,111.92538431893178,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
748,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.5250000000000006,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0000000058611,112.42538431893132,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
749,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.5333333333333339,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000000005474206,112.92538431893087,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
750,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.5416666666666672,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000000005087315,113.42538431893041,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
751,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.5500000000000005,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000000004700425,113.92538431892996,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
752,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.5583333333333338,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000000004313534,114.4253843189295,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
753,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.5666666666666671,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000000003926644,114.92538431892905,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
754,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.5750000000000004,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000000353975,115.4253843189286,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
755,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.5833333333333337,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000000315286,115.92538431892814,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
756,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.591666666666667,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000000276597,116.42538431892768,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
757,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.6000000000000003,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000000237908,116.92538431892723,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
758,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.6083333333333336,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000000199219,117.42538431892677,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
759,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.6166666666666669,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0000000016053,117.92538431892632,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
760,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.6250000000000002,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000000121841,118.42538431892586,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
761,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.6333333333333335,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000000083152,118.92538431892541,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
762,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.6416666666666668,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000000044463,119.42538431892496,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
763,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.6500000000000001,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.91216128791889,119.88931890518211,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
764,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.6583333333333334,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.56080643897663,120.24505725021208,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
765,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.6666666666666667,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.20945159003436,120.60079559524206,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
766,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.675,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,54.8580967410921,120.95653394027204,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
767,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,54.506741892150394,121.31227228530202,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
768,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.6916666666666667,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,54.15538704320884,121.66801063033199,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
769,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.7,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,53.804032194267286,122.02374897536197,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
770,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.7083333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,53.45267734532573,122.37948732039195,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
771,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.7166666666666666,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,53.10132249638418,122.73522566542192,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
772,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.7249999999999999,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,52.749967647442624,123.0909640104519,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
773,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.7333333333333332,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,52.39861279850107,123.44670235548188,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
774,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.7416666666666665,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,52.047257949559516,123.80244070051185,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
775,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,51.69590310061796,124.15817904554183,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
776,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.7583333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,51.34454825167641,124.5139173905718,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
777,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.7666666666666664,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,50.99319340273485,124.86965573560178,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
778,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.7749999999999997,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,50.6418385537933,125.22539408063176,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
779,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.783333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,50.290483704851745,125.58113242566174,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
780,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.7916666666666663,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,49.93912885591019,125.93687077069171,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
781,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.7999999999999996,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,49.58777400696864,126.29260911572169,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
782,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.8083333333333329,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,49.23641915802708,126.64834746075167,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
783,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.8166666666666662,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,48.88506430908553,127.00408580578164,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
784,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.8249999999999995,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,48.533709460143974,127.35982415081162,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
