tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,3b41d4538bf03f7a_score,player_6b141d16_x,player_6b141d16_y,player_6b141d16_move_target,player_6b141d16_item,player_6b141d16_score,player_6b141d16_cut_speed,player_6b141d16_speed,player_11f94956_x,player_11f94956_y,player_11f94956_move_target,player_11f94956_item,player_11f94956_score,player_11f94956_cut_speed,player_11f94956_speed
835,0,1,,0,2,tomato,2.125000000000001,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,53.750000000003126,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
836,0,1,,0,2,tomato,2.1666666666666674,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,55.00000000000341,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
837,0,1,,0,2,tomato,2.208333333333334,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
838,0,1,,0,2,tomato,2.2500000000000004,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
839,0,1,,0,2,tomato,2.291666666666667,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
840,0,1,,0,2,tomato,2.3333333333333335,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
841,0,1,,0,2,tomato,2.375,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
842,0,1,,0,2,tomato,2.4166666666666665,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
843,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
844,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
845,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
846,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,30.0,24.0,41.250000000000284,,,0,1.0,30.0
847,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,30.0,24.0,42.50000000000057,,,0,1.0,30.0
848,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,30.0,24.0,43.75000000000085,,,0,1.0,30.0
849,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,30.0,24.0,45.00000000000114,,,0,1.0,30.0
850,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,30.0,24.0,46.25000000000142,,,0,1.0,30.0
851,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,30.0,24.0,47.500000000001705,,,0,1.0,30.0
852,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,30.0,24.0,48.75000000000199,,,0,1.0,30.0
853,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,30.0,24.0,50.000000000002274,,,0,1.0,30.0
854,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,30.0,24.0,51.25000000000256,,,0,1.0,30.0
855,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,30.0,24.0,52.50000000000284,,,0,1.0,30.0
856,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,30.0,24.0,53.750000000003126,,,0,1.0,30.0
857,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,30.0,24.0,55.00000000000341,,,0,1.0,30.0
858,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
859,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
860,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
861,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
862,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,57.250000000000284,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
863,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,58.50000000000057,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
864,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,59.75000000000085,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
865,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,61.00000000000114,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
866,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,62.25000000000142,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
867,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,63.500000000001705,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
868,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,64.75000000000199,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
869,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,66.00000000000227,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
870,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,67.25000000000256,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
871,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,68.50000000000284,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
872,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,69.75000000000313,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
873,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,71.00000000000341,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
874,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.2500000000037,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
875,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,73.50000000000398,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
876,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,74.75000000000426,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
877,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,76.00000000000455,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
878,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,77.25000000000483,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
879,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,78.50000000000512,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
880,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,79.7500000000054,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
881,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,81.00000000000568,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
882,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,82.25000000000597,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
883,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,83.50000000000625,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
884,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,84.75000000000654,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
885,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,86.00000000000682,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
886,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,87.2500000000071,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
887,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.49189088134284,88.29803951736653,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
888,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.37026745516934,89.18739579836529,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
889,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.24864402899584,90.07675207936404,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
890,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.12702060282234,90.9661083603628,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
891,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.00539717664884,91.85546464136155,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
892,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.883773750475342,92.7448209223603,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
893,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.762150324301842,93.63417720335906,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
894,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.640526898128343,94.52353348435781,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
895,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.518903471954843,95.41288976535657,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
896,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.39728004578134,96.30224604635532,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
897,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.275656619607844,97.19160232735408,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
898,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.154033193434344,98.08095860835283,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
899,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.032409767260845,98.97031488935158,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
900,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.910786341087345,99.85967117035034,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
901,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.789162914913845,100.7490274513491,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
902,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.667539488740346,101.63838373234866,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
903,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.545916062566846,102.52774001334835,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
904,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.424292636393346,103.41709629434803,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
905,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.311608376973936,103.31936371188569,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
906,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.205947748575596,102.44606130813175,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
907,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.100287120177256,101.5727589043778,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
908,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.99462649177892,100.69945650062387,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
909,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.88896586338058,99.82615409686993,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
910,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.78330523498224,98.95285169311599,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
911,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.6776446065839,98.07954928936205,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
912,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.57198397818556,97.20624688560811,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
913,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.46632334978722,96.33294448185417,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
914,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.36066272138888,95.45964207810023,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
915,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.25500209299054,94.58633967434629,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
916,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,50.1493414645922,93.71303727059235,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
917,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.04368083619386,92.83973486683841,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
918,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.93802020779552,91.96643246308447,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
919,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.83235957939718,91.09313005933035,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
