tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,62a6dfe6daedb3c5_score,player_d25110a3_x,player_d25110a3_y,player_d25110a3_move_target,player_d25110a3_item,player_d25110a3_score,player_d25110a3_cut_speed,player_d25110a3_speed,player_35cac17f_x,player_35cac17f_y,player_35cac17f_move_target,player_35cac17f_item,player_35cac17f_score,player_35cac17f_cut_speed,player_35cac17f_speed
414,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.06922110099481,100.89292453067176,,tomato,0,1.0,30.0,28.181072491415833,92.03333589756494,,,0,1.0,30.0
415,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.190771423428714,101.78220860451064,,tomato,0,1.0,30.0,29.05944906524269,92.9226921785637,,,0,1.0,30.0
416,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.31232174586262,102.67149267834952,,tomato,0,1.0,30.0,29.937825639069217,93.81204845956245,,,0,1.0,30.0
417,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.43387206829652,103.5607767521884,,tomato,0,1.0,30.0,30.816202212895718,94.7014047405612,,,0,1.0,30.0
418,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.54352418770865,103.16367876323476,,tomato,0,1.0,30.0,31.694578786722218,95.59076102155996,,,0,1.0,30.0
419,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.64877560189354,102.29079562776882,,tomato,0,1.0,30.0,32.57295536054872,96.48011730255871,,,0,1.0,30.0
420,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.75402701607843,101.41791249230288,,tomato,0,1.0,30.0,33.45133193437522,97.36947358355746,,,0,1.0,30.0
421,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.85927843026332,100.54502935683693,,tomato,0,1.0,30.0,34.32970850820172,98.25882986455622,,,0,1.0,30.0
422,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.964529844448215,99.672146221371,,tomato,0,1.0,30.0,35.20808508202822,99.14818614555497,,,0,1.0,30.0
423,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.06978125863311,98.79926308590505,,tomato,0,1.0,30.0,36.08646165585472,100.03754242655373,,,0,1.0,30.0
424,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.175032672818,97.92637995043911,,tomato,0,1.0,30.0,36.96483822968122,100.92689870755248,,,0,1.0,30.0
425,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.28028408700289,97.05349681497317,,tomato,0,1.0,30.0,37.84321480350772,101.81625498855124,,,0,1.0,30.0
426,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.38553550118778,96.18061367950723,,tomato,0,1.0,30.0,38.72159137733422,102.70561126955039,,,0,1.0,30.0
427,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.49078691537247,95.30773054404129,,tomato,0,1.0,30.0,39.59996795116072,103.59496755055007,,,0,1.0,30.0
428,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.59603832955706,94.43484740857535,,tomato,0,1.0,30.0,40.49047625129634,103.144703231137,,,0,1.0,30.0
429,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.701289743741953,93.56196427310941,,tomato,0,1.0,30.0,41.384815622898,102.27140082738306,,,0,1.0,30.0
430,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.806541157926844,92.68908113764347,,tomato,0,1.0,30.0,42.27915499449966,101.39809842362912,,,0,1.0,30.0
431,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.911792572111736,91.81619800217753,,tomato,0,1.0,30.0,43.17349436610132,100.52479601987518,,,0,1.0,30.0
432,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.017043986296628,90.94331486671159,,tomato,0,1.0,30.0,44.06783373770298,99.65149361612124,,,0,1.0,30.0
433,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.12229540048152,90.07043173124565,,tomato,0,1.0,30.0,44.96217310930464,98.7781912123673,,,0,1.0,30.0
434,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.22754681466641,89.19754859577915,,tomato,0,1.0,30.0,45.856512480906304,97.90488880861336,,,0,1.0,30.0
435,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.332798228851303,88.32466546031239,,tomato,0,1.0,30.0,46.750851852507964,97.03158640485942,,,0,1.0,30.0
436,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.185557339184108,87.13131287274356,,tomato,0,1.0,30.0,47.645191224109624,96.15828400110549,,,0,1.0,30.0
437,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.170229572366544,85.88140685245085,,tomato,0,1.0,30.0,48.539530595711284,95.28498159735155,,,0,1.0,30.0
438,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.15490180554898,84.63150083215814,,tomato,0,1.0,30.0,49.433869967312944,94.41167919359702,,,0,1.0,30.0
439,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.139574038731418,83.38159481186543,,tomato,0,1.0,30.0,50.328209338914604,93.5383767898421,,,0,1.0,30.0
440,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.124246271913854,82.13168879157271,,tomato,0,1.0,30.0,51.222548710516264,92.66507438608718,,,0,1.0,30.0
441,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.10891850509629,80.88178277128,,tomato,0,1.0,30.0,52.116888082117924,91.79177198233225,,,0,1.0,30.0
442,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.093590738278728,79.63187675098729,,tomato,0,1.0,30.0,53.011227453719584,90.91846957857733,,,0,1.0,30.0
443,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.07826297146128,78.38197073069458,,tomato,0,1.0,30.0,53.905566825321245,90.04516717482241,,,0,1.0,30.0
444,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0629352046439,77.13206471040186,,tomato,0,1.0,30.0,54.799906196922905,89.17186477106749,,,0,1.0,30.0
445,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.047607437826514,75.88215869010915,,tomato,0,1.0,30.0,55.694245568524565,88.29856236731256,,,0,1.0,30.0
446,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.03227967100913,74.63225266981644,,tomato,0,1.0,30.0,56.57949582572894,87.41606070901427,,,0,1.0,30.0
447,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.01695190419175,73.38234664952373,,tomato,0,1.0,30.0,57.46350665824278,86.53230460691462,,,0,1.0,30.0
448,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.002381300124206,72.13243593092655,,tomato,0,1.0,30.0,58.347517490756616,85.64854850481497,,,0,1.0,30.0
449,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00219678830363,70.88243594454453,,tomato,0,1.0,30.0,59.23152832327045,84.76479240271532,,,0,1.0,30.0
450,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00201227648305,69.6324359581625,,tomato,0,1.0,30.0,60.11553915578429,83.88103630061566,,,0,1.0,30.0
451,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001827764662472,68.38243597178048,,tomato,0,1.0,30.0,60.99954998829813,82.99728019851601,,,0,1.0,30.0
452,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001643252841895,67.13243598539846,,tomato,0,1.0,30.0,61.883560820811965,82.11352409641636,,,0,1.0,30.0
453,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001458741021317,65.88243599901644,,tomato,0,1.0,30.0,62.7675716533258,81.2297679943167,,,0,1.0,30.0
454,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00127422920074,64.63243601263441,,tomato,0,1.0,30.0,63.65158248583964,80.34601189221705,,,0,1.0,30.0
455,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00108971738016,63.38243602625239,,tomato,0,1.0,30.0,64.5355933183539,79.4622557901174,,,0,1.0,30.0
456,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000905205559626,62.13243603987037,,tomato,0,1.0,30.0,65.41960415086845,78.57849968801774,,,0,1.0,30.0
457,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000720693739225,60.88243605348835,,tomato,0,1.0,30.0,66.303614983383,77.69474358591809,,,0,1.0,30.0
458,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000536181918825,59.632436067106326,,tomato,0,1.0,30.0,67.18762581589755,76.81098748381844,,,0,1.0,30.0
459,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000351670098425,58.382436080724304,,tomato,0,1.0,30.0,68.0716366484121,75.92723138171878,,,0,1.0,30.0
460,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000167158278025,57.13243609434228,,tomato,0,1.0,30.0,68.95564748092664,75.04347527961913,,,0,1.0,30.0
461,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,30.0,69.83965831344119,74.15971917751948,,,0,1.0,30.0
462,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,70.72366914595574,73.27596307541982,,,0,1.0,30.0
463,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,0.041666666666666664,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,71.60767997847029,72.39220697332017,,,0,1.0,30.0
464,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,0.08333333333333333,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,72.49159268648845,71.50835273241076,,,0,1.0,30.0
465,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,73.37547771836651,70.62447081132423,,,0,1.0,30.0
466,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,0.16666666666666666,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,74.25936275024428,69.7405888902377,,,0,1.0,30.0
467,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,0.20833333333333331,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,75.14324778212206,68.85670696915118,,,0,1.0,30.0
468,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,76.02713281399984,67.97282504806465,,,0,1.0,30.0
469,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,0.29166666666666663,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,76.91101784587761,67.08894312697812,,,0,1.0,30.0
470,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,0.3333333333333333,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,77.79490287775539,66.2050612058916,,,0,1.0,30.0
471,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,0.375,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,78.67878790963317,65.32117928480507,,,0,1.0,30.0
472,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,0.4166666666666667,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,79.56267294151094,64.43729736371854,,,0,1.0,30.0
473,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,0.45833333333333337,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,80.44655797338872,63.553415442632016,,,0,1.0,30.0
474,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,0.5,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,81.33044300526649,62.66953352154549,,,0,1.0,30.0
475,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,0.5416666666666666,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,82.21432803714427,61.78565160045896,,,0,1.0,30.0
476,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,0.5833333333333333,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,83.09821306902205,60.901769679372435,,,0,1.0,30.0
477,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,0.6249999999999999,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,83.98209810089982,60.01788775828591,,,0,1.0,30.0
478,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,0.6666666666666665,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,84.8659831327776,59.13400583719938,,,0,1.0,30.0
479,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,85.74986816465537,58.250123916112855,,,0,1.0,30.0
480,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,0.7499999999999998,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,86.63375319653315,57.36624199502633,,,0,1.0,30.0
481,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,0.7916666666666664,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,87.51763822841093,56.4823600739398,,,0,1.0,30.0
482,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,0.833333333333333,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,87.81094952274462,55.34958232092202,,,0,1.0,30.0
483,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,0.8749999999999997,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,87.82634376411706,54.09967711758363,,,0,1.0,30.0
484,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,0.9166666666666663,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,87.84173800548955,52.849771914245245,,,0,1.0,30.0
485,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,0.9583333333333329,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,87.85713224686204,51.59986671090686,,,0,1.0,30.0
486,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,0.9999999999999996,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,87.87252648823453,50.34996150756847,,,0,1.0,30.0
487,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,1.0416666666666663,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,87.88792072960702,49.10005630423009,,,0,1.0,30.0
488,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,1.083333333333333,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,87.90331497097951,47.8501511008917,,,0,1.0,30.0
489,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,1.1249999999999998,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,87.918709212352,46.600245897553314,,,0,1.0,30.0
490,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,1.1666666666666665,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,87.93410345372448,45.35034069421493,,,0,1.0,30.0
491,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,1.2083333333333333,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,87.94949769509697,44.10043549087654,,,0,1.0,30.0
492,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,1.25,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,87.96489193646946,42.850530287538156,,,0,1.0,30.0
