tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,6e07b15efe68d7b5_score,player_c27eed6b_x,player_c27eed6b_y,player_c27eed6b_move_target,player_c27eed6b_item,player_c27eed6b_score,player_c27eed6b_cut_speed,player_c27eed6b_speed,player_049469d6_x,player_049469d6_y,player_049469d6_move_target,player_049469d6_item,player_049469d6_score,player_049469d6_cut_speed,player_049469d6_speed,3968fed5eb8c4b67_score,a6df5ed073fdf6ca_message,341403a8e454c6e6_score
748,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,119.80000000001951,24.0,,,0,1.0,30.0,,,
749,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,119.80000000001951,24.0,,,0,1.0,30.0,,,
750,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,119.80000000001951,24.0,,,0,1.0,30.0,,,
751,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,119.80000000001951,24.0,,,0,1.0,30.0,,,
752,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,119.80000000001951,24.0,,,0,1.0,30.0,,,
753,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,119.80000000001951,24.0,,,0,1.0,30.0,,,
754,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,119.80000000001951,24.0,,,0,1.0,30.0,,,
755,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,119.80000000001951,24.0,,,0,1.0,30.0,,,
756,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,119.80000000001951,24.0,,,0,1.0,30.0,,,
757,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,119.80000000001951,24.0,,,0,1.0,30.0,,,
758,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,119.80000000001951,24.0,,,0,1.0,30.0,,,
759,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,119.80000000001951,24.0,,,0,1.0,30.0,,,
760,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,119.80000000001951,24.0,,,0,1.0,30.0,,,
761,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,119.80000000001951,24.0,,,0,1.0,30.0,,,
762,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,119.80000000001951,24.0,,,0,1.0,30.0,,,
763,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,119.80000000001951,24.0,,,0,1.0,30.0,,,
764,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,119.80000000001951,24.0,,,0,1.0,30.0,,,
765,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,135.11611652351553,24.88388347648305,,plate,0,1.0,30.0,119.80000000001951,24.0,,,0,1.0,30.0,,,
766,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,134.23223304703106,25.767766952966443,,plate,0,1.0,30.0,119.80000000001951,24.0,,,0,1.0,30.0,,,
767,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,133.3483495705466,26.651650429449848,,plate,0,1.0,30.0,119.80000000001951,24.0,,,0,1.0,30.0,,,
768,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,132.46446609406294,27.535533905933253,,plate,0,1.0,30.0,119.80000000001951,24.0,,,0,1.0,30.0,,,
769,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,131.5805826175798,28.419417382416658,,plate,0,1.0,30.0,119.80000000001951,24.0,,,0,1.0,30.0,,,
770,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,130.69669914109667,29.303300858900062,,plate,0,1.0,30.0,119.80000000001951,24.0,,,0,1.0,30.0,,,
771,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,129.81281566461354,30.187184335383467,,plate,0,1.0,30.0,119.80000000001951,24.0,,,0,1.0,30.0,,,
772,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,128.9289321881304,31.07106781186687,,plate,0,1.0,30.0,119.80000000001951,24.0,,,0,1.0,30.0,,,
773,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,128.04504871164727,31.954951288350276,,plate,0,1.0,30.0,119.80000000001951,24.0,,,0,1.0,30.0,,,
774,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,127.1611652351642,32.838834764833344,,plate,0,1.0,30.0,119.80000000001951,24.0,,,0,1.0,30.0,,,
775,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,126.27728175868116,33.72271824131639,,plate,0,1.0,30.0,121.05000000001979,24.0,,,0,1.0,30.0,,,
776,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,125.3933982821981,34.60660171779944,,plate,0,1.0,30.0,122.30000000002008,24.0,,,0,1.0,30.0,,,
777,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,124.50951480571506,35.4904851942827,,plate,0,1.0,30.0,123.55000000002036,24.0,,,0,1.0,30.0,,,
778,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,123.62563132923201,36.37436867076619,,plate,0,1.0,30.0,124.80000000002065,24.0,,,0,1.0,30.0,,,
779,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,122.74174785274896,37.25825214724968,,plate,0,1.0,30.0,126.05000000002093,24.0,,,0,1.0,30.0,,,
780,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,121.85786437626591,38.14213562373317,,plate,0,1.0,30.0,127.30000000002121,24.0,,,0,1.0,30.0,,,
781,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.97398089978286,39.02601910021666,,plate,0,1.0,30.0,128.55000000002087,24.0,,,0,1.0,30.0,,,
782,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.04617444130444,39.805653184688964,,plate,0,1.0,30.0,129.80000000001974,24.0,,,0,1.0,30.0,,,
783,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,118.79626611486002,39.820791727745956,,plate,0,1.0,30.0,131.0500000000186,24.0,,,0,1.0,30.0,,,
784,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,117.54635778841559,39.83593027080295,,plate,0,1.0,30.0,129.80000000001974,24.0,,,0,1.0,30.0,,,
785,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,116.29644946197116,39.85106881385981,,plate,0,1.0,30.0,128.55000000002087,24.0,,,0,1.0,30.0,,,
786,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,115.04654113552674,39.866207356916455,,plate,0,1.0,30.0,127.30000000002121,24.0,,,0,1.0,30.0,,,
787,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,113.79663280908231,39.8813458999731,,plate,0,1.0,30.0,126.05000000002093,24.0,,,0,1.0,30.0,,,
788,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,112.54672448263788,39.896484443029735,,plate,0,1.0,30.0,124.80000000002065,24.0,,,0,1.0,30.0,,,
789,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,111.29681615619346,39.91162298608638,,plate,0,1.0,30.0,123.55000000002036,24.0,,,0,1.0,30.0,,,
790,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,110.04690782974903,39.92676152914302,,plate,0,1.0,30.0,122.30000000002008,24.0,,,0,1.0,30.0,,,
791,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,108.7969995033046,39.94190007219966,,plate,0,1.0,30.0,121.05000000001979,24.0,,,0,1.0,30.0,,,
792,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,107.54709117686018,39.9570386152563,,plate,0,1.0,30.0,119.80000000001951,24.0,,,0,1.0,30.0,,,
793,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,106.29718285041575,39.972177158312945,,plate,0,1.0,30.0,118.55000000001922,24.0,,,0,1.0,30.0,,,
794,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,105.04727452397132,39.98731570136958,,plate,0,1.0,30.0,117.30000000001894,24.0,,,0,1.0,30.0,,,
795,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,103.79733686634414,39.99766893490247,,plate,0,1.0,30.0,116.05000000001866,24.0,,,0,1.0,30.0,,,
796,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,102.54733687995359,39.997853385697375,,plate,0,1.0,30.0,114.80000000001837,24.0,,,0,1.0,30.0,,,
797,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,101.29733689356304,39.99803783649228,,plate,0,1.0,30.0,113.55000000001809,24.0,,,0,1.0,30.0,,,
798,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,100.0473369071725,39.998222287287184,,plate,0,1.0,30.0,112.3000000000178,24.0,,,0,1.0,30.0,,,
799,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,98.79733692078194,39.99840673808209,,plate,0,1.0,30.0,111.05000000001752,24.0,,,0,1.0,30.0,,,
800,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,97.5473369343914,39.99859118887699,,plate,0,1.0,30.0,109.80000000001723,24.0,,,0,1.0,30.0,,,
801,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,96.29733694800085,39.9987756396719,,plate,0,1.0,30.0,108.55000000001695,24.0,,,0,1.0,30.0,,,
802,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,95.0473369616103,39.9989600904668,,plate,0,1.0,30.0,107.30000000001667,24.0,,,0,1.0,30.0,,,
803,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,93.79733697521975,39.99914454126161,,plate,0,1.0,30.0,106.05000000001638,24.0,,,0,1.0,30.0,,,
804,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,92.5473369888292,39.99932899205616,,plate,0,1.0,30.0,104.8000000000161,24.0,,,0,1.0,30.0,,,
805,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,91.29733700243865,39.999513442850706,,plate,0,1.0,30.0,103.55000000001581,24.0,,,0,1.0,30.0,,,
806,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,90.0473370160481,39.999697893645255,,plate,0,1.0,30.0,102.30000000001553,24.0,,,0,1.0,30.0,,,
807,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.79733702965756,39.999882344439804,,plate,0,1.0,30.0,101.05000000001525,24.0,,,0,1.0,30.0,,,
808,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,87.54733703619142,39.99997204937522,,plate,0,1.0,30.0,99.80000000001496,24.0,,,0,1.0,30.0,,,
809,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,86.29733703619398,39.99997429659456,,plate,0,1.0,30.0,98.55000000001468,24.0,,,0,1.0,30.0,,,
810,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,85.04733703619654,39.99997654381421,,plate,0,1.0,30.0,97.30000000001439,24.0,,,0,1.0,30.0,,,
811,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,83.7973370361991,39.99997879103387,,plate,0,1.0,30.0,96.05000000001411,24.0,,,0,1.0,30.0,,,
812,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,82.54733703620165,39.99998103825352,,plate,0,1.0,30.0,94.80000000001382,24.0,,,0,1.0,30.0,,,
813,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,81.29733703620421,39.99998328547318,,plate,0,1.0,30.0,93.55000000001354,24.0,,,0,1.0,30.0,,,
