tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,4e21469edf330d11_score,player_81f1160d_x,player_81f1160d_y,player_81f1160d_move_target,player_81f1160d_item,player_81f1160d_score,player_81f1160d_cut_speed,player_81f1160d_speed,player_f61b9550_x,player_f61b9550_y,player_f61b9550_move_target,player_f61b9550_item,player_f61b9550_score,player_f61b9550_cut_speed,player_f61b9550_speed
514,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,56.00001446730717,79.9526629637835,,tomato,0,0.2,30.0
515,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,56.00001222008751,81.20266296378094,,tomato,0,0.2,30.0
516,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,56.00000997286786,82.45266296377838,,tomato,0,0.2,30.0
517,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,56.0000077256482,83.70266296377582,,tomato,0,0.2,30.0
518,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,56.00000547842855,84.95266296377326,,tomato,0,0.2,30.0
519,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,56.00000323120889,86.2026629637707,,tomato,0,0.2,30.0
520,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,56.00000098398924,87.45266296376815,,tomato,0,0.2,30.0
521,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,55.367516586920146,88.44294749693103,,tomato,0,0.2,30.0
522,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,54.48906690935405,89.33223157076935,,tomato,0,0.2,30.0
523,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,53.610617231787955,90.22151564460768,,tomato,0,0.2,30.0
524,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,52.73216755422186,91.110799718446,,tomato,0,0.2,30.0
525,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,51.853717876655764,92.00008379228433,,tomato,0,0.2,30.0
526,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,50.97526819908967,92.88936786612265,,tomato,0,0.2,30.0
527,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,50.09681852152357,93.77865193996098,,tomato,0,0.2,30.0
528,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,49.21836884395748,94.66793601379959,,tomato,0,0.2,30.0
529,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,48.33991916639138,95.55722008763848,,tomato,0,0.2,30.0
530,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,47.46146948882529,96.44650416147736,,tomato,0,0.2,30.0
531,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,46.58301981125919,97.33578823531624,,tomato,0,0.2,30.0
532,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,45.704570133693096,98.22507230915512,,tomato,0,0.2,30.0
533,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,44.826120456127,99.114356382994,,tomato,0,0.2,30.0
534,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,43.947670778560905,100.00364045683288,,tomato,0,0.2,30.0
535,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,43.06922110099481,100.89292453067176,,tomato,0,0.2,30.0
536,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,42.190771423428714,101.78220860451064,,tomato,0,0.2,30.0
537,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,41.31232174586262,102.67149267834952,,tomato,0,0.2,30.0
538,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,40.43387206829652,103.5607767521884,,tomato,0,0.2,30.0
539,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,39.54352418770865,103.16367876323476,,tomato,0,0.2,30.0
540,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,38.64877560189354,102.29079562776882,,tomato,0,0.2,30.0
541,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,37.75402701607843,101.41791249230288,,tomato,0,0.2,30.0
542,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,36.85927843026332,100.54502935683693,,tomato,0,0.2,30.0
543,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,35.964529844448215,99.672146221371,,tomato,0,0.2,30.0
544,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,35.06978125863311,98.79926308590505,,tomato,0,0.2,30.0
545,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,34.175032672818,97.92637995043911,,tomato,0,0.2,30.0
546,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,33.28028408700289,97.05349681497317,,tomato,0,0.2,30.0
547,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,32.38553550118778,96.18061367950723,,tomato,0,0.2,30.0
548,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,31.49078691537247,95.30773054404129,,tomato,0,0.2,30.0
549,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,30.59603832955706,94.43484740857535,,tomato,0,0.2,30.0
550,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,29.701289743741953,93.56196427310941,,tomato,0,0.2,30.0
551,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,28.806541157926844,92.68908113764347,,tomato,0,0.2,30.0
552,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,27.911792572111736,91.81619800217753,,tomato,0,0.2,30.0
553,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,27.017043986296628,90.94331486671159,,tomato,0,0.2,30.0
554,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,26.12229540048152,90.07043173124565,,tomato,0,0.2,30.0
555,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,25.22754681466641,89.19754859577915,,tomato,0,0.2,30.0
556,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.332798228851303,88.32466546031239,,tomato,0,0.2,30.0
557,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.185557339184108,87.13131287274356,,tomato,0,0.2,30.0
558,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.170229572366544,85.88140685245085,,tomato,0,0.2,30.0
559,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.15490180554898,84.63150083215814,,tomato,0,0.2,30.0
560,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.139574038731418,83.38159481186543,,tomato,0,0.2,30.0
561,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.124246271913854,82.13168879157271,,tomato,0,0.2,30.0
562,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.10891850509629,80.88178277128,,tomato,0,0.2,30.0
563,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.093590738278728,79.63187675098729,,tomato,0,0.2,30.0
564,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.07826297146128,78.38197073069458,,tomato,0,0.2,30.0
565,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0629352046439,77.13206471040186,,tomato,0,0.2,30.0
566,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.047607437826514,75.88215869010915,,tomato,0,0.2,30.0
567,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.03227967100913,74.63225266981644,,tomato,0,0.2,30.0
568,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.01695190419175,73.38234664952373,,tomato,0,0.2,30.0
569,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.002381300124206,72.13243593092655,,tomato,0,0.2,30.0
570,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.00219678830363,70.88243594454453,,tomato,0,0.2,30.0
571,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.00201227648305,69.6324359581625,,tomato,0,0.2,30.0
572,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.001827764662472,68.38243597178048,,tomato,0,0.2,30.0
573,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.001643252841895,67.13243598539846,,tomato,0,0.2,30.0
574,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.001458741021317,65.88243599901644,,tomato,0,0.2,30.0
575,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.00127422920074,64.63243601263441,,tomato,0,0.2,30.0
576,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.00108971738016,63.38243602625239,,tomato,0,0.2,30.0
577,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.000905205559626,62.13243603987037,,tomato,0,0.2,30.0
578,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.000720693739225,60.88243605348835,,tomato,0,0.2,30.0
579,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.000536181918825,59.632436067106326,,tomato,0,0.2,30.0
580,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.000351670098425,58.382436080724304,,tomato,0,0.2,30.0
581,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.000167158278025,57.13243609434228,,tomato,0,0.2,30.0
582,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.00002821917722,55.88243610455623,,tomato,0,0.2,30.0
583,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.000025998235213,54.632436104558074,,tomato,0,0.2,30.0
584,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.000023777293205,53.38243610455992,,tomato,0,0.2,30.0
585,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.000021556351196,52.13243610456177,,tomato,0,0.2,30.0
586,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.000019335409142,50.88243610456362,,tomato,0,0.2,30.0
587,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.000017114466957,49.632436104565464,,tomato,0,0.2,30.0
588,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.00001489352477,48.38243610456731,,tomato,0,0.2,30.0
589,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.000012672582585,47.13243610456916,,tomato,0,0.2,30.0
590,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0000104516404,45.882436104571006,,tomato,0,0.2,30.0
591,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.000008230698214,44.632436104572854,,tomato,0,0.2,30.0
592,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.000006009756028,43.3824361045747,,tomato,0,0.2,30.0
593,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.000003788813842,42.13243610457655,,tomato,0,0.2,30.0
594,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.000001567871657,40.882436104578396,,tomato,0,0.2,30.0
