tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,e0879586d3df974c_score,player_da248a9f_x,player_da248a9f_y,player_da248a9f_move_target,player_da248a9f_item,player_da248a9f_score,player_da248a9f_cut_speed,player_da248a9f_speed,player_3b27a95e_x,player_3b27a95e_y,player_3b27a95e_move_target,player_3b27a95e_item,player_3b27a95e_score,player_3b27a95e_cut_speed,player_3b27a95e_speed
301,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,92.7448209223603,35.11622624952466,,,0,0.2,30.0
302,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,93.63417720335906,34.23784967569816,,,0,0.2,30.0
303,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,94.52353348435781,33.35947310187166,,,0,0.2,30.0
304,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,95.41288976535657,32.48109652804516,,,0,0.2,30.0
305,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,96.30224604635532,31.602719954218657,,,0,0.2,30.0
306,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,97.19160232735408,30.724343380392156,,,0,0.2,30.0
307,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,98.08095860835283,29.845966806565656,,,0,0.2,30.0
308,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,98.97031488935158,28.967590232739155,,,0,0.2,30.0
309,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,99.85967117035034,28.089213658912655,,,0,0.2,30.0
310,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,100.7490274513491,27.210837085086226,,,0,0.2,30.0
311,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,101.63838373234823,26.33246051126008,,,0,0.2,30.0
312,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,102.52774001334755,25.454083937433936,,,0,0.2,30.0
313,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,103.41709629434688,24.57570736360779,,,0,0.2,30.0
314,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,104.0,24.0,,,0,0.2,30.0
315,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
316,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
317,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
318,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
319,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
320,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
321,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
322,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
323,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.50000000000045,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
324,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.00000000000091,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
325,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.50000000000136,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
326,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.00000000000182,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
327,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.50000000000227,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
328,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.00000000000273,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
329,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.50000000000318,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
330,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.00000000000364,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
331,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.50000000000409,24.0,,tomato,0,1.0,12.0,103.11611652351695,24.88388347648305,,plate,0,0.2,30.0
332,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.00000000000455,24.0,,tomato,0,1.0,12.0,102.2322330470339,25.7677669529661,,plate,0,0.2,30.0
333,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.500000000005,24.0,,tomato,0,1.0,12.0,101.34834957055085,26.65165042944915,,plate,0,0.2,30.0
334,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.00000000000546,24.0,,tomato,0,1.0,12.0,100.4644660940678,27.535533905932198,,plate,0,0.2,30.0
335,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.50000000000591,24.0,,tomato,0,1.0,12.0,99.58058261758475,28.419417382415247,,plate,0,0.2,30.0
336,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.00000000000637,24.0,,tomato,0,1.0,12.0,98.6966991411017,29.303300858898297,,plate,0,0.2,30.0
337,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.50000000000682,24.0,,tomato,0,1.0,12.0,97.81281566461865,30.187184335381346,,plate,0,0.2,30.0
338,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.00000000000728,24.0,,tomato,0,1.0,12.0,96.9289321881356,31.071067811864395,,plate,0,0.2,30.0
339,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.50000000000702,24.0,,tomato,0,1.0,12.0,96.04504871165256,31.954951288347445,,plate,0,0.2,30.0
340,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.000000000006764,24.0,,tomato,0,1.0,12.0,95.1611652351695,32.838834764830494,,plate,0,0.2,30.0
341,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.50000000000651,24.0,,tomato,0,1.0,12.0,94.27728175868646,33.722718241313544,,plate,0,0.2,30.0
342,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.00000000000625,24.0,,tomato,0,1.0,12.0,93.3933982822034,34.60660171779659,,plate,0,0.2,30.0
343,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.500000000006,24.0,,tomato,0,1.0,12.0,92.50951480572036,35.49048519427964,,plate,0,0.2,30.0
344,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.00000000000574,24.0,,tomato,0,1.0,12.0,91.62563132923731,36.37436867076269,,plate,0,0.2,30.0
345,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.500000000005485,24.0,,tomato,0,1.0,12.0,90.74174785275426,37.25825214724574,,plate,0,0.2,30.0
346,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.00000000000523,24.0,,tomato,0,1.0,12.0,89.85786437627121,38.14213562372879,,plate,0,0.2,30.0
347,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.500000000004974,24.0,,tomato,0,1.0,12.0,88.97398089978816,39.02601910021184,,plate,0,0.2,30.0
348,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.00000000000472,24.0,,tomato,0,1.0,12.0,88.04617444130974,39.80565318468376,,plate,0,0.2,30.0
349,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.50000000000446,24.0,,tomato,0,1.0,12.0,86.79626611486532,39.820791727740755,,plate,0,0.2,30.0
350,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.000000000004206,24.0,,tomato,0,1.0,12.0,85.54635778842089,39.835930270797746,,plate,0,0.2,30.0
351,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.50000000000395,24.0,,tomato,0,1.0,12.0,84.29644946197647,39.85106881385474,,plate,0,0.2,30.0
352,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.000000000003695,24.0,,tomato,0,1.0,12.0,83.04654113553204,39.86620735691173,,plate,0,0.2,30.0
353,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.50000000000344,24.0,,tomato,0,1.0,12.0,81.79663280908761,39.88134589996872,,plate,0,0.2,30.0
354,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.00000000000318,24.0,,tomato,0,1.0,12.0,80.54672448264319,39.89648444302571,,plate,0,0.2,30.0
355,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.50000000000293,24.0,,tomato,0,1.0,12.0,79.29681615619876,39.911622986082705,,plate,0,0.2,30.0
356,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.00000000000267,24.0,,tomato,0,1.0,12.0,78.04690782975433,39.9267615291397,,plate,0,0.2,30.0
357,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,54.500000000002416,24.0,,tomato,0,1.0,12.0,76.7969995033099,39.94190007219687,,plate,0,0.2,30.0
358,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,54.00000000000216,24.0,,tomato,0,1.0,12.0,75.54709117686548,39.95703861525422,,plate,0,0.2,30.0
359,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.500000000001904,24.0,,tomato,0,1.0,12.0,74.29718285042105,39.972177158311574,,plate,0,0.2,30.0
360,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.00000000000165,24.0,,tomato,0,1.0,12.0,73.04727452397663,39.98731570136893,,plate,0,0.2,30.0
361,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.50000000000139,24.0,,tomato,0,1.0,12.0,71.91278695016098,40.27873505658064,,plate,0,0.2,30.0
362,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.00000000000114,24.0,,tomato,0,1.0,12.0,71.02356847568149,41.15725113762039,,plate,0,0.2,30.0
363,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.50000000000088,24.0,,tomato,0,1.0,12.0,70.134350001202,42.03576721866014,,plate,0,0.2,30.0
364,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.000000000000625,24.0,,tomato,0,1.0,12.0,69.2451315267225,42.91428329969989,,plate,0,0.2,30.0
365,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,50.50000000000037,24.0,,tomato,0,1.0,12.0,68.35591305224301,43.79279938073964,,plate,0,0.2,30.0
366,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,50.000000000000114,24.0,,tomato,0,1.0,12.0,67.46669457776352,44.671315461779386,,plate,0,0.2,30.0
367,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.49999999999986,24.0,,tomato,0,1.0,12.0,66.57747610328403,45.549831542819135,,plate,0,0.2,30.0
368,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.9999999999996,24.0,,tomato,0,1.0,12.0,65.68825762880454,46.42834762385888,,plate,0,0.2,30.0
369,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.499999999999346,24.0,,tomato,0,1.0,12.0,64.79903915432504,47.30686370489863,,plate,0,0.2,30.0
370,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.99999999999909,24.0,,tomato,0,1.0,12.0,63.90982067984555,48.18537978593838,,plate,0,0.2,30.0
371,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.499999999998835,24.0,,tomato,0,1.0,12.0,63.02060220536606,49.06389586697813,,plate,0,0.2,30.0
372,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.99999999999858,24.0,,tomato,0,1.0,12.0,62.13138373088657,49.94241194801788,,plate,0,0.2,30.0
373,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.49999999999832,24.0,,tomato,0,1.0,12.0,61.24216525640708,50.82092802905757,,plate,0,0.2,30.0
374,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.99999999999807,24.0,,tomato,0,1.0,12.0,60.352946781927585,51.69944411009722,,plate,0,0.2,30.0
375,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.49999999999781,24.0,,tomato,0,1.0,12.0,59.46372830744809,52.57796019113686,,plate,0,0.2,30.0
376,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.999999999997556,24.0,,tomato,0,1.0,12.0,58.5745098329686,53.4564762721765,,plate,0,0.2,30.0
377,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.4999999999973,24.0,,tomato,0,1.0,12.0,57.68529135848911,54.334992353216144,,plate,0,0.2,30.0
378,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.999999999997044,24.0,,tomato,0,1.0,12.0,56.79607288400962,55.213508434255786,,plate,0,0.2,30.0
379,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.49999999999679,24.0,,tomato,0,1.0,12.0,56.0,56.0,,plate,0,0.2,30.0
380,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.99999999999653,24.0,,tomato,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
381,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.49999999999628,24.0,,tomato,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
382,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.99999999999602,24.0,,tomato,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
383,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.499999999995765,24.0,,tomato,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
384,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.99999999999551,24.0,,tomato,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
