tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,21ff497f2073c182_score,player_bc4a5ead_x,player_bc4a5ead_y,player_bc4a5ead_move_target,player_bc4a5ead_item,player_bc4a5ead_score,player_bc4a5ead_cut_speed,player_bc4a5ead_speed,player_5808f4df_x,player_5808f4df_y,player_5808f4df_move_target,player_5808f4df_item,player_5808f4df_score,player_5808f4df_cut_speed,player_5808f4df_speed
651,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99902948084312,46.464051259674854,,,0,1.0,12.0,29.850658535407803,93.71303727059235,,,0,0.2,30.0
652,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99910455134511,45.96405126531062,,,0,1.0,12.0,28.956319163806143,92.83973486683841,,,0,0.2,30.0
653,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.9991796218471,45.46405127094639,,,0,1.0,12.0,28.061979792204546,91.96643246308447,,,0,0.2,30.0
654,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.9992546923491,44.96405127658216,,,0,1.0,12.0,27.16764042060324,91.09313005933053,,,0,0.2,30.0
655,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99932976285109,44.46405128221793,,,0,1.0,12.0,26.273301049001937,90.21982765557617,,,0,0.2,30.0
656,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99940483335308,43.9640512878537,,,0,1.0,12.0,25.378961677400632,89.34652525182159,,,0,0.2,30.0
657,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99947990385508,43.46405129348947,,,0,1.0,12.0,24.484622305799327,88.47322284806702,,,0,0.2,30.0
658,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99955497435707,42.96405129912524,,,0,1.0,12.0,24.188018835610286,87.34382988687406,,,0,0.2,30.0
659,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99963004485906,42.46405130476101,,,0,1.0,12.0,24.17270284843878,86.09392372218059,,,0,0.2,30.0
660,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99970511536105,41.964051310396776,,,0,1.0,12.0,24.157386861267277,84.84401755748712,,,0,0.2,30.0
661,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99978018586305,41.464051316032545,,,0,1.0,12.0,24.142070874095772,83.59411139279365,,,0,0.2,30.0
662,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99985525636504,40.964051321668315,,,0,1.0,12.0,24.126754886924267,82.34420522810018,,,0,0.2,30.0
663,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99993032686703,40.464051327304084,,,0,1.0,12.0,24.111438899752763,81.09429906340671,,,0,0.2,30.0
664,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.16510996151911,40.03185733865748,,,0,1.0,12.0,24.09612291258126,79.84439289871324,,,0,0.2,30.0
665,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.51647133872339,39.6761254415648,,,0,1.0,12.0,24.080806925409924,78.59448673401977,,,0,0.2,30.0
666,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.86783271592768,39.32039354447212,,,0,1.0,12.0,24.06549093823859,77.3445805693263,,,0,0.2,30.0
667,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.21919409313196,38.96466164737944,,,0,1.0,12.0,24.050174951067255,76.09467440463283,,,0,0.2,30.0
668,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.57055547033625,38.608929750286755,,,0,1.0,12.0,24.034858963895918,74.84476823993936,,,0,0.2,30.0
669,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.92191684754053,38.253197853194074,,,0,1.0,12.0,24.019542976724583,73.59486207524589,,,0,0.2,30.0
670,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.27327822474481,37.89746595610139,,,0,1.0,12.0,24.004226989553246,72.34495591055241,,,0,0.2,30.0
671,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.6246396019491,37.54173405900871,,,0,1.0,12.0,24.002226799805207,71.09496718275801,,,0,0.2,30.0
672,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.97600097915338,37.18600216191554,,,0,1.0,12.0,24.00204240061489,69.84496719635894,,,0,0.2,30.0
673,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.32736235635767,36.83027026482215,,,0,1.0,12.0,24.001858001424573,68.59496720995986,,,0,0.2,30.0
674,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.67872373356195,36.474538367728755,,,0,1.0,12.0,24.001673602234256,67.34496722356079,,,0,0.2,30.0
675,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.03008511076624,36.11880647063536,,,0,1.0,12.0,24.00148920304394,66.09496723716171,,,0,0.2,30.0
676,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.38144648797052,35.76307457354197,,,0,1.0,12.0,24.00130480385362,64.84496725076264,,,0,0.2,30.0
677,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.7328078651748,35.40734267644858,,,0,1.0,12.0,24.001120404663304,63.59496726436356,,,0,0.2,30.0
678,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.08416924237909,35.05161077935519,,,0,1.0,12.0,24.000936005472987,62.344967277964486,,,0,0.2,30.0
679,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.43553061958337,34.695878882261795,,,0,1.0,12.0,24.00075160628267,61.09496729156541,,,0,0.2,30.0
680,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.78689199678766,34.3401469851684,,,0,1.0,12.0,24.000567207092352,59.844967305166335,,,0,0.2,30.0
681,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.13825337399194,33.98441508807501,,,0,1.0,12.0,24.000382807902035,58.59496731876726,,,0,0.2,30.0
682,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.48961475119623,33.62868319098162,,,0,1.0,12.0,24.000198408711718,57.344967332368185,,,0,0.2,30.0
683,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.84097612840051,33.27295129388823,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
684,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.1923375056048,32.917219396794835,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
685,0,1,,0,2,,0.0,0,0,3,tomato,0.3000000000000001,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.54369888280908,32.56148749970144,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
686,0,1,,0,2,,0.0,0,0,3,tomato,0.30833333333333346,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.89506026001337,32.20575560260805,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
687,0,1,,0,2,,0.0,0,0,3,tomato,0.3166666666666668,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.24642163721765,31.85002370551481,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
688,0,1,,0,2,,0.0,0,0,3,tomato,0.3250000000000002,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.59778301442194,31.494291808421774,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
689,0,1,,0,2,,0.0,0,0,3,tomato,0.33333333333333354,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.94914439162622,31.138559911328738,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
690,0,1,,0,2,,0.0,0,0,3,tomato,0.3416666666666669,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.3005057688305,30.7828280142357,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
691,0,1,,0,2,,0.0,0,0,3,tomato,0.35000000000000026,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.65186714603479,30.427096117142664,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
692,0,1,,0,2,,0.0,0,0,3,tomato,0.3583333333333336,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.00322852323907,30.071364220049627,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
693,0,1,,0,2,,0.0,0,0,3,tomato,0.366666666666667,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.35458990044336,29.71563232295659,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
694,0,1,,0,2,,0.0,0,0,3,tomato,0.37500000000000033,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.70595127764764,29.359900425863554,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
695,0,1,,0,2,,0.0,0,0,3,tomato,0.3833333333333337,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.05731265485193,29.004168528770517,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
696,0,1,,0,2,,0.0,0,0,3,tomato,0.39166666666666705,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.40867403205621,28.648436631677196,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
697,0,1,,0,2,,0.0,0,0,3,tomato,0.4000000000000004,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.7600354092605,28.292704734583804,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
698,0,1,,0,2,,0.0,0,0,3,tomato,0.40833333333333377,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.11139678646478,27.936972837490412,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
699,0,1,,0,2,,0.0,0,0,3,tomato,0.41666666666666713,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.46275816366906,27.58124094039702,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
700,0,1,,0,2,,0.0,0,0,3,tomato,0.4250000000000005,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.81411954087305,27.225509043303628,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
701,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.16548091807671,26.869777146210236,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
702,0,1,,0,2,,0.0,0,0,3,tomato,0.4416666666666672,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.51684229528036,26.514045249116844,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
703,0,1,,0,2,,0.0,0,0,3,tomato,0.45000000000000057,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.86820367248401,26.158313352023452,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
704,0,1,,0,2,,0.0,0,0,3,tomato,0.4583333333333339,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.21956504968766,25.80258145493006,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
705,0,1,,0,2,,0.0,0,0,3,tomato,0.4666666666666673,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.5709264268913,25.446849557836668,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
706,0,1,,0,2,,0.0,0,0,3,tomato,0.47500000000000064,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.92228780409496,25.091117660743276,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
707,0,1,,0,2,,0.0,0,0,3,tomato,0.483333333333334,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.27364918129861,24.735385763649884,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
708,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.62501055850227,24.37965386655649,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
709,0,1,,0,2,,0.0,0,0,3,tomato,0.5000000000000007,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
710,0,1,,0,2,,0.0,0,0,3,tomato,0.508333333333334,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
711,0,1,,0,2,,0.0,0,0,3,tomato,0.5166666666666673,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
712,0,1,,0,2,,0.0,0,0,3,tomato,0.5250000000000006,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
713,0,1,,0,2,,0.0,0,0,3,tomato,0.5333333333333339,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
714,0,1,,0,2,,0.0,0,0,3,tomato,0.5416666666666672,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
715,0,1,,0,2,,0.0,0,0,3,tomato,0.5500000000000005,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
716,0,1,,0,2,,0.0,0,0,3,tomato,0.5583333333333338,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
717,0,1,,0,2,,0.0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
718,0,1,,0,2,,0.0,0,0,3,tomato,0.5750000000000004,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
719,0,1,,0,2,,0.0,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
720,0,1,,0,2,,0.0,0,0,3,tomato,0.591666666666667,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
721,0,1,,0,2,,0.0,0,0,3,tomato,0.6000000000000003,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
722,0,1,,0,2,,0.0,0,0,3,tomato,0.6083333333333336,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
723,0,1,,0,2,,0.0,0,0,3,tomato,0.6166666666666669,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
724,0,1,,0,2,,0.0,0,0,3,tomato,0.6250000000000002,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
725,0,1,,0,2,,0.0,0,0,3,tomato,0.6333333333333335,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
726,0,1,,0,2,,0.0,0,0,3,tomato,0.6416666666666668,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
727,0,1,,0,2,,0.0,0,0,3,tomato,0.6500000000000001,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
728,0,1,,0,2,,0.0,0,0,3,tomato,0.6583333333333334,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
729,0,1,,0,2,,0.0,0,0,3,tomato,0.6666666666666667,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
730,0,1,,0,2,,0.0,0,0,3,tomato,0.675,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
731,0,1,,0,2,,0.0,0,0,3,tomato,0.6833333333333333,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
732,0,1,,0,2,,0.0,0,0,3,tomato,0.6916666666666667,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
