tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,d36e8da02821da21_score,player_d06e049d_x,player_d06e049d_y,player_d06e049d_move_target,player_d06e049d_item,player_d06e049d_score,player_d06e049d_cut_speed,player_d06e049d_speed,player_470227e3_x,player_470227e3_y,player_470227e3_move_target,player_470227e3_item,player_470227e3_score,player_470227e3_cut_speed,player_470227e3_speed
1299,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,52.24999999999915,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1300,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,51.624999999999005,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1301,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,50.99999999999886,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1302,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,50.37499999999872,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1303,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,49.74999999999858,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1304,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,49.12499999999844,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1305,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,48.499999999998295,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1306,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,47.87499999999815,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1307,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,47.24999999999801,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1308,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,46.62499999999787,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1309,0,1,tomato_cut,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,45.999999999997726,,plate,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1310,0,1,tomato_cut,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,45.374999999997584,,plate,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1311,0,1,tomato_cut,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,44.74999999999744,,plate,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1312,0,1,tomato_cut,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,44.1249999999973,,plate,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1313,0,1,tomato_cut,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,43.49999999999716,,plate,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1314,0,1,tomato_cut,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,42.874999999997016,,plate,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1315,0,1,tomato_cut,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,42.249999999996874,,plate,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1316,0,1,tomato_cut,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,41.62499999999673,,plate,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1317,0,1,tomato_cut,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.99999999999659,,plate,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1318,0,1,tomato_cut,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.37499999999645,,plate,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1319,0,1,tomato_cut,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,39.749999999996305,,plate,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1320,0,1,tomato_cut,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,39.12499999999616,,plate,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1321,0,1,tomato_cut,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,38.49999999999602,,plate,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1322,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,37.87499999999588,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1323,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,37.24999999999574,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1324,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,36.624999999995595,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1325,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,35.99999999999545,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1326,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,35.37499999999531,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1327,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,34.74999999999517,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1328,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,34.124999999995026,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1329,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,33.499999999994884,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1330,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,32.87499999999474,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1331,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,32.2499999999946,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1332,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,31.624999999994458,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1333,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,30.999999999994316,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1334,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,30.374999999994174,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1335,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,29.74999999999403,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1336,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,29.12499999999389,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1337,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1338,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1339,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1340,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1341,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1342,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1343,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1344,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1345,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1346,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1347,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1348,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1349,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1350,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1351,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1352,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1353,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1354,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.625000000000142,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1355,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,25.250000000000284,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1356,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,25.875000000000426,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1357,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,26.50000000000057,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1358,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,27.12500000000071,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1359,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,27.750000000000853,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1360,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,28.375000000000995,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1361,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,29.000000000001137,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1362,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,29.62500000000128,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1363,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,30.25000000000142,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1364,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,30.875000000001563,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1365,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,31.500000000001705,,plate,0,1.0,15.0,24.0,24.0,,tomato_cut,0,0.5,30.0
1366,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,32.12500000000185,,plate,0,1.0,15.0,24.0,25.24999999999993,,tomato_cut,0,0.5,30.0
1367,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,32.75000000000199,,plate,0,1.0,15.0,24.0,26.499999999999858,,tomato_cut,0,0.5,30.0
1368,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,33.37500000000213,,plate,0,1.0,15.0,24.0,27.749999999999787,,tomato_cut,0,0.5,30.0
1369,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,34.000000000002274,,plate,0,1.0,15.0,24.0,28.999999999999716,,tomato_cut,0,0.5,30.0
1370,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,34.625000000002416,,plate,0,1.0,15.0,24.0,30.249999999999645,,tomato_cut,0,0.5,30.0
1371,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,tomato,0.0,0,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,35.25000000000256,,plate,0,1.0,15.0,24.0,31.499999999999574,,tomato_cut,0,0.5,30.0
