tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,619a467c1e2f62ad_score,player_db0cb1e1_x,player_db0cb1e1_y,player_db0cb1e1_move_target,player_db0cb1e1_item,player_db0cb1e1_score,player_db0cb1e1_cut_speed,player_db0cb1e1_speed,player_e97c8041_x,player_e97c8041_y,player_e97c8041_move_target,player_e97c8041_item,player_e97c8041_score,player_e97c8041_cut_speed,player_e97c8041_speed
532,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,1.8333333333333344,1,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,51.00000000000563,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
533,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,1.8333333333333344,1,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,51.50000000000588,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
534,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,1.8333333333333344,1,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,52.00000000000614,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
535,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,1.8333333333333344,1,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,52.500000000006395,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
536,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,1.8333333333333344,1,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,53.00000000000665,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
537,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,1.8333333333333344,1,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,53.50000000000691,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
538,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,1.8333333333333344,1,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,54.00000000000716,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
539,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,1.8333333333333344,1,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,54.50000000000742,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
540,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,1.8333333333333344,1,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,55.000000000007674,,,0,1.0,12.0,56.0,54.749999999999716,,,0,0.2,30.0
541,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,1.8333333333333344,1,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,55.50000000000793,,,0,1.0,12.0,56.0,53.49999999999943,,,0,0.2,30.0
542,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,1.8333333333333344,1,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,52.24999999999915,,,0,0.2,30.0
543,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,1.8333333333333344,1,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,50.99999999999886,,,0,0.2,30.0
544,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,1.875000000000001,1,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,49.74999999999858,,,0,0.2,30.0
545,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,1.9166666666666679,1,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,48.499999999998295,,,0,0.2,30.0
546,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,1.9583333333333346,1,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,47.24999999999801,,,0,0.2,30.0
547,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,2.0000000000000013,2,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,45.999999999997726,,,0,0.2,30.0
548,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,2.041666666666668,2,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,44.74999999999744,,,0,0.2,30.0
549,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,2.0833333333333344,2,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,43.49999999999716,,,0,0.2,30.0
550,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,2.125000000000001,2,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,42.249999999996874,,,0,0.2,30.0
551,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,40.99999999999659,,,0,0.2,30.0
552,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,2.208333333333334,2,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.31621556657754,39.8798317388366,,,0,0.2,30.0
553,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,2.2500000000000004,2,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,57.19459214040404,38.990475457837135,,,0,0.2,30.0
554,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,2.291666666666667,2,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,58.07296871423054,38.10111917683767,,,0,0.2,30.0
555,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,2.3333333333333335,2,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,58.95134528805704,37.211762895838206,,,0,0.2,30.0
556,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,2.375,2,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,59.82972186188354,36.32240661483874,,,0,0.2,30.0
557,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,60.70809843571004,35.433050333839276,,,0,0.2,30.0
558,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,2.458333333333333,2,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,61.58647500953654,34.543694052839896,,,0,0.2,30.0
559,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,2.4999999999999996,2,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,62.46485158336304,33.654337771840936,,,0,0.2,30.0
560,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,2.541666666666666,2,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,63.34322815718954,32.76498149084197,,,0,0.2,30.0
561,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,2.5833333333333326,2,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,64.22160473101623,31.87562520984293,,,0,0.2,30.0
562,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,2.624999999999999,2,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,65.09998130484344,30.98626892884382,,,0,0.2,30.0
563,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,2.6666666666666656,2,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,65.97835787867065,30.09691264784471,,,0,0.2,30.0
564,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,2.708333333333332,2,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,66.62779382646615,31.16496365304591,,,0,0.2,30.0
565,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,2.7499999999999987,2,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,67.27722977426164,32.23301465824711,,,0,0.2,30.0
566,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,2.791666666666665,2,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,67.92666572205714,33.301065663448306,,,0,0.2,30.0
567,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,2.8333333333333317,2,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,68.57610166985263,34.369116668649504,,,0,0.2,30.0
568,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,2.8749999999999982,2,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,69.22553761764813,35.4371676738507,,,0,0.2,30.0
569,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,2.9166666666666647,2,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,69.87497356544363,36.5052186790519,,,0,0.2,30.0
570,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,2.9583333333333313,2,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,70.52440951323912,37.5732696842531,,,0,0.2,30.0
571,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato,2.999999999999998,2,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,71.17384546103462,38.6413206894543,,,0,0.2,30.0
572,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,71.82328140882954,39.709371694655495,,,0,0.2,30.0
573,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.083333333333331,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,71.89003764799038,40.94296595227361,,,0,0.2,30.0
574,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.1249999999999973,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,71.89916622365998,42.19293261947142,,,0,0.2,30.0
575,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.166666666666664,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,71.90829479932957,43.44289928666923,,,0,0.2,30.0
576,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.2083333333333304,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,71.91742337499916,44.69286595386704,,,0,0.2,30.0
577,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.249999999999997,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,71.92655195066875,45.94283262106485,,,0,0.2,30.0
578,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.2916666666666634,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,71.93568052633834,47.19279928826266,,,0,0.2,30.0
579,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.33333333333333,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,71.94480910200775,48.44276595546047,,,0,0.2,30.0
580,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.3749999999999964,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,71.95393767767663,49.69273262265828,,,0,0.2,30.0
581,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.416666666666663,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,71.96306625334552,50.942699289856094,,,0,0.2,30.0
582,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.4583333333333295,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,71.9721948290144,52.192665957053904,,,0,0.2,30.0
583,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.499999999999996,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,71.98132340468328,53.442632624251715,,,0,0.2,30.0
584,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.5416666666666625,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,71.99045198035216,54.692599291449525,,,0,0.2,30.0
585,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.583333333333329,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,71.90194403362293,55.90288799425852,,,0,0.2,30.0
586,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.6249999999999956,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,71.02346786021806,56.792145894285284,,,0,0.2,30.0
587,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.666666666666662,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,70.1449916868132,57.68140379431205,,,0,0.2,30.0
588,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,69.26651551340834,58.57066169433848,,,0,0.2,30.0
589,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,68.38803934000347,59.459919594364564,,,0,0.2,30.0
590,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,67.50956316659861,60.34917749439063,,,0,0.2,30.0
591,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,66.63108699319375,61.23843539441671,,,0,0.2,30.0
592,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,12.0,65.75261081978888,62.12769329444279,,,0,0.2,30.0
593,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,12.0,64.87413464638402,63.01695119446887,,,0,0.2,30.0
594,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,12.0,63.99565847297916,63.90620909449495,,,0,0.2,30.0
595,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,12.0,63.117182299574296,64.79546699452101,,,0,0.2,30.0
596,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,12.0,62.23870612616943,65.68472489454706,,,0,0.2,30.0
597,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,12.0,61.36022995276457,66.57398279457311,,,0,0.2,30.0
598,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,12.0,60.48175377935971,67.46324069459916,,,0,0.2,30.0
599,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,12.0,59.603277605954844,68.35249859462522,,,0,0.2,30.0
600,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,12.0,58.72480143254998,69.24175649465127,,,0,0.2,30.0
601,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,12.0,57.84632525914512,70.13101439467732,,,0,0.2,30.0
602,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,12.0,56.967849085740255,71.02027229470337,,,0,0.2,30.0
603,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
604,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
605,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
606,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
607,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,plate,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
