tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,b798728e6268c9fe_score,player_e0376b21_x,player_e0376b21_y,player_e0376b21_move_target,player_e0376b21_item,player_e0376b21_score,player_e0376b21_cut_speed,player_e0376b21_speed,player_a0274873_x,player_a0274873_y,player_a0274873_move_target,player_a0274873_item,player_a0274873_score,player_a0274873_cut_speed,player_a0274873_speed
1794,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,84.99999999998818,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1795,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,85.49999999998772,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1796,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,85.99999999998727,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1797,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,86.49999999998681,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1798,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,86.99999999998636,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1799,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,87.4999999999859,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1800,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1801,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1802,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1803,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1804,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1805,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1806,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1807,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1808,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1809,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1810,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1811,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1812,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1813,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1814,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1815,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,87.50000000000045,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1816,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,87.00000000000091,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1817,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,86.50000000000136,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1818,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,86.00000000000182,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1819,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,85.50000000000227,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1820,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,85.00000000000273,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1821,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,84.50000000000318,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1822,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,84.00000000000364,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1823,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,83.50000000000409,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1824,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,83.00000000000455,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1825,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,82.500000000005,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1826,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,82.00000000000546,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1827,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,81.50000000000591,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1828,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,81.00000000000637,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1829,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,80.50000000000682,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1830,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,80.00000000000728,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1831,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,79.50000000000773,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1832,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,79.00000000000819,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1833,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,78.50000000000864,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1834,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,78.0000000000091,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1835,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,77.50000000000955,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1836,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,77.00000000001,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1837,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,76.50000000001046,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1838,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,76.00000000001091,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1839,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,75.50000000001137,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1840,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,75.00000000001182,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1841,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,74.50000000001228,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1842,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,74.00000000001273,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1843,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,73.50000000001319,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1844,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,73.00000000001364,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1845,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.5000000000141,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1846,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.00000000001455,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1847,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,71.500000000015,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1848,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,71.00000000001546,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1849,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,70.50000000001592,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1850,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,70.00000000001637,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1851,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,69.50000000001683,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1852,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,69.00000000001728,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1853,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,68.50000000001774,,tomato,0,1.0,12.0,24.0,41.250000000000284,,,0,0.2,30.0
1854,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,68.00000000001819,,tomato,0,1.0,12.0,24.0,42.50000000000057,,,0,0.2,30.0
1855,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,67.50000000001864,,tomato,0,1.0,12.0,24.0,43.75000000000085,,,0,0.2,30.0
1856,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,67.0000000000191,,tomato,0,1.0,12.0,24.0,45.00000000000114,,,0,0.2,30.0
1857,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,66.50000000001955,,tomato,0,1.0,12.0,24.0,46.25000000000142,,,0,0.2,30.0
1858,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,66.00000000002001,,tomato,0,1.0,12.0,24.0,47.500000000001705,,,0,0.2,30.0
1859,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,65.50000000002046,,tomato,0,1.0,12.0,24.0,48.75000000000199,,,0,0.2,30.0
1860,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,65.00000000002092,,tomato,0,1.0,12.0,24.0,50.000000000002274,,,0,0.2,30.0
1861,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,64.50000000002137,,tomato,0,1.0,12.0,24.0,51.25000000000256,,,0,0.2,30.0
1862,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,64.00000000002183,,tomato,0,1.0,12.0,24.0,52.50000000000284,,,0,0.2,30.0
1863,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,63.50000000002157,,tomato,0,1.0,12.0,24.0,53.750000000003126,,,0,0.2,30.0
1864,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,63.000000000021316,,tomato,0,1.0,12.0,24.0,55.00000000000341,,,0,0.2,30.0
1865,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,62.50000000002106,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1866,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,62.000000000020805,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1867,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,61.50000000002055,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
