tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,93bc35c5d26cef21_score,player_8ad82f58_x,player_8ad82f58_y,player_8ad82f58_move_target,player_8ad82f58_item,player_8ad82f58_score,player_8ad82f58_cut_speed,player_8ad82f58_speed,player_a143bd25_x,player_a143bd25_y,player_a143bd25_move_target,player_a143bd25_item,player_a143bd25_score,player_a143bd25_cut_speed,player_a143bd25_speed
658,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000000221206506,34.33871878496807,,tomato,0,1.0,15.0,65.81281566461865,94.18718433538135,,tomato,0,0.5,30.0
659,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000020783409,33.71371878496793,,tomato,0,1.0,15.0,64.9289321881356,95.0710678118644,,tomato,0,0.5,30.0
660,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000019446168,33.08871878496779,,tomato,0,1.0,15.0,64.04504871165256,95.95495128834744,,tomato,0,0.5,30.0
661,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000018108926,32.46371878496765,,tomato,0,1.0,15.0,63.161165235169506,96.8388347648305,,tomato,0,0.5,30.0
662,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000016771685,31.838718784967504,,tomato,0,1.0,15.0,62.277281758686456,97.72271824131354,,tomato,0,0.5,30.0
663,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000000154344434,31.213718784967362,,tomato,0,1.0,15.0,61.39339828220341,98.6066017177966,,tomato,0,0.5,30.0
664,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000014097202,30.58871878496722,,tomato,0,1.0,15.0,60.50951480572036,99.49048519427964,,tomato,0,0.5,30.0
665,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000000127599606,29.963718784967078,,tomato,0,1.0,15.0,59.62563132923731,100.37436867076269,,tomato,0,0.5,30.0
666,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000011422719,29.338718784966936,,tomato,0,1.0,15.0,58.74174785275426,101.25825214724574,,tomato,0,0.5,30.0
667,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000010085478,28.713718784966794,,tomato,0,1.0,15.0,57.85786437627121,102.14213562372879,,tomato,0,0.5,30.0
668,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000008748236,28.08871878496665,,tomato,0,1.0,15.0,56.97398089978816,103.02601910021184,,tomato,0,0.5,30.0
669,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000007410995,27.46371878496651,,tomato,0,1.0,15.0,56.088805099494266,103.69907880744046,,tomato,0,0.5,30.0
670,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000000060737534,26.838718784966368,,tomato,0,1.0,15.0,55.19415225792085,102.82609754013657,,tomato,0,0.5,30.0
671,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000004736512,26.213718784966225,,tomato,0,1.0,15.0,54.29949941634743,101.95311627283269,,tomato,0,0.5,30.0
672,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000000033992706,25.588718784966083,,tomato,0,1.0,15.0,53.40484657477401,101.0801350055288,,tomato,0,0.5,30.0
673,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000002062014,24.96371878496594,,tomato,0,1.0,15.0,52.510193733200595,100.20715373822492,,tomato,0,0.5,30.0
674,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000000724737,24.3387187849658,,tomato,0,1.0,15.0,51.61554089162718,99.33417247092103,,tomato,0,0.5,30.0
675,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato,0,1.0,15.0,50.72088805005376,98.46119120361715,,tomato,0,0.5,30.0
676,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.0,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,49.82623520848034,97.58820993631326,,tomato,0,0.5,30.0
677,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.041666666666666664,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,48.93158236690692,96.71522866900938,,tomato,0,0.5,30.0
678,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.08333333333333333,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,48.036929525333505,95.84224740170549,,tomato,0,0.5,30.0
679,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.125,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,47.14227668376009,94.96926613440161,,tomato,0,0.5,30.0
680,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.16666666666666666,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,46.24762384218667,94.09628486709772,,tomato,0,0.5,30.0
681,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.20833333333333331,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,45.35297100061325,93.22330359979384,,tomato,0,0.5,30.0
682,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.24999999999999997,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,44.458318159039834,92.35032233248995,,tomato,0,0.5,30.0
683,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.29166666666666663,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,43.563665317466416,91.47734106518607,,tomato,0,0.5,30.0
684,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.3333333333333333,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,42.669012475893,90.60435979788218,,tomato,0,0.5,30.0
685,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.375,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,41.77435963431958,89.7313785305783,,tomato,0,0.5,30.0
686,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.4166666666666667,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.87970679274614,88.85839726327441,,tomato,0,0.5,30.0
687,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.45833333333333337,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.1960703006819,87.89495432175892,,tomato,0,0.5,30.0
688,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.5,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.180652248730304,86.64504941190665,,tomato,0,0.5,30.0
689,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.5416666666666666,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.165234196778705,85.39514450205439,,tomato,0,0.5,30.0
690,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.5833333333333333,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.149816144827106,84.14523959220213,,tomato,0,0.5,30.0
691,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.6249999999999999,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.13439809287551,82.89533468234987,,tomato,0,0.5,30.0
692,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.11898004092391,81.64542977249761,,tomato,0,0.5,30.0
693,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.7083333333333331,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.10356198897231,80.39552486264535,,tomato,0,0.5,30.0
694,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.7499999999999998,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.08814393702077,79.14561995279308,,tomato,0,0.5,30.0
695,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.7916666666666664,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.07272588506953,77.89571504294082,,tomato,0,0.5,30.0
696,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.833333333333333,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.05730783311829,76.64581013308856,,tomato,0,0.5,30.0
697,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.8749999999999997,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.04188978116705,75.3959052232363,,tomato,0,0.5,30.0
698,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.9166666666666663,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.026471729215814,74.14600031338404,,tomato,0,0.5,30.0
699,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.9583333333333329,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.01105367726458,72.89609540353177,,tomato,0,0.5,30.0
700,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.9999999999999996,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.00233740280598,71.64614866015211,,tomato,0,0.5,30.0
701,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.0416666666666663,1,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.002150663338,70.3961486741012,,tomato,0,0.5,30.0
702,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.083333333333333,1,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.00196392387002,69.14614868805029,,tomato,0,0.5,30.0
703,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.1249999999999998,1,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.001777184402044,67.89614870199938,,tomato,0,0.5,30.0
704,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.1666666666666665,1,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.00159044493407,66.64614871594847,,tomato,0,0.5,30.0
705,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.2083333333333333,1,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.00140370546609,65.39614872989756,,tomato,0,0.5,30.0
706,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.25,1,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.00121696599811,64.14614874384665,,tomato,0,0.5,30.0
707,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.2916666666666667,1,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.00103022653013,62.89614875779511,,tomato,0,0.5,30.0
708,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.000843487062156,61.64614877174349,,tomato,0,0.5,30.0
709,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.3750000000000002,1,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.00065674759439,60.39614878569187,,tomato,0,0.5,30.0
710,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.416666666666667,1,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.00047000812677,59.14614879964025,,tomato,0,0.5,30.0
711,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333337,1,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.000283268659146,57.89614881358863,,tomato,0,0.5,30.0
712,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.5000000000000004,1,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.000096529191524,56.64614882753701,,tomato,0,0.5,30.0
713,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.5416666666666672,1,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.000027855578296,55.39614883255961,,tomato,0,0.5,30.0
714,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.583333333333334,1,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.000025594008164,54.14614883256146,,tomato,0,0.5,30.0
715,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.6250000000000007,1,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.00002333243803,52.896148832563306,,tomato,0,0.5,30.0
716,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.6666666666666674,1,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.0000210708679,51.64614883256515,,tomato,0,0.5,30.0
717,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.7083333333333341,1,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.00001880929777,50.396148832567,,tomato,0,0.5,30.0
718,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.7500000000000009,1,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.00001654772764,49.14614883256885,,tomato,0,0.5,30.0
719,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.7916666666666676,1,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.00001428615751,47.896148832570695,,tomato,0,0.5,30.0
720,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.8333333333333344,1,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.000012024587235,46.64614883257254,,tomato,0,0.5,30.0
721,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.875000000000001,1,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.00000976301675,45.39614883257439,,tomato,0,0.5,30.0
722,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.9166666666666679,1,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.00000750144626,44.14614883257624,,tomato,0,0.5,30.0
723,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.9583333333333346,1,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.000005239875776,42.896148832578085,,tomato,0,0.5,30.0
724,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.0000000000000013,2,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.00000297830529,41.64614883257993,,tomato,0,0.5,30.0
725,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.041666666666668,2,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,40.0000007167348,40.39614883258178,,tomato,0,0.5,30.0
726,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.0833333333333344,2,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,39.262075228113844,39.44917727537116,,tomato,0,0.5,30.0
727,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.125000000000001,2,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,38.38359293434041,38.55992542154865,,tomato,0,0.5,30.0
728,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.1666666666666674,2,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,37.50511064056698,37.67067356772613,,tomato,0,0.5,30.0
729,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,36.62662834679355,36.78142171390362,,tomato,0,0.5,30.0
730,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.2500000000000004,2,3,2,tomato,3,3,tomato,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,35.74814605302012,35.892169860081104,,tomato,0,0.5,30.0
