tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,6cd460573c624b6b_score,player_b3228c38_x,player_b3228c38_y,player_b3228c38_move_target,player_b3228c38_item,player_b3228c38_score,player_b3228c38_cut_speed,player_b3228c38_speed,player_43f6ad55_x,player_43f6ad55_y,player_43f6ad55_move_target,player_43f6ad55_item,player_43f6ad55_score,player_43f6ad55_cut_speed,player_43f6ad55_speed
452,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.96825400699608,72.03168712649763,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
453,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.3218080466914,71.67813438500794,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
454,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.67536208638673,71.32458164351824,,,0,1.0,12.0,103.11611652351695,24.88388347648305,,plate,0,0.2,30.0
455,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.02891612608205,70.97102890202855,,,0,1.0,12.0,102.2322330470339,25.7677669529661,,plate,0,0.2,30.0
456,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.38247016577738,70.61747616053886,,,0,1.0,12.0,101.34834957055085,26.65165042944915,,plate,0,0.2,30.0
457,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.7360242054727,70.26392341904916,,,0,1.0,12.0,100.4644660940678,27.535533905932198,,plate,0,0.2,30.0
458,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.08957824516803,69.91037067755947,,,0,1.0,12.0,99.58058261758475,28.419417382415247,,plate,0,0.2,30.0
459,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.44313228486335,69.55681793606978,,,0,1.0,12.0,98.6966991411017,29.303300858898297,,plate,0,0.2,30.0
460,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.79668632455868,69.20326519458008,,,0,1.0,12.0,97.81281566461865,30.187184335381346,,plate,0,0.2,30.0
461,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.150240364254,68.84971245309039,,,0,1.0,12.0,96.9289321881356,31.071067811864395,,plate,0,0.2,30.0
462,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.50379440394933,68.4961597116007,,,0,1.0,12.0,96.04504871165256,31.954951288347445,,plate,0,0.2,30.0
463,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.85734844364465,68.142606970111,,,0,1.0,12.0,95.1611652351695,32.838834764830494,,plate,0,0.2,30.0
464,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.21090248333998,67.78905422862131,,,0,1.0,12.0,94.27728175868646,33.722718241313544,,plate,0,0.2,30.0
465,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.5644565230353,67.43550148713162,,,0,1.0,12.0,93.3933982822034,34.60660171779659,,plate,0,0.2,30.0
466,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.91801056273063,67.08194874564192,,,0,1.0,12.0,92.50951480572036,35.49048519427964,,plate,0,0.2,30.0
467,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.27156460242595,66.72839600415165,,,0,1.0,12.0,91.62563132923731,36.37436867076269,,plate,0,0.2,30.0
468,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.62511864212128,66.37484326266087,,,0,1.0,12.0,90.74174785275426,37.25825214724574,,plate,0,0.2,30.0
469,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.9786726818166,66.0212905211701,,,0,1.0,12.0,89.85786437627121,38.14213562372879,,plate,0,0.2,30.0
470,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.33222672151193,65.66773777967931,,,0,1.0,12.0,88.97398089978816,39.02601910021184,,plate,0,0.2,30.0
471,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.68578076120725,65.31418503818854,,,0,1.0,12.0,88.09009742330511,39.90990257669489,,plate,0,0.2,30.0
472,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.03933480090258,64.96063229669777,,,0,1.0,12.0,87.20621394682206,40.79378605317794,,plate,0,0.2,30.0
473,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.3928888405979,64.607079555207,,,0,1.0,12.0,86.32233047033901,41.67766952966099,,plate,0,0.2,30.0
474,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.74644288029323,64.2535268137162,,,0,1.0,12.0,85.43844699385596,42.56155300614404,,plate,0,0.2,30.0
475,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.09999691998856,63.89997407222554,,,0,1.0,12.0,84.55456351737291,43.44543648262709,,plate,0,0.2,30.0
476,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.45355095968388,63.546421330735136,,,0,1.0,12.0,83.67068004088986,44.32931995911014,,plate,0,0.2,30.0
477,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.8071049993792,63.19286858924473,,,0,1.0,12.0,82.78679656440681,45.213203435593186,,plate,0,0.2,30.0
478,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.16065903907453,62.83931584775433,,,0,1.0,12.0,81.90291308792376,46.097086912076236,,plate,0,0.2,30.0
479,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.51421307876986,62.485763106263924,,,0,1.0,12.0,81.01902961144071,46.980970388559285,,plate,0,0.2,30.0
480,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.86776711846518,62.13221036477352,,,0,1.0,12.0,80.13514613495767,47.864853865042335,,plate,0,0.2,30.0
481,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.2213211581605,61.77865762328312,,,0,1.0,12.0,79.25126265847462,48.748737341525384,,plate,0,0.2,30.0
482,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.57487519785583,61.42510488179271,,,0,1.0,12.0,78.36737918199157,49.632620818008434,,plate,0,0.2,30.0
483,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.92842923755116,61.07155214030231,,,0,1.0,12.0,77.48349570550852,50.51650429449148,,plate,0,0.2,30.0
484,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.28198327724648,60.717999398811905,,,0,1.0,12.0,76.59961222902547,51.40038777097453,,plate,0,0.2,30.0
485,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.63553731694181,60.3644466573215,,,0,1.0,12.0,75.71572875254242,52.28427124745758,,plate,0,0.2,30.0
486,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.98909135663713,60.0108939158311,,,0,1.0,12.0,74.83184527605937,53.16815472394063,,plate,0,0.2,30.0
487,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.34264539633246,59.657341174340694,,,0,1.0,12.0,73.94796179957632,54.05203820042368,,plate,0,0.2,30.0
488,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.69619943602778,59.30378843285029,,,0,1.0,12.0,73.06407832309327,54.93592167690673,,plate,0,0.2,30.0
489,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.04975347572311,58.950235691359886,,,0,1.0,12.0,72.18019484661022,55.81980515338978,,plate,0,0.2,30.0
490,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.40330751541768,58.59668294986948,,,0,1.0,12.0,71.29631137012717,56.70368862987283,,plate,0,0.2,30.0
491,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.75686155511195,58.24313020837908,,,0,1.0,12.0,70.41242789364412,57.58757210635588,,plate,0,0.2,30.0
492,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.11041559480624,57.889577466888674,,,0,1.0,12.0,69.52854441716107,58.47145558283893,,plate,0,0.2,30.0
493,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.46396963450051,57.53602472539827,,,0,1.0,12.0,68.64466094067802,59.35533905932198,,plate,0,0.2,30.0
494,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.81752367419479,57.18247198390787,,,0,1.0,12.0,67.76077746419497,60.23922253580503,,plate,0,0.2,30.0
495,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.17107771388906,56.82891924241746,,,0,1.0,12.0,66.87689398771192,61.123106012288076,,plate,0,0.2,30.0
496,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.52463175358335,56.47536650092706,,,0,1.0,12.0,65.99301051122887,62.006989488771126,,plate,0,0.2,30.0
497,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.80175911766466,56.08960371107492,,,0,1.0,12.0,65.10912703474582,62.890872965254175,,plate,0,0.2,30.0
498,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.80791917730002,55.58964165884937,,,0,1.0,12.0,64.22524355826278,63.774756441737225,,plate,0,0.2,30.0
499,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.81407923693538,55.08967960662381,,,0,1.0,12.0,63.341360081779726,64.65863991822027,,plate,0,0.2,30.0
500,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.82023929657075,54.589717554398256,,,0,1.0,12.0,62.45747660529668,65.54252339470332,,plate,0,0.2,30.0
501,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.82639935620611,54.0897555021727,,,0,1.0,12.0,61.57359312881363,66.42640687118637,,plate,0,0.2,30.0
502,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.83255941584147,53.589793449947145,,,0,1.0,12.0,60.68970965233058,67.31029034766942,,plate,0,0.2,30.0
503,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.83871947547684,53.08983139772159,,,0,1.0,12.0,59.80582617584753,68.19417382415247,,plate,0,0.2,30.0
504,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.8448795351122,52.589869345496034,,,0,1.0,12.0,58.92194269936448,69.07805730063552,,plate,0,0.2,30.0
505,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.85103959474756,52.08990729327048,,,0,1.0,12.0,58.03805922288143,69.96194077711857,,plate,0,0.2,30.0
506,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.85719965438292,51.58994524104492,,,0,1.0,12.0,57.15417574639838,70.84582425360162,,plate,0,0.2,30.0
507,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.86335971401829,51.08998318881937,,,0,1.0,12.0,56.27029226991533,71.72970773008467,,plate,0,0.2,30.0
508,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.86951977365365,50.59002113659381,,,0,1.0,12.0,56.0,72.0,,plate,0,0.2,30.0
509,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.87567983328901,50.09005908436826,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
510,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.88183989292438,49.5900970321427,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
511,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.88799995255974,49.090134979917146,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
512,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.8941600121951,48.59017292769159,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
513,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.90032007183046,48.090210875466035,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
514,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.90648013146583,47.59024882324048,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
515,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.91264019110119,47.090286771014924,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
516,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.91880025073655,46.59032471878937,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
517,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.92496031037192,46.09036266656381,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
518,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.93112037000728,45.59040061433826,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
519,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.93728042964264,45.0904385621127,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
520,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.943440489278,44.59047650988715,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
521,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.94960054891337,44.09051445766159,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
522,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.95576060854873,43.590552405436036,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
523,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.96192066818408,43.09059035321048,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
524,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.96808072781873,42.590628300984925,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
525,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.97424078745338,42.09066624875937,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
526,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.98040084708803,41.590704196533814,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
527,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.9865609067227,41.09074214430826,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
528,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.99272096635735,40.5907800920827,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
529,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0713863370171,40.12111924887766,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
530,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.42280978248552,39.765448668178365,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
531,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.77423322795393,39.40977808747907,,,0,1.0,12.0,56.88388347648305,71.11611652351695,,,0,0.2,30.0
532,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.12565667342234,39.05410750677977,,,0,1.0,12.0,57.7677669529661,70.2322330470339,,,0,0.2,30.0
533,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.47708011889075,38.698436926080475,,,0,1.0,12.0,58.65165042944915,69.34834957055085,,,0,0.2,30.0
