tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,1e0820810043726d_score,player_ee722195_x,player_ee722195_y,player_ee722195_move_target,player_ee722195_item,player_ee722195_score,player_ee722195_cut_speed,player_ee722195_speed,player_b9d95bf8_x,player_b9d95bf8_y,player_b9d95bf8_move_target,player_b9d95bf8_item,player_b9d95bf8_score,player_b9d95bf8_cut_speed,player_b9d95bf8_speed
700,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.99999999999636,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
701,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.49999999999591,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
702,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.99999999999545,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
703,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.499999999995,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
704,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.99999999999454,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
705,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.49999999999409,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
706,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.99999999999363,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
707,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.49999999999318,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
708,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.99999999999272,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
709,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.49999999999227,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
710,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.99999999999181,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
711,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.49999999999136,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
712,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.9999999999909,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
713,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.49999999999045,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
714,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.99999999999,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
715,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.49999999998954,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
716,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.99999999998909,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
717,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.49999999998863,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
718,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.99999999998818,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
719,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.49999999998772,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
720,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.99999999998727,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
721,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.49999999998681,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
722,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.99999999998636,24.0,,tomato,0,1.0,12.0,103.11611652351695,24.88388347648305,,plate,0,0.2,30.0
723,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.4999999999859,24.0,,tomato,0,1.0,12.0,102.2322330470339,25.7677669529661,,plate,0,0.2,30.0
724,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,101.34834957055085,26.65165042944915,,plate,0,0.2,30.0
725,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,100.4644660940678,27.535533905932198,,plate,0,0.2,30.0
726,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,99.58058261758475,28.419417382415247,,plate,0,0.2,30.0
727,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,98.6966991411017,29.303300858898297,,plate,0,0.2,30.0
728,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,97.81281566461865,30.187184335381346,,plate,0,0.2,30.0
729,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,96.9289321881356,31.071067811864395,,plate,0,0.2,30.0
730,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,96.04504871165256,31.954951288347445,,plate,0,0.2,30.0
731,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,95.1611652351695,32.838834764830494,,plate,0,0.2,30.0
732,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,94.27728175868646,33.722718241313544,,plate,0,0.2,30.0
733,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,93.3933982822034,34.60660171779659,,plate,0,0.2,30.0
734,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,92.50951480572036,35.49048519427964,,plate,0,0.2,30.0
735,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,91.62563132923731,36.37436867076269,,plate,0,0.2,30.0
736,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,90.74174785275426,37.25825214724574,,plate,0,0.2,30.0
737,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,89.85786437627121,38.14213562372879,,plate,0,0.2,30.0
738,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,88.97398089978816,39.02601910021184,,plate,0,0.2,30.0
739,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,88.19434681531624,39.95382555869017,,plate,0,0.2,30.0
740,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,88.17920827225925,41.203733885133886,,plate,0,0.2,30.0
741,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,88.16406972920225,42.4536422115776,,plate,0,0.2,30.0
742,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,88.14893118614526,43.70355053802132,,plate,0,0.2,30.0
743,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,88.13379264308827,44.953458864465034,,plate,0,0.2,30.0
744,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,88.11865410003128,46.20336719090875,,plate,0,0.2,30.0
745,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,88.10351555697429,47.453275517352466,,plate,0,0.2,30.0
746,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,88.0883770139173,48.70318384379618,,plate,0,0.2,30.0
747,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,88.0732384708603,49.9530921702399,,plate,0,0.2,30.0
748,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,88.05809992780331,51.203000496683615,,plate,0,0.2,30.0
749,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,88.04296138474632,52.45290882312733,,plate,0,0.2,30.0
750,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,88.02782284168917,53.70281714957105,,plate,0,0.2,30.0
751,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,88.01268429863147,54.95272547601476,,plate,0,0.2,30.0
752,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,87.72126494341975,56.08721304982993,,plate,0,0.2,30.0
753,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,86.84274886238072,56.97643152430942,,plate,0,0.2,30.0
754,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,85.96423278134168,57.86564999878891,,plate,0,0.2,30.0
755,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,85.08571670030264,58.7548684732684,,plate,0,0.2,30.0
756,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,84.2072006192636,59.644086947747894,,plate,0,0.2,30.0
757,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,83.32868453822456,60.533305422227386,,plate,0,0.2,30.0
758,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,82.45016845718553,61.42252389670688,,plate,0,0.2,30.0
759,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,81.57165237614649,62.31174237118637,,plate,0,0.2,30.0
760,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,80.69313629510745,63.20096084566586,,plate,0,0.2,30.0
761,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,79.81462021406841,64.09017932014535,,plate,0,0.2,30.0
762,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,78.93610413302937,64.97939779462484,,plate,0,0.2,30.0
763,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,78.05758805199034,65.86861626910434,,plate,0,0.2,30.0
764,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,77.1790719709513,66.75783474358383,,plate,0,0.2,30.0
765,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,76.30055588991226,67.64705321806332,,plate,0,0.2,30.0
766,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,75.42203980887322,68.53627169254281,,plate,0,0.2,30.0
767,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,74.54352372783418,69.4254901670223,,plate,0,0.2,30.0
768,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,73.66500764679418,70.3147086415018,,plate,0,0.2,30.0
769,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,72.78649156575383,71.20392711598129,,plate,0,0.2,30.0
770,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.64644660940678,24.35355339059322,,tomato,0,1.0,12.0,71.90627804155518,72.09145851305374,,plate,0,0.2,30.0
771,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.29289321881356,24.70710678118644,,tomato,0,1.0,12.0,71.02245745064515,72.97540487063623,,plate,0,0.2,30.0
772,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.93933982822034,25.06066017177966,,tomato,0,1.0,12.0,70.13863685973512,73.85935122821871,,plate,0,0.2,30.0
773,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.58578643762712,25.41421356237288,,tomato,0,1.0,12.0,69.25481626882508,74.7432975858012,,plate,0,0.2,30.0
774,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.2322330470339,25.7677669529661,,tomato,0,1.0,12.0,68.37099567791455,75.62724394338369,,plate,0,0.2,30.0
775,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.87867965644068,26.12132034355932,,tomato,0,1.0,12.0,67.48717508700315,76.51119030096618,,plate,0,0.2,30.0
776,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.52512626584746,26.47487373415254,,tomato,0,1.0,12.0,66.60335449609175,77.39513665854867,,plate,0,0.2,30.0
777,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.17157287525424,26.828427124745758,,tomato,0,1.0,12.0,65.71953390518036,78.27908301613115,,plate,0,0.2,30.0
778,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.81801948466102,27.181980515338978,,tomato,0,1.0,12.0,64.83571331426894,79.16302937371364,,plate,0,0.2,30.0
779,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.4644660940678,27.535533905932198,,tomato,0,1.0,12.0,63.95189272335759,80.04697573129613,,plate,0,0.2,30.0
780,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.11091270347458,27.889087296525418,,tomato,0,1.0,12.0,63.068072132446844,80.93092208887862,,plate,0,0.2,30.0
781,0,1,,0,2,tomato,1.799999999999996,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.75735931288136,28.242640687118637,,tomato,0,1.0,12.0,62.1842515415361,81.81486844646045,,plate,0,0.2,30.0
