tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,d6ce564be7313bda_score,player_54c8d17c_x,player_54c8d17c_y,player_54c8d17c_move_target,player_54c8d17c_item,player_54c8d17c_score,player_54c8d17c_cut_speed,player_54c8d17c_speed,player_2b65cc1d_x,player_2b65cc1d_y,player_2b65cc1d_move_target,player_2b65cc1d_item,player_2b65cc1d_score,player_2b65cc1d_cut_speed,player_2b65cc1d_speed
1291,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,47.91783330824504,96.08332333073662,,,1,1.0,30.0,64.65677184280884,47.235018509156845,,tomato,1,1.0,30.0
1292,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,47.03388527044931,96.96714224119177,,,1,1.0,30.0,63.77839526898218,48.12437479015631,,tomato,1,1.0,30.0
1293,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,46.14993723265358,97.85096115164691,,,1,1.0,30.0,62.90001869515568,49.013731071155775,,tomato,1,1.0,30.0
1294,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,45.26598919485785,98.73478006210206,,,1,1.0,30.0,62.02164212132918,49.90308735215524,,tomato,1,1.0,30.0
1295,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,44.38204115706212,99.61859897255721,,,1,1.0,30.0,61.14326554750268,50.792443633154704,,tomato,1,1.0,30.0
1296,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,43.498093119266386,100.50241788301236,,,1,1.0,30.0,60.26488897367618,51.68179991415417,,tomato,1,1.0,30.0
1297,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,42.61414508147066,101.3862367934675,,,1,1.0,30.0,59.38651239984968,52.57115619515362,,tomato,1,1.0,30.0
1298,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,41.73019704367493,102.27005570392265,,,1,1.0,30.0,58.50813582602318,53.46051247615258,,tomato,1,1.0,30.0
1299,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.846249005879194,103.1538746143778,,,1,1.0,30.0,57.62975925219668,54.34986875715155,,tomato,1,1.0,30.0
1300,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,39.959575173784,103.58086661253756,,,1,1.0,30.0,56.75138267837018,55.23922503815051,,tomato,1,1.0,30.0
1301,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,39.065143311759556,102.70765893724123,,,1,1.0,30.0,56.0,56.0,,tomato,1,1.0,30.0
1302,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,38.17071144973511,101.8344512619449,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1303,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,37.27627958771066,100.96124358664858,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1304,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,36.381847725686214,100.08803591135225,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1305,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,35.48741586366177,99.21482823605629,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1306,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,34.59298400163732,98.34162056076084,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1307,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,33.69855213961287,97.4684128854654,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1308,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,32.804120277588424,96.59520521016995,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1309,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,31.909688415563977,95.72199753487449,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1310,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,31.01525655353953,94.84878985957904,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1311,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,30.120824691515082,93.97558218428358,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1312,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,29.226392829490635,93.10237450898813,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1313,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,28.331960967466188,92.22916683369269,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1314,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,27.43752910544174,91.35595915839724,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1315,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,26.543097243417293,90.48275148310178,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1316,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,25.648665381392846,89.60954380780633,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1317,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.754233519368398,88.73633613251087,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1318,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.193829399542572,87.71998347732092,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1319,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.1784179117251,86.47007848651369,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1320,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.163006423907625,85.22017349570645,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1321,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.14759493609015,83.97026850489921,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1322,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.132183448272677,82.72036351409197,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1323,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.11677196045516,81.47045852328473,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1324,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.101360472637502,80.2205535324775,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1325,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.085948984819844,78.97064854167026,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1326,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.07053749700218,77.72074355086302,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1327,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.055126009184523,76.47083856005578,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1328,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.039714521366864,75.22093356924854,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1329,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.024303033549206,73.9710285784413,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1330,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.008891545731544,72.72112358763407,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1331,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.00231044998542,71.47116349957973,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1332,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.002123776084133,70.22116351351887,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1333,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.00193710218273,68.97116352745802,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1334,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.001750428281326,67.72116354139716,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1335,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.001563754379923,66.4711635553363,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1336,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.00137708047852,65.22116356927545,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1337,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.001190406577116,63.97116358321459,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1338,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.001003732675713,62.72116359715373,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1339,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.00081705877431,61.47116361109288,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1340,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.000630384872906,60.22116362503202,,,1,1.0,30.0,56.0,56.0,,,1,1.0,30.0
1341,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.000443710971503,58.97116363897116,,,1,1.0,30.0,56.88388347648305,55.11611652351695,,,1,1.0,30.0
1342,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0002570370701,57.721163652910306,,,1,1.0,30.0,57.7677669529661,54.2322330470339,,,1,1.0,30.0
1343,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.000070363168696,56.47116366684945,,,1,1.0,30.0,58.65165042944915,53.34834957055085,,,1,1.0,30.0
1344,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.000027531373124,55.2211636699175,,,1,1.0,30.0,59.5355339059322,52.4644660940678,,,1,1.0,30.0
1345,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.000025270427916,53.97116366991935,,,1,1.0,30.0,60.41941738241525,51.58058261758475,,,1,1.0,30.0
1346,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.000023009482707,52.7211636699212,,,1,1.0,30.0,61.3033008588983,50.6966991411017,,,1,1.0,30.0
1347,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.000020748537498,51.471163669923044,,,1,1.0,30.0,62.187184335381346,49.812815664618654,,,1,1.0,30.0
1348,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.00001848759229,50.22116366992489,,,1,1.0,30.0,63.071067811864395,48.928932188135605,,,1,1.0,30.0
1349,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.00001622664708,48.97116366992674,,,1,1.0,30.0,63.954951288347445,48.045048711652555,,,1,1.0,30.0
1350,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.00001396570187,47.721163669928586,,,1,1.0,30.0,64.8388347648305,47.161165235169506,,,1,1.0,30.0
1351,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.000011704756663,46.471163669930434,,,1,1.0,30.0,65.72271824131354,46.277281758686456,,,1,1.0,30.0
1352,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.000009443811454,45.22116366993228,,,1,1.0,30.0,66.6066017177966,45.39339828220341,,,1,1.0,30.0
1353,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.000007182866245,43.97116366993413,,,1,1.0,30.0,67.49048519427964,44.50951480572036,,,1,1.0,30.0
1354,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.00000492192118,42.721163669935976,,,1,1.0,30.0,68.37436867076269,43.62563132923731,,,1,1.0,30.0
1355,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.00000266097615,41.47116366993782,,,1,1.0,30.0,69.25825214724574,42.74174785275426,,,1,1.0,30.0
1356,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.00000040003112,40.22116366993967,,,1,1.0,30.0,70.14213562372879,41.85786437627121,,,1,1.0,30.0
1357,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,1,1.0,30.0,71.02601910021184,40.97398089978816,,,1,1.0,30.0
1358,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,1,1.0,30.0,71.95382555869026,40.19434681531624,,,1,1.0,30.0
1359,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,1,1.0,30.0,73.20373388513468,40.179208272259245,,,1,1.0,30.0
1360,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,1,1.0,30.0,74.45364221157911,40.164069729202254,,,1,1.0,30.0
1361,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,1,1.0,30.0,75.70355053802353,40.14893118614526,,,1,1.0,30.0
1362,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,1,1.0,30.0,76.95345886446796,40.13379264308827,,,1,1.0,30.0
1363,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,1,1.0,30.0,78.20336719091239,40.11865410003128,,,1,1.0,30.0
1364,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,1,1.0,30.0,79.45327551735681,40.10351555697429,,,1,1.0,30.0
1365,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,1,1.0,30.0,80.70318384380124,40.088377013917295,,,1,1.0,30.0
1366,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.416666666666663,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,1,1.0,30.0,81.95309217024567,40.0732384708603,,,1,1.0,30.0
