tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,91e0f7087dd7e64b_score,player_a33720bc_x,player_a33720bc_y,player_a33720bc_move_target,player_a33720bc_item,player_a33720bc_score,player_a33720bc_cut_speed,player_a33720bc_speed,player_59c4b247_x,player_59c4b247_y,player_59c4b247_move_target,player_59c4b247_item,player_59c4b247_score,player_59c4b247_cut_speed,player_59c4b247_speed
1131,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,54.62500000000696,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1132,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,55.250000000007105,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1133,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,55.87500000000725,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1134,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.50000000000739,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1135,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,57.12500000000753,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1136,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,57.750000000007674,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1137,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,58.375000000007816,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1138,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,59.00000000000796,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1139,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,59.6250000000081,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1140,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,60.25000000000824,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1141,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,60.875000000008384,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1142,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,61.50000000000853,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1143,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,62.12500000000867,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1144,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,62.75000000000881,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1145,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,63.37500000000895,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1146,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,64.0000000000091,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1147,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,64.62500000000853,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1148,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,65.25000000000796,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1149,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,65.87500000000739,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1150,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,66.50000000000682,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1151,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,67.12500000000625,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1152,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,67.75000000000568,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1153,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,68.37500000000512,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1154,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,69.00000000000455,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1155,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,69.62500000000398,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1156,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,70.25000000000341,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1157,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,70.87500000000284,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1158,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,71.50000000000227,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1159,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,72.1250000000017,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1160,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,72.75000000000114,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1161,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,73.37500000000057,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1162,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,74.0,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1163,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,74.62499999999943,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1164,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,75.24999999999886,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1165,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,75.8749999999983,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1166,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,76.49999999999773,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1167,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,77.12499999999716,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1168,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,77.74999999999659,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1169,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,78.37499999999602,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1170,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,78.99999999999545,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1171,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,79.62499999999488,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1172,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,80.24999999999432,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1173,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,80.87499999999375,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1174,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,81.49999999999318,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1175,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,82.12499999999261,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1176,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,82.74999999999204,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1177,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,83.37499999999147,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1178,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,83.9999999999909,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1179,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,84.62499999999034,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1180,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,85.24999999998977,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1181,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,85.8749999999892,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1182,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,86.49999999998863,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1183,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,87.12499999998806,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1184,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,87.7499999999875,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1185,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,88.0,,tomato_cut,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1186,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,88.0,,,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1187,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,88.0,,,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1188,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,88.0,,,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1189,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,88.0,,,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1190,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,88.0,,,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1191,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,88.0,,,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1192,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,88.0,,,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1193,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,88.0,,,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1194,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,88.0,,,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1195,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,88.0,,,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1196,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,88.0,,,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1197,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,88.0,,,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1198,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,88.0,,,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1199,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,88.0,,,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
1200,0,1,,0,2,,0,3,,1,0,None_cut,3.6249999999999956,3,2,0,None_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,88.0,,,0,1.0,15.0,104.0,40.0,,,1,0.5,30.0
