tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,fe91304808d4b13e_score,player_33813f04_x,player_33813f04_y,player_33813f04_move_target,player_33813f04_item,player_33813f04_score,player_33813f04_cut_speed,player_33813f04_speed,player_893a980b_x,player_893a980b_y,player_893a980b_move_target,player_893a980b_item,player_893a980b_score,player_893a980b_cut_speed,player_893a980b_speed,8100ec429f0080c6_score,d8563a256e29ba24_message,c2875acddb397d2c_score
2371,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,28.883773750475342,124.7448209223603,,,0,1.0,30.0,24.0,29.9999999999983,,tomato_cut,0,1.0,30.0,,,
2372,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,29.762150324301842,125.63417720335906,,,0,1.0,30.0,24.0,28.74999999999837,,tomato_cut,0,1.0,30.0,,,
2373,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,30.640526898128343,126.52353348435781,,,0,1.0,30.0,24.0,27.49999999999844,,tomato_cut,0,1.0,30.0,,,
2374,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,31.518903471954843,127.41288976535657,,,0,1.0,30.0,24.0,26.24999999999851,,tomato_cut,0,1.0,30.0,,,
2375,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,32.39728004578134,128.30224604635532,,,0,1.0,30.0,24.0,24.999999999998582,,tomato_cut,0,1.0,30.0,,,
2376,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,33.275656619607844,129.19160232735408,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2377,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,34.154033193434344,130.08095860835283,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2378,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,35.032409767260845,130.97031488935158,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2379,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,35.910786341087345,131.85967117035034,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2380,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,36.789162914913845,132.7490274513491,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2381,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,37.6675394887403,133.63838373234785,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2382,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,38.54591606256609,134.5277400133466,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2383,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,39.42429263639188,135.4170962943456,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2384,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.31160837697216,135.31936371188277,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2385,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,41.20594774857382,134.4460613081274,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2386,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,42.10028712017548,133.57275890437205,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2387,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,42.994626491777574,132.6994565006167,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2388,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,43.888965863379944,131.82615409686142,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2389,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,44.783305234982315,130.95285169310716,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2390,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,45.677644606584686,130.07954928935294,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2391,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,46.571983978187056,129.20624688559872,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2392,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,47.46632334978943,128.3329444818445,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2393,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,48.3606627213918,127.45964207809044,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2394,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,49.25500209299417,126.5863396743365,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2395,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,50.14934146459653,125.71303727058256,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2396,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,51.04368083619848,124.83973486682862,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2397,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,51.93802020780044,123.96643246307468,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2398,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,52.83235957940239,123.09313005932074,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2399,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,53.72669895100435,122.2198276555668,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2400,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,54.6210383226063,121.34652525181286,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2401,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.515377694208254,120.47322284805892,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2402,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.811981164397025,119.3438298868661,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2403,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.82729715156782,118.09392372217263,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2404,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.84261313873861,116.84401755747916,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2405,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.85792912590941,115.59411139278569,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2406,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.8732451130802,114.34420522809222,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2407,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.888561100250996,113.09429906339875,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2408,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.90387708742179,111.84439289870528,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2409,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.919193074592584,110.59448673401181,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2410,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.93450906176338,109.34458056931834,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2411,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.94982504893417,108.09467440462487,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2412,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.96514103610497,106.8447682399314,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2413,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.98045702327576,105.59486207523793,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2414,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.995773010446904,104.34495591054446,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2415,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99777320019492,103.09496718275005,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2416,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99795759938524,101.84496719635098,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2417,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.998141998575555,100.5949672099519,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2418,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99832639776587,99.34496722355283,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2419,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99851079695619,98.09496723715375,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2420,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99869519614651,96.84496725075468,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2421,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.998879595336824,95.5949672643556,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2422,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99906399452714,94.34496727795653,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2423,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99924839371746,93.09496729155745,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2424,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999432792907776,91.84496730515838,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2425,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99961719209809,90.5949673187593,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2426,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99980159128841,89.34496733236023,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2427,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99997141613836,88.09496734487328,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2428,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99997363607637,86.84496734487584,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2429,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99997585601438,85.5949673448784,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2430,train,True,0,1,tomato_cut,4.0,3,0,2,None_cut,3.2916666666666634,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99997807595239,84.34496734488096,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
