tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,2b3135bf58414cb7_score,player_1b1a764a_x,player_1b1a764a_y,player_1b1a764a_move_target,player_1b1a764a_item,player_1b1a764a_score,player_1b1a764a_cut_speed,player_1b1a764a_speed,player_75861fb8_x,player_75861fb8_y,player_75861fb8_move_target,player_75861fb8_item,player_75861fb8_score,player_75861fb8_cut_speed,player_75861fb8_speed
467,0,1,,0,2,tomato,1.0499999999999987,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.63603896932204,30.363961030677956,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
468,0,1,,0,2,tomato,1.058333333333332,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.28248557872882,30.717514421271176,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
469,0,1,,0,2,tomato,1.0666666666666653,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.9289321881356,31.071067811864395,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
470,0,1,,0,2,tomato,1.0749999999999986,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.57537879754238,31.424621202457615,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
471,0,1,,0,2,tomato,1.083333333333332,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.22182540694916,31.778174593050835,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
472,0,1,,0,2,tomato,1.0916666666666652,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.868272016355945,32.131727983644055,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
473,0,1,,0,2,tomato,1.0999999999999985,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.514718625762725,32.485281374237275,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
474,0,1,,0,2,tomato,1.1083333333333318,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.161165235169506,32.838834764830494,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
475,0,1,,0,2,tomato,1.1166666666666651,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.807611844576286,33.192388155423714,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
476,0,1,,0,2,tomato,1.1249999999999984,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.454058453983066,33.545941546016934,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
477,0,1,,0,2,tomato,1.1333333333333317,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.100505063389846,33.899494936610154,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
478,0,1,,0,2,tomato,1.141666666666665,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.74695167279663,34.25304832720337,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
479,0,1,,0,2,tomato,1.1499999999999984,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.39339828220341,34.60660171779659,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
480,0,1,,0,2,tomato,1.1583333333333317,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.03984489161019,34.96015510838981,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
481,0,1,,0,2,tomato,1.166666666666665,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.68629150101697,35.31370849898303,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
482,0,1,,0,2,tomato,1.1749999999999983,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.33273811042375,35.66726188957625,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
483,0,1,,0,2,tomato,1.1833333333333316,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.97918471983053,36.02081528016947,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
484,0,1,,0,2,tomato,1.1916666666666649,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.62563132923731,36.37436867076269,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
485,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.27207793864409,36.72792206135591,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
486,0,1,,0,2,tomato,1.2083333333333315,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.91852454805087,37.08147545194913,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
487,0,1,,0,2,tomato,1.2083333333333315,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.56497115745765,37.43502884254235,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
488,0,1,,0,2,tomato,1.2083333333333315,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.21141776686443,37.78858223313557,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
489,0,1,,0,2,tomato,1.2083333333333315,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.85786437627121,38.14213562372879,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
490,0,1,,0,2,tomato,1.2083333333333315,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.50431098567799,38.49568901432201,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
491,0,1,,0,2,tomato,1.2166666666666648,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.15075759508477,38.84924240491523,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
492,0,1,,0,2,tomato,1.224999999999998,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.79720420449155,39.20279579550845,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
493,0,1,,0,2,tomato,1.2333333333333314,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.44365081389833,39.55634918610167,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
494,0,1,,0,2,tomato,1.2416666666666647,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.19778838398448,39.95528924982273,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
495,0,1,,0,2,tomato,1.249999999999998,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.191625189131166,40.45525126340897,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
496,0,1,,0,2,tomato,1.2583333333333313,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.18546199427785,40.95521327699521,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
497,0,1,,0,2,tomato,1.2666666666666646,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.17929879942454,41.45517529058145,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
498,0,1,,0,2,tomato,1.274999999999998,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.17313560457122,41.95513730416769,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
499,0,1,,0,2,tomato,1.2833333333333312,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.16697240971791,42.455099317753934,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
500,0,1,,0,2,tomato,1.2916666666666645,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.16080921486459,42.955061331340175,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
501,0,1,,0,2,tomato,1.2999999999999978,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.15464602001128,43.45502334492642,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
502,0,1,,0,2,tomato,1.3083333333333311,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.14848282515796,43.95498535851266,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
503,0,1,,0,2,tomato,1.3166666666666644,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.14231963030465,44.4549473720989,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
504,0,1,,0,2,tomato,1.3249999999999977,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.13615643545133,44.95490938568514,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
505,0,1,,0,2,tomato,1.333333333333331,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.12999324059802,45.45487139927138,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
506,0,1,,0,2,tomato,1.3416666666666643,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.123830045744704,45.954833412857624,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
507,0,1,,0,2,tomato,1.3499999999999976,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.11766685089139,46.454795426443866,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
508,0,1,,0,2,tomato,1.358333333333331,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.111503656038074,46.95475744003011,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
509,0,1,,0,2,tomato,1.3666666666666643,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.10534046118476,47.45471945361635,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
510,0,1,,0,2,tomato,1.3749999999999976,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.099177266331445,47.95468146720259,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
511,0,1,,0,2,tomato,1.3833333333333309,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.09301407147813,48.45464348078883,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
512,0,1,,0,2,tomato,1.3916666666666642,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.086850876624815,48.95460549437507,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
513,0,1,,0,2,tomato,1.3999999999999975,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.08068768177129,49.454567507961315,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
514,0,1,,0,2,tomato,1.4083333333333308,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.07452448691762,49.954529521547556,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
515,0,1,,0,2,tomato,1.416666666666664,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.06836129206395,50.4544915351338,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
516,0,1,,0,2,tomato,1.4249999999999974,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.06219809721028,50.95445354872004,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
517,0,1,,0,2,tomato,1.4333333333333307,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.05603490235661,51.45441556230628,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
518,0,1,,0,2,tomato,1.441666666666664,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.04987170750294,51.95437757589252,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
519,0,1,,0,2,tomato,1.4499999999999973,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.04370851264927,52.454339589478764,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
520,0,1,,0,2,tomato,1.4583333333333306,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0375453177956,52.954301603065005,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
521,0,1,,0,2,tomato,1.466666666666664,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.03138212294193,53.45426361665125,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
522,0,1,,0,2,tomato,1.4749999999999972,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.02521892808826,53.95422563023749,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
523,0,1,,0,2,tomato,1.4833333333333305,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.01905573323459,54.45418764382373,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
524,0,1,,0,2,tomato,1.4916666666666638,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.01289253838092,54.95414965740997,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
525,0,1,,0,2,tomato,1.4999999999999971,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.00672934352725,55.45411167099621,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
526,0,1,,0,2,tomato,1.5083333333333304,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.00239273938661,55.95408507883887,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
527,0,1,,0,2,tomato,1.5166666666666637,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.002318180242725,56.45408507327984,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
528,0,1,,0,2,tomato,1.524999999999997,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0022436210988,56.95408506772081,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
529,0,1,,0,2,tomato,1.5333333333333303,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.00216906195487,57.45408506216178,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
530,0,1,,0,2,tomato,1.5416666666666636,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.00209450281095,57.95408505660275,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
531,0,1,,0,2,tomato,1.549999999999997,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.00201994366702,58.45408505104372,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
532,0,1,,0,2,tomato,1.5583333333333302,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0019453845231,58.95408504548469,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
533,0,1,,0,2,tomato,1.5666666666666635,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.00187082537917,59.45408503992566,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
534,0,1,,0,2,tomato,1.5749999999999968,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.001796266235246,59.95408503436663,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
535,0,1,,0,2,tomato,1.5833333333333302,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.00172170709132,60.4540850288076,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
536,0,1,,0,2,tomato,1.5916666666666635,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.001647147947395,60.95408502324857,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
537,0,1,,0,2,tomato,1.5999999999999968,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.00157258880347,61.454085017689536,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
538,0,1,,0,2,tomato,1.60833333333333,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.001498029659544,61.954085012130506,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
539,0,1,,0,2,tomato,1.6166666666666634,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.00142347051562,62.454085006571475,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
540,0,1,,0,2,tomato,1.6249999999999967,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.00134891137169,62.954085001012444,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
541,0,1,,0,2,tomato,1.63333333333333,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.00127435222777,63.454084995453414,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
542,0,1,,0,2,tomato,1.6416666666666633,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.00119979308384,63.95408498989438,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
543,0,1,,0,2,tomato,1.6499999999999966,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.001125233939916,64.45408498433471,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
544,0,1,,0,2,tomato,1.6583333333333299,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.00105067479599,64.95408497877497,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
545,0,1,,0,2,tomato,1.6666666666666632,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.000976115652065,65.45408497321523,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
546,0,1,,0,2,tomato,1.6749999999999965,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.00090155650814,65.95408496765549,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
547,0,1,,0,2,tomato,1.6833333333333298,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.000826997364214,66.45408496209575,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
548,0,1,,0,2,tomato,1.691666666666663,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.00075243822029,66.95408495653601,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
