tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,a321d74b26a7b8cc_score,player_8b96d76e_x,player_8b96d76e_y,player_8b96d76e_move_target,player_8b96d76e_item,player_8b96d76e_score,player_8b96d76e_cut_speed,player_8b96d76e_speed,player_5718437c_x,player_5718437c_y,player_5718437c_move_target,player_5718437c_item,player_5718437c_score,player_5718437c_cut_speed,player_5718437c_speed
258,0,1,,0,2,tomato,1.2083333333333333,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
259,0,1,,0,2,tomato,1.25,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
260,0,1,,0,2,tomato,1.2916666666666667,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
261,0,1,,0,2,tomato,1.3333333333333335,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
262,0,1,,0,2,tomato,1.3750000000000002,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
263,0,1,,0,2,tomato,1.416666666666667,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
264,0,1,,0,2,tomato,1.4583333333333337,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
265,0,1,,0,2,tomato,1.5000000000000004,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
266,0,1,,0,2,tomato,1.5416666666666672,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
267,0,1,,0,2,tomato,1.583333333333334,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,86.74999999999972,24.0,,tomato,0,1.0,30.0
268,0,1,,0,2,tomato,1.6250000000000007,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,85.49999999999943,24.0,,tomato,0,1.0,30.0
269,0,1,,0,2,tomato,1.6666666666666674,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,84.24999999999915,24.0,,tomato,0,1.0,30.0
270,0,1,,0,2,tomato,1.7083333333333341,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,82.99999999999886,24.0,,tomato,0,1.0,30.0
271,0,1,,0,2,tomato,1.7500000000000009,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,81.74999999999858,24.0,,tomato,0,1.0,30.0
272,0,1,,0,2,tomato,1.7916666666666676,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,80.4999999999983,24.0,,tomato,0,1.0,30.0
273,0,1,,0,2,tomato,1.8333333333333344,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,79.24999999999801,24.0,,tomato,0,1.0,30.0
274,0,1,,0,2,tomato,1.875000000000001,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,77.99999999999773,24.0,,tomato,0,1.0,30.0
275,0,1,,0,2,tomato,1.9166666666666679,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,76.74999999999744,24.0,,tomato,0,1.0,30.0
276,0,1,,0,2,tomato,1.9583333333333346,1,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,75.49999999999716,24.0,,tomato,0,1.0,30.0
277,0,1,,0,2,tomato,2.0000000000000013,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,74.24999999999687,24.0,,tomato,0,1.0,30.0
278,0,1,,0,2,tomato,2.041666666666668,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,72.99999999999659,24.0,,tomato,0,1.0,30.0
279,0,1,,0,2,tomato,2.0833333333333344,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,71.7499999999963,24.0,,tomato,0,1.0,30.0
280,0,1,,0,2,tomato,2.125000000000001,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,70.49999999999602,24.0,,tomato,0,1.0,30.0
281,0,1,,0,2,tomato,2.1666666666666674,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,69.24999999999574,24.0,,tomato,0,1.0,30.0
282,0,1,,0,2,tomato,2.208333333333334,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,67.99999999999545,24.0,,tomato,0,1.0,30.0
283,0,1,,0,2,tomato,2.2500000000000004,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,66.74999999999517,24.0,,tomato,0,1.0,30.0
284,0,1,,0,2,tomato,2.291666666666667,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,65.49999999999488,24.0,,tomato,0,1.0,30.0
285,0,1,,0,2,tomato,2.3333333333333335,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,64.2499999999946,24.0,,tomato,0,1.0,30.0
286,0,1,,0,2,tomato,2.375,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,62.999999999994316,24.0,,tomato,0,1.0,30.0
287,0,1,,0,2,tomato,2.4166666666666665,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,61.74999999999403,24.0,,tomato,0,1.0,30.0
288,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,60.49999999999375,24.0,,tomato,0,1.0,30.0
289,0,1,,0,2,tomato,2.4999999999999996,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,59.24999999999346,24.0,,tomato,0,1.0,30.0
290,0,1,,0,2,tomato,2.541666666666666,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,57.99999999999318,24.0,,tomato,0,1.0,30.0
291,0,1,,0,2,tomato,2.5833333333333326,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.749999999992895,24.0,,tomato,0,1.0,30.0
292,0,1,,0,2,tomato,2.624999999999999,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,55.49999999999261,24.0,,tomato,0,1.0,30.0
293,0,1,,0,2,tomato,2.6666666666666656,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,54.249999999992326,24.0,,tomato,0,1.0,30.0
294,0,1,,0,2,tomato,2.708333333333332,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,52.99999999999204,24.0,,tomato,0,1.0,30.0
295,0,1,,0,2,tomato,2.7499999999999987,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,51.74999999999176,24.0,,tomato,0,1.0,30.0
296,0,1,,0,2,tomato,2.791666666666665,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,50.49999999999147,24.0,,tomato,0,1.0,30.0
297,0,1,,0,2,tomato,2.8333333333333317,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,49.24999999999119,24.0,,tomato,0,1.0,30.0
298,0,1,,0,2,tomato,2.8749999999999982,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,47.999999999990905,24.0,,tomato,0,1.0,30.0
299,0,1,,0,2,tomato,2.9166666666666647,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,46.74999999999062,24.0,,tomato,0,1.0,30.0
300,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,45.49999999999034,24.0,,tomato,0,1.0,30.0
301,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,44.24999999999005,24.0,,tomato,0,1.0,30.0
302,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,42.99999999998977,24.0,,tomato,0,1.0,30.0
303,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.88388347648305,39.11611652351695,,,0,1.0,30.0,41.749999999989484,24.0,,tomato,0,1.0,30.0
304,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.7677669529661,38.2322330470339,,,0,1.0,30.0,40.4999999999892,24.0,,tomato,0,1.0,30.0
305,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.65165042944915,37.34834957055085,,,0,1.0,30.0,39.52408922643008,24.66756619610841,,tomato,0,1.0,30.0
306,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.535533905932198,36.4644660940678,,,0,1.0,30.0,38.634732945431324,25.545942769935266,,tomato,0,1.0,30.0
307,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.419417382415247,35.58058261758475,,,0,1.0,30.0,37.74537666443257,26.42431934376212,,tomato,0,1.0,30.0
308,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.303300858898297,34.6966991411017,,,0,1.0,30.0,36.856020383433815,27.302695917588977,,tomato,0,1.0,30.0
309,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.187184335381346,33.812815664618654,,,0,1.0,30.0,35.96666410243506,28.181072491415833,,tomato,0,1.0,30.0
310,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.071067811864395,32.928932188135605,,,0,1.0,30.0,35.07730782143631,29.05944906524269,,tomato,0,1.0,30.0
311,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.954951288347445,32.045048711652555,,,0,1.0,30.0,34.18795154043755,29.937825639069217,,tomato,0,1.0,30.0
312,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.838834764830494,31.161165235169506,,,0,1.0,30.0,33.2985952594388,30.816202212895718,,tomato,0,1.0,30.0
313,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.722718241313544,30.277281758686456,,,0,1.0,30.0,32.409238978440044,31.694578786722218,,tomato,0,1.0,30.0
314,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.60660171779659,29.393398282203407,,,0,1.0,30.0,31.519882697441098,32.57295536054872,,tomato,0,1.0,30.0
315,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.49048519427964,28.509514805720357,,,0,1.0,30.0,30.630526416441988,33.45133193437522,,tomato,0,1.0,30.0
316,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.37436867076269,27.625631329237308,,,0,1.0,30.0,29.74117013544288,34.32970850820172,,tomato,0,1.0,30.0
317,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.25825214724574,26.74174785275426,,,0,1.0,30.0,28.85181385444377,35.20808508202822,,tomato,0,1.0,30.0
318,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.14213562372879,25.85786437627121,,,0,1.0,30.0,27.96245757344466,36.08646165585472,,tomato,0,1.0,30.0
319,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.02601910021184,24.97398089978816,,,0,1.0,30.0,27.07310129244555,36.96483822968122,,tomato,0,1.0,30.0
320,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.95382555869017,24.194346815316237,,,0,1.0,30.0,26.183745011446586,37.84321480350772,,tomato,0,1.0,30.0
321,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.203733885133886,24.179208272259245,,,0,1.0,30.0,25.29438873044783,38.72159137733434,,tomato,0,1.0,30.0
322,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.4536422115776,24.164069729202254,,,0,1.0,30.0,24.405032449449077,39.59996795116105,,tomato,0,1.0,30.0
323,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.70355053802132,24.148931186145262,,,0,1.0,30.0,24.180345212483438,40.76071181261251,,tomato,0,1.0,30.0
324,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.953458864465034,24.13379264308827,,,0,1.0,30.0,24.16555346310733,42.01062429120863,,tomato,0,1.0,30.0
325,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.20336719090875,24.11865410003119,,,0,1.0,30.0,24.150761713731224,43.260536769804744,,tomato,0,1.0,30.0
326,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.453275517352466,24.103515556974024,,,0,1.0,30.0,24.135969964355116,44.51044924840086,,tomato,0,1.0,30.0
327,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.70318384379618,24.08837701391686,,,0,1.0,30.0,24.121178214979007,45.760361726996976,,tomato,0,1.0,30.0
328,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.9530921702399,24.073238470859692,,,0,1.0,30.0,24.1063864656029,47.01027420559309,,tomato,0,1.0,30.0
329,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.203000496683615,24.058099927802527,,,0,1.0,30.0,24.09159471622679,48.26018668418921,,tomato,0,1.0,30.0
330,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.45290882312733,24.04296138474536,,,0,1.0,30.0,24.076802966850682,49.51009916278532,,tomato,0,1.0,30.0
331,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.70281714957105,24.027822841688195,,,0,1.0,30.0,24.062011217474577,50.76001164138144,,tomato,0,1.0,30.0
332,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,54.95272547601476,24.01268429863103,,,0,1.0,30.0,24.04721946809847,52.009924119977555,,tomato,0,1.0,30.0
333,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.20266313364169,24.00233106509779,,,0,1.0,30.0,24.03242771872236,53.25983659857367,,tomato,0,1.0,30.0
334,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.45266312003295,24.002146614302884,,,0,1.0,30.0,24.01763596934625,54.509749077169786,,tomato,0,1.0,30.0
335,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.70266310642421,24.00196216350798,,,0,1.0,30.0,24.002844219970143,55.7596615557659,,tomato,0,1.0,30.0
336,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.95266309281547,24.001777712713075,,,0,1.0,30.0,24.0,56.0,,tomato,0,1.0,30.0
337,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.20266307920673,24.00159326191817,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
338,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,0.041666666666666664,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.45266306559799,24.001408811123397,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
339,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,0.041666666666666664,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.70266305198925,24.00122436032867,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
