tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,e478e72b3bb853c0_score,player_7a1d24fb_x,player_7a1d24fb_y,player_7a1d24fb_move_target,player_7a1d24fb_item,player_7a1d24fb_score,player_7a1d24fb_cut_speed,player_7a1d24fb_speed,player_46820551_x,player_46820551_y,player_46820551_move_target,player_46820551_item,player_46820551_score,player_46820551_cut_speed,player_46820551_speed,3284caf7de673929_score,e22dfb645001a75e_message,e0eec521a53e3f6c_score
1498,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.7416666666666596,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,127.69604735277395,24.000000000029132,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1499,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.749999999999993,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,128.1960473527735,24.000000000027356,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1500,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.758333333333326,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,128.69604735277304,24.00000000002558,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1501,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.7666666666666595,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,129.19604735277258,24.000000000023803,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1502,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.774999999999993,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,129.69604735277213,24.000000000022027,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1503,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.783333333333326,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,130.19604735277167,24.00000000002025,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1504,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.7916666666666594,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,130.69604735277122,24.000000000018474,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1505,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.7999999999999927,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,131.19604735277076,24.000000000016698,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1506,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.808333333333326,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,131.6960473527703,24.00000000001492,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1507,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.8166666666666593,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,132.19604735276985,24.000000000013145,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1508,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.8249999999999926,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,132.6960473527694,24.00000000001137,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1509,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.833333333333326,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,133.19604735276894,24.000000000009592,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1510,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.8416666666666592,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,133.6960473527685,24.000000000007816,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1511,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.8499999999999925,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,134.19604735276803,24.00000000000604,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1512,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.858333333333326,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,134.69604735276758,24.000000000004263,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1513,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.866666666666659,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,135.19604735276712,24.000000000002572,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1514,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.8749999999999925,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,135.69604735276667,24.000000000000973,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1515,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.8833333333333258,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1516,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.891666666666659,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1517,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.8999999999999924,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1518,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.9083333333333257,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1519,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.916666666666659,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1520,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.9249999999999923,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1521,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.9333333333333256,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1522,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.941666666666659,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1523,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.949999999999992,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1524,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.9583333333333255,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1525,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.966666666666659,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1526,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.974999999999992,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1527,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.9833333333333254,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1528,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.9916666666666587,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1529,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.999999999999992,2,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1530,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.0083333333333253,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1531,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.0166666666666586,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1532,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.024999999999992,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1533,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.033333333333325,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,135.64644660940678,24.35355339059322,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1534,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.0416666666666585,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,135.29289321881356,24.70710678118644,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1535,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.049999999999992,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,134.93933982822034,25.06066017177966,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1536,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.058333333333325,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,134.58578643762712,25.41421356237288,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1537,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.0666666666666584,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,134.2322330470339,25.7677669529661,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1538,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.0749999999999917,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,133.87867965644068,26.12132034355932,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1539,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.083333333333325,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,133.52512626584746,26.47487373415254,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1540,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.0916666666666583,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,133.17157287525424,26.828427124745758,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1541,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.0999999999999917,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,132.81801948466102,27.181980515338978,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1542,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.108333333333325,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,132.4644660940678,27.535533905932198,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1543,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.1166666666666583,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,132.11091270347458,27.889087296525418,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1544,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.1249999999999916,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,131.75735931288136,28.242640687118637,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1545,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.133333333333325,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,131.40380592228814,28.596194077711857,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1546,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.141666666666658,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,131.05025253169492,28.949747468305077,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1547,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.1499999999999915,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,130.6966991411017,29.303300858898297,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1548,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.1583333333333248,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,130.34314575050848,29.656854249491516,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1549,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.166666666666658,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,129.98959235991526,30.010407640084736,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1550,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.1749999999999914,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,129.63603896932204,30.363961030677956,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1551,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.1833333333333247,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,129.28248557872882,30.717514421271176,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1552,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.191666666666658,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,128.9289321881356,31.071067811864395,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1553,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.1999999999999913,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,128.57537879754238,31.424621202457615,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1554,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.2083333333333246,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,128.22182540694916,31.778174593050835,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1555,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.216666666666658,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,127.86827201635595,32.131727983644055,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1556,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,127.51471862576273,32.485281374237275,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1557,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.2333333333333245,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,127.1611652351695,32.838834764830494,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1558,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.241666666666658,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,126.80761184457629,33.192388155423714,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1559,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.249999999999991,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,126.45405845398307,33.545941546016934,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1560,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.2583333333333244,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,126.10050506338985,33.899494936610154,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1561,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.2666666666666577,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,125.74695167279663,34.25304832720337,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1562,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.274999999999991,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,125.3933982822034,34.60660171779659,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
