tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,d7ddde4b0e533b50_score,player_c151fb93_x,player_c151fb93_y,player_c151fb93_move_target,player_c151fb93_item,player_c151fb93_score,player_c151fb93_cut_speed,player_c151fb93_speed,player_9fe73dda_x,player_9fe73dda_y,player_9fe73dda_move_target,player_9fe73dda_item,player_9fe73dda_score,player_9fe73dda_cut_speed,player_9fe73dda_speed
933,0,1,,0,2,tomato_cut,3.499999999999996,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
934,0,1,,0,2,tomato_cut,3.5416666666666625,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
935,0,1,,0,2,tomato_cut,3.583333333333329,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
936,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
937,0,1,,0,2,tomato_cut,3.666666666666662,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
938,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
939,0,1,,0,2,tomato_cut,3.749999999999995,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
940,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
941,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
942,0,1,,0,2,tomato_cut,3.8749999999999947,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
943,0,1,,0,2,tomato_cut,3.916666666666661,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
944,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
945,0,1,,0,2,tomato_cut,3.9999999999999942,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,73.25000000000028,,tomato_salad,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
946,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,74.50000000000057,,tomato_salad,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
947,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,75.75000000000085,,tomato_salad,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
948,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,77.00000000000114,,tomato_salad,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
949,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,78.25000000000142,,tomato_salad,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
950,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,79.5000000000017,,tomato_salad,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
951,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,80.75000000000199,,tomato_salad,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
952,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,82.00000000000227,,tomato_salad,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
953,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,83.25000000000256,,tomato_salad,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
954,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,84.50000000000284,,tomato_salad,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
955,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,85.75000000000313,,tomato_salad,0,1.0,30.0,24.0,41.250000000000284,,,0,1.0,30.0
956,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,87.00000000000341,,tomato_salad,0,1.0,30.0,24.0,42.50000000000057,,,0,1.0,30.0
957,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.31621556657754,88.12016826116314,,tomato_salad,0,1.0,30.0,24.0,43.75000000000085,,,0,1.0,30.0
958,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.19459214040404,89.0095245421619,,tomato_salad,0,1.0,30.0,24.0,45.00000000000114,,,0,1.0,30.0
959,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.07296871423054,89.89888082316065,,tomato_salad,0,1.0,30.0,24.0,46.25000000000142,,,0,1.0,30.0
960,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.95134528805704,90.7882371041594,,tomato_salad,0,1.0,30.0,24.0,47.500000000001705,,,0,1.0,30.0
961,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.82972186188354,91.67759338515816,,tomato_salad,0,1.0,30.0,24.0,48.75000000000199,,,0,1.0,30.0
962,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.708098435710042,92.56694966615692,,tomato_salad,0,1.0,30.0,24.0,50.000000000002274,,,0,1.0,30.0
963,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.586475009536542,93.45630594715567,,tomato_salad,0,1.0,30.0,24.0,51.25000000000256,,,0,1.0,30.0
964,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.464851583363043,94.34566222815442,,tomato_salad,0,1.0,30.0,24.0,52.50000000000284,,,0,1.0,30.0
965,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.343228157189543,95.23501850915318,,tomato_salad,0,1.0,30.0,24.0,53.750000000003126,,,0,1.0,30.0
966,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.22160473101604,96.12437479015193,,tomato_salad,0,1.0,30.0,24.0,55.00000000000341,,,0,1.0,30.0
967,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.099981304842544,97.01373107115069,,tomato_salad,0,1.0,30.0,24.0,56.250000000003695,,,0,1.0,30.0
968,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.978357878669044,97.90308735214998,,tomato_salad,0,1.0,30.0,24.0,57.50000000000398,,,0,1.0,30.0
969,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.856734452495544,98.79244363314967,,tomato_salad,0,1.0,30.0,24.0,58.75000000000426,,,0,1.0,30.0
970,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.735111026322045,99.68179991414935,,tomato_salad,0,1.0,30.0,24.0,60.00000000000455,,,0,1.0,30.0
971,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.613487600148545,100.57115619514904,,tomato_salad,0,1.0,30.0,24.0,61.25000000000483,,,0,1.0,30.0
972,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.491864173975046,101.46051247614872,,tomato_salad,0,1.0,30.0,24.0,62.500000000005116,,,0,1.0,30.0
973,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.370240747801546,102.34986875714841,,tomato_salad,0,1.0,30.0,24.0,63.7500000000054,,,0,1.0,30.0
974,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.248617321628046,103.23922503814809,,tomato_salad,0,1.0,30.0,24.0,65.00000000000568,,,0,1.0,30.0
975,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.132740502653604,103.49402419263647,,tomato_salad,0,1.0,30.0,24.0,66.25000000000597,,,0,1.0,30.0
976,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.027079874255264,102.62072178888253,,tomato_salad,0,1.0,30.0,24.0,67.50000000000625,,,0,1.0,30.0
977,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.921419245856924,101.7474193851286,,tomato_salad,0,1.0,30.0,24.0,68.75000000000654,,,0,1.0,30.0
978,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.815758617458584,100.87411698137466,,tomato_salad,0,1.0,30.0,24.0,70.00000000000682,,,0,1.0,30.0
979,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.710097989060245,100.00081457762072,,tomato_salad,0,1.0,30.0,24.0,71.2500000000071,,,0,1.0,30.0
980,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.604437360661905,99.12751217386678,,tomato_salad,0,1.0,30.0,24.0,72.50000000000739,,,0,1.0,30.0
981,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.498776732263565,98.25420977011284,,tomato_salad,0,1.0,30.0,24.0,73.75000000000767,,,0,1.0,30.0
982,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.393116103865225,97.3809073663589,,tomato_salad,0,1.0,30.0,24.0,75.00000000000796,,,0,1.0,30.0
983,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.287455475466885,96.50760496260496,,tomato_salad,0,1.0,30.0,24.0,76.25000000000824,,,0,1.0,30.0
984,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.181794847068545,95.63430255885102,,tomato_salad,0,1.0,30.0,24.0,77.50000000000853,,,0,1.0,30.0
985,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.076134218670205,94.76100015509708,,tomato_salad,0,1.0,30.0,24.0,78.75000000000881,,,0,1.0,30.0
986,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.970473590271865,93.88769775134314,,tomato_salad,0,1.0,30.0,24.0,80.0000000000091,,,0,1.0,30.0
987,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,50.864812961873525,93.0143953475892,,tomato_salad,0,1.0,30.0,24.0,81.25000000000938,,,0,1.0,30.0
988,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.759152333475186,92.14109294383526,,tomato_salad,0,1.0,30.0,24.0,82.50000000000966,,,0,1.0,30.0
989,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.653491705076846,91.26779054008132,,tomato_salad,0,1.0,30.0,24.0,83.75000000000995,,,0,1.0,30.0
990,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.547831076678506,90.3944881363264,,tomato_salad,0,1.0,30.0,24.0,85.00000000001023,,,0,1.0,30.0
991,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,54.442170448280166,89.52118573257148,,tomato_salad,0,1.0,30.0,24.0,86.25000000001052,,,0,1.0,30.0
992,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.336509819881826,88.64788332881656,,tomato_salad,0,1.0,30.0,24.0,87.5000000000108,,,0,1.0,30.0
993,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.40152337070381,88.18658937693593,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0
994,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.65143394901449,88.17163791458577,,tomato_salad,0,1.0,30.0,24.0,88.0,,plate,0,1.0,30.0
995,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.901344527325165,88.1566864522362,,tomato_salad,0,1.0,30.0,24.0,88.0,,plate,0,1.0,30.0
996,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.15125510563584,88.14173498988676,,tomato_salad,0,1.0,30.0,24.0,88.0,,plate,0,1.0,30.0
997,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.401165683946516,88.12678352753731,,tomato_salad,0,1.0,30.0,24.0,88.0,,plate,0,1.0,30.0
998,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.65107626225719,88.11183206518787,,tomato_salad,0,1.0,30.0,24.0,88.0,,plate,0,1.0,30.0
999,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.90098684056787,88.09688060283844,,tomato_salad,0,1.0,30.0,24.0,88.0,,plate,0,1.0,30.0
1000,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.15089741887854,88.081929140489,,tomato_salad,0,1.0,30.0,24.0,88.0,,plate,0,1.0,30.0
1001,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.40080799718922,88.06697767813955,,tomato_salad,0,1.0,30.0,24.0,88.0,,plate,0,1.0,30.0
1002,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.6507185754999,88.05202621579011,,tomato_salad,0,1.0,30.0,24.0,88.0,,plate,0,1.0,30.0
1003,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.90062915381057,88.03707475344068,,tomato_salad,0,1.0,30.0,24.0,88.0,,plate,0,1.0,30.0
1004,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.15053973212125,88.02212329109123,,tomato_salad,0,1.0,30.0,24.0,88.0,,plate,0,1.0,30.0
1005,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.40045031043192,88.00717182874179,,tomato_salad,0,1.0,30.0,24.0,88.0,,plate,0,1.0,30.0
1006,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.40513163618297,87.40503831071153,,tomato_salad,0,1.0,30.0,24.0,88.0,,plate,0,1.0,30.0
