tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,fa58fbb5e538276c_score,player_12178d43_x,player_12178d43_y,player_12178d43_move_target,player_12178d43_item,player_12178d43_score,player_12178d43_cut_speed,player_12178d43_speed,player_21d3b850_x,player_21d3b850_y,player_21d3b850_move_target,player_21d3b850_item,player_21d3b850_score,player_21d3b850_cut_speed,player_21d3b850_speed
1319,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000167158278025,57.13243609434228,,tomato,0,1.0,30.0,56.88132799607163,87.11854659195082,,plate,0,1.0,30.0
1320,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00002821917722,55.88243610455623,,tomato,0,1.0,30.0,56.0,88.0,,plate,0,1.0,30.0
1321,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000025998235213,54.632436104558074,,tomato,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1322,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000023777293205,53.38243610455992,,tomato,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1323,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000021556351196,52.13243610456177,,tomato,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1324,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000019335409142,50.88243610456362,,tomato,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1325,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000017114466957,49.632436104565464,,tomato,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1326,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00001489352477,48.38243610456731,,tomato,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1327,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000012672582585,47.13243610456916,,tomato,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1328,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0000104516404,45.882436104571006,,tomato,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1329,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000008230698214,44.632436104572854,,tomato,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1330,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000006009756028,43.3824361045747,,tomato,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1331,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000003788813842,42.13243610457655,,tomato,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1332,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000001567871657,40.882436104578396,,tomato,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1333,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1334,0,1,,0,2,tomato,0.0,0,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1335,0,1,,0,2,tomato,0.041666666666666664,0,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1336,0,1,,0,2,tomato,0.08333333333333333,0,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1337,0,1,,0,2,tomato,0.125,0,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1338,0,1,,0,2,tomato,0.16666666666666666,0,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1339,0,1,,0,2,tomato,0.20833333333333331,0,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1340,0,1,,0,2,tomato,0.24999999999999997,0,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1341,0,1,,0,2,tomato,0.29166666666666663,0,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1342,0,1,,0,2,tomato,0.3333333333333333,0,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1343,0,1,,0,2,tomato,0.375,0,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1344,0,1,,0,2,tomato,0.4166666666666667,0,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1345,0,1,,0,2,tomato,0.45833333333333337,0,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1346,0,1,,0,2,tomato,0.5,0,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1347,0,1,,0,2,tomato,0.5416666666666666,0,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1348,0,1,,0,2,tomato,0.5833333333333333,0,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1349,0,1,,0,2,tomato,0.6249999999999999,0,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1350,0,1,,0,2,tomato,0.6666666666666665,0,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1351,0,1,,0,2,tomato,0.7083333333333331,0,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1352,0,1,,0,2,tomato,0.7499999999999998,0,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
1353,0,1,,0,2,tomato,0.7916666666666664,0,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,86.74999999999972,,,0,1.0,30.0
1354,0,1,,0,2,tomato,0.833333333333333,0,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,85.49999999999943,,,0,1.0,30.0
1355,0,1,,0,2,tomato,0.8749999999999997,0,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,84.24999999999915,,,0,1.0,30.0
1356,0,1,,0,2,tomato,0.9166666666666663,0,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,82.99999999999886,,,0,1.0,30.0
1357,0,1,,0,2,tomato,0.9583333333333329,0,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,81.74999999999858,,,0,1.0,30.0
1358,0,1,,0,2,tomato,0.9999999999999996,0,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,80.4999999999983,,,0,1.0,30.0
1359,0,1,,0,2,tomato,1.0416666666666663,1,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,79.24999999999801,,,0,1.0,30.0
1360,0,1,,0,2,tomato,1.083333333333333,1,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,77.99999999999773,,,0,1.0,30.0
1361,0,1,,0,2,tomato,1.1249999999999998,1,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,76.74999999999744,,,0,1.0,30.0
1362,0,1,,0,2,tomato,1.1666666666666665,1,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,75.49999999999716,,,0,1.0,30.0
1363,0,1,,0,2,tomato,1.2083333333333333,1,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,74.24999999999687,,,0,1.0,30.0
1364,0,1,,0,2,tomato,1.25,1,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,72.99999999999659,,,0,1.0,30.0
1365,0,1,,0,2,tomato,1.2916666666666667,1,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,71.7499999999963,,,0,1.0,30.0
1366,0,1,,0,2,tomato,1.3333333333333335,1,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,70.49999999999602,,,0,1.0,30.0
1367,0,1,,0,2,tomato,1.3750000000000002,1,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,69.24999999999574,,,0,1.0,30.0
1368,0,1,,0,2,tomato,1.416666666666667,1,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,67.99999999999545,,,0,1.0,30.0
1369,0,1,,0,2,tomato,1.4583333333333337,1,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,66.74999999999517,,,0,1.0,30.0
1370,0,1,,0,2,tomato,1.5000000000000004,1,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,65.49999999999488,,,0,1.0,30.0
1371,0,1,,0,2,tomato,1.5416666666666672,1,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,64.2499999999946,,,0,1.0,30.0
1372,0,1,,0,2,tomato,1.583333333333334,1,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,62.999999999994316,,,0,1.0,30.0
1373,0,1,,0,2,tomato,1.6250000000000007,1,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,61.74999999999403,,,0,1.0,30.0
1374,0,1,,0,2,tomato,1.6666666666666674,1,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,60.49999999999375,,,0,1.0,30.0
1375,0,1,,0,2,tomato,1.7083333333333341,1,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,59.24999999999346,,,0,1.0,30.0
1376,0,1,,0,2,tomato,1.7500000000000009,1,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,57.99999999999318,,,0,1.0,30.0
1377,0,1,,0,2,tomato,1.7916666666666676,1,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,56.749999999992895,,,0,1.0,30.0
1378,0,1,,0,2,tomato,1.8333333333333344,1,0,3,,0,0,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,56.0,,,0,1.0,30.0
1379,0,1,,0,2,tomato,1.875000000000001,1,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
1380,0,1,,0,2,tomato,1.9166666666666679,1,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
1381,0,1,,0,2,tomato,1.9583333333333346,1,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
1382,0,1,,0,2,tomato,2.0000000000000013,2,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
1383,0,1,,0,2,tomato,2.041666666666668,2,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
1384,0,1,,0,2,tomato,2.0833333333333344,2,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
1385,0,1,,0,2,tomato,2.125000000000001,2,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
1386,0,1,,0,2,tomato,2.1666666666666674,2,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
1387,0,1,,0,2,tomato,2.208333333333334,2,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
1388,0,1,,0,2,tomato,2.2500000000000004,2,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
1389,0,1,,0,2,tomato,2.291666666666667,2,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
1390,0,1,,0,2,tomato,2.3333333333333335,2,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
1391,0,1,,0,2,tomato,2.375,2,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
1392,0,1,,0,2,tomato,2.4166666666666665,2,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
1393,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
1394,0,1,,0,2,tomato,2.4999999999999996,2,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
1395,0,1,,0,2,tomato,2.541666666666666,2,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
1396,0,1,,0,2,tomato,2.5833333333333326,2,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
1397,0,1,,0,2,tomato,2.624999999999999,2,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
