tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,8b90388d2891ba80_score,player_9bbbbad2_x,player_9bbbbad2_y,player_9bbbbad2_move_target,player_9bbbbad2_item,player_9bbbbad2_score,player_9bbbbad2_cut_speed,player_9bbbbad2_speed,player_cfeae09b_x,player_cfeae09b_y,player_cfeae09b_move_target,player_cfeae09b_item,player_cfeae09b_score,player_cfeae09b_cut_speed,player_cfeae09b_speed,c94bfa61358d2a87_score,acc9f81c8792391f_message,d4a0e16604d314e9_score
1770,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,61.00000000002029,24.0,,tomato,0,1.0,12.0,24.0,24.0,,tomato_cut,0,0.2,30.0,,,
1771,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,60.50000000002004,24.0,,tomato,0,1.0,12.0,24.0,24.0,,tomato_cut,0,0.2,30.0,,,
1772,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,60.00000000001978,24.0,,tomato,0,1.0,12.0,24.0,24.0,,tomato_cut,0,0.2,30.0,,,
1773,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,59.500000000019526,24.0,,tomato,0,1.0,12.0,24.0,24.0,,tomato_cut,0,0.2,30.0,,,
1774,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,59.00000000001927,24.0,,tomato,0,1.0,12.0,24.0,24.0,,tomato_cut,0,0.2,30.0,,,
1775,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,58.500000000019014,24.0,,tomato,0,1.0,12.0,24.0,24.0,,tomato_cut,0,0.2,30.0,,,
1776,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,58.00000000001876,24.0,,tomato,0,1.0,12.0,24.0,24.0,,tomato_cut,0,0.2,30.0,,,
1777,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,57.5000000000185,24.0,,tomato,0,1.0,12.0,24.0,24.0,,tomato_cut,0,0.2,30.0,,,
1778,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,57.00000000001825,24.0,,tomato,0,1.0,12.0,24.0,24.0,,tomato_cut,0,0.2,30.0,,,
1779,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.50000000001799,24.0,,tomato,0,1.0,12.0,24.0,24.0,,tomato_cut,0,0.2,30.0,,,
1780,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000000000017735,24.0,,tomato,0,1.0,12.0,24.0,24.0,,tomato_cut,0,0.2,30.0,,,
1781,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.50000000001748,24.0,,tomato,0,1.0,12.0,24.0,24.0,,tomato_cut,0,0.2,30.0,,,
1782,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.000000000017224,24.0,,tomato,0,1.0,12.0,24.0,24.0,,tomato_cut,0,0.2,30.0,,,
1783,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,54.50000000001697,24.0,,tomato,0,1.0,12.0,24.0,24.0,,tomato_cut,0,0.2,30.0,,,
1784,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,54.00000000001671,24.0,,tomato,0,1.0,12.0,24.0,24.0,,tomato_cut,0,0.2,30.0,,,
1785,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,53.500000000016456,24.0,,tomato,0,1.0,12.0,24.0,24.0,,tomato_cut,0,0.2,30.0,,,
1786,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,53.0000000000162,24.0,,tomato,0,1.0,12.0,24.0,24.0,,tomato_cut,0,0.2,30.0,,,
1787,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,52.500000000015945,24.0,,tomato,0,1.0,12.0,24.0,24.0,,tomato_cut,0,0.2,30.0,,,
1788,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,52.00000000001569,24.0,,tomato,0,1.0,12.0,24.0,24.0,,tomato_cut,0,0.2,30.0,,,
1789,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,51.50000000001543,24.0,,tomato,0,1.0,12.0,24.0,24.0,,tomato_cut,0,0.2,30.0,,,
1790,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,51.00000000001518,24.0,,tomato,0,1.0,12.0,24.0,24.0,,tomato_cut,0,0.2,30.0,,,
1791,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,50.50000000001492,24.0,,tomato,0,1.0,12.0,24.0,24.0,,tomato_cut,0,0.2,30.0,,,
1792,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,50.000000000014666,24.0,,tomato,0,1.0,12.0,24.0,24.0,,tomato_cut,0,0.2,30.0,,,
1793,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,49.50000000001441,24.0,,tomato,0,1.0,12.0,25.24999999999993,24.0,,tomato_cut,0,0.2,30.0,,,
1794,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,49.000000000014154,24.0,,tomato,0,1.0,12.0,26.499999999999858,24.0,,tomato_cut,0,0.2,30.0,,,
1795,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,48.5000000000139,24.0,,tomato,0,1.0,12.0,27.749999999999787,24.0,,tomato_cut,0,0.2,30.0,,,
1796,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,48.00000000001364,24.0,,tomato,0,1.0,12.0,28.999999999999716,24.0,,tomato_cut,0,0.2,30.0,,,
1797,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,47.50000000001339,24.0,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1798,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,47.00000000001313,24.0,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1799,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,46.500000000012875,24.0,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1800,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,46.00000000001262,24.0,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1801,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,45.50000000001236,24.0,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1802,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,45.00000000001211,24.0,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1803,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,44.50000000001185,24.0,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1804,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,44.000000000011596,24.0,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1805,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,43.50000000001134,24.0,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1806,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,43.000000000011084,24.0,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1807,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,42.50000000001083,24.0,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1808,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,42.00000000001057,24.0,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1809,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,41.50000000001032,24.0,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1810,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,41.00000000001006,24.0,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1811,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.500000000009805,24.0,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1812,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.05628156960096,24.137048156007157,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1813,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,39.700593286501764,24.488453684230638,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1814,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,39.344905003402566,24.83985921245412,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1815,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,38.98921672030337,25.1912647406776,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1816,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,38.63352843720417,25.54267026890108,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1817,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,38.27784015410497,25.89407579712456,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1818,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,37.922151871005774,26.24548132534804,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1819,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,37.566463587906576,26.596886853571522,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1820,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,37.21077530480738,26.948292381795003,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1821,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,36.85508702170818,27.299697910018484,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1822,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,36.49939873860898,27.651103438241964,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1823,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,36.14371045550978,28.002508966465445,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1824,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,35.788022172410585,28.353914494688926,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1825,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,35.43233388931139,28.705320022912407,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1826,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,35.07664560621219,29.056725551135887,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1827,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,34.72095732311299,29.408131079359368,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1828,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,34.36526904001379,29.75953660758285,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1829,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,34.009580756914595,30.11094213580633,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1830,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,33.6538924738154,30.462347664029945,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1831,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,33.2982041907162,30.81375319225378,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
1832,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.249999999999991,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,32.942515907617,31.165158720477617,,tomato,0,1.0,12.0,30.249999999999645,24.0,,tomato_cut,0,0.2,30.0,,,
