tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,fa1765f789d7e85b_score,player_e664e774_x,player_e664e774_y,player_e664e774_move_target,player_e664e774_item,player_e664e774_score,player_e664e774_cut_speed,player_e664e774_speed,player_f3cd20a1_x,player_f3cd20a1_y,player_f3cd20a1_move_target,player_f3cd20a1_item,player_f3cd20a1_score,player_f3cd20a1_cut_speed,player_f3cd20a1_speed
1045,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.24548132534804,90.0778481289895,,tomato_salad,0,1.0,12.0,101.34834957055085,26.65165042944915,,plate,0,0.2,30.0
1046,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.596886853571522,90.4335364120887,,tomato_salad,0,1.0,12.0,100.4644660940678,27.535533905932198,,plate,0,0.2,30.0
1047,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.948292381795003,90.7892246951879,,tomato_salad,0,1.0,12.0,99.58058261758475,28.419417382415247,,plate,0,0.2,30.0
1048,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.299697910018484,91.1449129782871,,tomato_salad,0,1.0,12.0,98.6966991411017,29.303300858898297,,plate,0,0.2,30.0
1049,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.651103438241964,91.5006012613863,,tomato_salad,0,1.0,12.0,97.81281566461865,30.187184335381346,,plate,0,0.2,30.0
1050,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.002508966465445,91.85628954448549,,tomato_salad,0,1.0,12.0,96.9289321881356,31.071067811864395,,plate,0,0.2,30.0
1051,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.353914494688926,92.21197782758469,,tomato_salad,0,1.0,12.0,96.04504871165256,31.954951288347445,,plate,0,0.2,30.0
1052,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.705320022912407,92.56766611068389,,tomato_salad,0,1.0,12.0,95.1611652351695,32.838834764830494,,plate,0,0.2,30.0
1053,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.056725551135887,92.92335439378309,,tomato_salad,0,1.0,12.0,94.27728175868646,33.722718241313544,,plate,0,0.2,30.0
1054,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.408131079359368,93.27904267688228,,tomato_salad,0,1.0,12.0,93.3933982822034,34.60660171779659,,plate,0,0.2,30.0
1055,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.75953660758285,93.63473095998148,,tomato_salad,0,1.0,12.0,92.50951480572036,35.49048519427964,,plate,0,0.2,30.0
1056,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.11094213580633,93.99041924308068,,tomato_salad,0,1.0,12.0,91.62563132923731,36.37436867076269,,plate,0,0.2,30.0
1057,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.46234766402981,94.34610752617988,,tomato_salad,0,1.0,12.0,90.74174785275426,37.25825214724574,,plate,0,0.2,30.0
1058,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.81375319225329,94.70179580927908,,tomato_salad,0,1.0,12.0,89.85786437627121,38.14213562372879,,plate,0,0.2,30.0
1059,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.16515872047677,95.05748409237827,,tomato_salad,0,1.0,12.0,88.97398089978816,39.02601910021184,,plate,0,0.2,30.0
1060,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.516564248700252,95.41317237547747,,tomato_salad,0,1.0,12.0,88.09009742330511,39.90990257669489,,plate,0,0.2,30.0
1061,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.867969776923733,95.76886065857667,,tomato_salad,0,1.0,12.0,87.20621394682206,40.79378605317794,,plate,0,0.2,30.0
1062,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.21937530514744,96.12454894167587,,tomato_salad,0,1.0,12.0,86.32233047033901,41.67766952966099,,plate,0,0.2,30.0
1063,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.69252384691036,95.96289976157425,,tomato_salad,0,1.0,12.0,85.43844699385596,42.56155300614404,,plate,0,0.2,30.0
1064,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.165672388673286,95.80125058147263,,tomato_salad,0,1.0,12.0,84.55456351737291,43.44543648262709,,plate,0,0.2,30.0
1065,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.63882093043621,95.63960140137101,,tomato_salad,0,1.0,12.0,83.67068004088986,44.32931995911014,,plate,0,0.2,30.0
1066,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.111969472199135,95.47795222126939,,tomato_salad,0,1.0,12.0,82.78679656440681,45.213203435593186,,plate,0,0.2,30.0
1067,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.58511801396206,95.31630304116777,,tomato_salad,0,1.0,12.0,81.90291308792376,46.097086912076236,,plate,0,0.2,30.0
1068,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.058266555724984,95.15465386106615,,tomato_salad,0,1.0,12.0,81.01902961144071,46.980970388559285,,plate,0,0.2,30.0
1069,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.53141509748791,94.99300468096453,,tomato_salad,0,1.0,12.0,80.13514613495767,47.864853865042335,,plate,0,0.2,30.0
1070,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.00456363925083,94.83135550086291,,tomato_salad,0,1.0,12.0,79.25126265847462,48.748737341525384,,plate,0,0.2,30.0
1071,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.47771218101376,94.66970632076129,,tomato_salad,0,1.0,12.0,78.36737918199157,49.632620818008434,,plate,0,0.2,30.0
1072,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.95086072277668,94.50805714065967,,tomato_salad,0,1.0,12.0,77.48349570550852,50.51650429449148,,plate,0,0.2,30.0
1073,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.424009264539606,94.34640796055805,,tomato_salad,0,1.0,12.0,76.59961222902547,51.40038777097453,,plate,0,0.2,30.0
1074,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.89715780630253,94.18475878045643,,tomato_salad,0,1.0,12.0,75.71572875254242,52.28427124745758,,plate,0,0.2,30.0
1075,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.370306348065455,94.02310960035481,,tomato_salad,0,1.0,12.0,74.83184527605937,53.16815472394063,,plate,0,0.2,30.0
1076,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.84345488982838,93.8614604202532,,tomato_salad,0,1.0,12.0,73.94796179957632,54.05203820042368,,plate,0,0.2,30.0
1077,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.316603431591304,93.69981124015158,,tomato_salad,0,1.0,12.0,73.06407832309327,54.93592167690673,,plate,0,0.2,30.0
1078,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.78975197335423,93.53816206004996,,tomato_salad,0,1.0,12.0,72.18019484661022,55.81980515338978,,plate,0,0.2,30.0
1079,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.26290051511715,93.37651287994834,,tomato_salad,0,1.0,12.0,71.29631137012717,56.70368862987283,,plate,0,0.2,30.0
1080,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.73604905688008,93.21486369984672,,tomato_salad,0,1.0,12.0,70.41242789364412,57.58757210635588,,plate,0,0.2,30.0
1081,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.209197598643,93.0532145197451,,tomato_salad,0,1.0,12.0,69.52854441716107,58.47145558283893,,plate,0,0.2,30.0
1082,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.682346140405926,92.89156533964348,,tomato_salad,0,1.0,12.0,68.64466094067802,59.35533905932198,,plate,0,0.2,30.0
1083,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.15549468216885,92.72991615954186,,tomato_salad,0,1.0,12.0,67.76077746419497,60.23922253580503,,plate,0,0.2,30.0
1084,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.628643223931775,92.56826697944024,,tomato_salad,0,1.0,12.0,66.87689398771192,61.123106012288076,,plate,0,0.2,30.0
1085,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.1017917656947,92.40661779933862,,tomato_salad,0,1.0,12.0,65.99301051122887,62.006989488771126,,plate,0,0.2,30.0
1086,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.574940307457624,92.244968619237,,tomato_salad,0,1.0,12.0,65.10912703474582,62.890872965254175,,plate,0,0.2,30.0
1087,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.04808884922055,92.08331943913538,,tomato_salad,0,1.0,12.0,64.22524355826278,63.774756441737225,,plate,0,0.2,30.0
1088,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.52123739098347,91.92167025903376,,tomato_salad,0,1.0,12.0,63.341360081779726,64.65863991822027,,plate,0,0.2,30.0
1089,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.9943859327464,91.76002107893214,,tomato_salad,0,1.0,12.0,62.45747660529668,65.54252339470332,,plate,0,0.2,30.0
1090,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.46753447450932,91.5983718988301,,tomato_salad,0,1.0,12.0,61.57359312881363,66.42640687118637,,plate,0,0.2,30.0
1091,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.940683016272246,91.43672271872772,,tomato_salad,0,1.0,12.0,60.68970965233058,67.31029034766942,,plate,0,0.2,30.0
1092,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.41383155803517,91.27507353862535,,tomato_salad,0,1.0,12.0,59.80582617584753,68.19417382415247,,plate,0,0.2,30.0
1093,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.886980099798095,91.11342435852296,,tomato_salad,0,1.0,12.0,58.92194269936448,69.07805730063552,,plate,0,0.2,30.0
1094,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.36012864156102,90.95177517842059,,tomato_salad,0,1.0,12.0,58.03805922288143,69.96194077711857,,plate,0,0.2,30.0
1095,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.83327718332394,90.7901259983182,,tomato_salad,0,1.0,12.0,57.15417574639838,70.84582425360162,,plate,0,0.2,30.0
1096,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.30642572508687,90.62847681821583,,tomato_salad,0,1.0,12.0,56.27029226991533,71.72970773008467,,plate,0,0.2,30.0
1097,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.77957426684979,90.46682763811344,,tomato_salad,0,1.0,12.0,56.0,72.0,,plate,0,0.2,30.0
1098,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.25272280861272,90.30517845801107,,tomato_salad,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1099,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.72587135037564,90.14352927790868,,tomato_salad,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1100,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,50.199019892138566,89.98188009780631,,tomato_salad,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1101,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,50.67216843390149,89.82023091770392,,tomato_salad,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1102,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.145316975664414,89.65858173760155,,tomato_salad,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1103,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.61846551742734,89.49693255749916,,tomato_salad,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1104,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.09161405919026,89.33528337739679,,tomato_salad,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1105,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.56476260095319,89.1736341972944,,tomato_salad,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1106,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.03791114271611,89.01198501719203,,tomato_salad,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1107,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.51105968447904,88.85033583708964,,tomato_salad,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1108,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.98420822624196,88.68868665698727,,tomato_salad,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1109,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,54.457356768004885,88.52703747688489,,tomato_salad,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1110,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,54.93050530976781,88.36538829678251,,tomato_salad,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1111,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.403653851530734,88.20373911668013,,tomato_salad,0,1.0,12.0,56.88388347648305,71.11611652351695,,,0,0.2,30.0
1112,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.80208885169362,87.98795993403948,,tomato_salad,0,1.0,12.0,57.7677669529661,70.2322330470339,,,0,0.2,30.0
1113,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.80827775845634,87.48799823807295,,tomato_salad,0,1.0,12.0,58.65165042944915,69.34834957055085,,,0,0.2,30.0
1114,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.814466665219065,86.98803654210641,,tomato_salad,0,1.0,12.0,59.5355339059322,68.4644660940678,,,0,0.2,30.0
1115,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.82065557198179,86.48807484613988,,tomato_salad,0,1.0,12.0,60.41941738241525,67.58058261758475,,,0,0.2,30.0
1116,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.82684447874451,85.98811315017335,,tomato_salad,0,1.0,12.0,61.3033008588983,66.6966991411017,,,0,0.2,30.0
1117,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.833033385507235,85.48815145420681,,tomato_salad,0,1.0,12.0,62.187184335381346,65.81281566461865,,,0,0.2,30.0
1118,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.839222292269966,84.98818975824028,,tomato_salad,0,1.0,12.0,63.071067811864395,64.9289321881356,,,0,0.2,30.0
