tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,c9df4aeb99167dda_score,player_c0983c61_x,player_c0983c61_y,player_c0983c61_move_target,player_c0983c61_item,player_c0983c61_score,player_c0983c61_cut_speed,player_c0983c61_speed,player_98027992_x,player_98027992_y,player_98027992_move_target,player_98027992_item,player_98027992_score,player_98027992_cut_speed,player_98027992_speed
725,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.59578014392035,92.48448241311631,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
726,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.14845508046851,92.0479903884377,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
727,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.701130017016666,91.61149836375908,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
728,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.253804953564824,91.17500633908047,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
729,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.80647989011298,90.73851431440185,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
730,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.35915482666114,90.30202228972324,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
731,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.9118297632093,89.86553026504463,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
732,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.46450469975711,89.42903824036601,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
733,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.017179636304554,88.99254621568745,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
734,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.569854572852,88.55605419100928,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
735,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.19727198592398,88.08752379787057,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
736,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.18960854908634,87.46257078224806,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
737,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.18194511224869,86.83761776662556,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
738,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.174281675411045,86.21266475100305,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
739,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.1666182385734,85.58771173538054,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
740,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.15895480173575,84.96275871975803,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
741,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.15129136489811,84.33780570413552,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
742,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.14362792806046,83.71285268851301,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
743,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.135964491222815,83.0878996728905,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
744,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.12830105438517,82.46294665726799,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
745,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.12063761754752,81.83799364164548,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
746,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.11297418070988,81.21304062602297,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
747,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.10531074387223,80.58808761040046,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
748,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.097647307034585,79.96313459477796,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
749,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.08998387019694,79.33818157915545,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
750,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.08232043335929,78.71322856353294,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
751,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.07465699652165,78.08827554791043,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
752,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.066993559684,77.46332253228792,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
753,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.05933012284601,76.83836951666541,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
754,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.05166668600801,76.2134165010429,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
755,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.04400324917001,75.58846348542039,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
756,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.03633981233201,74.96351046979788,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
757,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.028676375494015,74.33855745417537,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
758,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.021012938656014,73.71360443855286,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
759,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.01334950181801,73.08865142293035,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
760,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00568606498001,72.46369840730785,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
761,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.002338195626194,71.8387186144721,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
762,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00224592981307,71.21371862128251,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
763,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00215366399995,70.58871862809292,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
764,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.002061398186825,69.96371863490333,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
765,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0019691323737,69.33871864171374,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
766,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00187686656058,68.71371864852415,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
767,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.001784600747456,68.08871865533456,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
768,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00169233493433,67.46371866214497,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
769,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00160006912121,66.83871866895538,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
770,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00150780330809,66.21371867576579,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
771,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.001415537494964,65.5887186825762,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
772,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00132327168184,64.96371868938661,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
773,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00123100586872,64.33871869619702,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
774,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.001138740055595,63.71371870300743,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
775,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00104647424247,63.08871870981784,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
776,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00095420842935,62.46371871662825,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
777,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000861942616226,61.83871872343866,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
778,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0007696768031,61.21371873024907,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
779,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00067741098998,60.58871873705948,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
780,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000585145176856,59.96371874386989,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
781,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00049287936399,59.3387187506803,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
782,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00040061355122,58.71371875749071,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
783,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000308347738454,58.08871876430112,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
784,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000216081925686,57.46371877111153,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
785,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00012381611292,56.83871877792194,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
786,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00003155030015,56.21371878473235,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
787,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00002770487459,55.5887187849379,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
788,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000026594100184,54.96371878493918,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
789,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00002548332578,54.33871878494046,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
790,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00002437255137,53.71371878494174,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
791,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00002326177697,53.08871878494302,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
792,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00002215100256,52.4637187849443,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
793,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000021040228155,51.83871878494558,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
794,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00001992945375,51.213718784946856,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
795,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000018818679344,50.588718784948135,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
796,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00001770790494,49.963718784949414,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
797,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00001659713053,49.33871878495069,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
798,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00001548635633,48.71371878495197,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
799,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00001437558228,48.08871878495325,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
800,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00001326480823,47.46371878495453,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
