tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,aec32225e7c6947c_score,player_064638ed_x,player_064638ed_y,player_064638ed_move_target,player_064638ed_item,player_064638ed_score,player_064638ed_cut_speed,player_064638ed_speed,player_ac9a300e_x,player_ac9a300e_y,player_ac9a300e_move_target,player_ac9a300e_item,player_ac9a300e_score,player_ac9a300e_cut_speed,player_ac9a300e_speed
1242,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.61700935788133,39.38299064211867,,,0,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
1243,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.97056274847455,39.02943725152545,,,0,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
1244,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,73.32411613906777,38.67588386093223,,,0,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
1245,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,73.67766952966099,38.32233047033901,,,0,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
1246,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.03122292025421,37.96877707974579,,,0,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
1247,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.38477631084743,37.61522368915257,,,0,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
1248,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.73832970144065,37.26167029855935,,,0,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
1249,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,75.09188309203387,36.90811690796613,,,0,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
1250,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,75.44543648262709,36.55456351737291,,,0,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
1251,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,75.79898987322031,36.20101012677969,,,0,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
1252,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,76.15254326381353,35.84745673618647,,,0,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
1253,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,76.50609665440675,35.49390334559325,,,0,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
1254,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,76.85965004499997,35.14034995500003,,,0,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
1255,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.21320343559319,34.786796564406814,,,0,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
1256,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.5667568261864,34.433243173813594,,,0,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
1257,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.92031021677963,34.079689783220374,,,0,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
1258,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.27386360737285,33.726136392627154,,,0,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
1259,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.62741699796607,33.372583002033934,,,0,1.0,12.0,86.74999999999972,24.0,,tomato,1,0.2,30.0
1260,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.98097038855929,33.019029611440715,,,0,1.0,12.0,85.49999999999943,24.0,,tomato,1,0.2,30.0
1261,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.3345237791525,32.665476220847495,,,0,1.0,12.0,84.24999999999915,24.0,,tomato,1,0.2,30.0
1262,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.68807716974572,32.311922830254275,,,0,1.0,12.0,82.99999999999886,24.0,,tomato,1,0.2,30.0
1263,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.04163056033894,31.958369439661055,,,0,1.0,12.0,81.74999999999858,24.0,,tomato,1,0.2,30.0
1264,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.39518395093216,31.604816049067836,,,0,1.0,12.0,80.4999999999983,24.0,,tomato,1,0.2,30.0
1265,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.74873734152538,31.251262658474616,,,0,1.0,12.0,79.24999999999801,24.0,,tomato,1,0.2,30.0
1266,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.1022907321186,30.897709267881396,,,0,1.0,12.0,77.99999999999773,24.0,,tomato,1,0.2,30.0
1267,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.45584412271182,30.544155877288176,,,0,1.0,12.0,76.74999999999744,24.0,,tomato,1,0.2,30.0
1268,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.80939751330504,30.190602486694956,,,0,1.0,12.0,75.49999999999716,24.0,,tomato,1,0.2,30.0
1269,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,82.16295090389826,29.837049096101737,,,0,1.0,12.0,74.24999999999687,24.0,,tomato,1,0.2,30.0
1270,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,82.51650429449148,29.483495705508517,,,0,1.0,12.0,72.99999999999659,24.0,,tomato,1,0.2,30.0
1271,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,82.8700576850847,29.129942314915297,,,0,1.0,12.0,71.7499999999963,24.0,,tomato,1,0.2,30.0
1272,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.22361107567792,28.776388924322077,,,0,1.0,12.0,70.49999999999602,24.0,,tomato,1,0.2,30.0
1273,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.57716446627114,28.422835533728858,,,0,1.0,12.0,69.24999999999574,24.0,,tomato,1,0.2,30.0
1274,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.93071785686436,28.069282143135638,,,0,1.0,12.0,67.99999999999545,24.0,,tomato,1,0.2,30.0
1275,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,84.28427124745758,27.715728752542418,,,0,1.0,12.0,66.74999999999517,24.0,,tomato,1,0.2,30.0
1276,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,84.6378246380508,27.3621753619492,,,0,1.0,12.0,65.49999999999488,24.0,,tomato,1,0.2,30.0
1277,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,84.99137802864402,27.00862197135598,,,0,1.0,12.0,64.2499999999946,24.0,,tomato,1,0.2,30.0
1278,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.34493141923724,26.65506858076276,,,0,1.0,12.0,62.999999999994316,24.0,,tomato,1,0.2,30.0
1279,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.69848480983046,26.30151519016954,,,0,1.0,12.0,61.74999999999403,24.0,,tomato,1,0.2,30.0
1280,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.05203820042368,25.94796179957632,,,0,1.0,12.0,60.49999999999375,24.0,,tomato,1,0.2,30.0
1281,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.4055915910169,25.5944084089831,,,0,1.0,12.0,59.24999999999346,24.0,,tomato,1,0.2,30.0
1282,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.75914498161012,25.24085501838988,,,0,1.0,12.0,57.99999999999318,24.0,,tomato,1,0.2,30.0
1283,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.11269837220334,24.88730162779666,,,0,1.0,12.0,56.749999999992895,24.0,,tomato,1,0.2,30.0
1284,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.46625176279656,24.53374823720344,,,0,1.0,12.0,55.49999999999261,24.0,,tomato,1,0.2,30.0
1285,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,,0,1.0,12.0,54.249999999992326,24.0,,tomato,1,0.2,30.0
1286,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,52.99999999999204,24.0,,tomato,1,0.2,30.0
1287,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,51.74999999999176,24.0,,tomato,1,0.2,30.0
1288,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,50.49999999999147,24.0,,tomato,1,0.2,30.0
1289,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,49.24999999999119,24.0,,tomato,1,0.2,30.0
1290,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,47.999999999990905,24.0,,tomato,1,0.2,30.0
1291,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,46.74999999999062,24.0,,tomato,1,0.2,30.0
1292,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,45.49999999999034,24.0,,tomato,1,0.2,30.0
1293,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,44.24999999999005,24.0,,tomato,1,0.2,30.0
1294,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,42.99999999998977,24.0,,tomato,1,0.2,30.0
1295,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,41.749999999989484,24.0,,tomato,1,0.2,30.0
1296,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,40.4999999999892,24.0,,tomato,1,0.2,30.0
1297,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,39.52408922643008,24.66756619610841,,tomato,1,0.2,30.0
1298,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,38.634732945431324,25.545942769935266,,tomato,1,0.2,30.0
1299,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,37.74537666443257,26.42431934376212,,tomato,1,0.2,30.0
1300,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,36.856020383433815,27.302695917588977,,tomato,1,0.2,30.0
1301,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,35.96666410243506,28.181072491415833,,tomato,1,0.2,30.0
1302,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,35.07730782143631,29.05944906524269,,tomato,1,0.2,30.0
1303,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,34.18795154043755,29.937825639069217,,tomato,1,0.2,30.0
1304,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,33.2985952594388,30.816202212895718,,tomato,1,0.2,30.0
1305,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,32.409238978440044,31.694578786722218,,tomato,1,0.2,30.0
1306,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,31.519882697441098,32.57295536054872,,tomato,1,0.2,30.0
1307,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,30.630526416441988,33.45133193437522,,tomato,1,0.2,30.0
1308,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,29.74117013544288,34.32970850820172,,tomato,1,0.2,30.0
1309,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,28.85181385444377,35.20808508202822,,tomato,1,0.2,30.0
1310,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,27.96245757344466,36.08646165585472,,tomato,1,0.2,30.0
1311,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,27.07310129244555,36.96483822968122,,tomato,1,0.2,30.0
1312,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,26.183745011446586,37.84321480350772,,tomato,1,0.2,30.0
1313,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,25.29438873044783,38.72159137733434,,tomato,1,0.2,30.0
1314,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.405032449449077,39.59996795116105,,tomato,1,0.2,30.0
1315,0,1,,0,2,None_cut,3.466666666666657,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,tomato,1,0.2,30.0
1316,0,1,,0,2,tomato,0.0,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1317,0,1,,0,2,tomato,0.008333333333333333,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
